id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_claymore_epilogue_15,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_15,True,,50,50,1.0,,,5,surprise,,3,surprise
event_claymore_epilogue_16,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_16,True,,50,50,1.0,,,5,surprise,,3,surprise
event_claymore_epilogue_17,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_17,True,,50,50,1.0,,,5,surprise,,3,surprise
event_claymore_epilogue_18,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_18,True,,30,30,1.0,,,5,surprise,,3,surprise
event_claymore_epilogue_19,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_19,True,,30,30,1.0,,,5,idle,,3,idle
event_claymore_epilogue_20,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_20,True,,30,30,1.0,,,5,idle,,3,idle
event_claymore_epilogue_21,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_21,True,,30,30,1.0,,,5,idle,,3,idle
event_claymore_epilogue_22,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_22,True,,30,30,1.0,,,5,idle,,3,idle
event_claymore_epilogue_23,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_23,True,,50,50,1.0,,,5,no,,3,idle
event_claymore_epilogue_24,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_24,True,,50,50,1.0,,,5,sad,,3,idle
event_claymore_epilogue_25,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_25,True,,50,50,1.0,,,5,sad,,3,idle
event_claymore_epilogue_26,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_26,True,,50,50,1.0,,,5,sad,,3,surprise
event_claymore_epilogue_27,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_27,True,,50,500,1.0,,,5,sad,,3,surprise
event_claymore_epilogue_28,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_28,True,,500,500,1.0,,,5,sad,,3,surprise
event_claymore_epilogue_29,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_29,True,,500,500,1.0,,,5,sad,,3,surprise
event_claymore_epilogue_30,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_30,True,,500,500,1.0,,,5,sad,,3,idle
event_claymore_epilogue_31,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_31,True,,500,500,1.0,,,5,idle,,3,idle
event_claymore_epilogue_32,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_32,True,,500,500,1.0,,,5,idle,,3,idle
event_claymore_epilogue_33,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_33,True,,500,500,1.0,,,5,idle,,3,idle
event_claymore_epilogue_34,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_34,True,,500,500,1.0,,,5,sad,,3,idle
event_claymore_epilogue_35,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_35,True,,500,500,1.0,,,5,sad,,3,idle
event_claymore_epilogue_36,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_36,True,,500,500,1.0,,,5,idle,,3,idle
event_claymore_epilogue_37,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_37,True,,500,500,1.0,,,5,idle,,3,idle
event_claymore_epilogue_38,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_38,True,,500,500,1.0,,,5,idle,,3,idle
event_claymore_epilogue_39,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_39,True,,500,500,1.0,,,5,idle,,3,idle
event_claymore_epilogue_40,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_40,True,,500,500,1.0,,,5,delight,,3,idle
event_claymore_epilogue_41,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_41,True,,500,50,1.0,,,5,idle,,3,idle
event_claymore_epilogue_42,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_42,True,,50,50,1.0,,,5,idle,,3,idle
event_claymore_epilogue_43,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_43,True,,50,50,1.0,,,5,delight,,3,idle
event_claymore_epilogue_44,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_44,True,,30,30,1.0,,,5,idle,,3,idle
event_claymore_epilogue_45,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_45,True,,30,30,1.0,,,5,idle,,3,idle
event_claymore_epilogue_46,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_46,True,,30,30,1.0,,,5,idle,,3,idle
event_claymore_epilogue_47,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_47,True,,30,30,1.0,,,5,idle,,3,idle
event_claymore_epilogue_48,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_48,True,,30,300,1.0,,,5,idle,,3,idle
event_claymore_epilogue_49,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_49,True,,300,300,1.0,,,5,idle,,3,delight
event_claymore_epilogue_50,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_50,True,,300,300,1.0,,,5,idle,,3,delight
event_claymore_epilogue_51,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_51,True,,300,300,1.0,,,5,idle,,3,delight
event_claymore_epilogue_52,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_52,True,,300,30,1.0,,,5,idle,,3,delight
event_claymore_epilogue_53,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_53,True,,50,50,1.0,,,5,shy,,3,delight
event_claymore_epilogue_54,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_54,True,,50,50,1.0,,,5,shy,,3,delight
event_claymore_epilogue_55,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_55,True,,50,50,1.0,,,5,shy,,3,delight
event_claymore_epilogue_56,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_56,True,,50,4,1.0,,,5,shy,,3,delight
event_claymore_epilogue_57,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_57,True,,4,4,1.0,,,5,shy,,3,special
event_claymore_epilogue_58,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_58,True,,4,4,1.0,,,5,delight,,3,special
event_claymore_epilogue_59,40050,event_claymore_epilogue,Speech,bay,bay,Locale_SubScenario:event_claymore_epilogue_59,True,,4,4,1.0,,,5,delight,,3,special
event_claymore_epilogue_60,40050,event_claymore_epilogue,Speech,clay,clay,Locale_SubScenario:event_claymore_epilogue_60,True,,4,4,1.0,,,5,special,,3,special
event_claymore_epilogue_61,40050,event_claymore_epilogue,Narration,clay,,Locale_SubScenario:event_claymore_epilogue_61,False,,black,black,1.0,,,5,special,,3,special
