id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target
event_schooloflock_01_s_14,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_14,True,,13,idle,,1,void,,3,idle,,2,2,1.0,,event_schooloflock_01_s_15
event_schooloflock_01_s_15,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_15,True,,13,idle,,1,void,,3,idle,,2,2,1.0,,
event_schooloflock_01_s_16,40028,event_schooloflock_01_s,Monologue,,,Locale_SubScenario:event_schooloflock_01_s_16,False,,13,idle,,1,void,,3,idle,,2,10,1.0,,
event_schooloflock_01_s_17,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_17,True,,13,idle,,1,void,,3,idle,,10,10,1.0,,
event_schooloflock_01_s_18,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_18,True,,13,idle,,1,void,,3,idle,,10,10,1.0,,
event_schooloflock_01_s_19,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_19,True,,13,idle,,1,void,,3,delight,,10,S_30,1.0,,
event_schooloflock_01_s_20,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_20,True,,13,idle,,1,void,,3,delight,,S_30,S_30,1.0,,
event_schooloflock_01_s_21,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_21,True,,13,idle,,1,void,,3,delight,,S_30,S_30,1.0,,
event_schooloflock_01_s_22,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_22,True,,13,idle,,1,void,,3,delight,,S_30,S_30,1.0,,
event_schooloflock_01_s_23,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_23,True,,13,idle,,1,idle,,3,delight,,S_30,2,1.0,,
event_schooloflock_01_s_24,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_24,True,,13,idle,,1,idle,,3,delight,,2,2,1.0,,
event_schooloflock_01_s_25,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_25,True,,13,idle,,1,idle,,3,delight,,2,2,1.0,,
event_schooloflock_01_s_26,40028,event_schooloflock_01_s,Self,,,Locale_SubScenario:event_schooloflock_01_s_26,False,,13,idle,,1,idle,,3,delight,,2,2,1.0,,
event_schooloflock_01_s_27,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_27,True,,13,idle,,1,idle,,3,idle,,2,12,1.0,,
event_schooloflock_01_s_28,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_28,True,,13,idle,,1,idle,,3,idle,,12,12,1.0,,
event_schooloflock_01_s_29,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_29,True,,13,idle,,1,idle,,3,idle,,12,12,1.0,,
event_schooloflock_01_s_30,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_30,True,,13,idle,,1,idle,,3,idle,,12,12,1.0,,
event_schooloflock_01_s_31,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_31,True,,13,think,,1,idle,,3,idle,,12,130,1.0,,
event_schooloflock_01_s_32,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_32,True,,13,think,,1,idle,,3,idle,,130,130,1.0,,
event_schooloflock_01_s_33,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_33,True,,13,think,,1,idle,,3,idle,,130,130,1.0,,
event_schooloflock_01_s_34,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_34,True,,13,think,,1,idle,,3,idle,,S_30,S_30,1.0,,
event_schooloflock_01_s_35,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_35,True,,13,think,,1,idle,,3,idle,,S_30,S_30,1.0,,
event_schooloflock_01_s_36,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_36,True,,13,idle,,1,idle,,3,idle,,S_30,S_30,1.0,,
event_schooloflock_01_s_37,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_37,True,,13,idle,,1,idle,,3,idle,,S_30,S_30,1.0,,
event_schooloflock_01_s_38,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_38,True,,13,idle,,1,void,,3,idle,,S_30,10,1.0,,
event_schooloflock_01_s_39,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_39,True,,13,idle,,1,void,,3,idle,,10,10,1.0,,
event_schooloflock_01_s_40,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_40,True,,13,idle,,1,void,,3,idle,,10,10,1.0,,
event_schooloflock_01_s_41,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_41,True,,13,idle,,1,void,,3,idle,,10,10,1.0,,
event_schooloflock_01_s_42,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_42,True,,13,idle,,1,void,,3,idle,,10,10,1.0,,
event_schooloflock_01_s_43,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_43,True,,13,idle,,1,void,,3,idle,,10,12,1.0,,
event_schooloflock_01_s_44,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_44,True,,13,idle,,1,void,,3,idle,,12,12,1.0,,
event_schooloflock_01_s_45,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_45,True,,13,idle,,1,void,,3,idle,,12,12,1.0,,
event_schooloflock_01_s_46,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_46,True,,13,idle,,1,void,,3,idle,,12,12,1.0,,
event_schooloflock_01_s_47,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_47,True,,13,idle,,1,void,,3,idle,,12,12,1.0,,
event_schooloflock_01_s_48,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_48,False,,13,idle,,1,worry,,3,idle,,12,10,0.6,,
event_schooloflock_01_s_49,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_49,True,,13,idle,,1,worry,,3,idle,,10,10,1.0,,
event_schooloflock_01_s_50,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_50,True,,13,idle,,1,worry,,3,idle,,10,10,1.0,,
event_schooloflock_01_s_51,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_51,True,,13,idle,,1,worry,,3,no,,10,2,1.0,,
event_schooloflock_01_s_52,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_52,True,,13,idle,,1,worry,,3,idle,,2,2,1.0,,
event_schooloflock_01_s_53,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_53,True,,13,idle,,1,no,,3,idle,,2,2,1.0,,
event_schooloflock_01_s_54,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_54,True,,13,idle,,1,no,,3,idle,,2,2,1.0,,
event_schooloflock_01_s_55,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_55,True,,13,idle,,1,no,,3,idle,,2,2,1.0,,
event_schooloflock_01_s_56,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_56,True,,13,idle,,1,no,,3,no,,2,2,1.0,,
event_schooloflock_01_s_57,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_57,True,,13,idle,,1,no,,3,no,,2,2,1.0,,
event_schooloflock_01_s_58,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_58,True,,13,idle,,1,angry,,3,no,,2,2,1.0,,
event_schooloflock_01_s_59,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_59,True,,13,idle,,1,void,,3,no,,2,2,1.0,,
event_schooloflock_01_s_60,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_60,True,,13,idle,,1,void,,3,idle,,2,2,1.0,,
event_schooloflock_01_s_61,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_61,True,,13,worry,,1,void,,3,idle,,2,130,1.0,,
event_schooloflock_01_s_62,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_62,True,,13,worry,,1,void,,3,idle,,130,130,1.0,,
event_schooloflock_01_s_63,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_63,True,,13,worry,,1,void,,3,idle,,130,130,1.0,,
event_schooloflock_01_s_64,40028,event_schooloflock_01_s,Self,,,Locale_SubScenario:event_schooloflock_01_s_64,False,,13,worry,,1,void,,3,idle,,130,130,1.0,,
event_schooloflock_01_s_65,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_65,True,,13,idle,,1,void,,3,idle,,130,13,1.0,,
event_schooloflock_01_s_66,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_66,True,,13,idle,,1,idle,,3,idle,,13,2,1.0,,
event_schooloflock_01_s_67,40028,event_schooloflock_01_s,Speech,anis,anis,Locale_SubScenario:event_schooloflock_01_s_67,True,,13,idle,,1,idle,,3,idle,,2,2,1.0,,
event_schooloflock_01_s_68,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_68,True,,13,idle,,1,idle,,3,idle,,2,2,1.0,,
event_schooloflock_01_s_69,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_69,True,,13,idle,,1,idle,,3,idle,,130,130,1.0,,
event_schooloflock_01_s_70,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_70,True,,13,idle,,1,idle,,3,delight,,S_30,S_30,1.0,,
event_schooloflock_01_s_71,40028,event_schooloflock_01_s,Speech,neon,neon,Locale_SubScenario:event_schooloflock_01_s_71,True,,13,idle,,1,idle,,3,delight,,S_30,S_30,1.0,,
event_schooloflock_01_s_72,40028,event_schooloflock_01_s,Self,,,Locale_SubScenario:event_schooloflock_01_s_72,False,,13,idle,,1,idle,,3,delight,,130,130,1.0,,
event_schooloflock_01_s_73,40028,event_schooloflock_01_s,Speech,rapi,rapi,Locale_SubScenario:event_schooloflock_01_s_73,True,,13,idle,,1,idle,,3,delight,,130,13,1.0,,
