id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_ce003_2_03_e_57,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_57,False,,black,black,1.0,,ce_003_03,,sfx_scn_countdownbeep,,,,7,idle,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_58,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_58,False,,black,black,1.0,,ce_003_03,,sfx_scn_countdownbeep,,,,7,idle,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_59,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_59,True,,7,L_70,1.0,,epicurean,epicurean,sfx_scn_cookalarm,,,,7,idle,,,1,idle,,,,,,,,,,,,,
event_ce003_2_03_e_60,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_60,True,,L_70,L_70,1.0,,epicurean,epicurean,,,,,7,idle,,,1,idle,,ce_003_02,13,idle,,,,,,,,,
event_ce003_2_03_e_61,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_61,True,,113,113,1.0,,ce_003_02,ce_003_02,,,,,7,idle,,,1,idle,,,13,idle,,,,,,,,,
event_ce003_2_03_e_62,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_62,True,,113,113,1.0,,ce_003_03,ce_003_03,,,,,7,idle,,,1,idle,,,13,idle,,,,,,,,,
event_ce003_2_03_e_63,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_63,True,,113,113,1.0,,ce_003_02,ce_003_02,,,,,7,idle,,,1,idle,,,13,delight,,,,,,,,,
event_ce003_2_03_e_64,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_64,True,,113,130,1.0,,ce_003_02,ce_003_02,,,,,7,idle,,,1,idle,,,13,idle,,,,,,,,,
event_ce003_2_03_e_65,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_65,False,,130,1300,1.0,,ce_003_02,,,,,,7,idle,,,1,idle,,,13,idle,,,,,,,,,
event_ce003_2_03_e_66,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_66,False,,1300,1300,1.0,,ce_003_02,,sfx_scn_soup,,,,7,idle,,,1,idle,,,13,idle,,,,,,,,,
event_ce003_2_03_e_67,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_67,False,,1300,1300,1.0,,ce_003_02,,sfx_scn_foodonfire,,,,7,idle,,,1,idle,,,13,idle,,,,,,,,,
event_ce003_2_03_e_68,40042,event_ce003_2_03_e,Narration,Locale_SubScenario:event_ce003_2_03_e_68,False,,1300,1300,1.0,,ce_003_02,,,,,,7,idle,,,1,idle,,,13,idle,,,,,,,,,
event_ce003_2_03_e_69,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_69,True,,1300,130,1.0,,ce_003_02,ce_003_02,,,,,7,idle,,,1,idle,,,13,idle,,,,,,,,,
event_ce003_2_03_e_70,40042,event_ce003_2_03_e,Speech,Locale_SubScenario:event_ce003_2_03_e_70,True,,10,10,1.0,,ce_003_03,ce_003_03,,,,,7,idle,,,1,idle,,,13,idle,,,,,,,,,
