id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_lionheart_06_e_12,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_12,True,,12,12,1.0,,,,,1,idle,,,13,sad,,,,,
event_lionheart_06_e_13,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_13,True,,12,12,1.0,,,,,1,idle,,,13,angry,,,,,
event_lionheart_06_e_14,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_14,True,,12,12,1.0,,,,,1,idle,,,13,sad,,,,,
event_lionheart_06_e_15,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_15,True,,12,12,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_16,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_16,True,,12,12,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_17,40037,event_lionheart_06_e,Self,biscuit,,Locale_SubScenario:event_lionheart_06_e_17,False,,12,12,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_18,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_18,True,,12,Leo_10,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_19,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_19,True,,Leo_10,Leo_10,1.0,bgm_story_weare,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_20,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_20,True,,Leo_10,Leo_10,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_21,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_21,True,,Leo_10,XS_130,1.0,,,,,1,sad,,,13,angry,,,,,
event_lionheart_06_e_22,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_22,True,,XS_130,XS_130,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_23,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_23,True,,XS_130,12,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_24,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_24,True,,12,12,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_25,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_25,True,,12,12,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_26,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_26,True,,12,12,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_27,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_27,True,,12,12,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_28,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_28,True,,12,12,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_29,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_29,True,,12,12,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_30,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_30,True,,12,12,1.0,,,,,1,sad,,,13,sad,,,,,
event_lionheart_06_e_31,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_31,True,,12,XS_130,1.0,none,,,,1,sad,,,13,idle,,,,,
event_lionheart_06_e_32,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_32,True,,Leo_10,Leo_10,1.0,,,,,1,sad,,,13,idle,,,,,
event_lionheart_06_e_33,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_33,True,,XS_130,XS_1300,1.0,,,,,1,sad,,,13,idle,,,,,
event_lionheart_06_e_34,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_34,True,,Leo_10,Leo_1,1.0,,,,,1,sad,,,13,idle,,timi,5,sad,
event_lionheart_06_e_35,40037,event_lionheart_06_e,Monologue,leona_no,,Locale_SubScenario:event_lionheart_06_e_35,False,,Leo_1,5,2.0,bgm_story_impression,,,,1,sad,,,13,idle,biscuit,,5,sad,
event_lionheart_06_e_36,40037,event_lionheart_06_e,Speech,timi,timi,Locale_SubScenario:event_lionheart_06_e_36,True,,5,XS_500,1.0,,sfx_scn_lionroar,,,1,sad,,,,,,,5,sad,
event_lionheart_06_e_37,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_37,True,,XS_500,XS_500,1.0,,,,,1,sad,,,,,,,5,sad,
event_lionheart_06_e_38,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_38,True,,XS_500,XS_500,1.0,,,,,1,sad,,,,,,,5,sad,
event_lionheart_06_e_39,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_39,True,,XS_500,XS_500,1.0,,,,,1,sad,,,,,,,5,sad,
event_lionheart_06_e_40,40037,event_lionheart_06_e,Speech,timi,timi,Locale_SubScenario:event_lionheart_06_e_40,True,,XS_500,XS_50,1.0,,sfx_scn_lionroar,,,1,sad,,,,,,,5,angry,
event_lionheart_06_e_41,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_41,True,,XS_50,XS_50,1.0,,,,,1,sad,,,,,,,5,angry,
event_lionheart_06_e_42,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_42,True,none,black,black,1.0,,,,lionheart_event,1,sad,leona_no,,,,,,5,angry,timi
event_lionheart_06_e_43,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_43,True,,lionheart_02,lionheart_02,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_44,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_44,True,,lionheart_02,lionheart_02,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_45,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_45,True,,lionheart_02,lionheart_02,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_46,40037,event_lionheart_06_e,Speech,timi,timi,Locale_SubScenario:event_lionheart_06_e_46,True,,lionheart_02,lionheart_03,2.0,,sfx_scn_lionroar,,,1,idle,,,,,,,,,
event_lionheart_06_e_47,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_47,True,,lionheart_03,lionheart_03,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_48,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_48,True,,lionheart_03,lionheart_01,2.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_49,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_49,True,,lionheart_01,lionheart_01,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_50,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_50,True,,lionheart_01,lionheart_01,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_51,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_51,True,,lionheart_01,lionheart_01,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_52,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_52,True,,lionheart_01,lionheart_01,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_53,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_53,True,,lionheart_01,lionheart_01,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_54,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_54,True,,lionheart_01,lionheart_01,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_55,40037,event_lionheart_06_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_06_e_55,True,,lionheart_01,lionheart_04,2.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_56,40037,event_lionheart_06_e,Monologue,leona_no,,Locale_SubScenario:event_lionheart_06_e_56,False,,lionheart_04,lionheart_04,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_57,40037,event_lionheart_06_e,Monologue,leona_no,,Locale_SubScenario:event_lionheart_06_e_57,False,,lionheart_04,lionheart_04,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_58,40037,event_lionheart_06_e,Monologue,leona_no,,Locale_SubScenario:event_lionheart_06_e_58,False,,lionheart_04,lionheart_04,1.0,,,,,1,idle,,,,,,,,,
event_lionheart_06_e_59,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_59,True,SchoolCorridor,L_30,L_30,1.0,bgm_story_inwonderland,,black,leona,1,idle,lionheart_event,biscuit,13,sad,,nero,3,idle,
event_lionheart_06_e_60,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_60,True,,L_30,12,1.0,,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_06_e_61,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_61,True,,12,12,1.0,,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_06_e_62,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_62,True,,L_30,L_30,1.0,,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_06_e_63,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_63,True,,L_30,L_30,1.0,,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_06_e_64,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_64,True,,XS_130,XS_130,1.0,,,,,1,idle,,,13,angry,,,3,idle,
event_lionheart_06_e_65,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_65,True,,XS_130,XS_130,1.0,,,,,1,idle,,,13,angry,,,3,idle,
event_lionheart_06_e_66,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_66,True,,XS_130,XS_130,1.0,,,,,1,idle,,,13,angry,,,3,idle,
event_lionheart_06_e_67,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_67,True,,L_30,L_30,1.0,,,,,1,idle,,,13,angry,,,3,idle,
event_lionheart_06_e_68,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_68,True,,L_30,L_30,1.0,,,,,1,idle,,,13,angry,,,3,idle,
event_lionheart_06_e_69,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_69,True,,L_30,L_30,1.0,,,,,1,idle,,,13,angry,,,3,idle,
event_lionheart_06_e_70,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_70,True,,XS_130,XS_1300,2.0,,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_06_e_71,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_71,True,,XS_1300,L_10,1.0,,,,,1,sad,,,13,sad,,,3,idle,
event_lionheart_06_e_72,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_72,True,,L_10,L_10,1.0,,,,,1,sad,,,13,sad,,,3,idle,
event_lionheart_06_e_73,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_73,True,,L_10,2,1.0,,,,,1,sad,,,13,sad,,,3,idle,
event_lionheart_06_e_74,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_74,True,,2,2,1.0,,,,,1,sad,,,13,sad,,,3,idle,
event_lionheart_06_e_75,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_75,True,,2,2,1.0,,,,,1,sad,,,13,sad,,,3,idle,
event_lionheart_06_e_76,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_76,True,,2,12,1.0,,,,,1,sad,,,13,sad,,,3,idle,
event_lionheart_06_e_77,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_77,True,,12,12,1.0,,,,,1,sad,,,13,sad,,,3,idle,
event_lionheart_06_e_78,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_78,True,,L_30,L_30,1.0,,,,,1,sad,,,13,sad,,,3,idle,
event_lionheart_06_e_79,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_79,True,,L_30,L_30,1.0,,,,,1,sad,,,13,sad,,,3,idle,
event_lionheart_06_e_80,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_80,True,,L_30,L_30,1.0,,,,,1,sad,,,13,sad,,,3,idle,
event_lionheart_06_e_81,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_81,True,,XS_130,XS_130,1.0,,,,,1,sad,,,13,angry,,,3,idle,
event_lionheart_06_e_82,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_82,True,,XS_130,XS_130,1.0,,,,,1,sad,,,13,angry,,,3,idle,
event_lionheart_06_e_83,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_83,True,,XS_130,XS_130,1.0,,,,,1,sad,,,13,angry,,,3,idle,
event_lionheart_06_e_84,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_84,True,,XS_130,L_10,1.0,,,,,1,sad,,,13,angry,,,3,idle,
event_lionheart_06_e_85,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_85,True,,L_10,L_10,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_86,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_86,True,,L_10,L_10,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_87,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_87,True,,L_10,2,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_88,40037,event_lionheart_06_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_06_e_88,True,,2,2,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_89,40037,event_lionheart_06_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_06_e_89,True,,2,12,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_90,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_90,True,,12,12,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_91,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_91,True,,12,12,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_92,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_92,True,,12,12,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_93,40037,event_lionheart_06_e,Speech,timi,timi,Locale_SubScenario:event_lionheart_06_e_93,True,,12,12,1.0,,sfx_scn_lionroar,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_94,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_94,True,,12,L_10,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_95,40037,event_lionheart_06_e,Speech,leona,leona,Locale_SubScenario:event_lionheart_06_e_95,True,,L_10,L_10,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_96,40037,event_lionheart_06_e,Self,leona,,Locale_SubScenario:event_lionheart_06_e_96,False,,L_10,L_10,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_97,40037,event_lionheart_06_e,Monologue,leona,,Locale_SubScenario:event_lionheart_06_e_97,False,,L_10,12,2.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_98,40037,event_lionheart_06_e,Monologue,leona,,Locale_SubScenario:event_lionheart_06_e_98,False,,12,2,2.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_99,40037,event_lionheart_06_e,Monologue,leona,,Locale_SubScenario:event_lionheart_06_e_99,False,,black,black,1.0,,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_06_e_100,40037,event_lionheart_06_e,Monologue,leona,,Locale_SubScenario:event_lionheart_06_e_100,False,,black,black,1.0,,,,,1,idle,,,13,idle,,,3,idle,
