id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_miraclesnow2_02_s_11,40004,event_miraclesnow2_02_s,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_s_11,False,White,black,black,1.0,,Blur_High,Vignetting,,1,idle_02,,3,idle,angelina,17,idle,,,,,
event_miraclesnow2_02_s_12,40004,event_miraclesnow2_02_s,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_s_12,False,,S_170,S_170,1.0,,Blur_High,Vignetting,,1,idle_02,,3,idle,,17,idle,,,,,
event_miraclesnow2_02_s_13,40004,event_miraclesnow2_02_s,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_s_13,False,,S_170,S_170,1.0,,Blur_High,Vignetting,,1,idle_02,,3,idle,,17,idle,,,,,
event_miraclesnow2_02_s_14,40004,event_miraclesnow2_02_s,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_s_14,False,Backstreet,S_190,S_190,1.0,,Grey,Vignetting,,1,idle_02,,3,idle,,17,idle,,,,,
event_miraclesnow2_02_s_15,40004,event_miraclesnow2_02_s,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_s_15,False,,S_190,S_190,1.0,,Grey,Vignetting,,1,idle_02,,3,idle,,17,idle,,,,,
event_miraclesnow2_02_s_16,40004,event_miraclesnow2_02_s,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_s_16,False,BriefingRoom,black,black,1.0,,,,,1,idle_02,,3,idle,,17,idle,angelina,exia_c,15,idle,
event_miraclesnow2_02_s_17,40004,event_miraclesnow2_02_s,Speech,exia_c,exia,Locale_SubScenario:event_miraclesnow2_02_s_17,True,,S_150,S_150,1.0,,Grey,Grey,,1,idle_02,,3,idle,,,,,,15,idle,
event_miraclesnow2_02_s_18,40004,event_miraclesnow2_02_s,Speech,exia_c,exia,Locale_SubScenario:event_miraclesnow2_02_s_18,True,,S_150,S_150,1.0,,Grey,Grey,,1,idle_02,,3,idle,,,,,,15,idle,
event_miraclesnow2_02_s_19,40004,event_miraclesnow2_02_s,Monologue,,,Locale_SubScenario:event_miraclesnow2_02_s_19,False,City_d,black,black,1.0,,,,,1,idle_02,,3,idle,,,,,,15,idle,exia_c
event_miraclesnow2_02_s_20,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_20,True,,31,31,1.0,,,,,1,special,,3,idle,,,,,,,,
event_miraclesnow2_02_s_21,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_21,True,,31,31,1.0,,,,,1,special,,3,idle,,,,,,,,
event_miraclesnow2_02_s_22,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_22,True,,31,31,1.0,,,,,1,idle_02,,3,idle,,,,,,,,
event_miraclesnow2_02_s_23,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_23,True,,31,31,1.0,,,,,1,idle_02,,3,idle,,,,,,,,
event_miraclesnow2_02_s_24,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_24,True,,31,31,1.0,,,,,1,idle_02,,3,delight,,,,,,,,
event_miraclesnow2_02_s_25,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_25,False,,31,1,1.0,none,,,,1,sad,,3,delight,,,,,,,,
event_miraclesnow2_02_s_26,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_26,True,,1,L_10,1.0,,,,,1,sad,,3,idle,,,,,,,,
event_miraclesnow2_02_s_27,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_27,True,,L_10,L_10,1.0,bgm_story_inwonderland,,,,1,sad,,3,idle,,,,,,,,
event_miraclesnow2_02_s_28,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_28,True,,XS_30,XS_30,1.0,,,,,1,sad,,3,idle,,,,,,,,
event_miraclesnow2_02_s_29,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_29,True,,L_10,L_10,1.0,,,,,1,surprise,,3,idle,,,,,,,,
event_miraclesnow2_02_s_30,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_30,True,,XS_30,XS_30,1.0,,,,,1,surprise,,3,idle,,,,,,,,
event_miraclesnow2_02_s_31,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_31,True,,L_10,L_10,1.0,,,,,1,delight,,3,idle,,,,,,,,
event_miraclesnow2_02_s_32,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_32,True,,L_10,31,1.0,,,,,1,delight,,3,idle,,,,,,,,
event_miraclesnow2_02_s_33,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_33,True,,31,31,1.0,,,,,1,delight,,3,idle,,,,,,,,
event_miraclesnow2_02_s_34,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_34,False,,31,31,1.0,,,,,1,sad,,3,idle,,,,,,,,
event_miraclesnow2_02_s_35,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_35,True,,31,L_10,1.0,,,,,1,sad,,3,idle,,,,,,,,
event_miraclesnow2_02_s_36,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_36,True,,L_10,L_100,0.5,,,,,1,sad,,3,idle,,,,,,,,
event_miraclesnow2_02_s_37,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_37,True,,XS_300,XS_300,1.0,,,,,1,sad,,3,surprise,,,,,,,,
event_miraclesnow2_02_s_38,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_38,True,,L_100,L_100,1.0,,,,,1,sad,,3,surprise,,,,,,,,
event_miraclesnow2_02_s_39,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_39,True,,XS_300,XS_300,1.0,,,,,1,sad,,3,sad,,,,,,,,
event_miraclesnow2_02_s_40,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_40,True,,L_100,L_100,1.0,,,,,1,etc,,3,sad,,,,,,,,
event_miraclesnow2_02_s_41,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_41,True,,L_100,L_100,1.0,,,,,1,etc,,3,sad,,,,,,,,
event_miraclesnow2_02_s_42,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_42,True,,L_100,L_100,1.0,,,,,1,etc,,3,sad,,,,,,,,
event_miraclesnow2_02_s_43,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_43,True,,L_100,L_10,1.0,,,,,1,etc,,3,sad,,,,,,,,
event_miraclesnow2_02_s_44,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_44,True,,XS_30,XS_30,1.0,,,,,1,etc,,3,think,,,,,,,,
event_miraclesnow2_02_s_45,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_45,True,,L_10,L_10,1.0,,,,,1,sad,,3,think,,,,,,,,
event_miraclesnow2_02_s_46,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_46,True,,XS_30,XS_30,1.0,,,,,1,sad,,3,sad,,,,,,,,
event_miraclesnow2_02_s_47,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_47,False,,XS_30,31,1.0,,,,,1,sad,,3,sad,,,,,,,,
event_miraclesnow2_02_s_48,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_48,True,,31,31,1.0,,,,,1,sad,,3,sad,,,,,,,,
event_miraclesnow2_02_s_49,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_49,True,,31,31,1.0,,,,,1,sad,,3,sad,,,,,,,,
event_miraclesnow2_02_s_50,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_50,True,,31,31,1.0,,,,,1,sad,,3,sad,,,,,,,,
event_miraclesnow2_02_s_51,40004,event_miraclesnow2_02_s,Self,,,Locale_SubScenario:event_miraclesnow2_02_s_51,False,,31,31,1.0,,,,,1,sad,,3,sad,,,,,,,,
event_miraclesnow2_02_s_52,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_52,True,,31,31,1.0,,,,,1,sad,,3,sad,,,,,,,,
event_miraclesnow2_02_s_53,40004,event_miraclesnow2_02_s,Self,,,Locale_SubScenario:event_miraclesnow2_02_s_53,False,,31,31,1.0,,,,,1,sad,,3,sad,,,,,,,,
event_miraclesnow2_02_s_54,40004,event_miraclesnow2_02_s,Self,,,Locale_SubScenario:event_miraclesnow2_02_s_54,False,,31,31,1.0,,,,,1,sad,,3,sad,,,,,,,,
event_miraclesnow2_02_s_55,40004,event_miraclesnow2_02_s,Self,,,Locale_SubScenario:event_miraclesnow2_02_s_55,False,,31,31,1.0,,,,,1,sad,,3,sad,,,,,,,,
event_miraclesnow2_02_s_56,40004,event_miraclesnow2_02_s,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_02_s_56,True,,31,31,1.0,,,,,1,shy,,3,sad,,,,,,,,
event_miraclesnow2_02_s_57,40004,event_miraclesnow2_02_s,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_02_s_57,True,,31,31,1.0,,,,,1,shy,,3,delight,,,,,,,,
event_miraclesnow2_02_s_58,40004,event_miraclesnow2_02_s,Self,,,Locale_SubScenario:event_miraclesnow2_02_s_58,False,,31,31,1.0,,,,,1,shy,,3,delight,,,,,,,,
