id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,jump_target,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_ce004_3_epilogue_11,40057,event_ce004_3_epilogue,Speech,andersen,andersen,Locale_SubScenario:event_ce004_3_epilogue_11,True,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_12,40057,event_ce004_3_epilogue,Speech,andersen,andersen,Locale_SubScenario:event_ce004_3_epilogue_12,True,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_13,40057,event_ce004_3_epilogue,Speech,andersen,andersen,Locale_SubScenario:event_ce004_3_epilogue_13,True,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_14,40057,event_ce004_3_epilogue,Speech,andersen,andersen,Locale_SubScenario:event_ce004_3_epilogue_14,True,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_15,40057,event_ce004_3_epilogue,Speech,andersen,andersen,Locale_SubScenario:event_ce004_3_epilogue_15,True,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_16,40057,event_ce004_3_epilogue,Speech,andersen,andersen,Locale_SubScenario:event_ce004_3_epilogue_16,True,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_17,40057,event_ce004_3_epilogue,Speech,andersen,andersen,Locale_SubScenario:event_ce004_3_epilogue_17,True,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_18,40057,event_ce004_3_epilogue,Speech,ingrid,ingrid,Locale_SubScenario:event_ce004_3_epilogue_18,True,,3,idle,,1,idle,,13,idle,,15,idle,,L_150,L_150,1.0,,,,,,,,,,,
event_ce004_3_epilogue_19,40057,event_ce004_3_epilogue,Speech,mustang,mustang,Locale_SubScenario:event_ce004_3_epilogue_19,True,,3,idle,,1,idle,,13,idle,,15,idle,,L_30,L_30,1.0,,,,,,,,,,,
event_ce004_3_epilogue_20,40057,event_ce004_3_epilogue,Speech,syuen,syuen,Locale_SubScenario:event_ce004_3_epilogue_20,True,,3,idle,,1,idle,,13,angry,,15,idle,,S_130,S_130,1.0,,,,,,,,,,,
event_ce004_3_epilogue_21,40057,event_ce004_3_epilogue,Speech,andersen,andersen,Locale_SubScenario:event_ce004_3_epilogue_21,True,,3,idle,,1,delight,,13,angry,,15,idle,,S_130,12,1.0,,,,,,,,,,,
event_ce004_3_epilogue_22,40057,event_ce004_3_epilogue,Speech,andersen,andersen,Locale_SubScenario:event_ce004_3_epilogue_22,True,,3,idle,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,,,,
event_ce004_3_epilogue_23,40057,event_ce004_3_epilogue,Speech,andersen,andersen,Locale_SubScenario:event_ce004_3_epilogue_23,True,,3,idle,,1,idle,,13,idle,,15,idle,,12,L_10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_24,40057,event_ce004_3_epilogue,Monologue,,,Locale_SubScenario:event_ce004_3_epilogue_24,False,,3,idle,,1,idle,,13,idle,,15,idle,SchoolCorridor,3,1,2.0,event_bgm_juveniledays_inst,mustang,andersen,syuen,ingrid,black,,,,,
event_ce004_3_epilogue_25,40057,event_ce004_3_epilogue,Monologue,,,Locale_SubScenario:event_ce004_3_epilogue_25,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
event_ce004_3_epilogue_26,40057,event_ce004_3_epilogue,Self,,,Locale_SubScenario:event_ce004_3_epilogue_26,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
event_ce004_3_epilogue_27,40057,event_ce004_3_epilogue,Monologue,,,Locale_SubScenario:event_ce004_3_epilogue_27,False,,,,,,,,,,,,,,1,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_28,40057,event_ce004_3_epilogue,Self,,,Locale_SubScenario:event_ce004_3_epilogue_28,False,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_29,40057,event_ce004_3_epilogue,Monologue,,,Locale_SubScenario:event_ce004_3_epilogue_29,False,,,,,,,,,,,,,Classroom,10,130,2.0,,,,,,,,,,,
event_ce004_3_epilogue_30,40057,event_ce004_3_epilogue,Self,,,Locale_SubScenario:event_ce004_3_epilogue_30,False,,,,,,,,,,,,,,130,130,1.0,,,,,,,,,,,
event_ce004_3_epilogue_31,40057,event_ce004_3_epilogue,Monologue,,,Locale_SubScenario:event_ce004_3_epilogue_31,False,,,,,,,,,,,,,,130,130,1.0,,,,,,,,,,,
event_ce004_3_epilogue_32,40057,event_ce004_3_epilogue,Monologue,,,Locale_SubScenario:event_ce004_3_epilogue_32,False,,,,,,,,,,,,,SchoolCorridor,130,10,2.0,,,,,,,,,,,
event_ce004_3_epilogue_33,40057,event_ce004_3_epilogue,Self,,,Locale_SubScenario:event_ce004_3_epilogue_33,False,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_34,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_34,True,,,,marciana,1,idle,,,,,,,,black,black,1.0,,,,,,,,,,,
event_ce004_3_epilogue_35,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_35,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_36,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_36,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_37,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_37,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_38,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_38,False,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_39,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_39,True,,,,,1,delight,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_40,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_40,True,,,,,1,delight,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_41,40057,event_ce004_3_epilogue,Choice,marciana,,Locale_SubScenario:event_ce004_3_epilogue_41,False,,,,,1,delight,,,,,,,,10,10,1.0,,,,,,,event_ce004_3_epilogue_43,,,,
event_ce004_3_epilogue_42,40057,event_ce004_3_epilogue,Choice,marciana,,Locale_SubScenario:event_ce004_3_epilogue_42,False,,,,,1,delight,,,,,,,,10,10,1.0,,,,,,,event_ce004_3_epilogue_44,,,,
event_ce004_3_epilogue_43,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_43,True,,,,,1,delight,,,,,,,,10,10,1.0,,,,,,,event_ce004_3_epilogue_45,,,,
event_ce004_3_epilogue_44,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_44,True,,,,,1,delight,,,,,,,,10,10,1.0,,,,,,,event_ce004_3_epilogue_45,,,,
event_ce004_3_epilogue_45,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_45,False,,,,,1,delight,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_46,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_46,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_47,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_47,False,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_48,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_48,True,,,,,1,idle,,,,,,,,10,100,1.0,,,,,,,,,,,
event_ce004_3_epilogue_49,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_49,True,,,,,1,idle,,,,,,,,100,100,1.0,,,,,,,,,,,
event_ce004_3_epilogue_50,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_50,True,,,,,1,idle,,,,,,,,100,100,1.0,,,,,,,,,,,
event_ce004_3_epilogue_51,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_51,True,,,,,1,idle,,,,,,,,100,100,1.0,,,,,,,,,,,
event_ce004_3_epilogue_52,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_52,False,,,,,1,idle,,,,,,,,100,100,1.0,,,,,,,,,,,
event_ce004_3_epilogue_53,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_53,False,,,,,1,idle,,,,,,,,100,100,1.0,,,,,,,,,,,
event_ce004_3_epilogue_54,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_54,True,,,,,1,idle,,,,,,,,100,100,1.0,,,,,,,,,,,
event_ce004_3_epilogue_55,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_55,True,,,,,1,idle,,,,,,,,100,100,1.0,,,,,,,,,,,
event_ce004_3_epilogue_56,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_56,False,,,,,1,idle,,,,,,,,100,100,1.0,,,,,,,,,,,
event_ce004_3_epilogue_57,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_57,True,,,,,1,idle,,,,,,,,100,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_58,40057,event_ce004_3_epilogue,Narration,marciana,,Locale_SubScenario:event_ce004_3_epilogue_58,False,,,,,1,idle,,,,,,,,130,10,2.0,none,,,,,black,,,,,
event_ce004_3_epilogue_59,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_59,False,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_60,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_60,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_61,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_61,False,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_62,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_62,True,,,,,1,idle,,,,,,,,10,10,1.0,bgm_story_impression,,,,,,,,,,
event_ce004_3_epilogue_63,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_63,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_64,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_64,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_65,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_65,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_66,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_66,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_67,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_67,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_68,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_68,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_69,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_69,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_70,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_70,False,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_71,40057,event_ce004_3_epilogue,Monologue,zwei,,Locale_SubScenario:event_ce004_3_epilogue_71,False,,,,,1,idle,ein,13,idle,zwei,15,idle,SimulationRoom,10,14,2.0,,,marciana,,,,,rei,17,angry,
event_ce004_3_epilogue_72,40057,event_ce004_3_epilogue,Monologue,zwei,,Locale_SubScenario:event_ce004_3_epilogue_72,False,,,,,,,,13,idle,,15,idle,,14,14,1.0,,,,,,,,,17,angry,
event_ce004_3_epilogue_73,40057,event_ce004_3_epilogue,Monologue,zwei,,Locale_SubScenario:event_ce004_3_epilogue_73,False,,,,,,,,13,idle,,15,idle,,14,16,2.0,,,,,,,,,17,angry,
event_ce004_3_epilogue_74,40057,event_ce004_3_epilogue,Monologue,zwei,,Locale_SubScenario:event_ce004_3_epilogue_74,False,,,,,,,,13,idle,,15,idle,,16,16,1.0,,,,,,,,,17,angry,
event_ce004_3_epilogue_75,40057,event_ce004_3_epilogue,Self,zwei,,Locale_SubScenario:event_ce004_3_epilogue_75,False,,,,,,,,13,idle,,15,idle,,16,16,1.0,,,,,,,,,17,angry,
event_ce004_3_epilogue_76,40057,event_ce004_3_epilogue,Self,zwei,,Locale_SubScenario:event_ce004_3_epilogue_76,False,,,,marciana,1,idle,,13,idle,,15,idle,SchoolCorridor,black,black,1.0,,,,ein,zwei,,,,17,angry,rei
event_ce004_3_epilogue_77,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_77,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_78,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_78,False,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_79,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_79,False,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_80,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_80,True,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_81,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_81,False,,,,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_82,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_82,True,,,,,1,delight,,,,,,,,10,10,1.0,,,,,,,,,,,
event_ce004_3_epilogue_83,40057,event_ce004_3_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_ce004_3_epilogue_83,True,,,,,1,delight,,,,,,,,10,1,1.0,,,,,,,,,,,
event_ce004_3_epilogue_84,40057,event_ce004_3_epilogue,Self,marciana,,Locale_SubScenario:event_ce004_3_epilogue_84,False,,,,,1,delight,,,,,,,,1,1,1.0,,,,,,,,,,,
event_ce004_3_epilogue_85,40057,event_ce004_3_epilogue,Monologue,marciana,,Locale_SubScenario:event_ce004_3_epilogue_85,False,,,,,1,delight,,,,,,,,1,5,2.0,,,,,,,,,,,
event_ce004_3_epilogue_86,40057,event_ce004_3_epilogue,Monologue,marciana,,Locale_SubScenario:event_ce004_3_epilogue_86,False,,,,,1,delight,,,,,,,,black,black,1.0,,,,,,,,,,,
