id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,set_filter_02,fade,characters/2/hide_char_id
event_unbreakablesphere2_03_s_14,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_14,True,,OP_leftup,surprise,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_15,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_15,True,,OP_leftup,surprise,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_16,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_16,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_17,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_17,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_18,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_18,True,,OP_leftup,idle,,1,idle,,10,100,0.5,,,,,,,,,
event_unbreakablesphere2_03_s_19,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_19,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_20,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_20,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_21,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_21,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_22,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_22,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_23,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_23,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_24,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_24,True,,OP_leftup,idle,,1,pain,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_25,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_25,True,,OP_leftup,delight,,1,pain,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_26,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_26,True,,OP_leftup,delight,,1,pain,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_27,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_27,False,,OP_leftup,delight,,1,pain,,100,10,0.5,,,,,,,,,
event_unbreakablesphere2_03_s_28,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_28,True,,OP_leftup,idle,,1,pain,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_29,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_29,True,,OP_leftup,idle,,1,pain,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_30,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_30,True,,OP_leftup,idle,,1,pain,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_31,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_31,True,,OP_leftup,idle,,1,pain,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_32,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_32,True,,OP_leftup,idle,,1,pain,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_33,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_33,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_34,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_34,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_35,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_35,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_36,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_36,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_37,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_37,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_38,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_38,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_39,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_39,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_40,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_40,True,,OP_leftup,idle,,1,think,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_41,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_41,True,,OP_leftup,smile,,1,think,,10,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_42,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_42,True,,OP_leftup,smile,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_43,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_43,True,,OP_leftup,surprise,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_44,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_44,True,,OP_leftup,surprise,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_45,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_45,True,,OP_leftup,surprise,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_46,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_46,True,,OP_leftup,surprise,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_47,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_47,True,,OP_leftup,surprise,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_48,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_48,True,,OP_leftup,think,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_49,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_49,True,,OP_leftup,think,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_50,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_50,False,,OP_leftup,think,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_51,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_51,True,,OP_leftup,surprise,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_52,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_52,True,,OP_leftup,surprise,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_53,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_53,True,,OP_leftup,surprise,,1,think,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_54,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_54,True,,OP_leftup,surprise,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_55,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_55,True,,OP_leftup,surprise,,1,idle,,100,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_56,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_56,False,,OP_leftup,smile,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_57,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_57,True,,OP_leftup,smile,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_58,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_58,True,,OP_leftup,smile,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_59,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_59,True,,OP_leftup,smile,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_60,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_60,False,,OP_leftup,think,,1,idle,,black,black,1.0,,jien_op,,,,,,,
event_unbreakablesphere2_03_s_61,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_61,True,,,,,1,think,EmptyArea,10,100,1.0,,,littlemermaid,13,idle,Grey,Vignetting,black,
event_unbreakablesphere2_03_s_62,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_62,True,,,,,1,think,,L_1300,L_130,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_63,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_63,True,,,,,1,think,,L_130,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_64,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_64,False,,,,,1,pain,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_65,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_65,True,,,,,1,pain,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_66,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_66,True,,,,,1,pain,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_67,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_67,True,,,,,1,pain,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_68,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_68,True,,,,,1,pain,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_69,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_69,True,,,,,1,think,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_70,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_70,True,,,,,1,think,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_71,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_71,True,,,,,1,think,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_72,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_72,True,,,,,1,think,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_73,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_73,True,,,,,1,think,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_74,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_74,True,,,,,1,think,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_75,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_75,True,,,,,1,think,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_76,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_76,False,,,,,1,sad_01,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_77,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_77,True,,,,,1,sad_01,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_78,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_78,True,,,,,1,sad_01,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_79,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_79,True,,,,,1,sad_01,,113,113,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_80,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_80,True,,,,,1,sad_01,,113,L_130,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_81,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_81,True,,,,,1,sad_01,,L_130,L_130,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_82,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_82,True,,,,,1,sad_01,,L_130,L_130,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_83,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_83,True,,,,,1,sad_01,,L_130,L_1300,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_84,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_84,True,,,,,1,sad_01,,L_1300,L_1300,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_85,40076,event_unbreakablesphere2_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_03_s_85,True,,,,,1,sad_01,,L_1300,L_1300,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_86,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_86,True,,,,,1,sad_01,,100,100,1.0,,,,13,idle,Grey,Vignetting,,
event_unbreakablesphere2_03_s_87,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_87,True,jien_op,OP_leftup,think,,1,idle,BriefingRoom,100,100,1.0,,,,13,idle,,,black,littlemermaid
event_unbreakablesphere2_03_s_88,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_88,False,,OP_leftup,think,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_89,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_89,True,,OP_leftup,smile,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_90,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_90,True,,OP_leftup,smile,,1,idle,,100,10,0.5,,,,,,,,,
event_unbreakablesphere2_03_s_91,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_91,False,,OP_leftup,smile,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_92,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_92,True,,OP_leftup,delight,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_93,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_93,True,,OP_leftup,delight,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_94,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_94,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_95,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_95,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_96,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_96,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_97,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_97,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_98,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_98,True,,OP_leftup,idle,,1,idle,,10,10,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_99,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_99,True,,OP_leftup,idle,,1,idle,,10,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_100,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_100,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_101,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_101,False,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_102,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_102,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_103,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_103,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_104,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_104,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_105,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_105,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_106,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_106,True,,OP_leftup,idle,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_107,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_107,True,,OP_leftup,delight,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_108,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_108,True,,OP_leftup,delight,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_109,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_109,True,,OP_leftup,delight,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_110,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_110,True,,OP_leftup,delight,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_111,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_111,True,,OP_leftup,delight,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_112,40076,event_unbreakablesphere2_03_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_03_s_112,False,,OP_leftup,smile,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_113,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_113,False,,OP_leftup,smile,,1,idle,,100,100,1.0,,,,,,,,,
event_unbreakablesphere2_03_s_114,40076,event_unbreakablesphere2_03_s,Speech,jien_op,jien_op,Locale_MainScenario:event_unbreakablesphere2_03_s_114,True,,OP_leftup,smile,,1,idle,,100,100,1.0,,,,,,,,,
