id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/2/hide_char_id,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/8/hide_char_id,characters/9/hide_char_id,characters/4/hide_char_id
event_boomtheghost2_02_s_35,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_35,True,,,,,13,idle,,,,,15,good,,1500,150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_36,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_36,False,,,,,13,idle,,,,,15,worry,,150,150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_37,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_37,True,,,,,13,idle,,,,,15,worry,,150,150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_38,40085,event_boomtheghost2_02_s,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_02_s_38,False,,,,,13,idle,,,,,15,worry,,150,150,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_39,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_39,True,,,,,13,idle,,,,,15,worry,,150,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_40,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_40,True,,,,,13,idle,,,,,15,think,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_41,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_41,True,,,,,13,idle,,,,,15,think,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_42,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_42,True,,,,,13,idle,,,,,15,delight,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_43,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_43,True,,,,,13,no,,,,,15,delight,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_44,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_44,True,,,,,13,no,,,,,15,delight,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_45,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_45,True,,,,,13,no,,,,,15,delight,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_46,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_46,True,,,,,13,idle,,,,,15,delight,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_02_s_47,40085,event_boomtheghost2_02_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_02_s_47,False,,,,,13,idle,,,,,15,delight,,black,black,1.0,,,,,tove_s,5,idle,centi_s,7,idle,yan_s,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_48,40085,event_boomtheghost2_02_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_02_s_48,False,,,,,13,idle,,,,,15,delight,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_49,40085,event_boomtheghost2_02_s,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost2_02_s_49,False,,,,,13,idle,,,,,15,delight,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_boomtheghost2_02_s_50,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_50,True,,,,,13,idle,,,,,15,think,,1500,150,1.0,,,,,,5,idle,,7,idle,,9,idle,chefghost,17,delight,,,,,,,,,
event_boomtheghost2_02_s_51,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_51,True,,,,,13,surprise,,,,,15,think,,150,S_130,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_52,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_52,True,,,,,13,surprise,,,,,15,worry,,S_130,1315,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_53,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_53,True,,,,,13,surprise,,,,,15,worry,,1315,17,2.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_54,40085,event_boomtheghost2_02_s,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_54,False,,,,,13,surprise,,,,,15,worry,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_55,40085,event_boomtheghost2_02_s,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_55,False,,,,,13,surprise,,,,,15,worry,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_56,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_56,True,,,,,13,surprise,,,,,15,worry,,S_170,S_170,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_57,40085,event_boomtheghost2_02_s,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_57,False,,,,,13,surprise,,,,,15,worry,,S_170,S_170,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_58,40085,event_boomtheghost2_02_s,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_58,False,,,,,13,surprise,,,,,15,worry,,S_170,1719,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,ghost_01,18,idle,ghost_02,19,idle,,,
event_boomtheghost2_02_s_59,40085,event_boomtheghost2_02_s,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_59,False,,,,,13,surprise,,,,,15,worry,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,18,idle,,19,idle,ghost_01,ghost_02,
event_boomtheghost2_02_s_60,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_60,False,,,,,13,surprise,,,,,15,worry,,1315,1315,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_61,40085,event_boomtheghost2_02_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_02_s_61,False,,,,,13,surprise,,,,,15,worry,,1315,1315,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_62,40085,event_boomtheghost2_02_s,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_62,False,,,,,13,surprise,,,,,15,worry,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_63,40085,event_boomtheghost2_02_s,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_63,False,,,,,13,surprise,,,,,15,worry,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_64,40085,event_boomtheghost2_02_s,Monologue,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_64,False,,,,,13,surprise,,,,,15,worry,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_65,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_65,True,,,,,13,surprise,,,,,15,worry,,S_1700,S_170,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_66,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_66,True,,,,,13,surprise,,,,,15,worry,,S_170,S_170,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_67,40085,event_boomtheghost2_02_s,Self,chefghost,,Locale_MainScenario:event_boomtheghost2_02_s_67,False,,,,,13,surprise,,,,,15,worry,,S_170,S_170,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_68,40085,event_boomtheghost2_02_s,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost2_02_s_68,True,,,,,13,surprise,pepper_s,3,idle,,15,delight,,S_90,S_90,1.0,,,,,,5,idle,,7,idle,,9,sad,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_69,40085,event_boomtheghost2_02_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_02_s_69,True,,,,,13,idle,,3,idle,,15,delight,,S_90,L_70,1.0,,,,,,5,idle,,7,surprise,,9,sad,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_70,40085,event_boomtheghost2_02_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_02_s_70,True,,,,,13,idle,,3,idle,,15,delight,,L_70,S_50,1.0,,,,,,5,delight,,7,surprise,,9,sad,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_71,40085,event_boomtheghost2_02_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_02_s_71,True,,,,,13,idle,,3,idle,,15,delight,,S_50,S_50,1.0,,,,,,5,delight,,7,surprise,,9,sad,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_72,40085,event_boomtheghost2_02_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost2_02_s_72,True,,,,,13,idle,,3,surprise,,15,delight,,S_50,53,1.0,,,,,,5,delight,,7,surprise,,9,sad,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_73,40085,event_boomtheghost2_02_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_02_s_73,True,,,,,13,idle,,3,surprise,,15,delight,,53,53,1.0,,,,,,5,delight,,7,surprise,,9,sad,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_74,40085,event_boomtheghost2_02_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost2_02_s_74,True,,,,,13,idle,,3,surprise,,15,delight,,53,53,1.0,,,,,,5,delight,,7,surprise,,9,sad,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_75,40085,event_boomtheghost2_02_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_02_s_75,True,,,,,13,idle,,3,surprise,,15,delight,,53,53,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_76,40085,event_boomtheghost2_02_s,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost2_02_s_76,False,,,,,13,idle,,3,idle,,15,delight,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_77,40085,event_boomtheghost2_02_s,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost2_02_s_77,False,,,,,13,idle,,3,idle,,15,delight,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_78,40085,event_boomtheghost2_02_s,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost2_02_s_78,False,,,,,13,idle,,3,idle,,15,delight,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_79,40085,event_boomtheghost2_02_s,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost2_02_s_79,False,,,,,1,idle,,3,idle,,15,delight,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_80,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_80,True,,,,,1,idle,,3,idle,,15,delight,,S_170,S_1700,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_81,40085,event_boomtheghost2_02_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_02_s_81,True,,,,,1,idle,,3,idle,,15,delight,,S_500,S_500,1.0,none,,,,,5,think,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_82,40085,event_boomtheghost2_02_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_02_s_82,True,,,,,1,idle,,3,idle,,15,delight,,S_500,S_50,0.5,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_83,40085,event_boomtheghost2_02_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_02_s_83,True,,,,,1,idle,,3,idle,,15,delight,,S_50,S_50,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_84,40085,event_boomtheghost2_02_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_02_s_84,False,,,,,1,idle,,3,idle,,15,delight,,S_50,S_50,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_85,40085,event_boomtheghost2_02_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_02_s_85,True,,,,,1,idle,,3,idle,,15,delight,,S_50,S_50,1.0,bgm_story_overjoy,,,,,5,surprise,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_86,40085,event_boomtheghost2_02_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_02_s_86,True,,,,,1,idle,,3,idle,,15,delight,,S_50,S_500,0.7,,,,,,5,surprise,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_87,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_87,True,,,,,1,idle,,3,idle,,15,delight,,S_170,S_170,1.0,,,,,,5,surprise,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_88,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_88,True,,,,,1,idle,,3,idle,,15,delight,,S_170,S_170,1.0,,,,,,5,surprise,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_89,40085,event_boomtheghost2_02_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_02_s_89,True,,,,,1,idle,,3,idle,,15,delight,,S_500,S_500,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_90,40085,event_boomtheghost2_02_s,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost2_02_s_90,False,,,,,1,idle,,3,idle,,15,delight,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_91,40085,event_boomtheghost2_02_s,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost2_02_s_91,False,,,,,1,idle,,3,idle,,15,delight,,black,black,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_92,40085,event_boomtheghost2_02_s,Speech,chefghost,chefghost,Locale_MainScenario:event_boomtheghost2_02_s_92,True,,,,,1,idle,,3,idle,,15,delight,,S_1700,S_170,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
event_boomtheghost2_02_s_93,40085,event_boomtheghost2_02_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_02_s_93,True,,,,,1,idle,,3,idle,,15,delight,,S_170,1517,1.0,,,,,,5,idle,,7,idle,,9,idle,,17,delight,,,,,,,,,
