id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id
event_redash1_04_s_37,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_37,True,,1,idle,,13,idle,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_38,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_38,True,,1,idle,,13,idle,,113,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_39,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_39,True,,1,idle,,13,idle,,113,130,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_40,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_40,True,,1,idle,,13,idle,,130,130,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_41,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_41,True,,1,idle,,13,idle,,130,1300,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_42,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_42,True,,1,idle,,13,idle,,1300,1300,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_43,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_43,True,,1,idle,,13,idle,,1300,1300,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_44,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_44,True,,1,idle,,13,idle,,1300,1300,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_45,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_45,True,,1,idle,,13,idle,,1300,130,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_46,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_46,True,,1,idle,,13,idle,,130,130,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_47,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_47,True,,1,idle,,13,idle,,130,113,1.0,,commander,commander,,,,,,,,,,
event_redash1_04_s_48,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_48,True,,1,idle,,13,delight,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,
event_redash1_04_s_49,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_49,False,,1,idle,,13,delight,MachineRoom,S_500,S_500,1.0,,snowwhite_o,snowwhite_o,commander,liliweiss,snowwhite_o,5,sad,black,,,,
event_redash1_04_s_50,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_50,True,,,,,,,,S_500,53,1.0,none,hongryeon_o,hongryeon_o,,,,5,sad,,hongryeon_o,3,idle,
event_redash1_04_s_51,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_51,True,,,,,,,,53,53,1.0,,snowwhite_o,snowwhite_o,,,,5,sad,,,3,idle,
event_redash1_04_s_52,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_52,True,,,,,,,,53,53,1.0,,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_53,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_53,True,,,,,,,,53,53,1.0,,snowwhite_o,snowwhite_o,,,,5,sad,,,3,idle,
event_redash1_04_s_54,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_54,True,,,,,,,,53,53,1.0,,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_55,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_55,False,,,,,,,,53,53,1.0,,snowwhite_o,snowwhite_o,,,,5,sad,,,3,idle,
event_redash1_04_s_56,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_56,True,,,,,,,,53,53,1.0,event_bgm_redash_dearsnowwhite,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_57,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_57,False,,,,,,,,53,5,1.0,,snowwhite_o,snowwhite_o,,,,5,sad,,,3,idle,
event_redash1_04_s_58,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_58,True,,,,,,,,5,5,1.0,,snowwhite_o,snowwhite_o,,,,5,sad,,,3,idle,
event_redash1_04_s_59,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_59,True,,,,,,,,5,S_50,1.0,,snowwhite_o,snowwhite_o,,,,5,sad_02,,,3,idle,
event_redash1_04_s_60,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_60,True,,,,,,,,S_50,S_50,1.0,,snowwhite_o,snowwhite_o,,,,5,sad_02,,,3,idle,
event_redash1_04_s_61,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_61,False,,,,,,,,S_50,S_50,1.0,,hongryeon_o,hongryeon_o,,,,5,sad_02,,,3,idle,
event_redash1_04_s_62,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_62,True,,,,,,,,S_50,5,1.0,,snowwhite_o,snowwhite_o,,,,5,sad_02,,,3,idle,
event_redash1_04_s_63,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_63,True,,,,,,,,5,5,1.0,,snowwhite_o,snowwhite_o,,,,5,sad_02,,,3,idle,
event_redash1_04_s_64,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_64,True,,,,,,,,5,53,1.0,,hongryeon_o,hongryeon_o,,,,5,sad_02,,,3,idle,
event_redash1_04_s_65,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_65,True,,,,,,,,53,53,1.0,,snowwhite_o,snowwhite_o,,,,5,sad,,,3,idle,
event_redash1_04_s_66,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_66,True,,,,,,,,53,30,1.0,,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_67,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_67,True,,,,,,,,30,30,1.0,,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_68,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_68,True,,,,,,,,30,300,1.0,,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_69,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_69,True,,,,,,,,300,300,1.0,,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_70,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_70,True,,,,,,,,300,300,1.0,,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_71,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_71,True,,,,,,,,300,300,1.0,,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_72,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_72,True,,,,,,,,300,300,1.0,,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_73,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_73,False,,,,,,,,300,300,1.0,,snowwhite_o,snowwhite_o,,,,5,sad,,,3,idle,
event_redash1_04_s_74,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_74,True,,,,,,,,300,30,1.0,,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_75,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_75,True,,,,,,,,30,30,1.0,,hongryeon_o,hongryeon_o,,,,5,sad,,,3,idle,
event_redash1_04_s_76,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_76,False,,,,,,,,30,53,1.0,,snowwhite_o,snowwhite_o,,,,5,sad,,,3,idle,
event_redash1_04_s_77,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_77,True,,,,,,,,53,53,1.0,,snowwhite_o,snowwhite_o,,,,5,sad,,,3,delight,
event_redash1_04_s_78,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_78,True,,,,,,,,53,53,1.0,,snowwhite_o,snowwhite_o,,,,5,sad,,,3,delight,
event_redash1_04_s_79,40031,event_redash1_04_s,Narration,Locale_MainScenario:event_redash1_04_s_79,False,,,,,,,,53,53,1.0,,,,,,,5,sad,,,3,idle,snowwhite_o
event_redash1_04_s_80,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_80,False,,,,,,,,53,3,1.0,,hongryeon_o,hongryeon_o,,,,,,,,3,sad,
event_redash1_04_s_81,40031,event_redash1_04_s,Speech,Locale_MainScenario:event_redash1_04_s_81,True,,,,,,,,3,300,1.0,,hongryeon_o,hongryeon_o,,,,,,,,3,sad,
