id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_ce003_1_06_e_45,40041,event_ce003_1_06_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_06_e_45,True,,7,idle,,5,idle,,3,idle,,1,delight,,13,angry,,2,2,1.0,,,,,,,,,15,idle,,,,,
event_ce003_1_06_e_46,40041,event_ce003_1_06_e,Speech,ade,ade,Locale_SubScenario:event_ce003_1_06_e_46,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,angry,,2,30,1.0,,,,,,,,,15,idle,,,,,
event_ce003_1_06_e_47,40041,event_ce003_1_06_e,Speech,ade,ade,Locale_SubScenario:event_ce003_1_06_e_47,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,angry,,30,30,1.0,,,,,,,,,15,idle,,,,,
event_ce003_1_06_e_48,40041,event_ce003_1_06_e,Speech,ade,ade,Locale_SubScenario:event_ce003_1_06_e_48,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,angry,,30,30,1.0,,,,,,,,,15,idle,,,,,
event_ce003_1_06_e_49,40041,event_ce003_1_06_e,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_06_e_49,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,angry,,S_130,S_130,1.0,,,,,,,,,15,idle,,,,,
event_ce003_1_06_e_50,40041,event_ce003_1_06_e,Speech,ade,ade,Locale_SubScenario:event_ce003_1_06_e_50,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,angry,,30,30,1.0,,,,,,,,,15,idle,,,,,
event_ce003_1_06_e_51,40041,event_ce003_1_06_e,Narration,ade,,Locale_SubScenario:event_ce003_1_06_e_51,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,angry,CommanderRoom_n,black,black,1.0,bgm_story_inwonderland,,cocoa,soda,ade,,ce_003_01,,15,idle,black,ce_003_03,,,
event_ce003_1_06_e_52,40041,event_ce003_1_06_e,Narration,ade,,Locale_SubScenario:event_ce003_1_06_e_52,False,,,,,,,,,,,1,angry,,,,,3,1,2.0,,sfx_scn_dishdebris,,,,,,,,,,,,,
event_ce003_1_06_e_53,40041,event_ce003_1_06_e,Narration,ade,,Locale_SubScenario:event_ce003_1_06_e_53,False,,,,,,,,,,,1,angry,,,,,1,10,1.0,,sfx_scn_soup,,,,,,,,,,,,,
event_ce003_1_06_e_54,40041,event_ce003_1_06_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_06_e_54,True,,,,,,,,,,,1,angry,,,,,10,10,1.0,,,,,,,,,,,,,,,
event_ce003_1_06_e_55,40041,event_ce003_1_06_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_06_e_55,True,,,,,,,,,,,1,angry,,,,,10,10,1.0,,,,,,,,,,,,,,,
event_ce003_1_06_e_56,40041,event_ce003_1_06_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_06_e_56,True,,,,,,,,,,,1,angry,,,,,10,10,1.0,,,,,,,,,,,,,,,
event_ce003_1_06_e_57,40041,event_ce003_1_06_e,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_06_e_57,True,,,,,,,,,,,1,surprise,,,,,10,12,1.0,,,,,,,,ce_003_01,13,worry,,,ce_003_03,15,idle
event_ce003_1_06_e_58,40041,event_ce003_1_06_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_06_e_58,True,,,,,,,,,,,1,delight,,,,,12,12,1.0,,,,,,,,,13,worry,,,,15,idle
event_ce003_1_06_e_59,40041,event_ce003_1_06_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_06_e_59,True,,,,,,,,,,,1,idle,,,,,12,14,1.0,,,,,,,,,13,worry,,,,15,idle
event_ce003_1_06_e_60,40041,event_ce003_1_06_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_06_e_60,True,,,,,,,,,,,1,idle,,,,,14,14,1.0,,,,,,,,,13,worry,,,,15,no
event_ce003_1_06_e_61,40041,event_ce003_1_06_e,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_06_e_61,True,,,,,,,,,,,1,idle,,,,,14,14,1.0,,,,,,,,,13,worry,,,,15,no
event_ce003_1_06_e_62,40041,event_ce003_1_06_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_06_e_62,True,,,,,,,,,,,1,idle,,,,,14,14,1.0,,,,,,,,,13,worry,,,,15,idle
event_ce003_1_06_e_63,40041,event_ce003_1_06_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_06_e_63,True,,,,,,,,,,,1,idle,,,,,14,12,1.0,,,,,,,,,13,worry,,,,15,idle
event_ce003_1_06_e_64,40041,event_ce003_1_06_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_06_e_64,True,,,,,,,,,,,1,idle,,,,,12,10,1.0,,,,,,,,,13,worry,,,,15,idle
event_ce003_1_06_e_65,40041,event_ce003_1_06_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_06_e_65,True,,,,,,,,,,,1,idle,,,,,150,150,1.0,,,,,,,,,13,angry,,,,15,idle
event_ce003_1_06_e_66,40041,event_ce003_1_06_e,Narration,ce_003_03,,Locale_SubScenario:event_ce003_1_06_e_66,False,,,,,,,,,,,1,idle,,,,,150,150,1.0,,,,,,,,,13,angry,,,,15,idle
event_ce003_1_06_e_67,40041,event_ce003_1_06_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_06_e_67,True,,,,,,,,,,,1,idle,,,,,150,150,1.0,,,,,,,,,13,angry,,,,15,idle
event_ce003_1_06_e_68,40041,event_ce003_1_06_e,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_06_e_68,True,,,,,,,,,,,1,idle,,,,,150,S_130,1.0,,,,,,,,,13,idle,,,,15,idle
event_ce003_1_06_e_69,40041,event_ce003_1_06_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_06_e_69,True,,,,,,,,,,,1,idle,,,,,S_130,10,2.0,,,,,,,,,13,idle,,,,15,idle
event_ce003_1_06_e_70,40041,event_ce003_1_06_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_06_e_70,True,,,,,,,,,,,1,delight,,,,,10,10,1.0,,,,,,,,,13,idle,,,,15,idle
event_ce003_1_06_e_71,40041,event_ce003_1_06_e,Narration,ce_003_02,,Locale_SubScenario:event_ce003_1_06_e_71,False,,,,,,,,,,,1,idle,,,,,10,12,2.0,,,,,,,,,13,idle,,,,15,idle
event_ce003_1_06_e_72,40041,event_ce003_1_06_e,Narration,ce_003_02,,Locale_SubScenario:event_ce003_1_06_e_72,False,,,,,,,,,,,1,idle,,,,,black,black,1.0,,,,,,,,,13,idle,,,,15,idle
