id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
event_seayouagain1_03_s_30,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_30,True,,170,170,1.0,,,,,15,idle,,,17,idle,,,,,,,,,,,,,,,19,angry,,,,,,,,,
event_seayouagain1_03_s_31,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_31,True,,170,170,1.0,,,,,15,idle,,,17,idle,,,,,,,,,,,,,,,19,angry,,,,,,,,,
event_seayouagain1_03_s_32,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_32,True,,170,16,1.0,,,,,15,surprise,,,17,idle,,,,,,,,,,,,,,,19,angry,,,,,,,,,
event_seayouagain1_03_s_33,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_33,True,,16,16,1.0,,,,,15,surprise,,,17,idle,,,,,,,,,,,,,,,19,angry,,,,,,,,,
event_seayouagain1_03_s_34,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_34,True,,16,16,1.0,,,,,15,surprise,,,17,idle,,,,,,,,,,,,,,,19,angry,,,,,,,,,
event_seayouagain1_03_s_35,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_35,True,,16,16,1.0,,,,,15,surprise,,,17,idle,,,,,,,,,,,,,,,19,angry,,,,,,,,,
event_seayouagain1_03_s_36,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_36,True,,190,190,1.0,,,,,15,surprise,,,17,idle,,,,,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_37,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_37,True,,190,190,1.0,,,,,15,surprise,,,17,idle,,,,,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_38,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_38,True,,S_150,S_150,1.0,,,,,15,worry,,,17,idle,,,,,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_39,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_39,True,,S_150,S_150,1.0,,,,,15,worry,,,17,idle,,,,,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_40,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_40,True,,S_150,14,1.0,,,,,15,worry,,,17,idle,,rapi,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_41,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_41,True,,14,14,1.0,,,,,15,worry,,,17,idle,,,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_42,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_42,True,,14,14,1.0,,,,,15,worry,,,17,idle,,,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_43,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_43,True,,14,14,1.0,,,,,15,idle,,,17,idle,,,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_44,40024,event_seayouagain1_03_s,Monologue,,,Locale_MainScenario:event_seayouagain1_03_s_44,False,,14,14,1.0,none,,,,15,idle,neon,,17,idle,,,13,idle,rapi,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_45,40024,event_seayouagain1_03_s,Monologue,,,Locale_MainScenario:event_seayouagain1_03_s_45,False,,14,1400,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_46,40024,event_seayouagain1_03_s,Monologue,,,Locale_MainScenario:event_seayouagain1_03_s_46,False,Beach_d,1400,4,1.0,bgm_story_profusion,,,,,,,,17,idle,,,,,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_47,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_47,True,,4,4,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,shy,,,,,,,,,
event_seayouagain1_03_s_48,40024,event_seayouagain1_03_s,Monologue,,,Locale_MainScenario:event_seayouagain1_03_s_48,False,,4,4,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,shy,,,,,,,,,
event_seayouagain1_03_s_49,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_49,True,,190,190,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,shy,,,,,,,,,
event_seayouagain1_03_s_50,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_50,True,,190,190,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,shy,,,,,,,,,
event_seayouagain1_03_s_51,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_51,True,,190,18,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,shy,,,,,,,,,
event_seayouagain1_03_s_52,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_52,True,,18,18,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_53,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_53,True,,18,18,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_54,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_54,True,,18,18,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_55,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_55,True,,18,18,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,surprise,,,,,,,,,
event_seayouagain1_03_s_56,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_56,True,,18,18,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,surprise,,,,,,,,,
event_seayouagain1_03_s_57,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_57,True,,18,18,1.0,,,,,,,,,17,void,,,,,,,,,,,,,,,19,surprise,,,,,,,,,
event_seayouagain1_03_s_58,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_58,True,,18,18,1.0,,,,,,,,,17,void,,,,,,,,,,,,,,,19,surprise,,,,,,,,,
event_seayouagain1_03_s_59,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_59,True,,18,18,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,surprise,,,,,,,,,
event_seayouagain1_03_s_60,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_60,True,,18,18,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,surprise,,,,,,,,,
event_seayouagain1_03_s_61,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_61,True,,18,18,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_62,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_62,True,,18,190,1.0,,,,,,,,,17,idle,,,,,,,,,,,,,,,19,no,,,,,,,,,
event_seayouagain1_03_s_63,40024,event_seayouagain1_03_s,Monologue,,,Locale_MainScenario:event_seayouagain1_03_s_63,False,,black,black,1.0,,,,neon,15,idle,,,17,idle,,rapi,13,idle,,,,,,,,,,,19,no,,,,,,,,,
event_seayouagain1_03_s_64,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_64,True,,14,14,1.0,,,,,15,idle,,,17,idle,,,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_65,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_65,True,,14,14,1.0,,,,,15,idle,,,17,idle,,,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_66,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_66,True,,190,190,1.0,,,,,15,idle,,,17,idle,,,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_67,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_67,True,,14,14,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_68,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_68,True,,14,14,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_69,40024,event_seayouagain1_03_s,Self,,,Locale_MainScenario:event_seayouagain1_03_s_69,False,,14,14,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_70,40024,event_seayouagain1_03_s,Self,,,Locale_MainScenario:event_seayouagain1_03_s_70,False,,14,14,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_71,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_71,True,,14,14,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,,,,,,,,,19,idle,,,,,,,,,
event_seayouagain1_03_s_72,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_72,True,LogHouseOut_d,S_150,S_150,1.0,,black,,,15,delight,,,17,idle,,,13,idle,,pepper,3,idle,,mary,1,idle,,,19,idle,,frima_s,7,idle,,liter,5,idle,
event_seayouagain1_03_s_73,40024,event_seayouagain1_03_s,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_03_s_73,True,,S_150,S_150,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,3,idle,,,1,idle,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_74,40024,event_seayouagain1_03_s,Speech,liter,liter,Locale_MainScenario:event_seayouagain1_03_s_74,True,,XS_50,XS_50,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,3,idle,,,1,idle,,,19,idle,,,7,idle,,,5,delight,
event_seayouagain1_03_s_75,40024,event_seayouagain1_03_s,Speech,mary,mary,Locale_MainScenario:event_seayouagain1_03_s_75,True,,2,2,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,3,idle,,,1,idle,,,19,idle,,,7,idle,,,5,delight,
event_seayouagain1_03_s_76,40024,event_seayouagain1_03_s,Speech,pepper,pepper,Locale_MainScenario:event_seayouagain1_03_s_76,True,,2,2,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,3,delight,,,1,idle,,,19,idle,,,7,idle,,,5,delight,
event_seayouagain1_03_s_77,40024,event_seayouagain1_03_s,Speech,frima_s,frima_s,Locale_MainScenario:event_seayouagain1_03_s_77,True,,70,70,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,3,delight,,,1,idle,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_78,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_78,True,,17,17,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,3,delight,,,1,idle,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_79,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_79,True,,17,17,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,3,delight,,,1,idle,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_80,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_80,True,,17,13,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,3,delight,,,1,idle,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_81,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_81,True,,13,13,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,3,delight,,,1,idle,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_82,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_82,True,,13,13,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,3,delight,,,1,idle,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_83,40024,event_seayouagain1_03_s,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_03_s_83,True,,16,16,1.0,,,,,15,delight,,,17,idle,,,13,idle,,,3,delight,,,1,idle,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_84,40024,event_seayouagain1_03_s,Speech,mary,mary,Locale_MainScenario:event_seayouagain1_03_s_84,True,,2,2,1.0,,,,,15,delight,neon,,17,idle,anis,,13,idle,,,3,delight,,,1,idle,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_85,40024,event_seayouagain1_03_s,Speech,mary,mary,Locale_MainScenario:event_seayouagain1_03_s_85,True,,2,2,1.0,,,,,,,,,,,,,13,idle,,,3,delight,,,1,idle,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_86,40024,event_seayouagain1_03_s,Speech,pepper,pepper,Locale_MainScenario:event_seayouagain1_03_s_86,True,,2,2,1.0,,,,,,,,,,,,,13,idle,,,3,delight,,,1,idle,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_87,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_87,True,,19,18,1.0,,,,,,,,,,,,,17,idle,,,3,delight,pepper,,1,idle,mary,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_88,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_88,True,,18,18,1.0,,,,,,,,,,,,,17,idle,,,,,,,,,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_89,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_89,True,,18,18,1.0,,,,,,,,,,,,,17,idle,,,,,,,,,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_90,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_90,True,,18,18,1.0,,,,,,,,,,,,,17,idle,,,,,,,,,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_91,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_91,True,,18,18,1.0,,,,,,,,,,,,,17,idle,,,,,,,,,,,19,idle,,,7,idle,,,5,idle,
event_seayouagain1_03_s_92,40024,event_seayouagain1_03_s,Monologue,,,Locale_MainScenario:event_seayouagain1_03_s_92,False,Beach_d,black,black,1.0,none,,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,7,idle,frima_s,,5,idle,liter
event_seayouagain1_03_s_93,40024,event_seayouagain1_03_s,Self,,,Locale_MainScenario:event_seayouagain1_03_s_93,False,,9,6,1.0,ambient_scn_wind,,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_94,40024,event_seayouagain1_03_s,Narration,,,Locale_MainScenario:event_seayouagain1_03_s_94,False,,6,6,1.0,,,sfx_scn_wavebreak,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_95,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_95,True,,6,6,1.0,,,,,,,,,,,,,1,think,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_96,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_96,True,,6,12,1.0,,,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_97,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_97,True,,12,12,1.0,,,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_98,40024,event_seayouagain1_03_s,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_03_s_98,True,,12,12,1.0,,,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_99,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_99,True,,12,12,1.0,,,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_100,40024,event_seayouagain1_03_s,Self,,,Locale_MainScenario:event_seayouagain1_03_s_100,False,,12,12,1.0,,,,,,,,,,,,,1,idle,,,,,,,,,,,13,idle,,,,,,,,,
event_seayouagain1_03_s_101,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_101,True,,12,130,1.0,,,,,,,,,,,,,1,idle,,,,,,,,,,,13,no,,,,,,,,,
event_seayouagain1_03_s_102,40024,event_seayouagain1_03_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_03_s_102,True,,130,130,1.0,,,,,,,,,,,,,1,idle,,,,,,,,,,,13,no,,,,,,,,,
event_seayouagain1_03_s_103,40024,event_seayouagain1_03_s,Self,,,Locale_MainScenario:event_seayouagain1_03_s_103,False,,130,130,1.0,,,,,,,,,,,,,1,idle,,,,,,,,,,,13,no,,,,,,,,,
