id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,fade,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id
event_overzone2_05_e_13,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_13,True,,3,think,,1,angry,,13,no,,15,sad,,5,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_14,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_14,True,,3,think,,1,angry,,13,no,,15,sad,,5,idle,,10,10,1.0,,,,,,,
event_overzone2_05_e_15,80304,event_overzone2_05_e,Narration,,,Locale_MainScenario:event_overzone2_05_e_15,False,,3,think,,1,angry,,13,no,,15,sad,,1,idle,Desert_01,black,black,1.0,none,pinne,,,,,
event_overzone2_05_e_16,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_16,True,,3,think,,,,,13,no,,15,no,,1,idle,,30,30,1.0,ambient_scn_wind,,black,,,,
event_overzone2_05_e_17,80304,event_overzone2_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_e_17,True,,3,think,,,,,13,no,,15,no,,1,idle,,30,14,1.0,,,,,,,
event_overzone2_05_e_18,80304,event_overzone2_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_e_18,True,,3,think,,,,,13,no,,15,no,,1,idle,,14,14,1.0,,,,,,,
event_overzone2_05_e_19,80304,event_overzone2_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_e_19,True,,3,think,,,,,13,no,,15,no,,1,idle,,14,14,1.0,,,,,,,
event_overzone2_05_e_20,80304,event_overzone2_05_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_05_e_20,True,,3,think,,,,,13,no,,15,no,,1,idle,,14,14,1.0,,,,,,,
event_overzone2_05_e_21,80304,event_overzone2_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_e_21,True,,3,think,,,,,13,no,,15,no,,1,idle,,14,12,1.0,,,,,,,
event_overzone2_05_e_22,80304,event_overzone2_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_e_22,True,,3,think,,,,,13,no,,15,no,,1,idle,,12,12,1.0,,,,,,,
event_overzone2_05_e_23,80304,event_overzone2_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_e_23,True,,3,think,,,,,13,no,,15,no,,1,idle,,12,12,1.0,,,,,,,
event_overzone2_05_e_24,80304,event_overzone2_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_e_24,True,,3,think,,,,,13,idle,,15,no,,1,idle,,12,12,1.0,,,,,,,
event_overzone2_05_e_25,80304,event_overzone2_05_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_05_e_25,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,150,150,1.0,,,,,,,
event_overzone2_05_e_26,80304,event_overzone2_05_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_05_e_26,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,150,150,1.0,,,,,,,
event_overzone2_05_e_27,80304,event_overzone2_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_e_27,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,L_10,L_10,1.0,,,,,,,
event_overzone2_05_e_28,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_28,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,L_10,30,1.0,,,,,,,
event_overzone2_05_e_29,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_29,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_30,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_30,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_31,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_31,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_32,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_32,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_33,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_33,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_34,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_34,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_35,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_35,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_36,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_36,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_37,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_37,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_38,80304,event_overzone2_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_e_38,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,130,130,1.0,,,,,,,
event_overzone2_05_e_39,80304,event_overzone2_05_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_05_e_39,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,150,150,1.0,,,,,,,
event_overzone2_05_e_40,80304,event_overzone2_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_e_40,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,L_10,L_10,1.0,,,,,,,
event_overzone2_05_e_41,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_41,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_42,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_42,True,,3,think,,,,,13,idle,,15,idle,,1,idle,,30,300,1.0,,,,,,,
event_overzone2_05_e_43,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_43,False,,3,think,,,,,13,idle,,15,idle,,1,idle,,300,300,1.0,,,,,,,
event_overzone2_05_e_44,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_44,True,,3,idle,,,,,13,idle,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_45,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_45,True,,3,idle,,,,,13,idle,,15,idle,,1,idle,,30,3,1.0,none,,,,,,
event_overzone2_05_e_46,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_46,False,,3,idle,,,,,13,idle,,15,idle,,1,idle,,3,3,1.0,bgm_story_fall,,,,,,
event_overzone2_05_e_47,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_47,True,,3,worry,,,,,13,idle,,15,idle,,1,idle,,3,3,1.0,,,,,,,
event_overzone2_05_e_48,80304,event_overzone2_05_e,Narration,,,Locale_MainScenario:event_overzone2_05_e_48,False,,3,worry,,,,,13,idle,,15,idle,,1,idle,,3,7,1.0,,,,,,,
event_overzone2_05_e_49,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_49,True,,3,worry,,,,,13,idle,,15,idle,,1,idle,,7,7,1.0,,,,,,,
event_overzone2_05_e_50,80304,event_overzone2_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_e_50,True,,3,worry,,,,,13,no,,15,idle,,1,idle,,12,12,1.0,,,,,,,
event_overzone2_05_e_51,80304,event_overzone2_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_e_51,True,,3,worry,,,,,13,no,,15,idle,,1,idle,,12,12,1.0,,,,,,,
event_overzone2_05_e_52,80304,event_overzone2_05_e,Narration,,,Locale_MainScenario:event_overzone2_05_e_52,False,,3,worry,,,,,13,no,,15,idle,,1,pain,,12,L_10,1.0,,,,,,,
event_overzone2_05_e_53,80304,event_overzone2_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_e_53,False,,3,worry,,,,,13,sad,,15,idle,,1,pain,,130,130,1.0,,,,,,,
event_overzone2_05_e_54,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_54,True,,3,worry,,,,,13,sad,,15,idle,,1,idle,,3,30,1.0,,,,,,,
event_overzone2_05_e_55,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_55,True,,3,idle,,,,,13,sad,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_56,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_56,True,,3,idle,,,,,13,sad,,15,idle,,1,idle,,30,30,1.0,,,,,,,
event_overzone2_05_e_57,80304,event_overzone2_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_e_57,True,,3,idle,,,,,13,no,,15,idle,,1,idle,,30,12,1.0,,,,,,,
event_overzone2_05_e_58,80304,event_overzone2_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_e_58,True,,3,idle,,,,,13,no,,15,idle,,1,idle,,12,12,1.0,,,,,,,
event_overzone2_05_e_59,80304,event_overzone2_05_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_05_e_59,True,,3,idle,,,,,13,no,,15,idle,,1,idle,,12,14,1.0,,,,,,,
event_overzone2_05_e_60,80304,event_overzone2_05_e,Narration,,,Locale_MainScenario:event_overzone2_05_e_60,False,,3,idle,,,,,13,no,,15,idle,,1,idle,,14,14,1.0,,,,hongryeon,rapunzel,snowwhite,
event_overzone2_05_e_61,80304,event_overzone2_05_e,Narration,,,Locale_MainScenario:event_overzone2_05_e_61,False,,5,idle,,,,,,,,,,,,,Desert_05,black,black,1.0,,,,,,,dorothy
event_overzone2_05_e_62,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_62,True,dorothy,3,think,pinne,1,worry,,,,,,,,,,,2,2,1.0,,,black,,,,
event_overzone2_05_e_63,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_63,True,,3,think,,1,worry,,,,,,,,,,,2,2,1.0,,,,,,,
event_overzone2_05_e_64,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_64,True,,3,think,,1,worry,,,,,,,,,,,2,2,1.0,,,,,,,
event_overzone2_05_e_65,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_65,True,,3,think,,1,worry,,,,,,,,,,,2,2,1.0,,,,,,,
event_overzone2_05_e_66,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_66,True,,3,worry,,1,worry,,,,,,,,,,,2,2,1.0,,,,,,,
event_overzone2_05_e_67,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_67,True,,3,worry,,1,worry,,,,,,,,,,,2,15,1.0,,,,,,,
event_overzone2_05_e_68,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_68,True,,3,worry,,1,worry,,,,,,,,,,,15,15,1.0,,,,,,,
event_overzone2_05_e_69,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_69,True,,3,worry,,1,worry,,,,,,,,,,,15,15,1.0,,,,,,,
event_overzone2_05_e_70,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_70,True,,3,worry,,1,worry,,,,,,,,,,,15,15,1.0,,,,,,,
event_overzone2_05_e_71,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_71,True,,3,worry,,1,worry,,,,,,,,,,,15,2,1.0,,,,,,,
event_overzone2_05_e_72,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_72,True,,3,worry,,1,worry,,,,,,,,,,,2,2,1.0,,,,,,,
event_overzone2_05_e_73,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_73,True,,3,worry,,1,worry,,,,,,,,,,,2,2,1.0,,,,,,,
event_overzone2_05_e_74,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_74,True,,3,think,,1,worry,,,,,,,,,,,2,2,1.0,,,,,,,
event_overzone2_05_e_75,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_75,True,,3,think,,1,worry,,,,,,,,,,,2,10,1.0,,,,,,,
event_overzone2_05_e_76,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_76,True,,3,think,,1,worry,,,,,,,,,,,10,10,1.0,,,,,,,
event_overzone2_05_e_77,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_77,True,,3,think,,1,worry,,,,,,,,,,,10,10,1.0,,,,,,,
event_overzone2_05_e_78,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_78,False,,3,think,,1,worry,,,,,,,,,,,30,30,1.0,,,,,,,
event_overzone2_05_e_79,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_79,True,,3,think,,1,worry,,,,,,,,,,,10,10,1.0,,,,,,,
event_overzone2_05_e_80,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_80,True,,3,think,,1,worry,,,,,,,,,,,10,10,1.0,,,,,,,
event_overzone2_05_e_81,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_81,True,,3,think,,1,worry,,,,,,,,,,,10,10,1.0,,,,,,,
event_overzone2_05_e_82,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_82,True,,3,think,,1,worry,,,,,,,,,,,10,10,1.0,,,,,,,
event_overzone2_05_e_83,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_83,True,,3,think,,1,worry,,,,,,,,,,,10,10,1.0,,,,,,,
event_overzone2_05_e_84,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_84,True,,3,think,,1,worry,,,,,,,,,,,10,10,1.0,,,,,,,
event_overzone2_05_e_85,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_85,True,,3,think,,1,worry,,,,,,,,,,,10,2,1.0,,,,,,,
event_overzone2_05_e_86,80304,event_overzone2_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone2_05_e_86,True,,3,think,,1,worry,,,,,,,,,,,2,2,1.0,,,,,,,
event_overzone2_05_e_87,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_87,False,,3,pain,,1,worry,,,,,,,,,,,2,30,1.0,,,,,,,
event_overzone2_05_e_88,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_88,True,,3,pain,,1,worry,,,,,,,,,,,30,30,1.0,,,,,,,
event_overzone2_05_e_89,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_89,True,,3,pain,,1,worry,,,,,,,,,,,30,30,1.0,,,,,,,
event_overzone2_05_e_90,80304,event_overzone2_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_e_90,True,,3,pain,,1,worry,,,,,,,,,,,30,300,1.0,,,,,,,
