id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id,characters/0/hide_char_id,characters/1/hide_char_id
event_BunnyX777_03_s_14,40014,event_BunnyX777_03_s,Monologue,Locale_SubScenario:event_BunnyX777_03_s_14,False,,black,black,1.0,,,,,,,,,,,,,,,,
event_BunnyX777_03_s_15,40014,event_BunnyX777_03_s,Monologue,Locale_SubScenario:event_BunnyX777_03_s_15,False,,black,black,1.0,,,,,,,,,,,,,,,,
event_BunnyX777_03_s_16,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_16,True,,7,7,1.0,,hairpinwoman,hairpinwoman,,,,,,,,,,,,,
event_BunnyX777_03_s_17,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_17,True,,7,7,1.0,,hairpinwoman,hairpinwoman,,,,,,,,,,,,,
event_BunnyX777_03_s_18,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_18,True,,7,5,1.0,,oldman,oldman,,,,,,,,,,,,,
event_BunnyX777_03_s_19,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_19,True,,5,5,1.0,,oldman,oldman,,,,,,,,,,,,,
event_BunnyX777_03_s_20,40014,event_BunnyX777_03_s,Self,Locale_SubScenario:event_BunnyX777_03_s_20,False,,5,5,1.0,,,,,,,,,,,,,,,,
event_BunnyX777_03_s_21,40014,event_BunnyX777_03_s,Monologue,Locale_SubScenario:event_BunnyX777_03_s_21,False,,5,L_500,2.0,none,,,,,,,,,,,,,,,
event_BunnyX777_03_s_22,40014,event_BunnyX777_03_s,Monologue,Locale_SubScenario:event_BunnyX777_03_s_22,False,,L_500,L_500,1.0,,,,,,,,,,,,,,,,
event_BunnyX777_03_s_23,40014,event_BunnyX777_03_s,Self,Locale_SubScenario:event_BunnyX777_03_s_23,False,,L_500,L_500,1.0,,,,,,,,,,,,,,,,
event_BunnyX777_03_s_24,40014,event_BunnyX777_03_s,Monologue,Locale_SubScenario:event_BunnyX777_03_s_24,False,,L_500,L_500,1.0,,,,,,,,,,,,,,,,
event_BunnyX777_03_s_25,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_25,True,,L_100,L_100,1.0,bgm_story_shopperholic,rupee_b,rupee,rupee_b,1,idle,viper_b,3,idle,sfx_scn_remotesignal,fx_Eventscene_camera_recording,rec,True,,,
event_BunnyX777_03_s_26,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_26,True,,L_100,L_100,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_27,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_27,True,,L_100,L_100,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_28,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_28,True,,L_100,L_100,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_29,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_29,True,,L_100,L_100,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_30,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_30,True,,L_100,L_100,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_31,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_31,True,,L_100,L_10,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_32,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_32,True,,L_10,L_10,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_33,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_33,True,,L_10,L_10,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_34,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_34,True,,L_10,31,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_35,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_35,True,,31,31,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_36,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_36,True,,31,30,2.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_37,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_37,True,,30,30,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_38,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_38,True,,30,30,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_39,40014,event_BunnyX777_03_s,Self,Locale_SubScenario:event_BunnyX777_03_s_39,False,,30,31,1.0,,,,,1,idle,,3,idle,,,,,fx_Eventscene_camera_recording,,
event_BunnyX777_03_s_40,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_40,True,,31,31,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_41,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_41,True,,31,31,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_42,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_42,True,,31,31,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_43,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_43,True,,31,31,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_44,40014,event_BunnyX777_03_s,Self,Locale_SubScenario:event_BunnyX777_03_s_44,False,,31,31,1.0,,,,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_45,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_45,True,,31,3,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_46,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_46,True,,3,30,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_47,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_47,True,,30,30,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_48,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_48,True,,30,30,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_49,40014,event_BunnyX777_03_s,Self,Locale_SubScenario:event_BunnyX777_03_s_49,False,,30,30,1.0,,,,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_50,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_50,True,,30,L_10,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_51,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_51,True,,L_10,L_10,1.0,,rupee_b,rupee,,1,idle,,3,shy,,,,,,,
event_BunnyX777_03_s_52,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_52,True,,L_10,L_100,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_53,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_53,True,,L_100,L_100,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_54,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_54,True,,L_100,L_100,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_55,40014,event_BunnyX777_03_s,Self,Locale_SubScenario:event_BunnyX777_03_s_55,False,,L_100,L_100,1.0,,,,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_56,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_56,True,,L_100,31,2.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_57,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_57,True,,31,31,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_58,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_58,True,,31,31,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_59,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_59,True,,31,31,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_60,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_60,True,,31,31,1.0,,rupee_b,rupee,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_61,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_61,True,,31,31,1.0,,viper_b,viper,,1,idle,,3,delight,,,,,,,
event_BunnyX777_03_s_62,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_62,True,,31,31,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_63,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_63,True,,31,31,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_64,40014,event_BunnyX777_03_s,Speech,Locale_SubScenario:event_BunnyX777_03_s_64,True,,31,31,1.0,,viper_b,viper,,1,idle,,3,idle,,,,,,,
event_BunnyX777_03_s_65,40014,event_BunnyX777_03_s,Narration,Locale_SubScenario:event_BunnyX777_03_s_65,False,,31,31,1.0,none,,,,1,idle,,3,idle,,,,,,rupee_b,viper_b
event_BunnyX777_03_s_66,40014,event_BunnyX777_03_s,Self,Locale_SubScenario:event_BunnyX777_03_s_66,False,,31,31,1.0,,,,,,,,,,,,,,,,
event_BunnyX777_03_s_67,40014,event_BunnyX777_03_s,Monologue,Locale_SubScenario:event_BunnyX777_03_s_67,False,,black,black,1.0,,,,,,,,,,,,,,,,
