id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
event_1yearalready_epilogue_59,130003,event_1yearalready_epilogue,Speech,hongryeon,hongryeon,Locale_SubScenario:event_1yearalready_epilogue_59,True,,1,idle,,10,10,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_60,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_60,True,,1,idle,,10,12,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_61,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_61,True,,1,idle,,12,12,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_62,130003,event_1yearalready_epilogue,Speech,hongryeon,hongryeon,Locale_SubScenario:event_1yearalready_epilogue_62,True,,1,delight,,12,12,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_63,130003,event_1yearalready_epilogue,Speech,hongryeon,hongryeon,Locale_SubScenario:event_1yearalready_epilogue_63,True,,1,delight,,12,12,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_64,130003,event_1yearalready_epilogue,Speech,hongryeon,hongryeon,Locale_SubScenario:event_1yearalready_epilogue_64,True,,1,idle,,12,10,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_65,130003,event_1yearalready_epilogue,Speech,hongryeon,hongryeon,Locale_SubScenario:event_1yearalready_epilogue_65,True,,1,idle,,10,10,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_66,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_66,True,,1,idle,,L_30,L_30,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_67,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_67,True,,1,idle,,L_30,L_30,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_68,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_68,True,,1,idle,,L_30,L_30,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_69,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_69,True,,1,idle,,L_30,L_30,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_70,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_70,True,,1,idle,,L_30,L_30,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_71,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_71,True,,1,idle,,L_30,L_30,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_72,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_72,True,,1,idle,,L_30,L_30,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_73,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_73,True,,1,idle,,L_30,L_30,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_74,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_74,True,,1,idle,,L_30,L_30,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_75,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_75,True,,1,idle,,L_30,L_30,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_76,130003,event_1yearalready_epilogue,Speech,hongryeon,hongryeon,Locale_SubScenario:event_1yearalready_epilogue_76,True,,1,no,,L_30,2,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_77,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_77,True,,1,no,,2,2,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_78,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_78,True,,1,idle,,130,130,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_79,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_79,True,,1,idle,,130,130,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_80,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_80,True,,1,idle,,130,130,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_81,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_81,True,,1,idle,,130,130,1.0,,,,3,idle,,13,shy,,,
event_1yearalready_epilogue_82,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_82,True,,1,idle,,130,130,1.0,,,,3,idle,,13,shy,,,
event_1yearalready_epilogue_83,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_83,True,,1,idle,,130,130,1.0,,,,3,idle,,13,pain,,,
event_1yearalready_epilogue_84,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_84,True,,1,idle,,130,1300,1.0,,,,3,idle,,13,pain,,,
event_1yearalready_epilogue_85,130003,event_1yearalready_epilogue,Self,,,Locale_SubScenario:event_1yearalready_epilogue_85,False,,1,idle,,1300,1300,1.0,,,,3,idle,,13,pain,,,
event_1yearalready_epilogue_86,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_86,True,,1,idle,,1300,130,1.0,,,,3,idle,,13,delight,,,
event_1yearalready_epilogue_87,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_87,True,,1,idle,,130,130,1.0,,,,3,idle,,13,delight,,,
event_1yearalready_epilogue_88,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_88,True,,1,idle,,130,130,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_89,130003,event_1yearalready_epilogue,Speech,hongryeon,hongryeon,Locale_SubScenario:event_1yearalready_epilogue_89,True,,1,idle,,2,2,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_90,130003,event_1yearalready_epilogue,Speech,snowwhite,snowwhite,Locale_SubScenario:event_1yearalready_epilogue_90,True,,1,idle,,2,2,1.0,,,,3,idle,,13,idle,,,
event_1yearalready_epilogue_91,130003,event_1yearalready_epilogue,Speech,rapunzel,rapunzel,Locale_SubScenario:event_1yearalready_epilogue_91,True,,1,idle,,2,12,1.0,,,,3,idle,,13,idle,,,
