id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,set_camera_shake
event_ce02_1_05_e_11,40026,event_ce02_1_05_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_05_e_11,True,,9,idle,,3,idle,,7,void,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,
event_ce02_1_05_e_12,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_12,False,,9,idle,,3,idle,,7,void,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_05_e_13,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_13,True,,9,idle,,3,idle,,7,worry,,1,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,,,,
event_ce02_1_05_e_14,40026,event_ce02_1_05_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_05_e_14,True,,9,idle,,3,idle,,7,worry,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,
event_ce02_1_05_e_15,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_15,True,,9,idle,,3,idle,,7,worry,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,
event_ce02_1_05_e_16,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_16,False,,7,idle,,3,idle,,5,worry,,1,idle,,13,idle,,15,idle,,17,idle,,30,53,1.0,,,,
event_ce02_1_05_e_17,40026,event_ce02_1_05_e,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_1_05_e_17,True,,7,idle,,3,idle,,5,worry,,1,idle,,13,idle,,15,idle,,17,idle,,53,75,1.0,event_bgm_ce002_field,,,
event_ce02_1_05_e_18,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_18,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,
event_ce02_1_05_e_19,40026,event_ce02_1_05_e,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_1_05_e_19,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,
event_ce02_1_05_e_20,40026,event_ce02_1_05_e,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_1_05_e_20,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,
event_ce02_1_05_e_21,40026,event_ce02_1_05_e,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_1_05_e_21,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,
event_ce02_1_05_e_22,40026,event_ce02_1_05_e,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_1_05_e_22,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,
event_ce02_1_05_e_23,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_23,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,
event_ce02_1_05_e_24,40026,event_ce02_1_05_e,Narration,,,Locale_SubScenario:event_ce02_1_05_e_24,False,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,sfx_scn_aim,,
event_ce02_1_05_e_25,40026,event_ce02_1_05_e,Speech,notmassproduction,notmassproduction,Locale_SubScenario:event_ce02_1_05_e_25,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,
event_ce02_1_05_e_26,40026,event_ce02_1_05_e,Self,,,Locale_SubScenario:event_ce02_1_05_e_26,False,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,
event_ce02_1_05_e_27,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_27,False,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_05_e_28,40026,event_ce02_1_05_e,Narration,,,Locale_SubScenario:event_ce02_1_05_e_28,False,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_aims,,
event_ce02_1_05_e_29,40026,event_ce02_1_05_e,Speech,notmassproductions,notmassproductions,Locale_SubScenario:event_ce02_1_05_e_29,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,7,70,1.0,,,,
event_ce02_1_05_e_30,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_30,False,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,,,,
event_ce02_1_05_e_31,40026,event_ce02_1_05_e,Self,,,Locale_SubScenario:event_ce02_1_05_e_31,False,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,70,53,1.0,,,,
event_ce02_1_05_e_32,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_32,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_05_e_33,40026,event_ce02_1_05_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_05_e_33,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_05_e_34,40026,event_ce02_1_05_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_05_e_34,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_05_e_35,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_35,False,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_05_e_36,40026,event_ce02_1_05_e,Narration,,,Locale_SubScenario:event_ce02_1_05_e_36,False,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_3shot,,
event_ce02_1_05_e_37,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_37,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,5,50,1.0,,,,
event_ce02_1_05_e_38,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_38,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_05_e_39,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_39,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_05_e_40,40026,event_ce02_1_05_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_05_e_40,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,50,53,1.0,,,,
event_ce02_1_05_e_41,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_41,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_05_e_42,40026,event_ce02_1_05_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_05_e_42,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_05_e_43,40026,event_ce02_1_05_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_05_e_43,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_05_e_44,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_44,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_05_e_45,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_45,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_05_e_46,40026,event_ce02_1_05_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_05_e_46,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_05_e_47,40026,event_ce02_1_05_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_05_e_47,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_05_e_48,40026,event_ce02_1_05_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_05_e_48,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,
event_ce02_1_05_e_49,40026,event_ce02_1_05_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_05_e_49,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,
event_ce02_1_05_e_50,40026,event_ce02_1_05_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_05_e_50,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,
event_ce02_1_05_e_51,40026,event_ce02_1_05_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_05_e_51,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,
event_ce02_1_05_e_52,40026,event_ce02_1_05_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_05_e_52,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,
event_ce02_1_05_e_53,40026,event_ce02_1_05_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_05_e_53,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,
event_ce02_1_05_e_54,40026,event_ce02_1_05_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_05_e_54,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,
event_ce02_1_05_e_55,40026,event_ce02_1_05_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_05_e_55,True,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,150,1315,1.0,,,,
event_ce02_1_05_e_56,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_56,False,,7,idle,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,1315,1315,1.0,,,notmassproduction,Low_2
event_ce02_1_05_e_57,40026,event_ce02_1_05_e,Narration,,,Locale_SubScenario:event_ce02_1_05_e_57,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,1315,1315,1.0,,sfx_scn_gunfire,,
event_ce02_1_05_e_58,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_58,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_05_e_59,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_59,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_05_e_60,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_60,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_05_e_61,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_61,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_05_e_62,40026,event_ce02_1_05_e,Narration,,,Locale_SubScenario:event_ce02_1_05_e_62,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_05_e_63,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_63,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_05_e_64,40026,event_ce02_1_05_e,Narration,,,Locale_SubScenario:event_ce02_1_05_e_64,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_dropshell,,
event_ce02_1_05_e_65,40026,event_ce02_1_05_e,Narration,,,Locale_SubScenario:event_ce02_1_05_e_65,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_dropshell,,
event_ce02_1_05_e_66,40026,event_ce02_1_05_e,Narration,,,Locale_SubScenario:event_ce02_1_05_e_66,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_05_e_67,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_67,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,
event_ce02_1_05_e_68,40026,event_ce02_1_05_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_05_e_68,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,
event_ce02_1_05_e_69,40026,event_ce02_1_05_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_05_e_69,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,
event_ce02_1_05_e_70,40026,event_ce02_1_05_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_05_e_70,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_05_e_71,40026,event_ce02_1_05_e,Self,,,Locale_SubScenario:event_ce02_1_05_e_71,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_05_e_72,40026,event_ce02_1_05_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_05_e_72,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,
event_ce02_1_05_e_73,40026,event_ce02_1_05_e,Monologue,,,Locale_SubScenario:event_ce02_1_05_e_73,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
event_ce02_1_05_e_74,40026,event_ce02_1_05_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_05_e_74,False,,,,,3,idle,,5,angry,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,
