id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,set_filter_01,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_filter_02,play_sound,characters/0/hide_char_id
snowfall_episode_ludmilla_04_25,80903,snowfall_episode_ludmilla_04,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_04_29,False,,30,30,1.0,,,,,,3,idle,,,
snowfall_episode_ludmilla_04_26,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_30,False,,30,30,1.0,,,,,,3,idle,,,
snowfall_episode_ludmilla_04_27,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_31,False,,30,30,1.0,,,,,,3,idle,,,
snowfall_episode_ludmilla_04_28,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_32,False,,30,30,1.0,,,,,,3,idle,,,
snowfall_episode_ludmilla_04_29,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_33,False,,30,30,1.0,,,,,,3,idle,,,
snowfall_episode_ludmilla_04_30,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_34,True,,30,30,1.0,,,,ludmilla_w,,3,idle,,,
snowfall_episode_ludmilla_04_31,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_35,True,,30,30,1.0,,,,ludmilla_w,,3,idle,,,
snowfall_episode_ludmilla_04_32,80903,snowfall_episode_ludmilla_04,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_04_36,False,,30,30,1.0,,,,,,3,idle,,,
snowfall_episode_ludmilla_04_33,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_37,True,,30,30,1.0,,,,ludmilla_w,,3,smile,,,
snowfall_episode_ludmilla_04_34,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_38,False,,30,30,1.0,,,,,,3,smile,,,
snowfall_episode_ludmilla_04_35,80903,snowfall_episode_ludmilla_04,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_04_39,False,,30,30,1.0,,,,,,3,smile,,,
snowfall_episode_ludmilla_04_36,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_40,True,,30,30,1.0,,,,ludmilla_w,,3,idle,,,
snowfall_episode_ludmilla_04_37,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_41,True,,30,30,1.0,,,,ludmilla_w,,3,idle,,,
snowfall_episode_ludmilla_04_38,80903,snowfall_episode_ludmilla_04,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_04_42,False,,30,30,1.0,,,,,,3,idle,,,
snowfall_episode_ludmilla_04_39,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_43,True,,30,30,1.0,,,,ludmilla_w,,3,idle,,,
snowfall_episode_ludmilla_04_40,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_44,False,,30,30,1.0,,,,,,3,idle,,,
snowfall_episode_ludmilla_04_41,80903,snowfall_episode_ludmilla_04,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_04_45,False,,30,30,1.0,,,,,,3,idle,,,
snowfall_episode_ludmilla_04_42,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_46,True,,30,30,1.0,,,,ludmilla_w,,3,idle,,,
snowfall_episode_ludmilla_04_43,80903,snowfall_episode_ludmilla_04,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_04_47,False,,30,30,1.0,,,,,,3,idle,,,
snowfall_episode_ludmilla_04_44,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_48,True,,30,30,1.0,,,,ludmilla_w,,3,idle,,,
snowfall_episode_ludmilla_04_45,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_49,True,,30,30,1.0,,,,ludmilla_w,,3,smile,,,
snowfall_episode_ludmilla_04_46,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_50,True,,30,30,1.0,,,,ludmilla_w,,3,think,,,
snowfall_episode_ludmilla_04_47,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_51,True,,30,30,1.0,,,,ludmilla_w,,3,smile,,,
snowfall_episode_ludmilla_04_48,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_52,True,,30,30,1.0,,,,ludmilla_w,,3,smile,,,
snowfall_episode_ludmilla_04_49,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_53,True,,30,30,1.0,,,,ludmilla_w,,3,smile,,,
snowfall_episode_ludmilla_04_50,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_54,True,,30,30,1.0,,,,ludmilla_w,,3,smile,,,
snowfall_episode_ludmilla_04_51,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_55,True,,30,30,1.0,,,,ludmilla_w,,3,smile,,,
snowfall_episode_ludmilla_04_52,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_56,True,,30,30,1.0,,,,ludmilla_w,,3,think,,,
snowfall_episode_ludmilla_04_53,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_57,True,,30,30,1.0,,,,ludmilla_w,,3,think,,,
snowfall_episode_ludmilla_04_54,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_58,False,,black,black,1.0,,,,,,3,think,,,
snowfall_episode_ludmilla_04_55,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_59,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_56,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_60,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_57,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_61,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_58,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_62,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_59,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_63,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_60,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_64,False,,black,black,1.0,,,Grey,,,3,think,Vignetting,sfx_scn_paperopen,
snowfall_episode_ludmilla_04_61,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_65,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_62,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_66,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_63,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_67,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_64,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_68,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_65,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_69,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_66,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_70,False,,black,black,1.0,,,Grey,,,3,think,Vignetting,sfx_scn_paperopen,
snowfall_episode_ludmilla_04_67,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_71,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_68,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_72,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_69,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_73,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_70,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_74,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_71,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_75,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_72,80903,snowfall_episode_ludmilla_04,Narration,Narration,Locale_SubScenario:snowfall_episode_ludmilla_04_76,False,,15,15,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_73,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_77,False,,black,black,1.0,,,Grey,,,3,think,Vignetting,,
snowfall_episode_ludmilla_04_74,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_78,True,,30,30,1.0,,,,ludmilla_w,,3,smile,,,
snowfall_episode_ludmilla_04_75,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_79,True,,30,30,1.0,,,,ludmilla_w,,3,smile,,,
snowfall_episode_ludmilla_04_76,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_80,False,,black,black,1.0,,,,,,3,smile,,,
snowfall_episode_ludmilla_04_77,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_81,False,,black,black,1.0,,,,,,3,smile,,,
snowfall_episode_ludmilla_04_78,80903,snowfall_episode_ludmilla_04,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_04_82,False,,3,3,1.0,,,,,,3,idle,,,
snowfall_episode_ludmilla_04_79,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_83,True,,3,3,1.0,,,,ludmilla_w,,3,surprise,,,
snowfall_episode_ludmilla_04_80,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_84,False,,3,30,1.0,,,,ludmilla_w,,3,surprise,,,
snowfall_episode_ludmilla_04_81,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_85,True,,30,30,1.0,,,,ludmilla_w,,3,smile,,,
snowfall_episode_ludmilla_04_82,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_86,True,,30,30,1.0,,,,ludmilla_w,,3,idle,,,
snowfall_episode_ludmilla_04_83,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_87,True,,30,30,1.0,,,,ludmilla_w,,3,idle,,,
snowfall_episode_ludmilla_04_84,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_88,True,,30,30,1.0,,,,ludmilla_w,,3,idle,,,
snowfall_episode_ludmilla_04_85,80903,snowfall_episode_ludmilla_04,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_04_89,True,,30,3,1.0,,,,ludmilla_w,,3,idle,,,
snowfall_episode_ludmilla_04_86,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_90,False,,3,3,1.0,,,,,,3,idle,,,ludmilla_w
snowfall_episode_ludmilla_04_87,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_91,False,,3,3,1.0,,,,,,,,,sfx_scn_paperopen,
snowfall_episode_ludmilla_04_88,80903,snowfall_episode_ludmilla_04,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_04_92,False,,3,3,1.0,,,,,,,,,,
snowfall_episode_ludmilla_04_89,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_93,False,,3,30,1.0,,,,,,,,,,
snowfall_episode_ludmilla_04_90,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_94,False,,30,30,1.0,,none,,,,,,,,
snowfall_episode_ludmilla_04_91,80903,snowfall_episode_ludmilla_04,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_04_95,False,,30,30,1.0,,,,,,,,,,
snowfall_episode_ludmilla_04_92,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_96,False,,30,30,1.0,,,,,,,,,,
snowfall_episode_ludmilla_04_93,80903,snowfall_episode_ludmilla_04,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_04_97,False,,30,30,1.0,,,,,,,,,,
snowfall_episode_ludmilla_04_94,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_98,False,,30,3,1.0,,,,,,,,,,
snowfall_episode_ludmilla_04_95,80903,snowfall_episode_ludmilla_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_04_99,False,,3,3,1.0,,,,,,,,,,
