id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_boomtheghost2_03_s_26,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_26,True,,1,idle,,3,idle,,5,surprise,,53,53,1.0,,pepper_s,pepper_s,,,,,,,,,,,
event_boomtheghost2_03_s_27,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_27,True,,1,idle,,3,idle,,5,surprise,,53,53,1.0,,tove_s,tove_s,,,,,,,,,,,
event_boomtheghost2_03_s_28,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_28,False,,1,idle,,3,idle,,5,angry,,53,53,1.0,,pepper_s,pepper_s,,,,,,,,,,,
event_boomtheghost2_03_s_29,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_29,True,,1,idle,,3,surprise,,5,angry,,53,53,1.0,,tove_s,tove_s,,,,,,,,,,,
event_boomtheghost2_03_s_30,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_30,True,,1,idle,,3,idle,,5,angry,,53,53,1.0,,tove_s,tove_s,,,,,,,,,,,
event_boomtheghost2_03_s_31,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_31,True,,1,idle,,3,idle,,5,angry,,53,53,1.0,,pepper_s,pepper_s,,,,,,,,,,,
event_boomtheghost2_03_s_32,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_32,True,,1,idle,,3,sad,,5,angry,,53,53,1.0,,tove_s,tove_s,,,,,,,,,,,
event_boomtheghost2_03_s_33,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_33,False,,1,idle,,3,sad,,5,angry,,53,31,1.0,,safeghost,safeghost,,,,,,,,,,,
event_boomtheghost2_03_s_34,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_34,True,,1,idle,,3,sad,,5,angry,,31,31,1.0,,safeghost,safeghost,,,,,,,,,,,
event_boomtheghost2_03_s_35,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_35,True,,1,idle,,3,think,,5,angry,,31,31,1.0,,tove_s,tove_s,,,,,,,,,,,
event_boomtheghost2_03_s_36,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_36,True,,1,delight,,3,think,,5,angry,,31,31,1.0,,safeghost,safeghost,,,,,,,,,,,
event_boomtheghost2_03_s_37,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_37,False,,1,delight,,3,think,,5,angry,,31,31,1.0,,tove_s,tove_s,,,,,,,,,,,
event_boomtheghost2_03_s_38,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_38,True,,1,delight,,3,think,,5,angry,,31,31,1.0,,safeghost,safeghost,,,,,,,,,,,
event_boomtheghost2_03_s_39,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_39,True,,1,delight,,3,think,,5,angry,,31,31,1.0,,safeghost,safeghost,,,,,,,,,,,
event_boomtheghost2_03_s_40,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_40,True,,1,delight,,3,think,,5,angry,,31,31,1.0,,tove_s,tove_s,,,,,,,,,,,
event_boomtheghost2_03_s_41,40085,event_boomtheghost2_03_s,Monologue,Locale_MainScenario:event_boomtheghost2_03_s_41,False,,1,delight,,3,think,,5,angry,,black,black,1.0,,tove_s,,,,,,,,,,,,
event_boomtheghost2_03_s_42,40085,event_boomtheghost2_03_s,Monologue,Locale_MainScenario:event_boomtheghost2_03_s_42,False,,1,idle,,3,think,,5,angry,,black,black,1.0,,tove_s,,,,,,,,,,,,
event_boomtheghost2_03_s_43,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_43,True,,1,delight,,3,think,,5,angry,,S_100,S_10,1.0,,safeghost,safeghost,,,,,,,,,,,
event_boomtheghost2_03_s_44,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_44,False,,1,delight,,3,think,,5,angry,,S_10,31,1.0,,tove_s,tove_s,,,,,,,,,,,
event_boomtheghost2_03_s_45,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_45,True,,1,delight,,3,think,,5,angry,,31,31,1.0,,safeghost,safeghost,,,,,,,,,,,
event_boomtheghost2_03_s_46,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_46,True,,1,delight,,3,idle,,5,angry,,31,31,1.0,,tove_s,tove_s,,,,,,,,,,,
event_boomtheghost2_03_s_47,40085,event_boomtheghost2_03_s,Monologue,Locale_MainScenario:event_boomtheghost2_03_s_47,False,,1,delight,,3,idle,,5,angry,,black,black,1.0,none,safeghost,,safeghost,tove_s,,,,,,,,,
event_boomtheghost2_03_s_48,40085,event_boomtheghost2_03_s,Monologue,Locale_MainScenario:event_boomtheghost2_03_s_48,False,sellghost,3,angry,yan_s,1,idle,,5,angry,ShoppingStreet_n,black,black,1.0,,sellghost,,,,pepper_s,black,,,,,,,
event_boomtheghost2_03_s_49,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_49,True,,3,angry,,1,idle,,,,,S_300,S_300,1.0,bgm_story_luckybreak,sellghost,sellghost,,,,,,,,,,,
event_boomtheghost2_03_s_50,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_50,True,,3,angry,,1,idle,,,,,S_300,S_300,1.0,,sellghost,sellghost,,,,,,,,,,,
event_boomtheghost2_03_s_51,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_51,True,,3,angry,,1,idle,,,,,S_300,S_300,1.0,,sellghost,sellghost,,,,,,,,,,,
event_boomtheghost2_03_s_52,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_52,True,,3,angry,,1,idle,,,,,S_300,S_300,1.0,,sellghost,sellghost,,,,,,,,,,,
event_boomtheghost2_03_s_53,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_53,True,,3,angry,,1,idle,,,,,S_300,S_100,1.0,,yan_s,yan_s,,,,,,,,,,,
event_boomtheghost2_03_s_54,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_54,True,,3,angry,,1,idle,,,,,S_100,S_10,1.0,,yan_s,yan_s,,,,,,,,,,,
event_boomtheghost2_03_s_55,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_55,True,,3,angry,,1,idle,,,,,S_10,31,1.0,,yan_s,yan_s,,,,,,,,,,,
event_boomtheghost2_03_s_56,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_56,True,,3,angry,,1,idle,,,,,31,31,1.0,,yan_s,yan_s,,,,,,,,,,,
event_boomtheghost2_03_s_57,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_57,True,,3,angry,,1,idle,,,,,31,31,1.0,,yan_s,yan_s,,,,,,,,,,,
event_boomtheghost2_03_s_58,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_58,True,,3,angry,,1,idle,,,,,31,31,1.0,,yan_s,yan_s,,,,,,,,,,,
event_boomtheghost2_03_s_59,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_59,True,,3,angry,,1,idle,,,,,S_30,S_300,0.5,,sellghost,sellghost,,,,,,,,,,,
event_boomtheghost2_03_s_60,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_60,True,,3,angry,,1,etc,,,,,S_100,S_100,1.0,,yan_s,yan_s,,,,,,,,,,,
event_boomtheghost2_03_s_61,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_61,True,,3,angry,,1,etc,,,,,S_300,S_300,1.0,,sellghost,sellghost,,,,,,,,,,,
event_boomtheghost2_03_s_62,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_62,True,,3,angry,,1,etc,,,,,S_100,S_10,1.0,,yan_s,yan_s,,,,,,,,,,,
event_boomtheghost2_03_s_63,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_63,True,,3,idle,,1,etc,,,,,S_10,31,1.0,,sellghost,sellghost,,,,,,,,,,,
event_boomtheghost2_03_s_64,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_64,True,,3,idle,,1,idle,,,,,31,31,1.0,,yan_s,yan_s,,,,,,,,,,,
event_boomtheghost2_03_s_65,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_65,True,,3,idle,,1,idle,pepper_s,5,idle,,XS_500,XS_500,1.0,,pepper_s,pepper_s,,,,black,,,,,,,
event_boomtheghost2_03_s_66,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_66,True,,3,idle,,1,idle,,5,idle,,S_100,S_100,1.0,,yan_s,yan_s,,,,,,,,,,,
event_boomtheghost2_03_s_67,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_67,True,,3,idle,,1,idle,,5,idle,,S_100,S_300,1.0,,sellghost,sellghost,,,,,,,,,,,
event_boomtheghost2_03_s_68,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_68,True,,3,idle,,1,idle,,5,idle,,S_300,XS_500,1.0,,pepper_s,pepper_s,,,,,,,,,,,
event_boomtheghost2_03_s_69,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_69,True,,3,idle,,1,idle,,5,idle,,XS_500,53,1.0,,sellghost,sellghost,,,,,,,,,,,
event_boomtheghost2_03_s_70,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_70,True,,3,idle,,1,idle,,5,surprise,,53,53,1.0,,pepper_s,pepper_s,,,,,,,,,,,
event_boomtheghost2_03_s_71,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_71,True,,3,idle,,1,idle,,5,surprise,,53,53,1.0,,sellghost,sellghost,,,,,,,,,,,
event_boomtheghost2_03_s_72,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_72,True,,3,idle,,1,idle,,5,angry,,53,53,1.0,,pepper_s,pepper_s,,,,,,,,,,,
event_boomtheghost2_03_s_73,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_73,True,,3,idle,,1,idle,,5,angry,,S_100,S_100,1.0,,yan_s,yan_s,,,,,,,,,,,
event_boomtheghost2_03_s_74,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_74,False,,3,idle,,1,idle,,5,angry,,XS_500,XS_500,1.0,,pepper_s,pepper_s,,,,,,,,,,,
event_boomtheghost2_03_s_75,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_75,True,,3,idle,,1,idle,,5,angry,,XS_500,XS_50,1.0,,pepper_s,pepper_s,,,,,,,,,,,
event_boomtheghost2_03_s_76,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_76,True,,3,money,,1,idle,,5,angry,,XS_50,S_30,1.0,,sellghost,sellghost,,,,,rapi_ss,13,delight,,,,
event_boomtheghost2_03_s_77,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_77,True,,3,money,,1,idle,,5,idle,,130,130,1.0,,rapi_ss,rapi_ss,,,,,,13,delight,,,,
event_boomtheghost2_03_s_78,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_78,True,,3,idle,,1,idle,,5,idle,,S_30,S_30,1.0,,sellghost,sellghost,,,,,,13,delight,,,,
event_boomtheghost2_03_s_79,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_79,True,,3,idle,,1,idle,,5,idle,,130,1300,0.5,,rapi_ss,rapi_ss,,,,,,13,angry,,,,
event_boomtheghost2_03_s_80,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_80,True,,3,idle,,1,etc,,5,idle,,1300,S_100,1.0,,yan_s,yan_s,,,,,,13,angry,,,,
event_boomtheghost2_03_s_81,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_81,True,,3,idle,,1,etc,,5,idle,,1300,130,1.0,,rapi_ss,rapi_ss,,,,,,13,think,,,,
event_boomtheghost2_03_s_82,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_82,True,,3,money,,1,etc,,5,idle,,S_30,S_30,1.0,,sellghost,sellghost,,,,,,13,think,,,,
event_boomtheghost2_03_s_83,40085,event_boomtheghost2_03_s,Self,Locale_MainScenario:event_boomtheghost2_03_s_83,False,,3,idle,,1,idle,,5,idle,,S_30,S_300,1.0,,sellghost,,,,,,,13,think,,,,
event_boomtheghost2_03_s_84,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_84,False,,3,idle,,1,idle,,5,idle,,S_300,S_300,1.0,,sellghost,sellghost,,,,,,13,delight,,,,
event_boomtheghost2_03_s_85,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_85,True,,3,idle,,1,idle,,5,idle,,S_300,S_300,1.0,,sellghost,sellghost,,,,,,13,delight,,,,
event_boomtheghost2_03_s_86,40085,event_boomtheghost2_03_s,Self,Locale_MainScenario:event_boomtheghost2_03_s_86,False,,3,idle,,1,idle,,5,idle,,S_300,S_300,1.0,,sellghost,,,,,,,13,delight,,,,
event_boomtheghost2_03_s_87,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_87,True,,3,angry,,1,idle,,5,idle,,S_300,S_300,1.0,,sellghost,sellghost,,,,,,13,delight,,,,
event_boomtheghost2_03_s_88,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_88,True,,3,angry,,1,idle,,5,idle,,S_300,S_30,1.0,,sellghost,sellghost,,,,,,13,delight,,,,
event_boomtheghost2_03_s_89,40085,event_boomtheghost2_03_s,Self,Locale_MainScenario:event_boomtheghost2_03_s_89,False,,3,angry,,1,idle,,5,idle,,S_30,S_30,1.0,,sellghost,,,,,,,13,delight,,,,
event_boomtheghost2_03_s_90,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_90,True,,3,idle,,1,idle,,5,idle,,S_30,S_10,1.0,,yan_s,yan_s,,,,,,13,delight,,,,
event_boomtheghost2_03_s_91,40085,event_boomtheghost2_03_s,Self,Locale_MainScenario:event_boomtheghost2_03_s_91,False,,3,idle,,1,idle,,5,idle,,S_10,S_10,1.0,,yan_s,,,,,,,13,delight,,,,
event_boomtheghost2_03_s_92,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_92,True,,3,idle,,1,idle,,5,idle,,S_10,130,1.0,,rapi_ss,rapi_ss,,,,,,13,think,,,,
event_boomtheghost2_03_s_93,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_93,True,,3,idle,,1,idle,,5,idle,,130,S_10,1.0,,yan_s,yan_s,,,,,,13,think,,,,
event_boomtheghost2_03_s_94,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_94,True,,3,money,,1,idle,,5,idle,,S_10,31,1.0,,sellghost,sellghost,,,,,,13,think,,,,
event_boomtheghost2_03_s_95,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_95,True,,3,money,,1,idle,,5,idle,,31,31,1.0,,sellghost,sellghost,,,,,,13,delight,,,,
event_boomtheghost2_03_s_96,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_96,True,,3,money,,1,idle,,5,idle,,31,31,1.0,,yan_s,yan_s,,,,,,13,delight,,,,
event_boomtheghost2_03_s_97,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_97,True,,3,money,,1,idle,,5,idle,,31,113,1.5,,rapi_ss,rapi_ss,,,,,,13,think,,,,
event_boomtheghost2_03_s_98,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_98,True,,3,money,,1,idle,,5,idle,,113,113,1.0,,yan_s,yan_s,,,,,,13,think,,,,
event_boomtheghost2_03_s_99,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_99,True,,3,money,,1,idle,,5,idle,,113,113,1.0,,yan_s,yan_s,,,,,,13,think,,,,
event_boomtheghost2_03_s_100,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_100,True,,3,money,,1,idle,,5,idle,,113,31,1.5,,sellghost,sellghost,,,,,,13,think,,,,
event_boomtheghost2_03_s_101,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_101,True,,3,money,,1,idle,,5,idle,,31,31,1.0,,sellghost,sellghost,,,,,,13,think,,,,
event_boomtheghost2_03_s_102,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_102,True,,3,money,,1,idle,,5,idle,,S_10,S_10,1.0,,yan_s,yan_s,,,,,,13,delight,,,,
event_boomtheghost2_03_s_103,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_103,True,,3,money,,1,idle,,5,idle,,S_10,S_100,0.7,,yan_s,yan_s,,,,,,13,delight,,,,
event_boomtheghost2_03_s_104,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_104,True,,3,money,,1,idle,,5,idle,,S_30,S_300,0.7,,sellghost,sellghost,,,,,,13,delight,,,,
event_boomtheghost2_03_s_105,40085,event_boomtheghost2_03_s,Monologue,Locale_MainScenario:event_boomtheghost2_03_s_105,False,,3,money,,1,idle,,5,idle,,black,black,1.0,,sellghost,,,,,,,13,delight,rapi_ss,,,
event_boomtheghost2_03_s_106,40085,event_boomtheghost2_03_s,Monologue,Locale_MainScenario:event_boomtheghost2_03_s_106,False,,1,money,,3,idle,,5,idle,,black,black,1.0,,sellghost,,sellghost,,,,elegg_s,13,sad,,centi_s,15,surprise
event_boomtheghost2_03_s_107,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_107,True,alfred,1,idle,,3,idle,,5,idle,,S_1300,S_1300,1.0,,elegg_s,elegg_s,,,,,,13,sad,,,15,surprise
event_boomtheghost2_03_s_108,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_108,True,,1,idle,,3,idle,,5,idle,,L_1500,L_1500,1.0,,centi_s,centi_s,,,,,,13,sad,,,15,surprise
event_boomtheghost2_03_s_109,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_109,True,,1,idle,,3,idle,,5,idle,,S_300,S_30,1.0,,yan_s,yan_s,,,,,,13,sad,,,15,surprise
event_boomtheghost2_03_s_110,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_110,True,,1,idle,,3,idle,,5,surprise,,S_30,53,1.0,,pepper_s,pepper_s,,,,,,13,sad,,,15,surprise
event_boomtheghost2_03_s_111,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_111,True,,1,idle,,3,idle,,5,surprise,,53,53,1.0,,yan_s,yan_s,,,,,,13,sad,,,15,surprise
event_boomtheghost2_03_s_112,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_112,True,,1,idle,,3,idle,,5,idle,,53,53,1.0,,pepper_s,pepper_s,,,,,,13,sad,,,15,surprise
event_boomtheghost2_03_s_113,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_113,True,,1,idle,,3,idle,,5,idle,,53,3,1.0,,yan_s,yan_s,,,,,,13,sad,,,15,surprise
event_boomtheghost2_03_s_114,40085,event_boomtheghost2_03_s,Speech,Locale_MainScenario:event_boomtheghost2_03_s_114,True,,1,idle,,3,idle,,5,idle,,3,3,1.0,,yan_s,yan_s,,,,,,13,sad,,,15,surprise
