id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
event_overzone2_05_s_29,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_29,True,,3,angry,,1,pain,,13,no,,15,sad,,2,2,1.0,,,,,
event_overzone2_05_s_30,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_30,False,,3,angry,,1,idle,,13,no,,15,sad,,2,2,1.0,,,,,
event_overzone2_05_s_31,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_31,True,,3,angry,,1,idle,,13,no,,15,sad,,2,30,0.6,,,,,
event_overzone2_05_s_32,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_32,True,,3,angry,,1,idle,,13,no,,15,sad,,30,30,1.0,,,,,
event_overzone2_05_s_33,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_33,True,,3,angry,,1,idle,,13,no,,15,sad,,30,30,1.0,,,,,
event_overzone2_05_s_34,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_34,True,,3,angry,,1,idle,,13,no,,15,sad,,30,30,1.0,,,,,
event_overzone2_05_s_35,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_35,True,,3,angry,,1,idle,,13,no,,15,sad,,30,300,0.6,,,,,
event_overzone2_05_s_36,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_36,True,,3,angry,,1,idle,,13,no,,15,sad,,300,300,1.0,,,,,
event_overzone2_05_s_37,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_37,True,,3,angry,,1,idle,,13,no,,15,sad,,300,300,1.0,,,,,
event_overzone2_05_s_38,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_38,True,,3,angry,,1,idle,,13,no,,15,sad,,300,300,1.0,,,,,
event_overzone2_05_s_39,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_39,True,,3,angry,,1,pain,,13,no,,15,sad,,L_10,L_10,1.0,,,,,
event_overzone2_05_s_40,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_40,True,,3,angry,,1,pain,,13,no,,15,sad,,L_10,L_10,1.0,,,,,
event_overzone2_05_s_41,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_41,True,,3,angry,,1,pain,,13,no,,15,sad,,L_10,L_10,1.0,,,,,
event_overzone2_05_s_42,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_42,True,,3,angry,,1,pain,,13,no,,15,sad,,300,300,1.0,,,,,
event_overzone2_05_s_43,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_43,True,,3,angry,,1,pain,,13,no,,15,sad,EventScene_OverZone_09_1,black,black,1.0,none,dorothy,snowwhite,hongryeon,rapunzel
event_overzone2_05_s_44,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_44,False,,,,,,,,,,,,,,black,black,1.0,,,,,
event_overzone2_05_s_45,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_45,True,,,,,,,,,,,,,,snowwhitegoddess_01,snowwhitegoddess_02,2.0,event_bgm_satellites,,,,
event_overzone2_05_s_46,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_46,True,,,,,,,,,,,,,,snowwhitegoddess_02,snowwhitegoddess_02,1.0,,,,,
event_overzone2_05_s_47,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_47,True,,,,,,,,,,,,,,snowwhitegoddess_02,snowwhitegoddess_02,1.0,,,,,
event_overzone2_05_s_48,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_48,True,,,,,,,,,,,,,,snowwhitegoddess_02,snowwhitegoddess_02,1.0,,,,,
event_overzone2_05_s_49,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_49,True,,,,,,,,,,,,,,snowwhitegoddess_02,snowwhitegoddess_02,1.0,,,,,
event_overzone2_05_s_50,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_50,True,,,,,,,,,,,,,,snowwhitegoddess_02,snowwhitegoddess_02,1.0,,,,,
event_overzone2_05_s_51,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_51,False,,,,,,,,,,,,,,snowwhitegoddess_02,snowwhitegoddess_02,1.0,,,,,
event_overzone2_05_s_52,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_52,True,,,,,,,,,,,,,,snowwhitegoddess_02,snowwhitegoddess_02,1.0,,,,,
event_overzone2_05_s_53,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_53,True,,,,,,,,,,,,,,snowwhitegoddess_02,snowwhitegoddess_03,1.0,,,,,
event_overzone2_05_s_54,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_54,True,,,,,,,,,,,,,,snowwhitegoddess_03,snowwhitegoddess_03,1.0,,,,,
event_overzone2_05_s_55,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_55,False,,,,,,,,,,,,,,snowwhitegoddess_03,snowwhitegoddess_03,1.0,,,,,
event_overzone2_05_s_56,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_56,True,,,,,,,,,,,,,,snowwhitegoddess_03,snowwhitegoddess_03,1.0,,,,,
event_overzone2_05_s_57,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_57,True,,,,,,,,,,,,,,snowwhitegoddess_03,snowwhitegoddess_03,1.0,,,,,
event_overzone2_05_s_58,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_58,False,,,,,,,,,,,,,EventScene_OverZone_09_2,dorothygoddess_01,dorothygoddess_01,1.0,,,,,
event_overzone2_05_s_59,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_59,True,,,,,,,,,,,,,,dorothygoddess_01,dorothygoddess_01,1.0,,,,,
event_overzone2_05_s_60,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_60,False,,,,,,,,,,,,,,dorothygoddess_01,dorothygoddess_01,1.0,,,,,
event_overzone2_05_s_61,80304,event_overzone2_05_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_05_s_61,True,,,,,,,,,,,,,,dorothygoddess_01,dorothygoddess_01,1.0,,,,,
event_overzone2_05_s_62,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_62,True,,,,,,,,,,,,,,dorothygoddess_01,dorothygoddess_02,0.8,,,,,
event_overzone2_05_s_63,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_63,True,,,,,,,,,,,,,,dorothygoddess_02,dorothygoddess_02,1.0,,,,,
event_overzone2_05_s_64,80304,event_overzone2_05_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_05_s_64,True,,,,,,,,,,,,,,dorothygoddess_02,dorothygoddess_02,1.0,,,,,
event_overzone2_05_s_65,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_65,True,,,,,,,,,,,,,EventScene_OverZone_09,wearegoddess_01,wearegoddess_02,1.0,,,,,
event_overzone2_05_s_66,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_66,True,,,,,,,,,,,,,,wearegoddess_02,wearegoddess_02,1.0,,,,,
event_overzone2_05_s_67,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_67,True,,,,,,,,,,,,,,wearegoddess_02,wearegoddess_02,1.0,,,,,
event_overzone2_05_s_68,80304,event_overzone2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_05_s_68,True,,,,,,,,,,,,,RuinIndoor,black,black,1.0,,,,,
event_overzone2_05_s_69,80304,event_overzone2_05_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_05_s_69,True,,,,snowwhite,1,idle,hongryeon,13,sad,rapunzel,15,sad,,150,150,1.0,,,,,
event_overzone2_05_s_70,80304,event_overzone2_05_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_s_70,False,,,,,1,idle,,13,sad,,15,sad,,150,130,1.0,,,,,
event_overzone2_05_s_71,80304,event_overzone2_05_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_s_71,True,,,,,1,idle,,13,idle,,15,sad,,130,130,1.0,,,,,
event_overzone2_05_s_72,80304,event_overzone2_05_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_05_s_72,True,,,,,1,idle,,13,idle,,15,sad,,130,130,1.0,,,,,
