id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,fade
event_ce004_2_04_s_26,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_26,True,,2,surprise,,12,delight,,XS_20,120,1.0,,,,,
event_ce004_2_04_s_27,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_27,True,,2,surprise,,12,delight,,120,120,1.0,,,,,
event_ce004_2_04_s_28,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_28,True,,2,angry,,12,delight,,120,XS_20,0.5,,,,,
event_ce004_2_04_s_29,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_29,True,,2,angry,,12,delight,,XS_20,XS_20,1.0,,,,,
event_ce004_2_04_s_30,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_30,True,,2,angry,,12,delight,,XS_20,XS_200,1.0,,,,,
event_ce004_2_04_s_31,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_31,True,,2,angry,,12,surprise,,XS_200,120,1.0,,,,,
event_ce004_2_04_s_32,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_32,True,,2,angry,,12,surprise,,120,120,1.0,,,,,
event_ce004_2_04_s_33,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_33,True,,2,angry,,12,surprise,,120,XS_20,0.5,,,,,
event_ce004_2_04_s_34,40056,event_ce004_2_04_s,Monologue,rei,,Locale_SubScenario:event_ce004_2_04_s_34,False,,2,angry,,12,surprise,,XS_20,XS_200,1.0,,,,,
event_ce004_2_04_s_35,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_35,True,,2,angry,,12,surprise,,XS_200,XS_200,1.0,,,,,
event_ce004_2_04_s_36,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_36,True,,2,angry,,12,surprise,,XS_200,XS_200,1.0,,,,,
event_ce004_2_04_s_37,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_37,True,,2,angry,,12,surprise,,XS_200,XS_20,1.0,,,,,
event_ce004_2_04_s_38,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_38,True,,2,angry,,12,surprise,,XS_20,XS_20,1.0,,,,,
event_ce004_2_04_s_39,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_39,True,,2,angry,,12,idle,,XS_20,1,1.0,,,,,
event_ce004_2_04_s_40,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_40,True,,2,angry,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_41,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_41,True,,2,angry,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_42,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_42,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_43,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_43,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_44,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_44,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_45,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_45,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_46,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_46,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_47,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_47,True,,2,angry,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_48,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_48,True,,2,angry,,12,idle,,1,XS_20,1.0,,,,,
event_ce004_2_04_s_49,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_49,True,,2,angry,,12,idle,,XS_20,XS_20,1.0,,,,,
event_ce004_2_04_s_50,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_50,True,,2,angry,,12,idle,,XS_20,XS_20,1.0,,,,,
event_ce004_2_04_s_51,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_51,True,,2,angry,,12,surprise,,XS_20,120,1.0,,,,,
event_ce004_2_04_s_52,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_52,True,,2,angry,,12,surprise,,120,120,1.0,,,,,
event_ce004_2_04_s_53,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_53,True,,2,angry,,12,surprise,,120,120,1.0,,,,,
event_ce004_2_04_s_54,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_54,True,,2,surprise,,12,surprise,,120,1,1.0,none,,,,
event_ce004_2_04_s_55,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_55,True,,2,surprise,,12,surprise,,1,1,1.0,,,,,
event_ce004_2_04_s_56,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_56,False,,2,surprise,,12,surprise,,black,black,1.0,,,,,
event_ce004_2_04_s_57,40056,event_ce004_2_04_s,Monologue,rei,,Locale_SubScenario:event_ce004_2_04_s_57,False,,2,surprise,,12,surprise,EventScene_ce004_04,black,black,1.0,bgm_story_inwonderland,,rei,ce004_03,
event_ce004_2_04_s_58,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_58,False,,,,,,,,ce004_04_04,ce004_04_01,1.0,,,,,
event_ce004_2_04_s_59,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_59,False,,,,,,,,ce004_04_01,ce004_04_01,1.0,,,,,
event_ce004_2_04_s_60,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_60,False,,,,,,,,ce004_04_01,ce004_04_01,1.0,,,,,
event_ce004_2_04_s_61,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_61,False,,,,,,,,ce004_04_01,ce004_04_03,2.0,,,,,
event_ce004_2_04_s_62,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_62,False,,,,,,,,ce004_04_03,ce004_04_03,1.0,,,,,
event_ce004_2_04_s_63,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_63,False,,,,,,,,ce004_04_03,ce004_04_03,1.0,,,,,
event_ce004_2_04_s_64,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_64,False,,,,,,,,ce004_04_03,ce004_04_02,1.0,,,,,
event_ce004_2_04_s_65,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_65,False,,,,,,,,ce004_04_02,ce004_04_02,1.0,,,,,
event_ce004_2_04_s_66,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_66,False,,,,,,,,ce004_04_02,ce004_04_02,1.0,,,,,
event_ce004_2_04_s_67,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_67,False,,,,,,,,ce004_04_02,ce004_04_02,1.0,,,,,
event_ce004_2_04_s_68,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_68,False,,,,,,,,ce004_04_02,ce004_04_01,2.0,,,,,
event_ce004_2_04_s_69,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_69,False,,,,,,,,ce004_04_01,ce004_04_01,1.0,,,,,
event_ce004_2_04_s_70,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_70,False,,,,,,,,ce004_04_01,ce004_04_01,1.0,,,,,
event_ce004_2_04_s_71,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_71,False,,,,,,,,ce004_04_01,ce004_04_01,1.0,,,,,
event_ce004_2_04_s_72,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_72,False,,,,,,,,ce004_04_01,ce004_04_01,1.0,,,,,
event_ce004_2_04_s_73,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_73,False,,,,,,,,ce004_04_01,ce004_04_01,1.0,,,,,
event_ce004_2_04_s_74,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_74,False,,,,,,,,ce004_04_01,ce004_04_01,1.0,,,,,
event_ce004_2_04_s_75,40056,event_ce004_2_04_s,Monologue,,,Locale_SubScenario:event_ce004_2_04_s_75,False,rei,2,idle,ce004_03,12,idle,SimulationRoom,black,black,1.0,,,,,black
event_ce004_2_04_s_76,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_76,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_77,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_77,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_78,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_78,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_79,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_79,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_80,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_80,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_81,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_81,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_82,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_82,True,,2,surprise,,12,idle,,1,1,1.0,,,,,
event_ce004_2_04_s_83,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_83,True,,2,surprise,,12,idle,,1,120,1.0,,,,,
event_ce004_2_04_s_84,40056,event_ce004_2_04_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_2_04_s_84,True,,2,surprise,,12,delight,,120,120,1.0,,,,,
event_ce004_2_04_s_85,40056,event_ce004_2_04_s,Speech,rei,rei,Locale_SubScenario:event_ce004_2_04_s_85,True,,2,angry,,12,delight,,120,XS_20,1.0,,,,,
event_ce004_2_04_s_86,40056,event_ce004_2_04_s,Narration,rei,,Locale_SubScenario:event_ce004_2_04_s_86,False,,2,angry,,12,delight,,XS_20,XS_20,1.0,,sfx_scn_connectdot,,,
event_ce004_2_04_s_87,40056,event_ce004_2_04_s,Narration,rei,,Locale_SubScenario:event_ce004_2_04_s_87,False,,2,angry,,12,delight,,XS_20,XS_20,1.0,,,,,
