id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,play_sound
event_oldtales1_01_s_16,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_16,True,,5,idle_blue,,3,worry,,1,think,,13,void,,15,idle,,17,idle,,4,4,1.0,,,,,,,,
event_oldtales1_01_s_17,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_17,True,,5,idle_blue,,3,worry,,1,think,,13,void,,15,idle,,17,idle,,4,4,1.0,,,,,,,,
event_oldtales1_01_s_18,40061,event_oldtales1_01_s,Narration,redshoes,,Locale_MainScenario:event_oldtales1_01_s_18,False,,5,idle_blue,,3,worry,,1,think,,13,void,,15,idle,,17,idle,EventScene_oldtales_02_1,4,1,1.0,,cinderella,redshoes,abe,hansel,gretel,littlemermaid,sfx_scn_clothrustle
event_oldtales1_01_s_19,40061,event_oldtales1_01_s,Narration,redshoes,,Locale_MainScenario:event_oldtales1_01_s_19,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,
event_oldtales1_01_s_20,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_20,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,
event_oldtales1_01_s_21,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_21,True,,,,,,,,,,,,,,,,,,,,1,EventScene_oldtales_02_1,1.5,,,,,,,,
event_oldtales1_01_s_22,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_22,True,cinderella,5,idle_blue,redshoes,3,idle,abe,1,idle,hansel,13,void,gretel,15,idle,littlemermaid,17,idle,TechIndoor,12,12,1.0,,,,,,,,
event_oldtales1_01_s_23,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_23,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_24,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_24,True,,5,idle_blue,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_25,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_25,True,,5,idle_blue,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_26,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_26,True,,5,idle_blue,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,12,10,1.0,,,,,,,,
event_oldtales1_01_s_27,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_27,True,,5,idle_blue,,3,smile,,1,think,,13,idle,,15,idle,,17,idle,,10,30,1.0,,,,,,,,
event_oldtales1_01_s_28,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_28,True,,5,idle_blue,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,,
event_oldtales1_01_s_29,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_29,True,,5,idle_blue,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,,
event_oldtales1_01_s_30,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_30,True,,5,idle_blue,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,,
event_oldtales1_01_s_31,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_31,True,,5,idle_blue,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,,
event_oldtales1_01_s_32,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_32,True,,5,idle_blue,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,30,2,1.0,,,,,,,,
event_oldtales1_01_s_33,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_33,True,,5,idle_blue,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,,,,,,,,
event_oldtales1_01_s_34,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_34,True,,5,idle_blue,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,2,12,1.0,,,,,,,,
event_oldtales1_01_s_35,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_35,True,,5,idle_blue,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_36,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_36,True,,5,idle_blue,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_37,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_37,True,,5,idle_blue,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_38,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_38,True,,5,idle_blue,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_39,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_39,True,,5,idle_blue,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_40,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_40,True,,5,idle_blue,,3,idle,,1,idle,,13,smile,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_41,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_41,False,,5,idle_blue,,3,idle,,1,angry,,13,smile,,15,idle,,17,idle,,12,10,1.5,,,,,,,,
event_oldtales1_01_s_42,40061,event_oldtales1_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_s_42,True,,5,idle_blue,,3,idle,,1,angry,,13,void,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,,,,
event_oldtales1_01_s_43,40061,event_oldtales1_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_s_43,True,,5,idle_blue,,3,idle,,1,angry,,13,void,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,,,,
event_oldtales1_01_s_44,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_44,False,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,10,10,1.0,,,,,,,,
event_oldtales1_01_s_45,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_45,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,10,10,1.0,,,,,,,,
event_oldtales1_01_s_46,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_46,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,10,10,1.0,,,,,,,,
event_oldtales1_01_s_47,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_47,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,10,10,1.0,,,,,,,,
event_oldtales1_01_s_48,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_48,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,10,10,1.0,,,,,,,,
event_oldtales1_01_s_49,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_49,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,10,12,1.0,,,,,,,,
event_oldtales1_01_s_50,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_50,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_51,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_51,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_52,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_52,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_53,40061,event_oldtales1_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_s_53,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,,,,
event_oldtales1_01_s_54,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_54,True,,5,idle_blue,,3,idle,,1,think,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_55,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_55,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_56,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_56,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_57,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_57,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_58,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_58,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_59,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_59,True,,5,idle_blue,,3,idle,,1,idle,,13,void,,15,idle,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_60,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_60,True,,5,idle_blue,,3,worry,,1,idle,,13,no,,15,worry,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_61,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_61,True,,5,idle_blue,,3,worry,,1,think,,13,no,,15,worry,,17,idle,,12,12,1.0,,,,,,,,
event_oldtales1_01_s_62,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_62,True,,5,idle_blue,,3,worry,,1,think,,13,no,,15,worry,,17,idle,,12,2,1.0,,,,,,,,
event_oldtales1_01_s_63,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_63,True,,5,idle_blue,,3,worry,,1,idle,,13,no,,15,worry,,17,idle,,2,2,1.0,,,,,,,,
event_oldtales1_01_s_64,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_64,False,,5,idle_blue,,3,worry,,1,idle,,13,no,,15,worry,,17,idle,,2,30,1.0,,,,,,,,
event_oldtales1_01_s_65,40061,event_oldtales1_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_s_65,True,,5,angry_blue,,3,worry,,1,idle,,13,no,,15,worry,,17,idle,,30,S_50,1.0,,,,,,,,
event_oldtales1_01_s_66,40061,event_oldtales1_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_s_66,True,,5,angry_blue,,3,worry,,1,idle,,13,no,,15,worry,,17,idle,,S_50,S_50,1.0,,,,,,,,
event_oldtales1_01_s_67,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_67,True,,5,angry_blue,,3,worry,,1,idle,,13,no,,15,worry,,17,idle,,10,10,1.0,,,,,,,,
event_oldtales1_01_s_68,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_68,True,,5,angry_blue,,3,worry,,1,idle,,13,no,,15,worry,,17,idle,,10,10,1.0,,,,,,,,
event_oldtales1_01_s_69,40061,event_oldtales1_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_s_69,True,,5,angry_blue,,3,worry,,1,idle,,13,no,,15,worry,,17,idle,,10,10,1.0,,,,,,,,
event_oldtales1_01_s_70,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_70,True,,5,angry_blue,,3,worry,,1,idle,,13,void,,15,worry,,17,idle,,14,14,1.0,,,,,,,,
event_oldtales1_01_s_71,40061,event_oldtales1_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_01_s_71,True,,5,angry_blue,,3,worry,,1,idle,,13,void,,15,idle,,17,think,,14,17,1.0,,,,,,,,
event_oldtales1_01_s_72,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_72,True,,5,idle_blue,,3,smile,,1,idle,,13,void,,15,idle,,17,think,,30,30,1.0,,,,,,,,
event_oldtales1_01_s_73,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_73,True,,5,idle_blue,,3,smile,,1,idle,,13,void,,15,idle,,17,idle,,30,30,1.0,,,,,,,,
event_oldtales1_01_s_74,40061,event_oldtales1_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_s_74,True,,5,idle_blue,,3,smile,,1,idle,,13,void,,15,idle,,17,idle,,30,S_50,1.0,,,,,,,,
event_oldtales1_01_s_75,40061,event_oldtales1_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_s_75,True,,5,idle_blue,,3,smile,,1,idle,,13,void,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,,,,
event_oldtales1_01_s_76,40061,event_oldtales1_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_s_76,True,,5,idle_blue,,3,smile,,1,idle,,13,void,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,,,,
event_oldtales1_01_s_77,40061,event_oldtales1_01_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_01_s_77,False,,5,idle_blue,,3,smile,,1,idle,,13,void,,15,idle,,17,idle,,S_50,5,1.0,,cinderella,,,,,,sfx_scn_heelfootstepfast
event_oldtales1_01_s_78,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_78,False,,,,,3,worry,,1,idle,,13,void,,15,idle,,17,idle,,5,3,1.3,,,,,,,,
event_oldtales1_01_s_79,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_79,True,,,,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,,,,,,
event_oldtales1_01_s_80,40061,event_oldtales1_01_s,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_s_80,True,,,,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,,,,,,
event_oldtales1_01_s_81,40061,event_oldtales1_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_01_s_81,True,,,,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,14,17,1.0,,,,,,,,
event_oldtales1_01_s_82,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_82,True,,,,,3,smile,,1,idle,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,,,,,,
event_oldtales1_01_s_83,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_83,True,,,,,3,smile,,1,idle,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,,,,,,
event_oldtales1_01_s_84,40061,event_oldtales1_01_s,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_s_84,True,,,,,3,smile,,1,idle,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,,,,,,
