id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_goldencoinrush2_06_s_11,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_11,True,,6,6,1.0,,,,,7,angry,,5,sad,,3,think,,,
event_goldencoinrush2_06_s_12,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_12,True,,6,6,1.0,,,,,7,angry,,5,sad,,3,think,,,
event_goldencoinrush2_06_s_13,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_13,True,,6,6,1.0,,,,,7,angry,,5,sad,,3,think,,,
event_goldencoinrush2_06_s_14,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_14,True,,6,6,1.0,,,,,7,angry,,5,sad,,3,think,,,
event_goldencoinrush2_06_s_15,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_15,True,,6,S_50,1.0,,,,,7,angry,,5,worry,,3,think,,,
event_goldencoinrush2_06_s_16,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_16,True,,S_50,S_50,1.0,,,,,7,angry,,5,worry,,3,think,,,
event_goldencoinrush2_06_s_17,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_17,True,,S_50,S_50,1.0,,,,,7,angry,,5,worry,,3,think,,,
event_goldencoinrush2_06_s_18,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_18,True,,S_50,S_50,1.0,,,,,7,angry,,5,cry,,3,think,,,
event_goldencoinrush2_06_s_19,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_19,True,,S_50,L_70,1.0,,,,,7,angry,,5,cry,,3,think,,,
event_goldencoinrush2_06_s_20,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_20,True,,L_70,L_70,1.0,,,,,7,angry,,5,cry,,3,think,,,
event_goldencoinrush2_06_s_21,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_21,True,,L_70,L_70,1.0,,,,,7,angry,,5,cry,,3,think,,,
event_goldencoinrush2_06_s_22,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_22,True,,L_70,4,1.0,,,,,7,angry,,5,cry,,3,think,,,
event_goldencoinrush2_06_s_23,40049,event_goldencoinrush2_06_s,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_06_s_23,True,,4,4,1.0,,,,,7,angry,,5,cry,,3,think,,,
event_goldencoinrush2_06_s_24,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_24,True,,L_70,L_700,0.6,none,,,,7,delight,,5,cry,,3,think,,,
event_goldencoinrush2_06_s_25,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_25,True,,L_700,L_700,1.0,event_bgm_goldcoinrush_inst,,,,7,delight,,5,cry,,3,think,,,
event_goldencoinrush2_06_s_26,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_26,True,,S_50,S_50,1.0,,,,,7,delight,,5,worry,,3,think,,,
event_goldencoinrush2_06_s_27,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_27,True,,L_700,L_70,1.0,,,,,7,idle,,5,worry,,3,think,,,
event_goldencoinrush2_06_s_28,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_28,True,,L_70,L_70,1.0,,,,,7,idle,,5,worry,,3,think,,,
event_goldencoinrush2_06_s_29,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_29,True,,L_70,L_70,1.0,,,,,7,idle,,5,worry,,3,think,,,
event_goldencoinrush2_06_s_30,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_30,True,,L_70,S_50,1.0,,,,,7,idle,,5,surprise,,3,think,,,
event_goldencoinrush2_06_s_31,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_31,True,,S_50,S_50,1.0,,,,,7,idle,,5,surprise,,3,think,,,
event_goldencoinrush2_06_s_32,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_32,True,,S_50,5,1.0,,,,,7,idle,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_33,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_33,True,,5,7,1.0,,,,,7,delight,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_34,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_34,True,,7,7,1.0,,,,,7,delight,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_35,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_35,True,,7,3,1.0,,,,,7,delight,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_36,40049,event_goldencoinrush2_06_s,Speech,audience01,audience01,Locale_MainScenario:event_goldencoinrush2_06_s_36,True,,3,3,1.0,,sfx_scn_crowdcheer,Low_2,,7,delight,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_37,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_37,True,,3,3,1.0,,,,,7,idle,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_38,40049,event_goldencoinrush2_06_s,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_06_s_38,True,,3,L_30,1.0,,,,,7,idle,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_39,40049,event_goldencoinrush2_06_s,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_06_s_39,True,,L_30,L_30,1.0,,,,,7,idle,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_40,40049,event_goldencoinrush2_06_s,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_06_s_40,True,,L_30,L_30,1.0,,,,,7,idle,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_41,40049,event_goldencoinrush2_06_s,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_06_s_41,True,,L_30,L_30,1.0,,,,,7,idle,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_42,40049,event_goldencoinrush2_06_s,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_06_s_42,True,,L_30,L_30,1.0,,,,,7,idle,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_43,40049,event_goldencoinrush2_06_s,Speech,blanc,blanc,Locale_MainScenario:event_goldencoinrush2_06_s_43,True,,L_30,4,1.0,,,,,7,idle,,5,surprise,,3,delight,,,
event_goldencoinrush2_06_s_44,40049,event_goldencoinrush2_06_s,Monologue,blanc,,Locale_MainScenario:event_goldencoinrush2_06_s_44,False,,4,4,1.0,,,,,7,idle,,5,surprise,,3,delight,,,
event_goldencoinrush2_06_s_45,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_45,True,,4,4,1.0,,,,,7,idle,,5,surprise,,3,delight,,,
event_goldencoinrush2_06_s_46,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_46,True,,4,S_50,1.0,,,,,7,idle,,5,surprise,,3,delight,,,
event_goldencoinrush2_06_s_47,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_47,True,,S_50,S_50,1.0,,,,,7,idle,,5,idle,,3,delight,,,
event_goldencoinrush2_06_s_48,40049,event_goldencoinrush2_06_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_06_s_48,False,,S_50,S_50,1.0,,,,,7,idle,,5,idle,,3,delight,,,
event_goldencoinrush2_06_s_49,40049,event_goldencoinrush2_06_s,Speech,audience01,audience01,Locale_MainScenario:event_goldencoinrush2_06_s_49,True,,S_50,4,1.0,,,Low_2,,7,idle,,5,idle,,3,delight,,,
event_goldencoinrush2_06_s_50,40049,event_goldencoinrush2_06_s,Speech,audience01,audience01,Locale_MainScenario:event_goldencoinrush2_06_s_50,True,,4,4,1.0,,,,,7,idle,,5,idle,,3,delight,,,
event_goldencoinrush2_06_s_51,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_51,True,,4,7,1.0,,,,,7,delight,,5,idle,,3,delight,,,
event_goldencoinrush2_06_s_52,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_52,True,,7,L_70,1.0,,,,,7,delight,,5,idle,,3,delight,,,
event_goldencoinrush2_06_s_53,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_53,True,,L_70,L_70,1.0,,,,,7,delight,,5,idle,,3,delight,,,
event_goldencoinrush2_06_s_54,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_54,True,,L_70,6,1.0,,,,,7,delight,,5,surprise,,3,idle,,,
event_goldencoinrush2_06_s_55,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_55,True,,6,6,1.0,,,,,7,delight,,5,think,,3,idle,,,
event_goldencoinrush2_06_s_56,40049,event_goldencoinrush2_06_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_06_s_56,False,,black,black,1.0,,,,,7,delight,,5,think,,3,idle,,,
event_goldencoinrush2_06_s_57,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_57,True,,6,L_70,1.0,,,,,7,idle,,5,idle,,3,idle,,,
event_goldencoinrush2_06_s_58,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_58,True,,L_70,L_70,1.0,,,,,7,idle,,5,idle,,3,idle,,,
event_goldencoinrush2_06_s_59,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_59,True,,L_70,L_70,1.0,,,,,7,idle,,5,idle,,3,idle,,,
event_goldencoinrush2_06_s_60,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_60,True,,L_70,L_70,1.0,,,,,7,idle,,5,idle,,3,idle,,,
event_goldencoinrush2_06_s_61,40049,event_goldencoinrush2_06_s,Speech,mustang,mustang,Locale_MainScenario:event_goldencoinrush2_06_s_61,True,,L_70,7,1.0,,,,,7,idle,,5,idle,,3,idle,,,
event_goldencoinrush2_06_s_62,40049,event_goldencoinrush2_06_s,Speech,audience01,audience01,Locale_MainScenario:event_goldencoinrush2_06_s_62,True,,7,7,1.0,,,Low_2,,7,idle,,5,idle,,3,idle,alice_b,13,surprise
event_goldencoinrush2_06_s_63,40049,event_goldencoinrush2_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_06_s_63,True,,7,5,1.0,,,,,7,idle,,5,idle,,3,idle,,13,surprise
event_goldencoinrush2_06_s_64,40049,event_goldencoinrush2_06_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_06_s_64,True,,XS_130,XS_130,1.0,,,,,7,idle,,5,idle,,3,idle,,13,surprise
event_goldencoinrush2_06_s_65,40049,event_goldencoinrush2_06_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_06_s_65,True,,XS_130,XS_130,1.0,,,,,7,idle,,5,idle,,3,idle,,13,surprise
event_goldencoinrush2_06_s_66,40049,event_goldencoinrush2_06_s,Self,alice_b,,Locale_MainScenario:event_goldencoinrush2_06_s_66,False,,XS_130,XS_130,1.0,,,,,7,idle,,5,idle,,3,idle,,13,surprise
event_goldencoinrush2_06_s_67,40049,event_goldencoinrush2_06_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_06_s_67,True,,XS_130,XS_1300,1.0,,,,,7,idle,,5,idle,,3,idle,,13,delight
