id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id
event_juveniledays_01_s_49,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_49,True,,12,delight,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_50,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_50,True,,12,delight,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_51,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_51,True,,12,delight,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_52,40053,event_juveniledays_01_s,Speech,ein,ein,Locale_SubScenario:event_juveniledays_01_s_52,True,,12,delight,,2,idle,,1,1,1.0,,
event_juveniledays_01_s_53,40053,event_juveniledays_01_s,Monologue,ein,,Locale_SubScenario:event_juveniledays_01_s_53,False,,12,delight,,2,idle,,1,1,1.0,,ein
event_juveniledays_01_s_54,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_54,False,,12,think,,,,,1,12,1.0,,
event_juveniledays_01_s_55,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_55,True,,12,think,,,,,12,120,1.0,,
event_juveniledays_01_s_56,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_56,True,,12,delight,,,,,120,120,1.0,,
event_juveniledays_01_s_57,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_57,True,,12,delight,,,,,120,120,1.0,,
event_juveniledays_01_s_58,40053,event_juveniledays_01_s,Speech,marciana,marciana,Locale_SubScenario:event_juveniledays_01_s_58,True,,12,delight,,,,,120,1200,1.0,,
