id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_nonsensered_2_54,130005,event_nonsensered_2,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_2_54,True,,6,6,1.0,,,,7,shy,,,5,idle,,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_55,130005,event_nonsensered_2,Monologue,liliweiss,,Locale_SubScenario:event_nonsensered_2_55,False,,6,6,1.0,,sfx_scn_naturalfootstep,,7,shy,snowwhite_o,,5,idle,liliweiss,,3,idle,,,1,no,,13,idle,,,15,smile
event_nonsensered_2_56,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_56,True,,10,10,1.0,,,,,,,,,,,,3,idle,,,1,worry,,13,idle,,,15,smile
event_nonsensered_2_57,130005,event_nonsensered_2,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_2_57,True,,10,12,1.0,,,,,,,,,,,,3,idle,,,1,worry,,13,idle,,,15,smile
event_nonsensered_2_58,130005,event_nonsensered_2,Monologue,hongryeon_o,,Locale_SubScenario:event_nonsensered_2_58,False,,12,12,1.0,,sfx_scn_naturalfootstep,,,,,,,,,,3,idle,,,1,worry,,13,idle,hongryeon_o,,15,smile
event_nonsensered_2_59,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_59,True,,12,10,1.0,,,,,,,,,,,,3,idle,,,1,worry,,,,,,15,smile
event_nonsensered_2_60,130005,event_nonsensered_2,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_2_60,True,,10,2,1.0,,,,,,,,,,,,3,idle,,,1,worry,,,,,,15,smile
event_nonsensered_2_61,130005,event_nonsensered_2,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_2_61,True,,2,2,1.0,,,,,,,,,,,,3,idle,,,1,worry,,,,,,15,smile
event_nonsensered_2_62,130005,event_nonsensered_2,Monologue,dorothy,,Locale_SubScenario:event_nonsensered_2_62,False,,2,2,1.0,,sfx_scn_heelfootstep,,,,,,,,,,3,idle,dorothy,,1,worry,,,,,,15,smile
event_nonsensered_2_63,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_63,True,,2,100,1.0,,,,,,,,,,,,,,,,1,surprise_02,,,,,,15,smile
event_nonsensered_2_64,130005,event_nonsensered_2,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_2_64,True,,150,150,1.0,,,,,,,,,,,,,,,,1,surprise_02,,,,,,15,idle
event_nonsensered_2_65,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_65,True,,150,14,1.0,,,,,,,,,,,,,,,,13,shy_02,,,,,,15,idle
event_nonsensered_2_66,130005,event_nonsensered_2,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_2_66,True,,14,14,1.0,,,,,,,,,,,,,,,,13,shy_02,,,,,,15,surprise
event_nonsensered_2_67,130005,event_nonsensered_2,Speech,redhood,redhood,Locale_SubScenario:event_nonsensered_2_67,True,,14,130,0.5,,,,,,,,,,,,,,,,13,shy_02,,,,,,15,surprise
