id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/1/hide_char_id,fade,characters/0/hide_char_id,play_sound
event_trueflavor_05_e_16,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_16,False,,2,delight,,12,delight,black,black,black,1.0,,Grey,crust,black,,
event_trueflavor_05_e_17,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_17,False,,2,delight,,,,,S_20,S_20,1.3,,Grey,,,,
event_trueflavor_05_e_18,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_18,False,,2,delight,,,,,S_20,S_20,1.0,,Grey,,,,
event_trueflavor_05_e_19,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_19,False,,2,delight,crust,12,delight,,S_20,1,1.3,,Grey,,,,
event_trueflavor_05_e_20,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_20,False,,2,delight,,12,delight,,1,1,1.0,,Grey,,,,
event_trueflavor_05_e_21,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_21,False,,2,delight,,12,delight,,1,1,1.0,,Grey,,,,
event_trueflavor_05_e_22,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_22,False,,2,delight,,12,delight,,1,1,1.0,,Grey,,,,
event_trueflavor_05_e_23,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_23,False,,2,no,,12,think,,black,black,1.0,,Grey,,,bready,
event_trueflavor_05_e_24,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_24,False,,,,,12,think,,12,XS_120,1.3,,Grey,,,,
event_trueflavor_05_e_25,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_25,False,,,,,12,think,,XS_120,XS_120,1.0,,Grey,,,,
event_trueflavor_05_e_26,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_26,False,,,,,12,think,,XS_120,XS_120,1.0,,Grey,,,,
event_trueflavor_05_e_27,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_27,False,,,,,12,think,,XS_120,XS_120,1.0,,Grey,,,,
event_trueflavor_05_e_28,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_28,False,,,,,12,think,,XS_120,XS_1200,1.3,,Grey,,,,
event_trueflavor_05_e_29,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_29,False,bready,2,no,,12,think,,black,black,1.0,,Grey,crust,,,
event_trueflavor_05_e_30,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_30,False,,2,no,,,,,S_200,S_20,1.3,,Grey,,,,
event_trueflavor_05_e_31,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_31,False,,2,no,,,,,S_20,S_20,1.0,,Grey,,,,
event_trueflavor_05_e_32,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_32,False,,2,no,,,,,S_20,S_20,1.0,,Grey,,,,
event_trueflavor_05_e_33,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_33,False,,2,no,,,,,S_20,S_20,1.0,,Grey,,,,
event_trueflavor_05_e_34,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_34,False,,2,no,crust,12,think,,S_20,1,1.3,,Grey,,,,
event_trueflavor_05_e_35,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_35,False,,2,no,,12,think,,1,1,1.0,,Grey,,,,
event_trueflavor_05_e_36,40074,event_trueflavor_05_e,Speech,bready,crust,Locale_SubScenario:event_trueflavor_05_e_36,False,,2,no,,12,think,,1,XS_120,1.3,,Grey,,,,
event_trueflavor_05_e_37,40074,event_trueflavor_05_e,Self,crust,,Locale_SubScenario:event_trueflavor_05_e_37,False,,2,no,,12,think,,black,black,1.0,,Grey,,,bready,
event_trueflavor_05_e_38,40074,event_trueflavor_05_e,Self,crust,,Locale_SubScenario:event_trueflavor_05_e_38,False,,,,,12,sad,Kitchen,black,black,1.0,,,,,,
event_trueflavor_05_e_39,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_39,True,,,,,12,sad,,XS_1200,XS_120,1.3,,,,,,
event_trueflavor_05_e_40,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_40,True,,,,,12,sad,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_41,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_41,True,,,,,12,sad,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_42,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_42,True,,,,,12,sad,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_43,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_43,True,,,,,12,sad,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_44,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_44,True,,,,,12,sad,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_45,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_45,True,,,,,12,sad,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_46,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_46,True,,,,,12,sad,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_47,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_47,True,,,,,12,sad,,XS_120,XS_1200,1.3,,,,,,
event_trueflavor_05_e_48,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_48,True,,,,,12,sad,,XS_1200,XS_1200,1.0,,,,,,
event_trueflavor_05_e_49,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_49,True,,,,,12,sad,,XS_1200,XS_1200,1.0,,,,,,
event_trueflavor_05_e_50,40074,event_trueflavor_05_e,Self,crust,,Locale_SubScenario:event_trueflavor_05_e_50,False,,,,,12,sad,,XS_1200,XS_1200,1.0,,,,,,
event_trueflavor_05_e_51,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_51,True,,,,,12,sad,,XS_1200,XS_1200,1.0,,,,,,
event_trueflavor_05_e_52,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_52,True,,,,,12,sad,,XS_1200,XS_1200,1.0,,,,,,
event_trueflavor_05_e_53,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_53,True,,,,,12,sad,,XS_1200,XS_1200,1.0,,,,,,
event_trueflavor_05_e_54,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_54,True,,,,,12,sad,,XS_1200,XS_1200,1.0,,,,,,
event_trueflavor_05_e_55,40074,event_trueflavor_05_e,Self,crust,,Locale_SubScenario:event_trueflavor_05_e_55,False,,,,,12,sad,,XS_1200,XS_1200,1.0,,,,,,
event_trueflavor_05_e_56,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_56,True,,,,,12,think,,XS_1200,XS_120,1.3,,,,,,
event_trueflavor_05_e_57,40074,event_trueflavor_05_e,Self,crust,,Locale_SubScenario:event_trueflavor_05_e_57,False,,,,,12,think,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_58,40074,event_trueflavor_05_e,Self,crust,,Locale_SubScenario:event_trueflavor_05_e_58,False,,,,,12,think,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_59,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_59,False,,,,,12,think,,XS_120,XS_120,1.0,none,,,,,
event_trueflavor_05_e_60,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_60,True,,,,,12,think,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_61,40074,event_trueflavor_05_e,Self,crust,,Locale_SubScenario:event_trueflavor_05_e_61,False,,,,,12,think,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_62,40074,event_trueflavor_05_e,Self,crust,,Locale_SubScenario:event_trueflavor_05_e_62,False,,,,,12,think,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_63,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_63,True,,,,,12,think,,XS_120,XS_120,1.0,bgm_story_flipflop,,,,,
event_trueflavor_05_e_64,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_64,True,,,,,12,think,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_65,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_65,True,,,,,12,think,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_66,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_66,False,,,,,12,think,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_67,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_67,True,,,,,12,idle,,XS_120,XS_1200,1.3,,,,,,
event_trueflavor_05_e_68,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_68,True,,,,,12,idle,,XS_1200,XS_1200,1.0,,,,,,
event_trueflavor_05_e_69,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_69,True,,,,,12,idle,,XS_1200,XS_1200,1.0,,,,,,
event_trueflavor_05_e_70,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_70,True,,,,,12,idle,,XS_1200,XS_120,1.3,,,,,,
event_trueflavor_05_e_71,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_71,True,,,,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_72,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_72,True,,,,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_73,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_73,True,,,,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_74,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_74,True,,,,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_75,40074,event_trueflavor_05_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_05_e_75,False,,,,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_76,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_76,True,,,,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_77,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_77,True,,,,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_78,40074,event_trueflavor_05_e,Self,crust,,Locale_SubScenario:event_trueflavor_05_e_78,False,,,,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_trueflavor_05_e_79,40074,event_trueflavor_05_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_05_e_79,True,,,,,12,delight,,XS_120,XS_1200,1.3,,,,,,
event_trueflavor_05_e_80,40074,event_trueflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_05_e_80,True,bready,2,idle,,12,delight,NikkeRoom,black,black,1.0,none,,crust,black,,
event_trueflavor_05_e_81,40074,event_trueflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_05_e_81,True,,2,idle,,,,,S_200,S_20,1.3,,,,,,
event_trueflavor_05_e_82,40074,event_trueflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_05_e_82,True,,2,no,,,,,S_20,S_20,1.0,,,,,,
event_trueflavor_05_e_83,40074,event_trueflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_05_e_83,True,,2,no,,,,,S_20,S_20,1.0,,,,,,
event_trueflavor_05_e_84,40074,event_trueflavor_05_e,Narration,bready,,Locale_SubScenario:event_trueflavor_05_e_84,False,,2,no,,,,,S_20,S_200,1.3,,,,,,sfx_scn_photopass
event_trueflavor_05_e_85,40074,event_trueflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_05_e_85,True,,2,idle,,,,,S_200,S_200,1.0,,,,,,
event_trueflavor_05_e_86,40074,event_trueflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_05_e_86,True,,2,idle,,,,,S_200,S_200,1.0,,,,,,
event_trueflavor_05_e_87,40074,event_trueflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_05_e_87,True,,2,idle,,,,,S_200,S_200,1.0,,,,,,
event_trueflavor_05_e_88,40074,event_trueflavor_05_e,Narration,bready,,Locale_SubScenario:event_trueflavor_05_e_88,False,,2,idle,,,,,S_200,S_200,1.0,,,,,,
event_trueflavor_05_e_89,40074,event_trueflavor_05_e,Narration,bready,,Locale_SubScenario:event_trueflavor_05_e_89,False,,2,idle,,,,,S_200,S_200,1.0,,,,,,
event_trueflavor_05_e_90,40074,event_trueflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_05_e_90,True,,2,idle,,,,,S_200,S_20,1.3,,,,,,
event_trueflavor_05_e_91,40074,event_trueflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_05_e_91,False,,2,idle,,,,,S_20,S_20,1.0,,,,,,
event_trueflavor_05_e_92,40074,event_trueflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_05_e_92,True,,2,idle,,,,,S_20,S_20,1.0,,,,,,
event_trueflavor_05_e_93,40074,event_trueflavor_05_e,Speech,bready,bready,Locale_SubScenario:event_trueflavor_05_e_93,True,,2,delight,,,,,S_20,S_20,1.0,,,,,,
