id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_icedragonsaga1_06_s_12,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_12,False,,1,1,1.0,none,sfx_scn_pipejingle,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_13,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_13,False,EventScene_icedragonsaga_06,black,black,1.0,,sfx_scn_retromessage,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_14,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_14,True,,black,black,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_15,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_15,False,,EventScene_icedragonsaga_06_1,EventScene_icedragonsaga_06_2,1.0,event_bgm_icedragonsaga_pbattle,,white,,,,,,,,,,,,,
event_icedragonsaga1_06_s_16,40064,event_icedragonsaga1_06_s,Speech,frima,frima,Locale_MainScenario:event_icedragonsaga1_06_s_16,True,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_17,40064,event_icedragonsaga1_06_s,Speech,frima,frima,Locale_MainScenario:event_icedragonsaga1_06_s_17,True,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_18,40064,event_icedragonsaga1_06_s,Speech,frima,frima,Locale_MainScenario:event_icedragonsaga1_06_s_18,True,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_19,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_19,True,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_20,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_20,True,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_21,40064,event_icedragonsaga1_06_s,Self,,,Locale_MainScenario:event_icedragonsaga1_06_s_21,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_22,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_22,True,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_23,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_23,True,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_24,40064,event_icedragonsaga1_06_s,Choice,,,Locale_MainScenario:event_icedragonsaga1_06_s_24,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,event_icedragonsaga1_06_s_39,,,,,,,,,,,,
event_icedragonsaga1_06_s_25,40064,event_icedragonsaga1_06_s,Choice,,,Locale_MainScenario:event_icedragonsaga1_06_s_25,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,event_icedragonsaga1_06_s_28,,,,,,,,,,,,
event_icedragonsaga1_06_s_26,40064,event_icedragonsaga1_06_s,Choice,,,Locale_MainScenario:event_icedragonsaga1_06_s_26,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,event_icedragonsaga1_06_s_31,,,,,,,,,,,,
event_icedragonsaga1_06_s_27,40064,event_icedragonsaga1_06_s,Choice,,,Locale_MainScenario:event_icedragonsaga1_06_s_27,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,event_icedragonsaga1_06_s_37,,,,,,,,,,,,
event_icedragonsaga1_06_s_28,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_28,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_29,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_29,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_30,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_30,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,event_icedragonsaga1_06_s_39,,,,,,,,,,,,
event_icedragonsaga1_06_s_31,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_31,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_32,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_32,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_33,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_33,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_34,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_34,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_35,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_35,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_36,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_36,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,event_icedragonsaga1_06_s_39,,,,,,,,,,,,
event_icedragonsaga1_06_s_37,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_37,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_38,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_38,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,event_icedragonsaga1_06_s_39,,,,,,,,,,,,
event_icedragonsaga1_06_s_39,40064,event_icedragonsaga1_06_s,Self,,,Locale_MainScenario:event_icedragonsaga1_06_s_39,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_40,40064,event_icedragonsaga1_06_s,Choice,,,Locale_MainScenario:event_icedragonsaga1_06_s_40,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,event_icedragonsaga1_06_s_42,,,,,,,,,,,,
event_icedragonsaga1_06_s_41,40064,event_icedragonsaga1_06_s,Choice,,,Locale_MainScenario:event_icedragonsaga1_06_s_41,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,event_icedragonsaga1_06_s_43,,,,,,,,,,,,
event_icedragonsaga1_06_s_42,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_42,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,sfx_scn_retropowerup,,event_icedragonsaga1_06_s_45,,,,,,,,,,,,
event_icedragonsaga1_06_s_43,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_43,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,sfx_scn_retrodarkspell,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_44,40064,event_icedragonsaga1_06_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_06_s_44,False,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,sfx_scn_chimedown,,event_icedragonsaga1_06_s_45,,,,,,,,,,,,
event_icedragonsaga1_06_s_45,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_45,True,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_46,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_46,True,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_47,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_47,True,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_48,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_48,True,,EventScene_icedragonsaga_06_2,EventScene_icedragonsaga_06_2,1.0,,,,,,,,,,,,,,,,
event_icedragonsaga1_06_s_49,40064,event_icedragonsaga1_06_s,Self,guillotine_w_no,,Locale_MainScenario:event_icedragonsaga1_06_s_49,False,SnowTown_d,black,black,1.0,,,,,,guillotine_w_no,1,angry,,maiden_w,3,no,frima,13,idle,
event_icedragonsaga1_06_s_50,40064,event_icedragonsaga1_06_s,Narration,guillotine_w_no,,Locale_MainScenario:event_icedragonsaga1_06_s_50,False,,XS_10,XS_10,1.0,,sfx_scn_guillotineburst,,,,,1,angry,,,3,no,,13,idle,
event_icedragonsaga1_06_s_51,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_06_s_51,False,,XS_10,XS_10,1.0,,,,,,,1,angry,,,3,no,,13,idle,
event_icedragonsaga1_06_s_52,40064,event_icedragonsaga1_06_s,Speech,frima,narration,Locale_MainScenario:event_icedragonsaga1_06_s_52,False,,XS_10,13,0.7,,,,,,,1,angry,,,3,no,,13,idle,
event_icedragonsaga1_06_s_53,40064,event_icedragonsaga1_06_s,Speech,frima,frima,Locale_MainScenario:event_icedragonsaga1_06_s_53,True,,13,130,1.0,,,,,,,1,angry,,,3,no,,13,idle,
event_icedragonsaga1_06_s_54,40064,event_icedragonsaga1_06_s,Speech,frima,frima,Locale_MainScenario:event_icedragonsaga1_06_s_54,True,,130,130,1.0,,,,,,,1,angry,,,3,no,,13,idle,
event_icedragonsaga1_06_s_55,40064,event_icedragonsaga1_06_s,Speech,frima,frima,Locale_MainScenario:event_icedragonsaga1_06_s_55,True,,130,130,1.0,,,,,,,1,angry,,,3,no,,13,idle,
event_icedragonsaga1_06_s_56,40064,event_icedragonsaga1_06_s,Speech,frima,frima,Locale_MainScenario:event_icedragonsaga1_06_s_56,True,,130,130,1.0,,,,,,,1,angry,,,3,no,,13,idle,
event_icedragonsaga1_06_s_57,40064,event_icedragonsaga1_06_s,Narration,frima,,Locale_MainScenario:event_icedragonsaga1_06_s_57,False,,130,130,1.0,none,sfx_scn_retroitemget,,,,,1,angry,,,3,no,,13,idle,
event_icedragonsaga1_06_s_58,40064,event_icedragonsaga1_06_s,Speech,frima,frima,Locale_MainScenario:event_icedragonsaga1_06_s_58,True,,130,130,1.0,,,,,,,1,angry,,,3,no,,13,idle,
event_icedragonsaga1_06_s_59,40064,event_icedragonsaga1_06_s,Speech,frima,frima,Locale_MainScenario:event_icedragonsaga1_06_s_59,True,,130,13,1.0,,,,,,,1,angry,,,3,no,,13,sleep_01,
event_icedragonsaga1_06_s_60,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_60,True,,2,2,1.0,,,,,,,1,idle,,,3,surprise,,13,sleep_01,frima
event_icedragonsaga1_06_s_61,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_61,True,,2,2,1.0,event_bgm_icedragonsaga_darkness,,,,,,1,delight,,,3,surprise,,,,
event_icedragonsaga1_06_s_62,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_62,True,,2,2,1.0,,,,,,,1,no,,,3,surprise,,,,
event_icedragonsaga1_06_s_63,40064,event_icedragonsaga1_06_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_06_s_63,True,,2,2,1.0,,,,,,,1,surprise,,,3,surprise,,,,
event_icedragonsaga1_06_s_64,40064,event_icedragonsaga1_06_s,Narration,guillotine_w_no,,Locale_MainScenario:event_icedragonsaga1_06_s_64,False,,2,XS_10,1.0,,sfx_scn_down,,,Low_2,,1,think,guillotine_w_no,,3,surprise,,,,
event_icedragonsaga1_06_s_65,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_65,True,,XS_10,L_30,1.0,,,,,,,,,,,3,surprise,,,,
event_icedragonsaga1_06_s_66,40064,event_icedragonsaga1_06_s,Speech,maiden_w,narration,Locale_MainScenario:event_icedragonsaga1_06_s_66,False,,black,black,1.0,,,,,,,,,,,3,surprise,,,,
event_icedragonsaga1_06_s_67,40064,event_icedragonsaga1_06_s,Speech,maiden_w,narration,Locale_MainScenario:event_icedragonsaga1_06_s_67,False,,black,black,1.0,,,,,,,,,,,3,surprise,,,,
event_icedragonsaga1_06_s_68,40064,event_icedragonsaga1_06_s,Narration,guillotine_w,,Locale_MainScenario:event_icedragonsaga1_06_s_68,False,,XS_10,XS_10,1.0,,sfx_scn_retromessage,,,,guillotine_w,1,think,,,3,surprise,,,,
event_icedragonsaga1_06_s_69,40064,event_icedragonsaga1_06_s,Narration,guillotine_w,,Locale_MainScenario:event_icedragonsaga1_06_s_69,False,,XS_10,XS_10,1.0,,sfx_scn_retromessage,,,,,1,think,,,3,surprise,,,,
event_icedragonsaga1_06_s_70,40064,event_icedragonsaga1_06_s,Self,guillotine_w,,Locale_MainScenario:event_icedragonsaga1_06_s_70,False,,XS_10,XS_10,1.0,,,,,,,1,think,,,3,surprise,,,,
event_icedragonsaga1_06_s_71,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_71,True,,XS_10,2,1.0,,,,,,,1,think,,,3,surprise,,,,
event_icedragonsaga1_06_s_72,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_72,True,,2,2,1.0,,,,,,,1,think,,,3,surprise,,,,
event_icedragonsaga1_06_s_73,40064,event_icedragonsaga1_06_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga1_06_s_73,True,,2,2,1.0,,,,,,,1,think,,,3,surprise,,,,
event_icedragonsaga1_06_s_74,40064,event_icedragonsaga1_06_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga1_06_s_74,True,,2,2,1.0,,,,,,,1,think,,,3,surprise,,,,
event_icedragonsaga1_06_s_75,40064,event_icedragonsaga1_06_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga1_06_s_75,True,,2,XS_100,0.5,,,,,,,1,no,,,3,surprise,,,,
event_icedragonsaga1_06_s_76,40064,event_icedragonsaga1_06_s,Self,guillotine_w,,Locale_MainScenario:event_icedragonsaga1_06_s_76,False,,black,black,1.0,,,,,,,1,no,,,3,surprise,,,,
event_icedragonsaga1_06_s_77,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_77,True,,XS_100,L_30,0.5,,,,,,,1,no,,,3,surprise,,,,
event_icedragonsaga1_06_s_78,40064,event_icedragonsaga1_06_s,Narration,maiden_w,,Locale_MainScenario:event_icedragonsaga1_06_s_78,False,,L_30,L_30,1.0,,sfx_scn_swordswing,,,Low_2,,1,no,,,3,surprise,,,,
event_icedragonsaga1_06_s_79,40064,event_icedragonsaga1_06_s,Narration,maiden_w,,Locale_MainScenario:event_icedragonsaga1_06_s_79,False,,L_30,L_30,1.0,,sfx_scn_spellfreeze,,,,,1,no,,,3,surprise,,,,
event_icedragonsaga1_06_s_80,40064,event_icedragonsaga1_06_s,Narration,maiden_w,,Locale_MainScenario:event_icedragonsaga1_06_s_80,False,,L_30,L_30,1.0,,sfx_scn_swordsimpact,,,,,1,no,,,3,surprise,,,,
event_icedragonsaga1_06_s_81,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_81,True,,L_30,L_30,1.0,,,,,,,1,no,,,3,angry,,,,
event_icedragonsaga1_06_s_82,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_82,True,,L_30,L_30,1.0,,,,,,,1,no,,,3,angry,,,,
event_icedragonsaga1_06_s_83,40064,event_icedragonsaga1_06_s,Self,guillotine_w,,Locale_MainScenario:event_icedragonsaga1_06_s_83,False,,L_30,2,1.0,,,,,,,1,no,,,3,angry,,,,
event_icedragonsaga1_06_s_84,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_84,True,,2,2,1.0,,,,,,,1,no,,,3,angry,,,,
event_icedragonsaga1_06_s_85,40064,event_icedragonsaga1_06_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga1_06_s_85,True,,2,XS_10,1.0,,,,,,,1,no,,,3,angry,,,,
event_icedragonsaga1_06_s_86,40064,event_icedragonsaga1_06_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga1_06_s_86,True,,XS_10,XS_100,1.0,,,,,,,1,no,,,3,angry,,,,
event_icedragonsaga1_06_s_87,40064,event_icedragonsaga1_06_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga1_06_s_87,False,,XS_100,XS_100,1.0,,,,,,,1,no,,,3,angry,,,,
event_icedragonsaga1_06_s_88,40064,event_icedragonsaga1_06_s,Narration,guillotine_w,,Locale_MainScenario:event_icedragonsaga1_06_s_88,False,,XS_100,1,1.0,,sfx_scn_down,,,Low_2,,1,think,guillotine_w,,3,angry,,,,
event_icedragonsaga1_06_s_89,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_89,True,,1,3,1.0,,,,,,,,,,,3,surprise,,,,
event_icedragonsaga1_06_s_90,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_90,True,,3,3,1.0,,,,,,,,,,,3,shy,,,,
event_icedragonsaga1_06_s_91,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_91,True,,3,3,1.0,,,,,,,,,,,3,shy,,,,
event_icedragonsaga1_06_s_92,40064,event_icedragonsaga1_06_s,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga1_06_s_92,False,,3,3,1.0,,,,,,,,,,,3,shy,,,,
event_icedragonsaga1_06_s_93,40064,event_icedragonsaga1_06_s,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga1_06_s_93,False,,3,3,1.0,,,,,,,,,,,3,shy,,,,
event_icedragonsaga1_06_s_94,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_94,False,,3,3,1.0,,,,,,,,,,,3,worry,,,,
event_icedragonsaga1_06_s_95,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_95,True,,3,L_30,1.0,,,,,,,,,,,3,worry,,,,
event_icedragonsaga1_06_s_96,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_96,True,,L_30,L_30,1.0,,,,,,,,,,,3,worry,,,,
event_icedragonsaga1_06_s_97,40064,event_icedragonsaga1_06_s,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga1_06_s_97,False,,L_30,L_30,1.0,,,,,,,,,,,3,worry,,,,
event_icedragonsaga1_06_s_98,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_98,True,,L_30,L_30,1.0,,,,,,,,,,,3,worry,,,,
event_icedragonsaga1_06_s_99,40064,event_icedragonsaga1_06_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_06_s_99,True,,L_30,L_30,1.0,,,,,,,,,,,3,worry,,,,
