id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,speaker
event_ce02_3_04_s_14,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_14,True,,13,idle,,1,angry,CityForest_03_d,12,16,1.0,,,,p12,p12
event_ce02_3_04_s_15,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_15,True,,13,idle,,1,think,,16,16,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_16,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_16,True,,13,idle,,1,think,,16,16,1.0,,,,p12,p12
event_ce02_3_04_s_17,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_17,True,,13,idle,,1,think,,16,16,1.0,,,,p12,p12
event_ce02_3_04_s_18,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_18,True,,13,idle,,1,think,,16,16,1.0,,,,p12,p12
event_ce02_3_04_s_19,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_19,True,,13,idle,,1,think,,16,16,1.0,,,,p12,p12
event_ce02_3_04_s_20,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_20,False,,13,idle,,1,think,Factory,16,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_21,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_21,True,,13,idle,,1,idle,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_22,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_22,True,,13,idle,,1,idle,,12,12,1.0,,,,p12,p12
event_ce02_3_04_s_23,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_23,True,,13,idle,,1,idle,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_24,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_24,True,,13,idle,,1,idle,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_25,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_25,True,,13,idle,,1,idle,,12,130,1.0,,,,p12,p12
event_ce02_3_04_s_26,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_26,True,,13,idle,,1,idle,,130,130,1.0,,,,p12,p12
event_ce02_3_04_s_27,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_27,True,,13,idle,,1,idle,,130,130,1.0,,,,p12,p12
event_ce02_3_04_s_28,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_28,True,,13,idle,,1,think,,10,10,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_29,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_29,True,,13,idle,,1,think,,130,13,1.0,,,,p12,p12
event_ce02_3_04_s_30,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_30,True,,13,idle,,1,think,,13,13,1.0,,,,p12,p12
event_ce02_3_04_s_31,40027,event_ce02_3_04_s,Monologue,Locale_SubScenario:event_ce02_3_04_s_31,False,,13,idle,,1,think,Factory_n,black,black,1.0,,,,,
event_ce02_3_04_s_32,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_32,True,,13,idle,,1,think,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_33,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_33,True,,13,idle,,1,think,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_34,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_34,True,,13,idle,,1,think,,12,12,1.0,,,,p12,p12
event_ce02_3_04_s_35,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_35,True,,13,idle,,1,think,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_36,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_36,True,,13,idle,,1,think,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_37,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_37,True,,13,idle,,1,think,,12,12,1.0,,,,p12,p12
event_ce02_3_04_s_38,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_38,True,,13,idle,,1,think,,12,10,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_39,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_39,True,,13,idle,,1,think,,10,10,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_40,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_40,True,,13,idle,,1,think,,130,130,1.0,,,,p12,p12
event_ce02_3_04_s_41,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_41,True,,13,idle,,1,think,,130,130,1.0,,,,p12,p12
event_ce02_3_04_s_42,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_42,True,,13,idle,,1,idle,,10,10,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_43,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_43,False,,13,idle,,1,idle,,130,13,0.7,,,,p12,p12
event_ce02_3_04_s_44,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_44,True,,13,idle,,1,idle,,13,13,1.0,,,,p12,p12
event_ce02_3_04_s_45,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_45,True,,13,idle,,1,idle,,13,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_46,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_46,True,,13,idle,,1,idle,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_47,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_47,True,,13,idle,,1,idle,,12,12,1.0,,,,p12,p12
event_ce02_3_04_s_48,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_48,True,,13,idle,,1,idle,,12,12,1.0,,,,p12,p12
event_ce02_3_04_s_49,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_49,True,,13,idle,,1,think,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_50,40027,event_ce02_3_04_s,Monologue,Locale_SubScenario:event_ce02_3_04_s_50,False,,13,idle,,1,think,Factory,black,black,1.0,,,,,
event_ce02_3_04_s_51,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_51,True,,13,idle,,1,think,,12,12,1.0,,,,p12,p12
event_ce02_3_04_s_52,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_52,True,,13,idle,,1,think,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_53,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_53,True,,13,idle,,1,think,,12,12,1.0,,,,p12,p12
event_ce02_3_04_s_54,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_54,True,,13,idle,,1,think,,12,12,1.0,,,,p12,p12
event_ce02_3_04_s_55,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_55,True,,13,idle,,1,think,,12,12,1.0,,,,p12,p12
event_ce02_3_04_s_56,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_56,True,,13,idle,,1,idle,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_57,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_57,True,,13,idle,,1,idle,,12,130,1.0,,,,p12,p12
event_ce02_3_04_s_58,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_58,True,,13,idle,,1,idle,,130,130,1.0,,,,p12,p12
event_ce02_3_04_s_59,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_59,True,,13,idle,,1,idle,,130,130,1.0,,,,p12,p12
event_ce02_3_04_s_60,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_60,True,,13,idle,,1,idle,,130,130,1.0,,,,p12,p12
event_ce02_3_04_s_61,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_61,True,,13,idle,,1,idle,,130,130,1.0,,,,p12,p12
event_ce02_3_04_s_62,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_62,True,,13,idle,,1,think,,10,10,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_63,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_63,True,,13,idle,,1,think,,130,130,1.0,,,,p12,p12
event_ce02_3_04_s_64,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_64,True,,13,idle,,1,think,,130,130,1.0,,,,p12,p12
event_ce02_3_04_s_65,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_65,True,,13,idle,,1,think,,130,130,1.0,,,,p12,p12
event_ce02_3_04_s_66,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_66,False,,13,idle,,1,think,,10,10,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_67,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_67,True,,13,idle,,1,idle,,10,1,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_68,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_68,True,,13,idle,,1,idle,,1,1,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_69,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_69,True,,13,idle,,1,idle,,1,12,1.0,,,,p12,p12
event_ce02_3_04_s_70,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_70,True,,13,idle,,1,idle,,12,12,1.0,,,,p12,p12
event_ce02_3_04_s_71,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_71,True,,13,idle,,1,think,,12,12,1.0,,,,ce_02_02,ce_02_02
event_ce02_3_04_s_72,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_72,True,,13,idle,,1,think,,12,130,0.7,,,,p12,p12
event_ce02_3_04_s_73,40027,event_ce02_3_04_s,Speech,Locale_SubScenario:event_ce02_3_04_s_73,True,,13,idle,,1,think,,130,130,1.0,,,,p12,p12
