id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,jump_target,fade,play_movie,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_perfectmaid_06_e_20,40039,event_perfectmaid_06_e,Monologue,ade,,Locale_SubScenario:event_perfectmaid_06_e_20,False,,100,100,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_21,40039,event_perfectmaid_06_e,Monologue,ade,,Locale_SubScenario:event_perfectmaid_06_e_21,False,,100,100,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_22,40039,event_perfectmaid_06_e,Monologue,ade,,Locale_SubScenario:event_perfectmaid_06_e_22,False,,100,100,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_23,40039,event_perfectmaid_06_e,Monologue,ade,,Locale_SubScenario:event_perfectmaid_06_e_23,False,,100,100,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_24,40039,event_perfectmaid_06_e,Monologue,ade,,Locale_SubScenario:event_perfectmaid_06_e_24,False,,100,100,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_25,40039,event_perfectmaid_06_e,Narration,ade,,Locale_SubScenario:event_perfectmaid_06_e_25,False,,100,100,1.0,sfx_scn_putdown,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_26,40039,event_perfectmaid_06_e,Monologue,ade,,Locale_SubScenario:event_perfectmaid_06_e_26,False,,100,10,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_27,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_27,True,,10,10,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_28,40039,event_perfectmaid_06_e,Monologue,ade,,Locale_SubScenario:event_perfectmaid_06_e_28,False,,10,10,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_29,40039,event_perfectmaid_06_e,Self,ade,,Locale_SubScenario:event_perfectmaid_06_e_29,False,,10,10,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_30,40039,event_perfectmaid_06_e,Self,ade,,Locale_SubScenario:event_perfectmaid_06_e_30,False,,10,10,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_31,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_31,True,,10,10,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_32,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_32,True,,10,10,1.0,,,,,,,1,shy,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_33,40039,event_perfectmaid_06_e,Choice,ade,,Locale_SubScenario:event_perfectmaid_06_e_33,False,,10,10,1.0,,,event_perfectmaid_06_e_35,,,,1,shy,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_34,40039,event_perfectmaid_06_e,Choice,ade,,Locale_SubScenario:event_perfectmaid_06_e_34,False,,10,10,1.0,,,event_perfectmaid_06_e_35,,,,1,shy,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_35,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_35,True,,10,100,1.0,,,,,,,1,shy,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_36,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_36,True,,100,100,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_37,40039,event_perfectmaid_06_e,Monologue,ade,,Locale_SubScenario:event_perfectmaid_06_e_37,False,,100,100,1.0,,,,,,,1,worried,,,13,idle,,,,,,,,,,,,,,
event_perfectmaid_06_e_38,40039,event_perfectmaid_06_e,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_e_38,True,,100,12,1.0,,none,,,,,1,worried,,,13,surprise,,,,,,,,,,,,,,
event_perfectmaid_06_e_39,40039,event_perfectmaid_06_e,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_e_39,True,,maid_01,maid_01,1.0,,bgm_story_shapeofhope,,white,,,1,worried,ade,,13,surprise,privaty_m,p_maid_event,1,idle,,,,,,,,,,
event_perfectmaid_06_e_40,40039,event_perfectmaid_06_e,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_e_40,True,,maid_01,maid_01,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_41,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_41,True,,maid_01,maid_05,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_42,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_42,True,,maid_05,maid_05,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_43,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_43,True,,maid_05,maid_05,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_44,40039,event_perfectmaid_06_e,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_e_44,True,,maid_05,maid_04,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_45,40039,event_perfectmaid_06_e,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_e_45,True,,maid_04,maid_04,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_46,40039,event_perfectmaid_06_e,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_e_46,True,,maid_04,maid_04,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_47,40039,event_perfectmaid_06_e,Speech,privaty_m,privaty_m,Locale_SubScenario:event_perfectmaid_06_e_47,True,,maid_04,maid_04,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_48,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_48,True,,maid_04,maid_04,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_49,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_49,True,,maid_04,maid_03,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_50,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_50,True,,maid_03,maid_03,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_51,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_51,True,,maid_03,maid_03,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_52,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_52,True,,maid_03,maid_01,1.0,,,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_perfectmaid_06_e_53,40039,event_perfectmaid_06_e,Narration,soda,,Locale_SubScenario:event_perfectmaid_06_e_53,False,,black,black,1.0,sfx_scn_heavytrip,,,,,ade,1,idle,,privaty_m,13,happy,,,1,idle,p_maid_event,soda,5,idle,cocoa,7,idle,,,
event_perfectmaid_06_e_54,40039,event_perfectmaid_06_e,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_06_e_54,True,,2,2,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,idle,,,
event_perfectmaid_06_e_55,40039,event_perfectmaid_06_e,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_06_e_55,True,,2,2,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,idle,,,
event_perfectmaid_06_e_56,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_56,True,,2,2,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,idle,,,
event_perfectmaid_06_e_57,40039,event_perfectmaid_06_e,Narration,ade,,Locale_SubScenario:event_perfectmaid_06_e_57,False,,2,4,1.0,sfx_scn_poke2,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,idle,,,
event_perfectmaid_06_e_58,40039,event_perfectmaid_06_e,Monologue,cocoa,,Locale_SubScenario:event_perfectmaid_06_e_58,False,,4,XS_50,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,sad,,,
event_perfectmaid_06_e_59,40039,event_perfectmaid_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_06_e_59,True,,XS_50,XS_50,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,sad,,,
event_perfectmaid_06_e_60,40039,event_perfectmaid_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_06_e_60,True,,XS_50,XS_50,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,sad,,,
event_perfectmaid_06_e_61,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_61,True,,100,100,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,sad,,,
event_perfectmaid_06_e_62,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_62,True,,100,100,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,sad,,,
event_perfectmaid_06_e_63,40039,event_perfectmaid_06_e,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_06_e_63,True,,4,4,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,think,,5,sad,,,
event_perfectmaid_06_e_64,40039,event_perfectmaid_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_06_e_64,True,,4,4,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,think,,5,shy,,,
event_perfectmaid_06_e_65,40039,event_perfectmaid_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_06_e_65,True,,4,4,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,think,,5,shy,,,
event_perfectmaid_06_e_66,40039,event_perfectmaid_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_06_e_66,True,,4,4,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,think,,5,shy,,,
event_perfectmaid_06_e_67,40039,event_perfectmaid_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_06_e_67,True,,4,4,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,think,,5,delight,,,
event_perfectmaid_06_e_68,40039,event_perfectmaid_06_e,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_06_e_68,True,,4,4,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,think,,5,delight,,,
event_perfectmaid_06_e_69,40039,event_perfectmaid_06_e,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_06_e_69,True,,4,4,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,idle,,5,delight,,,
event_perfectmaid_06_e_70,40039,event_perfectmaid_06_e,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_06_e_70,True,,4,4,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,idle,,5,delight,,,
event_perfectmaid_06_e_71,40039,event_perfectmaid_06_e,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_06_e_71,True,,4,4,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,delight,,,
event_perfectmaid_06_e_72,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_72,True,,4,1,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,delight,,,
event_perfectmaid_06_e_73,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_73,True,,1,1,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,sad,,5,delight,,,
event_perfectmaid_06_e_74,40039,event_perfectmaid_06_e,Speech,drake_m,drake_m,Locale_SubScenario:event_perfectmaid_06_e_74,True,,1,150,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,idle,,5,idle,drake_m,15,idle
event_perfectmaid_06_e_75,40039,event_perfectmaid_06_e,Speech,drake_m,drake_m,Locale_SubScenario:event_perfectmaid_06_e_75,True,,150,15,0.6,,,,,,,1,idle,,,13,happy,,,,,,,3,idle,,5,idle,,15,delight
event_perfectmaid_06_e_76,40039,event_perfectmaid_06_e,Speech,drake_m,drake_m,Locale_SubScenario:event_perfectmaid_06_e_76,True,,15,15,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,idle,,5,idle,,15,delight
event_perfectmaid_06_e_77,40039,event_perfectmaid_06_e,Speech,drake_m,drake_m,Locale_SubScenario:event_perfectmaid_06_e_77,True,,15,15,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,idle,,5,idle,,15,idle
event_perfectmaid_06_e_78,40039,event_perfectmaid_06_e,Speech,drake_m,drake_m,Locale_SubScenario:event_perfectmaid_06_e_78,True,,15,1500,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,idle,,5,idle,,15,idle
event_perfectmaid_06_e_79,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_79,True,,10,10,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,idle,,5,idle,,15,idle
event_perfectmaid_06_e_80,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_80,True,,10,1,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,idle,,5,idle,,15,idle
event_perfectmaid_06_e_81,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_81,True,,1,1,1.0,,,,,,,1,idle,,,13,happy,,,,,,,3,idle,,5,idle,,15,idle
event_perfectmaid_06_e_82,40039,event_perfectmaid_06_e,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_06_e_82,True,,black,black,1.0,,none,,,,,1,idle,,,13,happy,,,,,,,3,idle,,5,idle,,15,idle
perfectmaid,40039,event_perfectmaid_06_e,,,,Locale_SubScenario:none,,,1,1,1.0,,,,,perfectmaid,,,,,,,,,,,,,,,,,,,,,
