id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_episode_noir_01_12,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_12,True,,L_10,L_100,0.6,,,,,noir_c,,,1,no
snowfall_episode_noir_01_13,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_13,True,,L_100,L_100,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_14,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_14,True,,L_100,L_10,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_15,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_15,False,,L_10,L_10,1.0,,,,,,,,1,surprise
snowfall_episode_noir_01_16,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_16,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_17,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_17,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_18,80903,snowfall_episode_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_episode_noir_01_18,False,,L_10,15,1.0,,,,,,,,1,idle
snowfall_episode_noir_01_19,80903,snowfall_episode_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_episode_noir_01_19,False,,15,15,1.0,,,,,,,,1,idle
snowfall_episode_noir_01_20,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_20,True,,15,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_21,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_21,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_22,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_22,False,,L_10,L_10,1.0,,,,,,,,1,idle
snowfall_episode_noir_01_23,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_23,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_24,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_24,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_25,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_25,False,,L_10,L_10,1.0,,,,,,,,1,idle
snowfall_episode_noir_01_26,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_26,True,,L_10,L_10,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_27,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_27,True,,L_10,L_10,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_28,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_28,True,,L_10,L_10,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_29,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_29,False,,L_10,L_10,1.0,,,,,,,,1,surprise
snowfall_episode_noir_01_30,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_30,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_31,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_31,False,,L_10,L_10,1.0,,,,,,,,1,idle
snowfall_episode_noir_01_32,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_32,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_33,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_33,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_34,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_34,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_35,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_35,False,,L_10,L_10,1.0,,,,,,,,1,idle
snowfall_episode_noir_01_36,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_36,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_37,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_37,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_38,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_38,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_39,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_39,False,,L_10,L_10,1.0,,,,,,,,1,idle
snowfall_episode_noir_01_40,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_40,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_41,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_41,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_42,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_42,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_43,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_43,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_44,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_44,False,,L_10,L_10,1.0,,,,,,,,1,idle
snowfall_episode_noir_01_45,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_45,True,,L_10,L_10,1.0,,,,,noir_c,,,1,delight
snowfall_episode_noir_01_46,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_46,True,,L_10,L_10,1.0,,,,,noir_c,,,1,delight
snowfall_episode_noir_01_47,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_47,False,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_48,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_48,True,,L_10,1,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_49,80903,snowfall_episode_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_episode_noir_01_49,False,,1,1,1.0,,,,,,,,1,idle
snowfall_episode_noir_01_50,80903,snowfall_episode_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_episode_noir_01_50,False,,1,15,1.0,,,,,,,,1,idle
snowfall_episode_noir_01_51,80903,snowfall_episode_noir_01,Narration,noir_c,Locale_SubScenario:snowfall_episode_noir_01_51,False,,15,15,1.0,,,,,,sfx_scn_foldednotefall,,1,idle
snowfall_episode_noir_01_52,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_52,True,,15,15,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_53,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_53,True,,15,15,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_54,80903,snowfall_episode_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_episode_noir_01_54,False,,15,15,1.0,,,,,,,,1,surprise
snowfall_episode_noir_01_55,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_55,True,,15,1,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_56,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_56,False,,1,1,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_57,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_57,True,,1,1,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_58,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_58,True,,1,1,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_59,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_59,True,,1,1,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_60,80903,snowfall_episode_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_episode_noir_01_60,False,,1,L_10,1.0,,,,,,,,1,surprise
snowfall_episode_noir_01_61,80903,snowfall_episode_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_episode_noir_01_61,False,,black,black,1.0,,,,,,,,1,surprise
snowfall_episode_noir_01_62,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_62,True,,L_10,L_10,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_63,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_63,False,,L_10,L_10,1.0,,,,,,,,1,surprise
snowfall_episode_noir_01_64,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_64,False,,L_10,L_10,1.0,,,,,,,,1,surprise
snowfall_episode_noir_01_65,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_65,False,,L_10,L_10,1.0,,,,,noir_c,,,1,surprise
snowfall_episode_noir_01_66,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_66,True,,L_10,L_10,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_67,80903,snowfall_episode_noir_01,Narration,noir_c,Locale_SubScenario:snowfall_episode_noir_01_67,False,,L_10,L_10,1.0,,,,,,sfx_scn_foldednotetie,,1,idle
snowfall_episode_noir_01_68,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_68,False,,L_10,L_10,1.0,,,,,,,,1,idle
snowfall_episode_noir_01_69,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_69,True,,L_10,1,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_70,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_70,True,,1,1,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_71,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_71,True,,1,1,1.0,,,,,noir_c,,,1,idle
snowfall_episode_noir_01_72,80903,snowfall_episode_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_episode_noir_01_72,True,,1,1,1.0,,,,,noir_c,,,1,delight
snowfall_episode_noir_01_73,80903,snowfall_episode_noir_01,Self,noir_c,Locale_SubScenario:snowfall_episode_noir_01_73,False,,1,1,1.0,,,,,,,,1,delight
snowfall_episode_noir_01_74,80903,snowfall_episode_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_episode_noir_01_74,False,,black,black,1.0,,,,,,,,1,delight
snowfall_episode_noir_01_75,80903,snowfall_episode_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_episode_noir_01_75,False,,black,black,1.0,,,,,,,,1,delight
