id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
event_seayouagain2_02_s_12,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_12,True,,31,31,1.0,,neon_s,,1,no,,,,,3,no,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_13,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_13,True,,31,31,1.0,,neon_s,,1,no,,,,,3,no,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_14,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_14,True,,31,53,1.0,,liter_s,,1,idle,,,,,3,no,,5,sorrow,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_15,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_15,True,,53,53,1.0,,liter_s,,1,idle,,,,,3,no,,5,sorrow,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_16,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_16,False,,53,53,1.0,,neon_s,,1,idle,,,,,3,surprise,,5,sorrow,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_17,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_17,True,,53,53,1.0,,neon_s,,1,idle,helm_s,13,idle,,3,surprise,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_18,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_18,True,,130,130,1.0,,helm_s,,1,idle,,13,idle,,3,surprise,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_19,40025,event_seayouagain2_02_s,Narration,Narration,Locale_MainScenario:event_seayouagain2_02_s_19,False,,130,130,1.0,,,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_20,40025,event_seayouagain2_02_s,Self,Self,Locale_MainScenario:event_seayouagain2_02_s_20,False,,130,130,1.0,,,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_21,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_21,True,,130,113,1.0,,anis_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_22,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_22,True,,113,113,1.0,,helm_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_23,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_23,True,,113,113,1.0,,helm_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_24,40025,event_seayouagain2_02_s,Self,Self,Locale_MainScenario:event_seayouagain2_02_s_24,False,,113,113,1.0,,,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_25,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_25,True,,113,130,1.0,,helm_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_26,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_26,True,,130,130,1.0,,helm_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_27,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_27,True,,XS_50,XS_50,1.0,,liter_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_28,40025,event_seayouagain2_02_s,Speech,yan,Locale_MainScenario:event_seayouagain2_02_s_28,True,,S_150,S_150,1.0,,yan_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,no,,17,idle,,,,
event_seayouagain2_02_s_29,40025,event_seayouagain2_02_s,Speech,yan,Locale_MainScenario:event_seayouagain2_02_s_29,True,,S_150,S_150,1.0,,yan_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,no,,17,idle,,,,
event_seayouagain2_02_s_30,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_30,True,,130,130,1.0,,helm_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,no,,17,idle,,,,
event_seayouagain2_02_s_31,40025,event_seayouagain2_02_s,Speech,pepper,Locale_MainScenario:event_seayouagain2_02_s_31,True,,XS_170,XS_170,1.0,,pepper_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_32,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_32,True,,130,130,1.0,,helm_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_33,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_33,True,,130,130,1.0,,helm_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_34,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_34,True,,130,1300,1.0,,helm_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_35,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_35,True,,1300,1300,1.0,,helm_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,mary_s,19,think,
event_seayouagain2_02_s_36,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_36,True,,1300,113,1.0,,anis_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,19,think,
event_seayouagain2_02_s_37,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_37,True,,113,113,1.0,,anis_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,19,think,
event_seayouagain2_02_s_38,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_38,True,,113,113,1.0,,anis_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,19,think,
event_seayouagain2_02_s_39,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_39,True,,113,113,1.0,,helm_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,19,think,
event_seayouagain2_02_s_40,40025,event_seayouagain2_02_s,Speech,mary,Locale_MainScenario:event_seayouagain2_02_s_40,False,,190,190,1.0,,mary_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,19,think,
event_seayouagain2_02_s_41,40025,event_seayouagain2_02_s,Speech,pepper,Locale_MainScenario:event_seayouagain2_02_s_41,False,,XS_170,XS_170,1.0,,pepper_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,surprise,,19,think,
event_seayouagain2_02_s_42,40025,event_seayouagain2_02_s,Speech,yan,Locale_MainScenario:event_seayouagain2_02_s_42,False,,S_150,S_150,1.0,,yan_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,etc,,17,idle,,19,think,
event_seayouagain2_02_s_43,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_43,False,,XS_50,XS_50,1.0,,liter_s,,1,idle,,13,idle,,3,idle,,5,sorrow,,7,idle,,15,idle,,17,idle,,19,think,
event_seayouagain2_02_s_44,40025,event_seayouagain2_02_s,Speech,frima,Locale_MainScenario:event_seayouagain2_02_s_44,True,,70,70,1.0,,frima_s,,1,idle,,13,idle,,3,idle,,5,sorrow,,7,surprise,,15,idle,,17,idle,,19,think,mary_s
event_seayouagain2_02_s_45,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_45,True,,70,70,1.0,,anis_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,surprise,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_46,40025,event_seayouagain2_02_s,Speech,frima,Locale_MainScenario:event_seayouagain2_02_s_46,True,,70,70,1.0,,frima_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_47,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_47,True,,70,75,1.0,,liter_s,,1,idle,,13,idle,,3,idle,,5,no,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_48,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_48,True,,75,75,1.0,,liter_s,,1,idle,,13,idle,,3,idle,,5,no,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_49,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_49,True,,75,75,1.0,,liter_s,,1,idle,,13,idle,,3,idle,,5,no,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_50,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_50,True,,75,75,1.0,,liter_s,,1,idle,,13,idle,,3,idle,,5,no,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_51,40025,event_seayouagain2_02_s,Speech,pepper,Locale_MainScenario:event_seayouagain2_02_s_51,True,,XS_170,XS_170,1.0,,pepper_s,,1,idle,,13,idle,,3,idle,,5,no,,7,idle,,15,idle,,17,surprise,,,,
event_seayouagain2_02_s_52,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_52,True,,XS_50,XS_50,1.0,,liter_s,,1,idle,,13,idle,,3,idle,,5,no,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_53,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_53,True,,XS_10,XS_10,1.0,,anis_s,,1,worry,,13,idle,,3,idle,,5,no,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_54,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_54,False,,130,130,1.0,,helm_s,,1,worry,,13,think,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_55,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_55,True,,130,130,1.0,,helm_s,,1,worry,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_56,40025,event_seayouagain2_02_s,Speech,frima,Locale_MainScenario:event_seayouagain2_02_s_56,True,,70,70,1.0,,frima_s,,1,worry,,13,idle,,3,idle,,5,idle,,7,surprise,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_57,40025,event_seayouagain2_02_s,Speech,frima,Locale_MainScenario:event_seayouagain2_02_s_57,True,,70,70,1.0,,frima_s,,1,void,,13,idle,,3,idle,,5,idle,,7,surprise,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_58,40025,event_seayouagain2_02_s,Speech,frima,Locale_MainScenario:event_seayouagain2_02_s_58,True,,70,70,1.0,,frima_s,,1,void,,13,idle,,3,idle,,5,idle,,7,delight,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_59,40025,event_seayouagain2_02_s,Speech,frima,Locale_MainScenario:event_seayouagain2_02_s_59,True,,70,700,0.5,,frima_s,,1,void,,13,idle,,3,idle,,5,idle,,7,delight,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_60,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_60,False,,XS_100,XS_100,1.0,,anis_s,,1,void,,13,idle,,3,idle,,5,idle,,7,delight,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_61,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_61,True,,XS_100,31,1.0,,neon_s,,1,void,,13,idle,,3,no,,5,idle,,7,delight,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_62,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_62,True,,31,31,1.0,,anis_s,,1,angry,,13,idle,,3,no,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_63,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_63,True,,31,31,1.0,,neon_s,,1,angry,,13,idle,,3,no,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_64,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_64,True,,31,31,1.0,,neon_s,,1,angry,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_65,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_65,True,,31,XS_30,1.0,,neon_s,,1,angry,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_66,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_66,True,,XS_30,XS_30,1.0,,neon_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_67,40025,event_seayouagain2_02_s,Speech,frima,Locale_MainScenario:event_seayouagain2_02_s_67,True,,70,70,1.0,,frima_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,rapi_s,19,idle,
event_seayouagain2_02_s_68,40025,event_seayouagain2_02_s,Speech,yan,Locale_MainScenario:event_seayouagain2_02_s_68,True,,S_150,S_150,1.0,,yan_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,
event_seayouagain2_02_s_69,40025,event_seayouagain2_02_s,Speech,yan,Locale_MainScenario:event_seayouagain2_02_s_69,True,,S_150,S_150,1.0,,yan_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,
event_seayouagain2_02_s_70,40025,event_seayouagain2_02_s,Speech,rapi,Locale_MainScenario:event_seayouagain2_02_s_70,True,,190,190,1.0,,rapi_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,
event_seayouagain2_02_s_71,40025,event_seayouagain2_02_s,Speech,yan,Locale_MainScenario:event_seayouagain2_02_s_71,True,,S_150,S_1500,1.0,,yan_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,rapi_s
event_seayouagain2_02_s_72,40025,event_seayouagain2_02_s,Speech,yan,Locale_MainScenario:event_seayouagain2_02_s_72,True,,S_1500,S_1500,1.0,,yan_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,no,,17,idle,,,,
event_seayouagain2_02_s_73,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_73,True,,XS_100,XS_100,1.0,,anis_s,,1,worry,,13,idle,,3,idle,,5,idle,,7,idle,,15,no,,17,idle,,,,
event_seayouagain2_02_s_74,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_74,True,,XS_100,XS_100,1.0,,anis_s,,1,worry,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_75,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_75,True,,XS_100,31,1.0,,neon_s,,1,worry,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_76,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_76,True,,31,31,1.0,,neon_s,,1,worry,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_77,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_77,True,,130,130,1.0,,helm_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_78,40025,event_seayouagain2_02_s,Speech,yan,Locale_MainScenario:event_seayouagain2_02_s_78,True,,S_150,S_150,1.0,,yan_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_79,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_79,True,,XS_30,XS_30,1.0,,neon_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_80,40025,event_seayouagain2_02_s,Speech,neon,Locale_MainScenario:event_seayouagain2_02_s_80,True,,XS_30,XS_30,1.0,,neon_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_81,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_81,True,,XS_30,XS_10,1.0,,anis_s,,1,worry,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_82,40025,event_seayouagain2_02_s,Speech,helm,Locale_MainScenario:event_seayouagain2_02_s_82,True,,XS_10,113,1.0,,helm_s,,1,worry,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_83,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_83,True,,113,113,1.0,,anis_s,,1,worry,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_84,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_84,True,,113,XS_10,1.0,,anis_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_85,40025,event_seayouagain2_02_s,Speech,anis,Locale_MainScenario:event_seayouagain2_02_s_85,True,,XS_10,XS_10,1.0,,anis_s,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_86,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_86,True,,XS_50,XS_50,1.0,,liter_s,,1,idle,,13,idle,,3,idle,,5,delight,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_87,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_87,True,,XS_50,XS_50,1.0,,liter_s,,1,idle,,13,idle,,3,idle,,5,delight,,7,idle,,15,idle,,17,idle,,,,
event_seayouagain2_02_s_88,40025,event_seayouagain2_02_s,Speech,liter,Locale_MainScenario:event_seayouagain2_02_s_88,True,,XS_50,XS_500,1.0,,liter_s,,1,idle,,13,idle,,3,idle,,5,delight,,7,idle,,15,idle,,17,idle,,,,
