id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id,play_sound,characters/1/hide_char_id
event_hightechtoy_06_e_109,40002,event_hightechtoy_epilogue,Speech,unknown,unknown,Locale_SubScenario:event_hightechtoy_06_e_109,True,,50,113,3.0,,,1,angry,,3,idle,,5,idle,massproduction01,13,idle,,,,
event_hightechtoy_06_e_110,40002,event_hightechtoy_epilogue,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_110,False,,113,113,1.0,,,1,think,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_111,40002,event_hightechtoy_epilogue,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_111,True,,113,113,1.0,,,1,think,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_112,40002,event_hightechtoy_epilogue,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_112,True,,113,113,1.0,,,1,idle,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_113,40002,event_hightechtoy_epilogue,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_113,True,,113,113,1.0,,,1,idle,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_114,40002,event_hightechtoy_epilogue,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_114,True,,113,113,1.0,,,1,idle,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_115,40002,event_hightechtoy_epilogue,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_115,True,,113,113,1.0,,,1,idle,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_116,40002,event_hightechtoy_epilogue,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_116,True,,113,130,1.0,,,1,idle,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_117,40002,event_hightechtoy_epilogue,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_117,True,,130,S_10,1.0,,,1,idle,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_118,40002,event_hightechtoy_epilogue,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_118,True,,S_10,S_10,1.0,,,1,idle,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_119,40002,event_hightechtoy_epilogue,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_119,True,,130,130,1.0,,,1,idle,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_120,40002,event_hightechtoy_epilogue,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_120,True,,S_10,S_100,0.5,,,1,idle,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_121,40002,event_hightechtoy_epilogue,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_121,True,,130,130,1.0,,,1,idle,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_122,40002,event_hightechtoy_epilogue,Speech,massproduction01,massproduction01,Locale_SubScenario:event_hightechtoy_06_e_122,True,,130,1300,2.0,,,1,idle,,3,idle,,5,idle,,13,idle,,,,
event_hightechtoy_06_e_123,40002,event_hightechtoy_epilogue,Monologue,,,Locale_SubScenario:event_hightechtoy_06_e_123,False,,1300,1,1.0,,,1,idle,,3,idle,,5,idle,,13,idle,massproduction01,,,
event_hightechtoy_06_e_124,40002,event_hightechtoy_epilogue,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_124,False,,1,1,1.0,,,1,think,,3,idle,,5,idle,,,,,,,
event_hightechtoy_06_e_125,40002,event_hightechtoy_epilogue,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_125,True,,1,1,1.0,,,1,think,,3,idle,,5,idle,,,,,,,
event_hightechtoy_06_e_126,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_126,True,,1,5,1.0,,,1,think,,3,idle,,5,angry,,,,,,,
event_hightechtoy_06_e_127,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_127,True,,5,5,1.0,,,1,idle,,3,idle,,5,idle,,,,,,,
event_hightechtoy_06_e_128,40002,event_hightechtoy_epilogue,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_128,True,,5,31,1.0,,,1,idle,,3,idle,,5,idle,,,,,,,
event_hightechtoy_06_e_129,40002,event_hightechtoy_epilogue,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_129,True,,31,31,1.0,,,1,idle,,3,idle,,5,idle,,,,,,,
event_hightechtoy_06_e_130,40002,event_hightechtoy_epilogue,Self,laplace,,Locale_SubScenario:event_hightechtoy_06_e_130,False,,31,31,1.0,,,1,idle,,3,idle,,5,idle,,,,,,,
event_hightechtoy_06_e_131,40002,event_hightechtoy_epilogue,Speech,laplace,laplace,Locale_SubScenario:event_hightechtoy_06_e_131,True,,31,S_10,0.2,,,1,idle,,3,idle,,5,idle,,,,,,,
event_hightechtoy_06_e_132,40002,event_hightechtoy_epilogue,Narration,,,Locale_SubScenario:event_hightechtoy_06_e_132,False,,S_10,31,1.0,,,1,idle,,3,idle,,5,idle,,,,,laplace,sfx_scn_glassbreak,
event_hightechtoy_06_e_133,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_133,True,,31,5,0.5,,,,,,3,idle,,5,angry,,,,,,,
event_hightechtoy_06_e_134,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_134,True,,5,5,1.0,,,,,,3,idle,,5,sad,,,,,,,
event_hightechtoy_06_e_135,40002,event_hightechtoy_epilogue,Speech,drake,drake,Locale_SubScenario:event_hightechtoy_06_e_135,True,,5,300,0.2,,,,,,3,angry,,5,sad,,,,,,,
event_hightechtoy_06_e_136,40002,event_hightechtoy_epilogue,Monologue,,,Locale_SubScenario:event_hightechtoy_06_e_136,False,,300,300,1.0,,,,,,3,angry,,5,sad,,,,,,,drake
event_hightechtoy_06_e_137,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_137,True,,300,5,2.0,,,,,,,,,5,sad,,,,,,,
event_hightechtoy_06_e_138,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_138,True,,5,5,1.0,,,,,,,,,5,delight,,,,,,,
event_hightechtoy_06_e_139,40002,event_hightechtoy_epilogue,Self,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_139,False,,5,5,1.0,,,,,,,,,5,delight,,,,,,,
event_hightechtoy_06_e_140,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_140,True,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_141,40002,event_hightechtoy_epilogue,Self,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_141,False,,5,5,1.0,none,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_142,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_142,True,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_143,40002,event_hightechtoy_epilogue,Self,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_143,False,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_144,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_144,True,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_145,40002,event_hightechtoy_epilogue,Self,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_145,False,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_146,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_146,True,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_147,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_147,True,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_148,40002,event_hightechtoy_epilogue,Self,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_148,False,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_149,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_149,True,,5,5,1.0,bgm_story_impression,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_150,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_150,True,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_151,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_151,True,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_152,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_152,True,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_153,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_153,True,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_154,40002,event_hightechtoy_epilogue,Self,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_154,False,,5,5,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_155,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_155,True,,5,50,1.0,,,,,,,,,5,delight,,,,,,,
event_hightechtoy_06_e_156,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_156,True,,50,50,1.0,,,,,,,,,5,delight,,,,,,,
event_hightechtoy_06_e_157,40002,event_hightechtoy_epilogue,Self,maxwell_w,,Locale_SubScenario:event_hightechtoy_06_e_157,False,,50,50,1.0,,,,,,,,,5,delight,,,,,,,
event_hightechtoy_06_e_158,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_158,True,,50,50,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_159,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_159,True,,50,50,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_160,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_160,True,,50,50,1.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_161,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_161,True,,50,500,2.0,,,,,,,,,5,idle,,,,,,,
event_hightechtoy_06_e_162,40002,event_hightechtoy_epilogue,Speech,maxwell_w,maxwell_w,Locale_SubScenario:event_hightechtoy_06_e_162,True,black,black,black,1.0,,,,,,,,,5,idle,,,,,,,
