id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake
event_beautyfullshot1_04_e_12,40051,event_beautyfullshot1_04_e,Narration,sakura_s,,Locale_MainScenario:event_beautyfullshot1_04_e_12,False,,1,idle,,10,10,1.0,,,sfx_scn_phonecamera2,,,,,,,,
event_beautyfullshot1_04_e_13,40051,event_beautyfullshot1_04_e,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot1_04_e_13,False,,1,idle,,10,10,1.0,,,,,,,,,,,
event_beautyfullshot1_04_e_14,40051,event_beautyfullshot1_04_e,Monologue,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_14,False,,1,idle,,10,S_30,1.0,,,,viper_s,3,idle,,,,,
event_beautyfullshot1_04_e_15,40051,event_beautyfullshot1_04_e,Self,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_15,False,,1,idle,,S_30,S_30,1.0,,,,,3,idle,,,,,
event_beautyfullshot1_04_e_16,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_16,True,,1,idle,,S_30,S_30,1.0,,,,,3,delight,,,,,
event_beautyfullshot1_04_e_17,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_17,True,,1,idle,,S_30,S_30,1.0,,,,,3,delight,,,,,
event_beautyfullshot1_04_e_18,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_18,True,,1,idle,,S_30,S_30,1.0,,,,,3,delight,,,,,
event_beautyfullshot1_04_e_19,40051,event_beautyfullshot1_04_e,Self,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_19,False,,1,idle,,S_30,S_30,1.0,,,,,3,delight,,,,,
event_beautyfullshot1_04_e_20,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_20,True,,1,idle,,S_30,S_300,1.0,,,,,3,idle,,,,,
event_beautyfullshot1_04_e_21,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_21,True,,1,idle,,S_300,S_300,1.0,,,,,3,idle,,,,,
event_beautyfullshot1_04_e_22,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_22,True,,1,idle,,S_300,S_300,1.0,,,,,3,idle,,,,,
event_beautyfullshot1_04_e_23,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_23,True,,1,idle,,S_300,S_300,1.0,,,,,3,idle,,,,,
event_beautyfullshot1_04_e_24,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_24,True,,1,idle,,S_300,S_300,1.0,,,,,3,idle,,,,,
event_beautyfullshot1_04_e_25,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_25,True,,1,idle,,S_300,S_30,1.0,,,,,3,idle,,,,,
event_beautyfullshot1_04_e_26,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_26,True,,1,idle,,S_30,S_30,1.0,,,,,3,idle,,,,,
event_beautyfullshot1_04_e_27,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_27,True,,1,idle,,S_30,S_30,1.0,,,,,3,idle,,,,,
event_beautyfullshot1_04_e_28,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_28,True,,1,idle,,S_30,31,1.0,,,,,3,angry,,,,,
event_beautyfullshot1_04_e_29,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_29,True,,1,idle,,31,31,1.0,,,,,3,angry,,,,,
event_beautyfullshot1_04_e_30,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_30,True,,1,idle,,31,31,1.0,,,,,3,angry,,,,,
event_beautyfullshot1_04_e_31,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_31,True,,1,idle,,31,31,1.0,,,,,3,good,,,,,
event_beautyfullshot1_04_e_32,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_32,True,,1,idle,,31,31,1.0,,,,,3,good,,,,,
event_beautyfullshot1_04_e_33,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_33,True,,1,idle,,31,31,1.0,,,,,3,good,,,,,
event_beautyfullshot1_04_e_34,40051,event_beautyfullshot1_04_e,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot1_04_e_34,False,,1,idle,,31,31,1.0,,,,,3,good,,,,,
event_beautyfullshot1_04_e_35,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_35,True,,1,smile,,31,31,1.0,,,,,3,good,,,,,
event_beautyfullshot1_04_e_36,40051,event_beautyfullshot1_04_e,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot1_04_e_36,False,,1,smile,,31,31,1.0,,,,,3,good,,,,,
event_beautyfullshot1_04_e_37,40051,event_beautyfullshot1_04_e,Monologue,sakura_s,,Locale_MainScenario:event_beautyfullshot1_04_e_37,False,,1,smile,,31,31,1.0,,,,,3,good,sakura_s,,,,
event_beautyfullshot1_04_e_38,40051,event_beautyfullshot1_04_e,Monologue,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_38,False,,,,,31,3,1.0,,,,,3,good,,,,,
event_beautyfullshot1_04_e_39,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_39,True,,,,,3,53,1.0,,,,,3,good,,jackal,5,crazy,
event_beautyfullshot1_04_e_40,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_40,True,,,,,53,53,1.0,,,,,3,good,,,5,crazy,
event_beautyfullshot1_04_e_41,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_41,True,,,,,53,53,1.0,,,,,3,idle,,,5,crazy,
event_beautyfullshot1_04_e_42,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_42,True,,,,,53,53,1.0,,,,,3,idle,,,5,crazy,
event_beautyfullshot1_04_e_43,40051,event_beautyfullshot1_04_e,Self,jackal,,Locale_MainScenario:event_beautyfullshot1_04_e_43,False,,,,,53,53,1.0,,,,,3,idle,,,5,crazy,
event_beautyfullshot1_04_e_44,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_44,True,,,,,53,53,1.0,,,,,3,idle,,,5,crazy,
event_beautyfullshot1_04_e_45,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_45,True,,,,,53,53,1.0,,,,,3,idle,,,5,crazy,
event_beautyfullshot1_04_e_46,40051,event_beautyfullshot1_04_e,Self,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_46,False,,,,,53,53,1.0,,,,,3,idle,,,5,crazy,
event_beautyfullshot1_04_e_47,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_47,True,,,,,53,53,1.0,,,,,3,idle,,,5,crazy,
event_beautyfullshot1_04_e_48,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_48,True,,,,,53,53,1.0,,,,,3,idle,,,5,shy_02,
event_beautyfullshot1_04_e_49,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_49,True,,,,,53,53,1.0,,,,,3,idle,,,5,shy_02,
event_beautyfullshot1_04_e_50,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_50,True,,,,,53,53,1.0,,,,,3,idle,,,5,shy_02,
event_beautyfullshot1_04_e_51,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_51,True,,,,,53,53,1.0,,,,,3,idle,,,5,no,
event_beautyfullshot1_04_e_52,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_52,True,,,,,53,53,1.0,,,,,3,idle,,,5,no,
event_beautyfullshot1_04_e_53,40051,event_beautyfullshot1_04_e,Monologue,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_53,False,,,,,53,53,1.0,,,,,3,idle,,,5,no,
event_beautyfullshot1_04_e_54,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_54,True,,,,,53,S_30,1.0,,,,,3,idle,,,5,no,
event_beautyfullshot1_04_e_55,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_55,True,,,,,S_30,S_30,1.0,,,,,3,idle,,,5,no,
event_beautyfullshot1_04_e_56,40051,event_beautyfullshot1_04_e,Self,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_56,False,,,,,S_30,S_30,1.0,,,,,3,idle,,,5,no,
event_beautyfullshot1_04_e_57,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_57,True,,,,,S_30,S_30,1.0,,,,,3,idle,,,5,no,
event_beautyfullshot1_04_e_58,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_58,True,,,,,S_30,53,1.0,,,,,3,idle,,,5,no,
event_beautyfullshot1_04_e_59,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_59,True,,,,,53,53,1.0,,,,,3,idle,,,5,no,
event_beautyfullshot1_04_e_60,40051,event_beautyfullshot1_04_e,Self,jackal,,Locale_MainScenario:event_beautyfullshot1_04_e_60,False,,,,,53,53,1.0,,,,,3,idle,,,5,no,
event_beautyfullshot1_04_e_61,40051,event_beautyfullshot1_04_e,Narration,jackal,,Locale_MainScenario:event_beautyfullshot1_04_e_61,False,,,,,black,black,1.0,,,sfx_scn_foodonfire,,3,idle,,,5,no,
event_beautyfullshot1_04_e_62,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_62,True,,,,,S_300,S_300,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_63,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_63,True,,,,,S_300,S_30,0.7,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_64,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_64,True,,,,,S_30,S_30,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_65,40051,event_beautyfullshot1_04_e,Monologue,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_65,False,sakura_s,1,smile,,S_30,31,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_66,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_66,True,,1,smile,,31,31,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_67,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_67,True,,1,smile,,31,31,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_68,40051,event_beautyfullshot1_04_e,Self,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_68,False,,1,smile,,31,31,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_69,40051,event_beautyfullshot1_04_e,Monologue,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_69,False,,1,smile,,black,black,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_70,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_70,True,,1,smile,,31,31,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_71,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_71,True,,1,smile,,31,31,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_72,40051,event_beautyfullshot1_04_e,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot1_04_e_72,False,,1,smile,,31,31,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_73,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_73,True,,1,smile,,31,10,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_74,40051,event_beautyfullshot1_04_e,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot1_04_e_74,False,,1,smile,,10,10,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_75,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_75,True,,1,smile,,10,10,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_76,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_76,True,,1,smile,,10,100,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_77,40051,event_beautyfullshot1_04_e,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot1_04_e_77,False,,1,smile,,100,100,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_78,40051,event_beautyfullshot1_04_e,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot1_04_e_78,False,,1,smile,,100,100,1.0,none,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_79,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_79,True,,1,idle,,100,10,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_80,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_80,True,,1,idle,,10,10,1.0,,,,,3,angry,,,5,no,
event_beautyfullshot1_04_e_81,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_81,True,,1,idle,,10,31,1.0,bgm_story_herecomestrouble,,,,3,good,,,5,no,
event_beautyfullshot1_04_e_82,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_82,True,,1,idle,,31,31,1.0,,,,,3,good,,,5,no,
event_beautyfullshot1_04_e_83,40051,event_beautyfullshot1_04_e,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot1_04_e_83,False,,1,idle,,31,31,1.0,,,,,3,good,,,5,no,
event_beautyfullshot1_04_e_84,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_84,False,,1,idle,,31,31,1.0,,,,,3,good,,,5,shy_02,
event_beautyfullshot1_04_e_85,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_85,False,,1,idle,,S_50,S_50,1.0,,,,,3,good,,,5,shy_02,
event_beautyfullshot1_04_e_86,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_86,True,,1,idle,,S_50,S_50,1.0,,,,,3,good,,,5,shy_02,
event_beautyfullshot1_04_e_87,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_87,True,,1,idle,,S_50,S_50,1.0,,,,,3,good,,,5,shy_02,
event_beautyfullshot1_04_e_88,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_88,True,,1,idle,,10,10,1.0,,,,,3,good,,,5,shy_02,
event_beautyfullshot1_04_e_89,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_89,True,,1,idle,,10,10,1.0,,,,,3,good,,,5,shy_02,
event_beautyfullshot1_04_e_90,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_90,True,,1,idle,,S_50,S_50,1.0,,,,,3,good,,,5,shy_02,
event_beautyfullshot1_04_e_91,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_91,True,,1,idle,,S_50,S_500,0.7,,,,,3,good,,,5,shy_02,
event_beautyfullshot1_04_e_92,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_92,True,,1,idle,,S_500,S_500,1.0,,,,,3,good,,,5,shy_02,
event_beautyfullshot1_04_e_93,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_93,False,,1,idle,,S_500,S_500,1.0,,,,,3,good,,,5,think,
event_beautyfullshot1_04_e_94,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_94,True,,1,idle,,S_500,S_50,1.0,,,,,3,good,,,5,shy_01,
event_beautyfullshot1_04_e_95,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_95,True,,1,idle,,S_50,S_50,1.0,,,,,3,good,,,5,angry,Low_2
event_beautyfullshot1_04_e_96,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_96,False,,1,special,,31,31,1.0,,,,,3,surprise,,,5,angry,
event_beautyfullshot1_04_e_97,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_97,False,,1,special,,31,31,1.0,,,,,3,surprise,,,5,angry,
event_beautyfullshot1_04_e_98,40051,event_beautyfullshot1_04_e,Self,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_98,False,,1,special,,31,31,1.0,,,,,3,surprise,,,5,angry,
event_beautyfullshot1_04_e_99,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_99,True,,1,special,,S_500,S_500,1.0,,,,,3,surprise,,,5,angry,
event_beautyfullshot1_04_e_100,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_100,True,,1,special,,S_500,5,1.0,,,,,3,surprise,,,5,no,
event_beautyfullshot1_04_e_101,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_101,True,,1,special,,5,53,1.0,,,,,3,surprise,,,5,no,
event_beautyfullshot1_04_e_102,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_102,True,,1,special,,53,53,1.0,,,,,3,surprise,,,5,no,
event_beautyfullshot1_04_e_103,40051,event_beautyfullshot1_04_e,Speech,jackal,jackal,Locale_MainScenario:event_beautyfullshot1_04_e_103,True,,1,special,,53,53,1.0,,,,,3,surprise,,,5,no,
event_beautyfullshot1_04_e_104,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_104,True,,1,special,,53,53,1.0,,,,,3,surprise,,,5,no,
event_beautyfullshot1_04_e_105,40051,event_beautyfullshot1_04_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_04_e_105,True,,1,special,,53,53,1.0,,,,,3,surprise,,,5,no,
event_beautyfullshot1_04_e_106,40051,event_beautyfullshot1_04_e,Self,viper_s,,Locale_MainScenario:event_beautyfullshot1_04_e_106,False,,1,special,,53,53,1.0,,,,,3,surprise,,,5,no,
event_beautyfullshot1_04_e_107,40051,event_beautyfullshot1_04_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_04_e_107,False,,1,special,,100,100,1.0,,,,,3,surprise,,,5,no,
