id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target
event_jinxplayer_01_s_40,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_40,True,,L_50,L_50,1.0,,,blanc,,7,surprise,,5,think,
event_jinxplayer_01_s_41,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_41,True,,L_50,L_50,1.0,,,blanc,,7,surprise,,5,think,
event_jinxplayer_01_s_42,40058,event_jinxplayer_01_s,Self,Self,Locale_SubScenario:event_jinxplayer_01_s_42,False,,L_50,L_50,1.0,,,blanc,,7,idle,,5,think,
event_jinxplayer_01_s_43,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_43,True,,L_50,L_50,1.0,,,blanc,,7,idle,,5,think,
event_jinxplayer_01_s_44,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_44,True,,L_50,L_50,1.0,,,blanc,,7,idle,,5,think,
event_jinxplayer_01_s_45,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_45,True,,L_50,L_50,1.0,,,blanc,,7,idle,,5,think,
event_jinxplayer_01_s_46,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_46,True,,L_50,L_50,1.0,,,blanc,,7,idle,,5,think,
event_jinxplayer_01_s_47,40058,event_jinxplayer_01_s,Self,Self,Locale_SubScenario:event_jinxplayer_01_s_47,False,,L_50,L_50,1.0,,,blanc,,7,idle,,5,think,
event_jinxplayer_01_s_48,40058,event_jinxplayer_01_s,Speech,noir,Locale_SubScenario:event_jinxplayer_01_s_48,True,,L_50,6,1.0,,,noir,,7,idle,,5,think,
event_jinxplayer_01_s_49,40058,event_jinxplayer_01_s,Speech,noir,Locale_SubScenario:event_jinxplayer_01_s_49,True,,6,6,1.0,,,noir,,7,idle,,5,think,
event_jinxplayer_01_s_50,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_50,True,,6,6,1.0,,,blanc,,7,idle,,5,think,
event_jinxplayer_01_s_51,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_51,True,,6,6,1.0,,,blanc,,7,idle,,5,idle,
event_jinxplayer_01_s_52,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_52,True,,6,6,1.0,,,blanc,,7,idle,,5,idle,
event_jinxplayer_01_s_53,40058,event_jinxplayer_01_s,Self,Self,Locale_SubScenario:event_jinxplayer_01_s_53,False,,6,6,1.0,,,blanc,,7,idle,,5,idle,
event_jinxplayer_01_s_54,40058,event_jinxplayer_01_s,Speech,noir,Locale_SubScenario:event_jinxplayer_01_s_54,True,,6,6,1.0,,,noir,,7,idle,,5,idle,
event_jinxplayer_01_s_55,40058,event_jinxplayer_01_s,Speech,noir,Locale_SubScenario:event_jinxplayer_01_s_55,True,,6,6,1.0,,,noir,,7,idle,,5,idle,
event_jinxplayer_01_s_56,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_56,True,,6,6,1.0,,,blanc,,7,idle,,5,idle,
event_jinxplayer_01_s_57,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_57,True,,6,6,1.0,,,blanc,,7,idle,,5,idle,
event_jinxplayer_01_s_58,40058,event_jinxplayer_01_s,Speech,noir,Locale_SubScenario:event_jinxplayer_01_s_58,True,,6,6,1.0,,,noir,,7,idle,,5,idle,
event_jinxplayer_01_s_59,40058,event_jinxplayer_01_s,Speech,noir,Locale_SubScenario:event_jinxplayer_01_s_59,True,,6,6,1.0,,,noir,,7,idle,,5,idle,
event_jinxplayer_01_s_60,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_60,True,,6,6,1.0,,,blanc,,7,idle,,5,think,
event_jinxplayer_01_s_61,40058,event_jinxplayer_01_s,Speech,blanc,Locale_SubScenario:event_jinxplayer_01_s_61,True,,6,6,1.0,,,blanc,,7,idle,,5,think,
event_jinxplayer_01_s_62,40058,event_jinxplayer_01_s,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_01_s_62,False,,6,6,1.0,,,blanc,,7,idle,,5,think,
event_jinxplayer_01_s_63,40058,event_jinxplayer_01_s,Self,Self,Locale_SubScenario:event_jinxplayer_01_s_63,False,,6,6,1.0,,,blanc,,7,idle,,5,think,
event_jinxplayer_01_s_64,40058,event_jinxplayer_01_s,Self,Self,Locale_SubScenario:event_jinxplayer_01_s_64,False,,6,6,1.0,,,blanc,,7,idle,,5,think,
