id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,set_filter_02
snowfall_global_09_8,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_8,True,,snowfalloasis_12_3,snowfalloasis_12_3,1.0,,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,
snowfall_global_09_9,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_9,True,,snowfalloasis_12_3,snowfalloasis_12_3,1.0,,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,
snowfall_global_09_10,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_10,True,,snowfalloasis_12_3,snowfalloasis_12_3,1.0,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
snowfall_global_09_11,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_11,True,,snowfalloasis_12_3,snowfalloasis_12_3,1.0,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
snowfall_global_09_12,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_12,True,,snowfalloasis_12_3,snowfalloasis_12_3,1.0,,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,
snowfall_global_09_13,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_13,True,,snowfalloasis_12_3,snowfalloasis_12_3,1.0,,,,,,,noir_c,noir_c,,,,,,,,,,,,,,,,,
snowfall_global_09_14,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_14,True,,snowfalloasis_12_3,snowfalloasis_12_1,1.0,,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,
snowfall_global_09_15,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_15,True,,snowfalloasis_12_1,snowfalloasis_12_1,1.0,,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,
snowfall_global_09_16,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_16,True,,snowfalloasis_12_1,snowfalloasis_12_1,1.0,,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,
snowfall_global_09_17,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_17,True,,snowfalloasis_12_1,snowfalloasis_12_1,1.0,,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,
snowfall_global_09_18,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_18,True,,snowfalloasis_12_1,snowfalloasis_12_1,1.0,,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,
snowfall_global_09_19,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_19,True,,snowfalloasis_12_1,snowfalloasis_12_1,1.0,,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,
snowfall_global_09_20,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_20,True,,snowfalloasis_12_1,snowfalloasis_12_2,1.0,,,,,,,noir_c,noir_c,,,,,,,,,,,,,,,,,
snowfall_global_09_21,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_21,True,,snowfalloasis_12_2,snowfalloasis_12_2,1.0,,,,,,,noir_c,noir_c,,,,,,,,,,,,,,,,,
snowfall_global_09_22,80903,snowfall_global_09,Self,Locale_SubScenario:snowfall_global_09_22,False,,snowfalloasis_12_2,snowfalloasis_12_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_09_23,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_23,True,BigHotSpring_s,black,black,1.0,amb_so_hotspring_2,,,,,,blanc_c,blanc_c,blanc_c,15,idle,noir_c,13,idle,mica_w,3,idle,ludmilla_w,5,think,emma,7,idle,,
snowfall_global_09_24,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_24,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_25,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_25,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_26,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_26,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_27,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_27,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_28,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_28,True,,50,50,1.0,,,,,,,ludmilla_w,ludmilla_w,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_29,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_29,True,,50,50,1.0,,,,,,,ludmilla_w,ludmilla_w,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_30,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_30,True,,50,50,1.0,,,,,,,ludmilla_w,ludmilla_w,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_31,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_31,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_32,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_32,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_33,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_33,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_34,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_34,True,,70,70,1.0,,,,,,,emma,emma,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_35,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_35,True,,70,70,1.0,,,,,,,emma,emma,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_36,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_36,True,,70,70,1.0,,,,,,,emma,emma,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_37,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_37,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,delight,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_38,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_38,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,delight,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_39,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_39,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_40,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_40,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_41,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_41,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_42,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_42,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_43,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_43,True,,3,3,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,3,delight,,5,think,,7,idle,,
snowfall_global_09_44,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_44,True,,3,3,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,3,delight,,5,think,,7,idle,,
snowfall_global_09_45,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_45,True,,3,3,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,delight,,5,think,,7,idle,,
snowfall_global_09_46,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_46,True,,3,3,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,delight,,5,think,,7,idle,,
snowfall_global_09_47,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_47,True,,3,3,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,3,idle,,5,think,,7,idle,,
snowfall_global_09_48,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_48,False,,3,1,1.0,,,,,,,,,,15,idle,,13,idle,,1,idle,,5,think,,7,idle,,
snowfall_global_09_49,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_49,True,,1,1,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,idle,,5,think,,7,idle,,
snowfall_global_09_50,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_50,True,,1,1,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,idle,,5,think,,7,idle,,
snowfall_global_09_51,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_51,True,,1,1,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,1,idle,,5,think,,7,idle,,
snowfall_global_09_52,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_52,True,,1,1,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,1,idle,,5,think,,7,idle,,
snowfall_global_09_53,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_53,True,,1,1,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,surprise,,5,think,,7,idle,,
snowfall_global_09_54,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_54,True,,1,S_10,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,no,,5,think,,7,idle,,
snowfall_global_09_55,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_55,True,,S_10,S_10,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,no,,5,think,,7,idle,,
snowfall_global_09_56,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_56,True,,S_10,1,0.6,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,no,,5,think,,7,idle,,
snowfall_global_09_57,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_57,False,,1,1,1.0,,,,,,,,,,15,idle,,13,idle,,1,no,,5,think,,7,idle,,
snowfall_global_09_58,80903,snowfall_global_09,Narration,Locale_SubScenario:snowfall_global_09_58,False,,1,1,1.0,,,,,,sfx_scn_cointhrow,,,,15,idle,,13,idle,,1,no,,5,think,,7,idle,,
snowfall_global_09_59,80903,snowfall_global_09,Self,Locale_SubScenario:snowfall_global_09_59,False,,1,1,1.0,,,,,,,,,,15,idle,,13,idle,,1,no,,5,think,,7,idle,,
snowfall_global_09_60,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_60,True,,5,5,1.0,,,,,,,ludmilla_w,ludmilla_w,,15,idle,,13,idle,,1,no,,5,idle,,7,idle,,
snowfall_global_09_61,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_61,True,,1,1,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_62,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_62,True,,1,1,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_63,80903,snowfall_global_09,Choice,Locale_SubScenario:snowfall_global_09_63,False,,1,1,1.0,,,snowfall_global_09_65,,,,,,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_64,80903,snowfall_global_09,Choice,Locale_SubScenario:snowfall_global_09_64,False,,1,1,1.0,,,snowfall_global_09_67,,,,,,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_65,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_65,True,,1,1,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_66,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_66,True,,1,1,1.0,,,snowfall_global_09_69,,,,mica_w,mica_w,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_67,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_67,True,,1,1,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_68,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_68,True,,1,1,1.0,,,snowfall_global_09_69,,,,mica_w,mica_w,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_69,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_69,True,,1,14,1.0,,,,,,,blanc_c,blanc_c,,15,delight,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_70,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_70,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,delight,,13,delight,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_71,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_71,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_72,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_72,True,,14,14,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_73,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_73,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_74,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_74,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_75,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_75,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_76,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_76,True,,1,S_10,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_77,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_77,False,,black,black,1.0,,,,,,,,,,15,idle,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_78,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_78,False,,black,black,1.0,,,,,,,,,,15,idle,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_79,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_79,True,,S_10,1,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_80,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_80,True,,1,1,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_81,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_81,True,,1,1,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_82,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_82,True,,1,1,1.0,,,,,,,blanc_c,blanc_c,,15,delight,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_83,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_83,True,,1,1,1.0,,,,,,,blanc_c,blanc_c,,15,delight,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_84,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_84,True,,14,1,1.0,,,,,,,noir_c,noir_c,,15,delight,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_85,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_85,True,,1,S_10,1.0,,,,,,,mica_w,mica_w,,15,delight,,13,idle,,1,surprise,,5,idle,,7,idle,,
snowfall_global_09_86,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_86,True,,S_10,S_10,1.0,,,,,,,mica_w,mica_w,,15,delight,,13,idle,,1,idle,,5,idle,,7,idle,,
snowfall_global_09_87,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_87,True,,S_10,S_10,1.0,,,,,,,mica_w,mica_w,,15,delight,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_88,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_88,True,,L_150,L_150,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_89,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_89,True,,L_150,L_150,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_90,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_90,True,,L_150,L_150,1.0,,,,,,,mica_w,mica_w,,15,idle,,13,idle,,1,delight,,5,idle,,7,idle,,
snowfall_global_09_91,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_91,True,,L_150,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,delight,,5,idle,,7,idle,,
snowfall_global_09_92,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_92,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,delight,,5,idle,,7,idle,,
snowfall_global_09_93,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_93,False,,14,14,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_94,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_94,False,,14,14,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_95,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_95,False,,14,14,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_96,80903,snowfall_global_09,Self,Locale_SubScenario:snowfall_global_09_96,False,,14,14,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_97,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_97,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,delight,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_98,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_98,True,,14,14,1.0,,,,,,,blanc_c,blanc_c,,15,delight,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_99,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_99,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,delight,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_100,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_100,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,delight,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_101,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_101,False,,14,17,1.0,,,,,,,,,,15,delight,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_102,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_102,False,,17,17,1.0,,,,,,,,,,15,delight,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_103,80903,snowfall_global_09,Choice,Locale_SubScenario:snowfall_global_09_103,False,,17,17,1.0,,,snowfall_global_09_105,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_104,80903,snowfall_global_09,Choice,Locale_SubScenario:snowfall_global_09_104,False,,17,17,1.0,,,snowfall_global_09_119,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_105,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_105,False,,17,17,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_106,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_106,False,,17,17,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_107,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_107,False,,17,1700,0.6,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_108,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_108,True,,13,L_130,1.0,,,,,,,blanc_c,blanc_c,,15,think,,13,surprise,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_109,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_109,True,,15,L_150,1.0,,,,,,,noir_c,noir_c,,15,think,,13,surprise,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_110,80903,snowfall_global_09,Narration,Locale_SubScenario:snowfall_global_09_110,False,,L_150,L_150,1.0,,,,,,sfx_scn_toolpasslight,,,,15,think,,13,surprise,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_111,80903,snowfall_global_09,Self,Locale_SubScenario:snowfall_global_09_111,False,,L_150,L_150,1.0,,,,,,,,,,15,think,,13,surprise,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_112,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_112,True,,L_150,14,1.0,,,,,,,blanc_c,blanc_c,,15,no,,13,surprise,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_113,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_113,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,no,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_114,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_114,True,,14,14,1.0,,,,,,,noir_c,noir_c,,15,no,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_115,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_115,False,,14,14,1.0,,,,,,,,,,15,think,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_116,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_116,False,,14,14,1.0,,,,,,,,,,15,think,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_117,80903,snowfall_global_09,Narration,Locale_SubScenario:snowfall_global_09_117,False,,14,14,1.0,,,,,,sfx_scn_cointhrow,,,,15,think,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_118,80903,snowfall_global_09,Speech,Locale_SubScenario:snowfall_global_09_118,True,,14,14,1.0,,,snowfall_global_09_126,,,,blanc_c,blanc_c,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_119,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_119,False,,17,17,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_120,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_120,False,,17,17,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
snowfall_global_09_121,80903,snowfall_global_09,Monologue,Locale_SubScenario:snowfall_global_09_121,False,,17,170,1.0,,,,,,,,,,15,idle,,13,idle,,3,idle,,5,idle,,7,idle,,
