id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id
snowfall_global_11_18,80903,snowfall_global_11,Self,Locale_SubScenario:snowfall_global_11_18,False,,16,16,1.0,,,,,,,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle,,,,,,,,
snowfall_global_11_19,80903,snowfall_global_11,Self,Locale_SubScenario:snowfall_global_11_19,False,,16,16,1.0,,,,,,,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle,,,,,,,,
snowfall_global_11_20,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_20,True,,16,170,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,
snowfall_global_11_21,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_21,True,,170,170,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,
snowfall_global_11_22,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_22,True,,170,14,1.0,,,,,mica_w,mica_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,
snowfall_global_11_23,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_23,True,,14,14,1.0,,,,,mica_w,mica_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,
snowfall_global_11_24,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_24,True,,14,14,1.0,,,,,anne,anne,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,surprise,,17,idle,,19,idle,,,,,,,,
snowfall_global_11_25,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_25,True,,170,17,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,surprise,,17,surprise,,19,idle,,,,,,,,
snowfall_global_11_26,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_26,True,,17,17,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,surprise,,17,surprise,,19,idle,,,,,,,,
snowfall_global_11_27,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_27,True,,17,XS_150,1.0,,,,,anne,anne,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,surprise,,19,idle,,,,,,,,
snowfall_global_11_28,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_28,False,,18,18,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,surprise,,,,,,,,
snowfall_global_11_29,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_29,True,,18,18,1.0,,,,,rupee_w,rupee_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,surprise,,,,,,,,
snowfall_global_11_30,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_30,True,,XS_150,XS_150,1.0,,,,,anne,anne,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,surprise,,,,,,,,
snowfall_global_11_31,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_31,True,,XS_150,XS_150,1.0,,,,,anne,anne,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,surprise,,,,,,,,
snowfall_global_11_32,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_32,True,,XS_150,XS_150,1.0,,,,,anne,anne,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,delight,,17,idle,,19,surprise,,,,,,,,
snowfall_global_11_33,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_33,True,,XS_150,XS_150,1.0,,,,,anne,anne,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,delight,,17,idle,,19,surprise,,,,,,,,
snowfall_global_11_34,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_34,True,,XS_150,18,1.0,,,,,anne,anne,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,surprise,,,,,,,,
snowfall_global_11_35,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_35,True,,18,18,1.0,,,,,rupee_w,rupee_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,
snowfall_global_11_36,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_36,True,,18,18,1.0,,,,,rupee_w,rupee_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,
snowfall_global_11_37,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_37,False,,18,170,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,
snowfall_global_11_38,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_38,True,,170,170,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,
snowfall_global_11_39,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_39,True,,170,16,1.0,,,,,anne,anne,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,delight,,17,idle,,19,idle,,,,,,,,
snowfall_global_11_40,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_40,True,,16,16,1.0,,,,,anne,anne,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,delight,,17,idle,,19,idle,,,,,,,,
snowfall_global_11_41,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_41,True,,16,16,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle,,,,,,,,
snowfall_global_11_42,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_42,True,,16,16,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle,,,,,,,,
snowfall_global_11_43,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_43,True,,16,16,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle,,,,,,,,
snowfall_global_11_44,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_44,True,,16,18,1.0,,,,,rupee_w,rupee_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle_02,,,,,,,,
snowfall_global_11_45,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_45,True,,18,18,1.0,,,,,rupee_w,rupee_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle_02,,,,,,,,
snowfall_global_11_46,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_46,True,,18,18,1.0,,,,,rupee_w,rupee_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle_02,,,,,,,,
snowfall_global_11_47,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_47,True,,18,18,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle_02,,,,,,,,
snowfall_global_11_48,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_48,True,,18,18,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle_02,,,,,,,,
snowfall_global_11_49,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_49,True,,18,18,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle_02,,,,,,,,
snowfall_global_11_50,80903,snowfall_global_11,Self,Locale_SubScenario:snowfall_global_11_50,False,,18,18,1.0,,,,,,,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle_02,,,,,,,,
snowfall_global_11_51,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_51,True,,18,170,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle_02,,,,,,,,
snowfall_global_11_52,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_52,True,,170,170,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle_02,,,,,,,,
snowfall_global_11_53,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_53,True,,170,170,1.0,,,,,angelina,angelina,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle_02,,,,,,,,
snowfall_global_11_54,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_54,True,,XS_150,XS_150,1.0,,,,,anne,anne,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle_02,,,,,,,,
snowfall_global_11_55,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_55,True,,L_190,L_190,1.0,,,,,rupee_w,rupee_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle,,,,,,,,
snowfall_global_11_56,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_56,True,,L_190,L_190,1.0,,,,,rupee_w,rupee_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,idle,,,,,,,,
snowfall_global_11_57,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_57,True,,L_190,L_190,1.0,,,,,rupee_w,rupee_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,special,,,,,,,,
snowfall_global_11_58,80903,snowfall_global_11,Speech,Locale_SubScenario:snowfall_global_11_58,True,,L_190,L_190,1.0,,,,,rupee_w,rupee_w,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,special,,,,,,,,
snowfall_global_11_59,80903,snowfall_global_11,Monologue,Locale_SubScenario:snowfall_global_11_59,False,,L_190,15,1.0,,,,,,,,7,worry,,5,surprise,,3,think,,1,idle,,13,idle,,15,idle,,17,smile,,19,special,emma,noir_c,blanc_c,ludmilla_w,mica_w,anne,angelina,rupee_w
snowfall_global_11_60,80903,snowfall_global_11,Monologue,Locale_SubScenario:snowfall_global_11_60,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_11_61,80903,snowfall_global_11,Monologue,Locale_SubScenario:snowfall_global_11_61,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_11_62,80903,snowfall_global_11,Monologue,Locale_SubScenario:snowfall_global_11_62,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_11_63,80903,snowfall_global_11,Monologue,Locale_SubScenario:snowfall_global_11_63,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_11_64,80903,snowfall_global_11,Narration,Locale_SubScenario:snowfall_global_11_64,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
