id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_newflavor_06_s_17,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_17,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_18,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_18,True,,1,S_20,1.3,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_19,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_19,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_20,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_20,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_21,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_21,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_22,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_22,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_23,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_23,True,,S_20,S_200,1.3,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_24,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_24,False,,S_200,S_200,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_25,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_25,False,,S_200,S_200,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_26,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_26,False,,S_200,S_200,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_27,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_27,False,,S_200,S_20,1.3,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_28,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_28,False,,S_20,S_20,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_29,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_29,False,,S_20,S_20,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_30,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_30,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_31,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_31,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_32,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_32,False,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_33,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_33,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_34,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_34,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_35,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_35,False,,S_20,S_20,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_36,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_36,False,,S_20,S_20,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_37,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_37,False,,S_20,S_20,1.0,,bready,bready,,,2,surprise,,12,sad
event_newflavor_06_s_38,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_38,False,,S_20,S_20,1.0,,bready,,,,2,surprise,,12,sad
event_newflavor_06_s_39,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_39,True,,S_20,1,1.3,,crust,crust,,,2,surprise,,12,sad
event_newflavor_06_s_40,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_40,False,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_41,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_41,False,,1,1,1.0,,crust,crust,,,2,no,,12,sad
event_newflavor_06_s_42,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_42,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_43,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_43,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_44,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_44,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_45,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_45,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_46,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_46,False,,1,1,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_47,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_47,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_48,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_48,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_49,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_49,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_50,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_50,True,,1,1,1.0,,crust,crust,,,2,no,,12,sad
event_newflavor_06_s_51,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_51,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_52,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_52,False,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_53,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_53,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_54,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_54,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_55,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_55,False,,1,1,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_56,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_56,True,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_57,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_57,False,,1,1,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_58,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_58,False,,1,1,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_59,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_59,False,,1,1,1.0,,crust,crust,,,2,no,,12,sad
event_newflavor_06_s_60,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_60,True,,1,S_20,1.3,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_61,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_61,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_62,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_62,False,,S_20,S_20,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_63,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_63,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_64,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_64,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_65,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_65,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_66,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_66,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_67,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_67,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_68,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_68,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_69,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_69,True,,S_20,S_20,1.0,,bready,bready,,,2,no,,12,sad
event_newflavor_06_s_70,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_70,False,,S_20,S_20,1.0,,bready,,,,2,no,,12,sad
event_newflavor_06_s_71,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_71,False,,S_20,XS_120,1.3,,crust,crust,,,2,no,,12,think
event_newflavor_06_s_72,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_72,True,,XS_120,XS_120,1.0,,crust,crust,,,2,no,,12,think
event_newflavor_06_s_73,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_73,True,,XS_120,XS_120,1.0,,crust,crust,,,2,no,,12,think
event_newflavor_06_s_74,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_74,False,,XS_120,XS_120,1.0,,crust,,,,2,no,,12,think
event_newflavor_06_s_75,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_75,True,,XS_120,1,1.3,,bready,bready,,,2,no,,12,think
event_newflavor_06_s_76,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_76,True,,1,1,1.0,,bready,bready,,,2,no,,12,think
event_newflavor_06_s_77,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_77,False,,1,1,1.0,,bready,,,,2,no,,12,think
event_newflavor_06_s_78,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_78,True,,1,1,1.0,,crust,crust,,,2,no,,12,think
event_newflavor_06_s_79,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_79,True,,1,1,1.0,,crust,crust,,,2,no,,12,delight
event_newflavor_06_s_80,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_80,True,,1,1,1.0,,crust,crust,,,2,no,,12,idle
event_newflavor_06_s_81,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_81,True,,1,1,1.0,,crust,crust,,,2,no,,12,idle
event_newflavor_06_s_82,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_82,True,,1,1,1.0,,bready,bready,,,2,idle,,12,idle
event_newflavor_06_s_83,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_83,False,,1,1,1.0,,bready,,,,2,idle,,12,idle
event_newflavor_06_s_84,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_84,True,,1,S_20,1.3,,bready,bready,,,2,idle,,12,idle
event_newflavor_06_s_85,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_85,True,,S_20,S_20,1.0,,bready,bready,,,2,idle,,12,idle
event_newflavor_06_s_86,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_86,True,,S_20,S_20,1.0,,bready,bready,,,2,idle,,12,idle
event_newflavor_06_s_87,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_87,True,,S_20,S_20,1.0,,bready,bready,,,2,idle,,12,idle
event_newflavor_06_s_88,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_88,True,,S_20,S_20,1.0,,bready,bready,,,2,idle,,12,idle
event_newflavor_06_s_89,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_89,True,,S_20,S_20,1.0,,bready,bready,,,2,idle,,12,idle
event_newflavor_06_s_90,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_90,True,,S_20,S_200,1.3,,bready,bready,,,2,no,,12,idle
event_newflavor_06_s_91,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_91,True,,S_200,S_200,1.0,,bready,bready,,,2,no,,12,idle
event_newflavor_06_s_92,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_92,True,,S_200,S_200,1.0,,bready,bready,,,2,no,,12,idle
event_newflavor_06_s_93,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_93,True,,S_200,S_200,1.0,,bready,bready,,,2,no,,12,idle
event_newflavor_06_s_94,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_94,True,,S_200,S_200,1.0,,bready,bready,,,2,no,,12,idle
event_newflavor_06_s_95,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_95,False,,S_200,S_200,1.0,,bready,,,,2,no,,12,idle
event_newflavor_06_s_96,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_96,True,,S_200,S_20,1.3,,bready,bready,,,2,delight,,12,idle
event_newflavor_06_s_97,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_97,True,,S_20,S_20,1.0,,bready,bready,,,2,delight,,12,idle
event_newflavor_06_s_98,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_98,True,,S_20,S_20,1.0,,bready,bready,,,2,delight,,12,idle
event_newflavor_06_s_99,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_99,True,,S_20,S_20,1.0,,bready,bready,,,2,delight,,12,idle
event_newflavor_06_s_100,40073,event_newflavor_06_s,Self,Locale_SubScenario:event_newflavor_06_s_100,False,,S_20,S_20,1.0,,bready,,,,2,delight,,12,idle
event_newflavor_06_s_101,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_101,False,,S_20,S_200,1.3,,bready,bready,,,2,delight,,12,idle
event_newflavor_06_s_102,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_102,True,,S_200,S_200,1.0,,bready,bready,,,2,delight,,12,idle
event_newflavor_06_s_103,40073,event_newflavor_06_s,Speech,Locale_SubScenario:event_newflavor_06_s_103,True,,black,black,1.0,,bready,bready,,,2,delight,,12,idle
