id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_filter_01,fade,play_ambient,play_sound,set_camera_shake,set_filter_02
event_footstepwalkrun1_02_e_21,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_21,False,,rapiwalk_01,rapiwalk_01,1.0,,,,,,,,,,
event_footstepwalkrun1_02_e_22,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_22,False,,rapiwalk_01,rapiwalk_01,1.0,,,,,,,,,,
event_footstepwalkrun1_02_e_23,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_23,False,,rapiwalk_01,rapiwalk_01,1.0,,,,,,,,,,
event_footstepwalkrun1_02_e_24,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_24,False,,rapiwalk_01,rapiwalk_01,1.0,,,,,,,,,,
event_footstepwalkrun1_02_e_25,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,rapi_h,Locale_MainScenario:event_footstepwalkrun1_02_e_25,True,,rapiwalk_01,rapiwalk_01,1.0,,,,,,,,,,
event_footstepwalkrun1_02_e_26,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_26,False,,rapiwalk_01,5,1.5,,,,,,,,,,
event_footstepwalkrun1_02_e_27,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_27,False,,5,5,1.0,,,,,,,,,,
event_footstepwalkrun1_02_e_28,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_28,False,,5,5,1.0,,,,,,,,,,
event_footstepwalkrun1_02_e_29,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_29,False,,5,17,1.5,,,,,,,,,,
event_footstepwalkrun1_02_e_30,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,rapi_h,Locale_MainScenario:event_footstepwalkrun1_02_e_30,True,,17,rapiwalk_01,1.5,,,,,,,,,,
event_footstepwalkrun1_02_e_31,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_31,False,,rapiwalk_01,rapiwalk_01,1.0,,,,,,,,,,
event_footstepwalkrun1_02_e_32,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_32,False,,black,black,1.0,,,,,,,,,,
event_footstepwalkrun1_02_e_33,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_33,False,none,black,black,1.0,,rapi_h,1,pain,Vignetting,black,,,,
event_footstepwalkrun1_02_e_34,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_34,False,,black,black,1.5,,,1,pain,Vignetting,,,,,
event_footstepwalkrun1_02_e_35,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_35,False,,black,black,1.0,,,1,pain,Vignetting,,,,,
event_footstepwalkrun1_02_e_36,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_36,False,,100,rapifoot_01,2.0,,,1,pain,Vignetting,,,,,
event_footstepwalkrun1_02_e_37,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_37,False,,rapifoot_01,rapifoot_01,1.0,,,1,pain,Vignetting,,,,,
event_footstepwalkrun1_02_e_38,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_38,False,,black,black,1.0,,,1,pain,Vignetting,,,,,
event_footstepwalkrun1_02_e_39,40066,event_footstepwalkrun1_02_e,Narration,,,Locale_MainScenario:event_footstepwalkrun1_02_e_39,False,Park,black,black,1.0,none,,1,pain,,black,ambient_scn_nikkemob,,,
event_footstepwalkrun1_02_e_40,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_40,False,,black,black,1.0,,,1,pain,,,,,,
event_footstepwalkrun1_02_e_41,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_41,False,,1,10,1.5,,,1,pain,,,,,,
event_footstepwalkrun1_02_e_42,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_42,False,,10,10,1.0,bgm_peripeteia,,1,pain,,,,,,
event_footstepwalkrun1_02_e_43,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_43,False,,10,10,1.0,,,1,pain,,,,,,
event_footstepwalkrun1_02_e_44,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_44,False,,10,10,1.0,,,1,pain,,,,,,
event_footstepwalkrun1_02_e_45,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_45,False,,10,10,1.0,,,1,pain,,,,,,
event_footstepwalkrun1_02_e_46,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_46,False,,10,10,1.0,,,1,pain,,,,,,
event_footstepwalkrun1_02_e_47,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_47,False,,10,10,1.0,,,1,pain,,,,,,
event_footstepwalkrun1_02_e_48,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_48,False,,10,10,1.0,,,1,pain,,,,,,
event_footstepwalkrun1_02_e_49,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_49,False,,10,100,1.0,,,1,pain,,,,,,
event_footstepwalkrun1_02_e_50,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_50,False,,black,black,1.0,none,,1,sad,,,none,sfx_scn_explosionhuge,,
event_footstepwalkrun1_02_e_51,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_51,False,,black,black,1.0,,,1,sad,,,ambient_scn_warscream,,,
event_footstepwalkrun1_02_e_52,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_52,False,,black,black,1.0,bgm_story_callingsignal,,1,sad,,,,,,
event_footstepwalkrun1_02_e_53,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_53,False,,100,10,1.0,,,1,sad,,,,sfx_scn_explosions,Low_2,
event_footstepwalkrun1_02_e_54,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,rapi_h,Locale_MainScenario:event_footstepwalkrun1_02_e_54,False,,10,10,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_55,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_55,False,,50,500,0.5,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_56,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_56,False,,500,500,1.0,,,1,sad,,,,sfx_scn_firemissiles,Low_2,
event_footstepwalkrun1_02_e_57,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_57,False,,500,500,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_58,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,rapi_h,Locale_MainScenario:event_footstepwalkrun1_02_e_58,False,,100,100,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_59,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_59,False,,100,10,0.5,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_60,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_60,False,,10,10,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_61,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_61,False,,10,10,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_62,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_62,False,,10,10,1.0,,,1,sad,,,,sfx_scn_explosions,Low_2,
event_footstepwalkrun1_02_e_63,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,rapi_h,Locale_MainScenario:event_footstepwalkrun1_02_e_63,False,,10,10,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_64,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_64,False,,10,100,0.5,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_65,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,demonikke,Locale_MainScenario:event_footstepwalkrun1_02_e_65,False,,100,100,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_66,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_66,False,,100,100,1.0,,,1,sad,,,,sfx_scn_explosionhuge,Low_2,
event_footstepwalkrun1_02_e_67,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,rapi_h,Locale_MainScenario:event_footstepwalkrun1_02_e_67,False,,100,100,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_68,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_68,False,,black,black,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_69,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_69,False,,black,black,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_70,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_70,False,,black,black,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_71,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_71,False,,black,black,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_72,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_72,False,,black,black,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_73,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,CGsoldier,Locale_MainScenario:event_footstepwalkrun1_02_e_73,False,,100,10,0.5,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_74,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,CGsoldier,Locale_MainScenario:event_footstepwalkrun1_02_e_74,False,,10,10,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_75,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_75,False,,black,black,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_76,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_76,False,,black,black,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_77,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_77,False,,black,black,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_78,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_78,False,,black,black,1.0,,,1,sad,,,,,,
event_footstepwalkrun1_02_e_79,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,rapi_h,Locale_MainScenario:event_footstepwalkrun1_02_e_79,False,,10,10,1.0,,,1,pain,Vignetting,,,,,
event_footstepwalkrun1_02_e_80,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,rapi_h,Locale_MainScenario:event_footstepwalkrun1_02_e_80,False,,10,10,1.0,,,1,pain,Vignetting,,,,,
event_footstepwalkrun1_02_e_81,40066,event_footstepwalkrun1_02_e,Speech,rapi_h,rapi_h,Locale_MainScenario:event_footstepwalkrun1_02_e_81,True,,10,10,1.0,,,1,pain,Vignetting,,,,,
event_footstepwalkrun1_02_e_82,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_82,False,,10,1,0.7,none,,1,pain,Vignetting,,none,sfx_scn_1shot,Low_2,Red
event_footstepwalkrun1_02_e_83,40066,event_footstepwalkrun1_02_e,Narration,rapi_h,,Locale_MainScenario:event_footstepwalkrun1_02_e_83,False,,black,black,1.0,,,1,pain,,,,,,
