id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
event_newflavor_01_e_12,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_12,True,,3,idle,,1,idle,,13,think,,12,12,1.0,,
event_newflavor_01_e_13,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_13,True,,3,idle,,1,idle,,13,sad,,12,12,1.0,,
event_newflavor_01_e_14,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_14,True,,3,idle,,1,idle,,13,sad,,12,12,1.0,,
event_newflavor_01_e_15,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_15,True,,3,idle,,1,idle,,13,think,,12,12,1.0,,
event_newflavor_01_e_16,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_16,True,,3,idle,,1,idle,,13,think,,12,12,1.0,,
event_newflavor_01_e_17,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_17,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,
event_newflavor_01_e_18,40073,event_newflavor_01_e,Self,crust,,Locale_SubScenario:event_newflavor_01_e_18,False,,3,idle,,1,idle,,13,idle,,12,12,1.0,,
event_newflavor_01_e_19,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_19,True,,3,idle,,1,idle,,13,delight,,12,12,1.0,,
event_newflavor_01_e_20,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_20,True,,3,idle,,1,idle,,13,delight,,12,12,1.0,,
event_newflavor_01_e_21,40073,event_newflavor_01_e,Self,crust,,Locale_SubScenario:event_newflavor_01_e_21,False,,3,idle,,1,idle,,13,delight,,12,12,1.0,,
event_newflavor_01_e_22,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_22,True,,3,idle,,1,idle,,13,delight,,12,12,1.0,,
event_newflavor_01_e_23,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_23,True,,3,idle,,1,idle,,13,delight,,12,12,1.0,,
event_newflavor_01_e_24,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_24,True,,3,idle,,1,idle,,13,delight,,12,12,1.0,,
event_newflavor_01_e_25,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_25,True,,3,idle,,1,idle,,13,delight,,12,12,1.0,,
event_newflavor_01_e_26,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_26,True,,3,idle,,1,idle,,13,shy,,12,XS_130,1.3,,
event_newflavor_01_e_27,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_27,True,,3,idle,,1,idle,,13,shy,,XS_130,XS_130,1.0,,
event_newflavor_01_e_28,40073,event_newflavor_01_e,Narration,crust,,Locale_SubScenario:event_newflavor_01_e_28,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_boxrustle
event_newflavor_01_e_29,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_29,True,,3,idle,,1,idle,,13,idle,,XS_130,XS_130,1.0,,
event_newflavor_01_e_30,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_30,True,,3,idle,,1,idle,,13,idle,,XS_130,XS_130,1.0,,
event_newflavor_01_e_31,40073,event_newflavor_01_e,Self,crust,,Locale_SubScenario:event_newflavor_01_e_31,False,,3,idle,,1,idle,,13,idle,,XS_130,XS_130,1.0,,
event_newflavor_01_e_32,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_32,True,,3,idle,,1,idle,,13,delight,,XS_130,XS_130,1.0,,
event_newflavor_01_e_33,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_33,True,,3,idle,,1,idle,,13,idle,,XS_130,XS_130,1.0,,
event_newflavor_01_e_34,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_34,True,,3,idle,,1,idle,,13,idle,,XS_130,XS_130,1.0,,
event_newflavor_01_e_35,40073,event_newflavor_01_e,Self,crust,,Locale_SubScenario:event_newflavor_01_e_35,False,,3,idle,,1,idle,,13,idle,,XS_130,XS_130,1.0,,
event_newflavor_01_e_36,40073,event_newflavor_01_e,Monologue,crust,,Locale_SubScenario:event_newflavor_01_e_36,False,,3,idle,,1,idle,,13,idle,,XS_130,XS_130,1.0,,
event_newflavor_01_e_37,40073,event_newflavor_01_e,Self,crust,,Locale_SubScenario:event_newflavor_01_e_37,False,,3,idle,,1,idle,,13,idle,,XS_130,XS_1300,1.3,,
event_newflavor_01_e_38,40073,event_newflavor_01_e,Self,crust,,Locale_SubScenario:event_newflavor_01_e_38,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,none,
event_newflavor_01_e_39,40073,event_newflavor_01_e,Self,crust,,Locale_SubScenario:event_newflavor_01_e_39,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,
event_newflavor_01_e_40,40073,event_newflavor_01_e,Monologue,crust,,Locale_SubScenario:event_newflavor_01_e_40,False,,3,idle,,1,no,,13,idle,,black,black,1.0,bgm_story_fairytalesend_if,
event_newflavor_01_e_41,40073,event_newflavor_01_e,Monologue,crust,,Locale_SubScenario:event_newflavor_01_e_41,False,,3,idle,,1,no,,13,idle,,black,black,1.0,,
event_newflavor_01_e_42,40073,event_newflavor_01_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_01_e_42,True,,3,worry,,1,no,,13,idle,,2,2,1.0,,
event_newflavor_01_e_43,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_43,True,,3,worry,,1,no,,13,idle,,2,2,1.0,,
event_newflavor_01_e_44,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_44,True,,3,worry,,1,no,,13,idle,,2,2,1.0,,
event_newflavor_01_e_45,40073,event_newflavor_01_e,Self,bready,,Locale_SubScenario:event_newflavor_01_e_45,False,,3,worry,,1,no,,13,idle,,2,2,1.0,,
event_newflavor_01_e_46,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_46,True,,3,worry,,1,no,,13,idle,,2,2,1.0,,
event_newflavor_01_e_47,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_47,True,,3,worry,,1,no,,13,idle,,2,2,1.0,,
event_newflavor_01_e_48,40073,event_newflavor_01_e,Self,bready,,Locale_SubScenario:event_newflavor_01_e_48,False,,3,worry,,1,no,,13,idle,,2,2,1.0,,
event_newflavor_01_e_49,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_49,True,,3,worry,,1,no,,13,idle,,2,2,1.0,,
event_newflavor_01_e_50,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_50,True,,3,worry,,1,no,,13,idle,,2,2,1.0,,
event_newflavor_01_e_51,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_51,True,,3,worry,,1,no,,13,idle,,2,2,1.0,,
event_newflavor_01_e_52,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_52,True,,3,worry,,1,no,,13,idle,,2,12,1.3,,
event_newflavor_01_e_53,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_53,True,,3,idle,,1,no,,13,idle,,12,12,1.0,,
event_newflavor_01_e_54,40073,event_newflavor_01_e,Self,crust,,Locale_SubScenario:event_newflavor_01_e_54,False,,3,idle,,1,no,,13,idle,,12,12,1.0,,
event_newflavor_01_e_55,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_55,True,,3,idle,,1,no,,13,idle,,12,12,1.0,,
event_newflavor_01_e_56,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_56,True,,3,idle,,1,no,,13,idle,,12,12,1.0,,
event_newflavor_01_e_57,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_57,True,,3,idle,,1,no,,13,delight,,12,12,1.0,,
event_newflavor_01_e_58,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_58,True,,3,idle,,1,no,,13,delight,,12,12,1.0,,
event_newflavor_01_e_59,40073,event_newflavor_01_e,Self,crust,,Locale_SubScenario:event_newflavor_01_e_59,False,,3,idle,,1,no,,13,delight,,12,12,1.0,,
event_newflavor_01_e_60,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_60,True,,3,idle,,1,no,,13,idle,,12,12,1.0,,
event_newflavor_01_e_61,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_61,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,
event_newflavor_01_e_62,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_62,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,
event_newflavor_01_e_63,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_63,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,
event_newflavor_01_e_64,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_64,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,
event_newflavor_01_e_65,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_65,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,
event_newflavor_01_e_66,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_66,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,
event_newflavor_01_e_67,40073,event_newflavor_01_e,Self,bready,,Locale_SubScenario:event_newflavor_01_e_67,False,,3,idle,,1,idle,,13,idle,,12,12,1.0,,
event_newflavor_01_e_68,40073,event_newflavor_01_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_01_e_68,True,,3,idle,,1,idle,,13,idle,,12,2,1.3,,
event_newflavor_01_e_69,40073,event_newflavor_01_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_01_e_69,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,
event_newflavor_01_e_70,40073,event_newflavor_01_e,Self,rapi,,Locale_SubScenario:event_newflavor_01_e_70,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,
event_newflavor_01_e_71,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_71,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,
event_newflavor_01_e_72,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_72,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,
event_newflavor_01_e_73,40073,event_newflavor_01_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_01_e_73,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,
event_newflavor_01_e_74,40073,event_newflavor_01_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_01_e_74,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,
event_newflavor_01_e_75,40073,event_newflavor_01_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_01_e_75,False,,3,think,,1,idle,,13,idle,,2,30,1.3,,
event_newflavor_01_e_76,40073,event_newflavor_01_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_01_e_76,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,
event_newflavor_01_e_77,40073,event_newflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_01_e_77,True,,3,idle,,1,idle,,13,delight,,XS_130,XS_130,1.0,,
