id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
re_event_ce02_3_01_e_12,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_12,True,,12,12,1.0,,,product12,product12,,13,idle,,1,idle
re_event_ce02_3_01_e_13,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_13,True,,12,12,1.0,,,product12,product12,,13,idle,,1,idle
re_event_ce02_3_01_e_14,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_14,True,,12,10,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,think
re_event_ce02_3_01_e_15,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_15,True,,10,10,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,think
re_event_ce02_3_01_e_16,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_16,True,,130,130,1.0,,,product12,product12,,13,idle,,1,think
re_event_ce02_3_01_e_17,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_17,True,,10,12,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,idle
re_event_ce02_3_01_e_18,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_18,True,,12,12,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,idle
re_event_ce02_3_01_e_19,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_19,True,,12,12,1.0,,,product12,product12,,13,idle,,1,idle
re_event_ce02_3_01_e_20,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_20,True,,12,12,1.0,,,product12,product12,,13,idle,,1,idle
re_event_ce02_3_01_e_21,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_21,True,GateKeeper,12,5,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,idle
re_event_ce02_3_01_e_22,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_22,True,Factory,6,12,1.0,,,product12,product12,,13,idle,,1,idle
re_event_ce02_3_01_e_23,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_23,True,,12,12,1.0,,,product12,product12,,13,idle,,1,idle
re_event_ce02_3_01_e_24,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_24,True,,12,12,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,think
re_event_ce02_3_01_e_25,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_25,True,,12,130,1.0,,,product12,product12,,13,idle,,1,think
re_event_ce02_3_01_e_26,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_26,True,,130,13,1.0,,,product12,product12,,13,idle,,1,think
re_event_ce02_3_01_e_27,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_27,True,,13,13,1.0,,,product12,product12,,13,idle,,1,think
re_event_ce02_3_01_e_28,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_28,True,,13,13,1.0,,,product12,product12,,13,idle,,1,think
re_event_ce02_3_01_e_29,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_29,True,,10,10,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,angry
re_event_ce02_3_01_e_30,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_30,True,,10,10,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,angry
re_event_ce02_3_01_e_31,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_31,True,,13,13,1.0,,,product12,product12,,13,idle,,1,angry
re_event_ce02_3_01_e_32,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_32,True,,13,13,1.0,,,product12,product12,,13,idle,,1,angry
re_event_ce02_3_01_e_33,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_33,True,,13,13,1.0,,,product12,product12,,13,idle,,1,angry
re_event_ce02_3_01_e_34,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_34,True,,13,13,1.0,,,product12,product12,,13,idle,,1,angry
re_event_ce02_3_01_e_35,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_35,True,,13,12,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,surprise
re_event_ce02_3_01_e_36,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_36,True,,12,12,1.0,,,product12,product12,,13,idle,,1,surprise
re_event_ce02_3_01_e_37,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_37,True,,12,12,1.0,,,product12,product12,,13,idle,,1,surprise
re_event_ce02_3_01_e_38,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_38,True,,12,12,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,surprise
re_event_ce02_3_01_e_39,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_39,True,,12,12,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,surprise
re_event_ce02_3_01_e_40,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_40,True,,12,12,1.0,,,product12,product12,,13,idle,,1,surprise
re_event_ce02_3_01_e_41,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_41,True,,12,12,1.0,,,product12,product12,,13,idle,,1,surprise
re_event_ce02_3_01_e_42,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_42,True,,10,10,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,think
re_event_ce02_3_01_e_43,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_43,True,,130,130,1.0,,,product12,product12,,13,idle,,1,think
re_event_ce02_3_01_e_44,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_44,True,,10,10,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,idle
re_event_ce02_3_01_e_45,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_45,True,,10,10,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,idle
re_event_ce02_3_01_e_46,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_46,True,,10,12,1.0,,,product12,product12,,13,idle,,1,idle
re_event_ce02_3_01_e_47,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_47,True,,12,12,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,idle
re_event_ce02_3_01_e_48,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_48,True,,12,12,1.0,,,ce_02_02,ce_02_02,,13,idle,,1,idle
re_event_ce02_3_01_e_49,40082,re_event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_49,True,,12,130,1.0,,,product12,product12,,13,idle,,1,idle
