id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,is_exit_scenario,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_ambient,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
snowfall_global_02_9,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_9,True,,2,2,1.0,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_10,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_10,True,,2,2,1.0,,,,mica_w,mica_w,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_11,80903,snowfall_global_02,Self,Locale_SubScenario:snowfall_global_02_11,False,,2,2,1.0,,,,mica_w,,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_12,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_12,True,,2,30,1.0,,,,ludmilla_w,ludmilla_w,,3,surprise,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_13,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_13,True,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,3,surprise,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_14,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_14,True,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,3,surprise,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_15,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_15,True,,30,6,1.0,,,,blanc_c,blanc_c,,3,surprise,,1,idle,,7,surprise,,5,idle,,,,13,idle
snowfall_global_02_16,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_16,True,,6,6,1.0,,,,noir_c,noir_c,,3,surprise,,1,idle,,7,surprise,,5,idle,,,,13,idle
snowfall_global_02_17,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_17,True,,6,6,1.0,,,,noir_c,noir_c,,3,surprise,,1,idle,,7,surprise,,5,idle,,,,13,idle
snowfall_global_02_18,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_18,True,,6,6,1.0,,,,blanc_c,blanc_c,,3,surprise,,1,idle,,7,surprise,,5,think,,,,13,idle
snowfall_global_02_19,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_19,True,,6,6,1.0,,,,blanc_c,blanc_c,,3,surprise,,1,idle,,7,surprise,,5,think,,,,13,idle
snowfall_global_02_20,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_20,True,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,,7,surprise,,5,think,,,,13,idle
snowfall_global_02_21,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_21,True,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,,7,surprise,,5,think,,,,13,idle
snowfall_global_02_22,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_22,True,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_23,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_23,True,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_24,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_24,True,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_25,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_25,True,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_26,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_26,True,,12,12,1.0,,,,emma,emma,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_27,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_27,True,,12,12,1.0,,,,emma,emma,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,delight
snowfall_global_02_28,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_28,True,,12,12,1.0,,,,mica_w,mica_w,,3,idle,,1,surprise,,7,idle,,5,idle,,,,13,delight
snowfall_global_02_29,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_29,True,,12,12,1.0,,,,mica_w,mica_w,,3,idle,,1,surprise,,7,idle,,5,idle,,,,13,delight
snowfall_global_02_30,80903,snowfall_global_02,Self,Locale_SubScenario:snowfall_global_02_30,False,,12,17,1.0,,,,,,,3,idle,,1,surprise,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_31,80903,snowfall_global_02,Monologue,Locale_SubScenario:snowfall_global_02_31,False,,17,17,1.0,,,,,,,3,idle,,1,surprise,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_32,80903,snowfall_global_02,Monologue,Locale_SubScenario:snowfall_global_02_32,False,,17,17,1.0,,,,,,,3,idle,,1,surprise,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_33,80903,snowfall_global_02,Monologue,Locale_SubScenario:snowfall_global_02_33,False,,17,17,1.0,,,,,,,3,idle,,1,surprise,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_34,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_34,True,,3,30,1.0,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_35,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_35,True,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_36,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_36,True,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_37,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_37,True,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,3,think,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_38,80903,snowfall_global_02,Self,Locale_SubScenario:snowfall_global_02_38,False,,30,30,1.0,,,,,,,3,think,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_39,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_39,True,,30,3,1.0,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_40,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_40,True,,3,3,1.0,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_41,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_41,True,,3,3,1.0,,,,ludmilla_w,ludmilla_w,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_42,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_42,True,,6,6,1.0,,,,blanc_c,blanc_c,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_43,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_43,True,,6,6,1.0,,,,noir_c,noir_c,,3,idle,,1,idle,,7,idle,,5,idle,,,,13,idle
snowfall_global_02_44,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_44,True,,6,6,1.0,,,,blanc_c,blanc_c,,3,idle,,1,idle,,7,idle,,5,delight,,,,13,idle
snowfall_global_02_45,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_45,True,,6,6,1.0,,,,noir_c,noir_c,,3,idle,,1,idle,,7,delight,,5,delight,,,,13,idle
snowfall_global_02_46,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_46,True,,6,6,1.0,,,,noir_c,noir_c,,3,idle,,1,idle,,7,delight,,5,delight,,,,13,idle
snowfall_global_02_47,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_47,True,,6,6,1.0,,,,blanc_c,blanc_c,,3,idle,,1,idle,,7,delight,,5,delight,,,,13,idle
snowfall_global_02_48,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_48,True,,12,12,1.0,,,,emma,emma,,3,idle,,1,idle,,7,idle,,5,delight,,,,13,idle
snowfall_global_02_49,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_49,True,,12,12,1.0,,,,mica_w,mica_w,,3,idle,,1,idle,,7,idle,,5,delight,,,,13,idle
snowfall_global_02_50,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_50,True,,12,12,1.0,,,,mica_w,mica_w,,3,idle,,1,delight,,7,idle,,5,delight,,,,13,idle
snowfall_global_02_51,80903,snowfall_global_02,Speech,Locale_SubScenario:snowfall_global_02_51,True,,12,12,1.0,,,,emma,emma,,3,idle,,1,delight,,7,idle,,5,delight,,,,13,delight
snowfall_global_02_52,80903,snowfall_global_02,Monologue,Locale_SubScenario:snowfall_global_02_52,False,,black,black,1.0,,,,,,,3,idle,,1,delight,,7,idle,,5,delight,,,,13,delight
snowfall_global_02_53,80903,snowfall_global_02,Monologue,Locale_SubScenario:snowfall_global_02_53,False,,black,black,1.0,,,,,,,3,idle,,1,delight,,7,idle,,5,delight,,,,13,delight
snowfall_global_02_54,80903,snowfall_global_02,Monologue,Locale_SubScenario:snowfall_global_02_54,False,,black,black,1.0,,,,,,,3,idle,,1,delight,,7,idle,,5,delight,,,,13,delight
snowfall_global_02_55,80903,snowfall_global_02,Narration,Locale_SubScenario:snowfall_global_02_55,False,,black,black,1.0,,,,,,,3,idle,,1,delight,,7,idle,,5,delight,,,,13,delight
