id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,speaker,fade,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/0/hide_char_id
event_newyearnewsword_02_e_16,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_16,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_17,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_17,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_18,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_18,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_19,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_19,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_20,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_20,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_21,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_21,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_22,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_22,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_23,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_23,True,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_24,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_24,True,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_25,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_25,True,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_26,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_26,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_10,S_100,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_27,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_27,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_28,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_28,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_29,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_29,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_30,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_30,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_31,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_31,True,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,12,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_32,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_32,True,,1,surprise,,13,delight,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_33,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_33,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_34,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_34,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_35,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_35,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_36,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_36,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_37,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_37,True,,1,idle,,13,special,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_38,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_38,True,,1,idle,,13,special,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_39,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_39,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_40,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_40,True,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_41,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_41,True,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_42,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_42,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_43,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_43,True,,1,idle,,13,special,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_44,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_44,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_45,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_45,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_46,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_46,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_47,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_47,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_48,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_48,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_49,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_49,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_50,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_50,False,,1,idle,,13,surprise,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_10,S_10,1.0,none,sfx_scn_machinestopsudden,Low_2,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_51,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_51,False,,1,idle,,13,surprise,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_10,12,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_52,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_52,True,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_53,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_53,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_54,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_54,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,sfx_scn_crackle,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_55,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_55,True,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,officer,officer,,,,,,,,
event_newyearnewsword_02_e_56,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_56,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_57,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_57,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_58,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_58,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_59,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_59,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,CityForest_02,5,12,2.0,bgm_risk,sfx_scn_4rapturestep,,janghwa,,black,,,,,,,
event_newyearnewsword_02_e_60,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_60,True,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_61,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_61,True,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_62,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_62,True,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_63,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_63,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,sfx_scn_crackle,,janghwa,,,,,,,,,
event_newyearnewsword_02_e_64,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_64,True,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,walkietalkie,walkietalkie,,,,,,,,
event_newyearnewsword_02_e_65,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_65,True,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_66,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_66,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,sfx_scn_radiocall,,janghwa,,,,,,,,,
event_newyearnewsword_02_e_67,40036,event_newyearnewsword_02_e,Narration,Locale_SubScenario:event_newyearnewsword_02_e_67,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,12,1.0,,sfx_scn_4rapturestep,,janghwa,,,,,,,,,
event_newyearnewsword_02_e_68,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_68,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,,,,,,,,,
event_newyearnewsword_02_e_69,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_69,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,,,,,,,,,
event_newyearnewsword_02_e_70,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_70,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,,,,,,,,,
event_newyearnewsword_02_e_71,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_71,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,,,,,,,,,
event_newyearnewsword_02_e_72,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_72,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_73,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_73,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_74,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_74,False,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,,,,,,,,,
event_newyearnewsword_02_e_75,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_75,True,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,black,black,1.0,,,,unknown,unknown,,,,,,,,
event_newyearnewsword_02_e_76,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_76,True,,1,idle,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,black,black,1.0,,,,unknown,unknown,,,,,,,,
event_newyearnewsword_02_e_77,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_77,False,,1,surprise,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_78,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_78,False,,1,surprise,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_10,S_10,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_79,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_79,False,,1,surprise,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_10,S_10,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_80,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_80,False,,1,surprise,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_10,S_10,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_81,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_81,False,,1,surprise,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_10,S_10,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_82,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_82,False,,1,surprise,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_10,S_10,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_83,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_83,False,,1,think,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_10,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_84,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_84,False,,1,think,,13,void,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,black,black,1.0,,,,hongryeon_o,,,,,,,,,
event_newyearnewsword_02_e_85,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_85,True,,1,think,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,black,black,1.0,none,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_86,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_86,True,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_10,S_130,1.0,bgm_blackgunsmoke_b,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_87,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_87,True,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_88,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_88,True,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_89,40036,event_newyearnewsword_02_e,Monologue,Locale_SubScenario:event_newyearnewsword_02_e_89,False,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,S_130,13,1.0,,,,janghwa,,,,,,,,,
event_newyearnewsword_02_e_90,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_90,True,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,13,12,2.0,,,,hongryeon_o,hongryeon_o,,,,,,,,
event_newyearnewsword_02_e_91,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_91,True,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,12,1.0,,,,janghwa,janghwa,,,,,,,,
event_newyearnewsword_02_e_92,40036,event_newyearnewsword_02_e,Speech,Locale_SubScenario:event_newyearnewsword_02_e_92,True,,1,surprise,,13,delight,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle,,12,S_130,1.0,,,,janghwa,janghwa,,,,,,,,
