id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_maidinvalentine_03_e_11,40007,event_maidinvalentine_03_e,Monologue,,Monologue,Locale_SubScenario:event_maidinvalentine_03_e_11,False,,black,black,1.0,,sfx_scn_machinefanhard,,,,5,sad,,,,,,1,idle,,13,idle
event_maidinvalentine_03_e_12,40007,event_maidinvalentine_03_e,Monologue,,Monologue,Locale_SubScenario:event_maidinvalentine_03_e_12,False,,black,black,1.0,,,,,,5,idle,,,,,,1,idle,,13,idle
event_maidinvalentine_03_e_13,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,hologram,Locale_SubScenario:event_maidinvalentine_03_e_13,True,,3,3,1.0,,,,,,5,idle,,sweetjohnny,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_14,40007,event_maidinvalentine_03_e,Choice,,,Locale_SubScenario:event_maidinvalentine_03_e_14,False,,3,3,1.0,,,event_maidinvalentine_03_e_16,,,5,idle,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_15,40007,event_maidinvalentine_03_e,Choice,,,Locale_SubScenario:event_maidinvalentine_03_e_15,False,,3,3,1.0,,,event_maidinvalentine_03_e_16,,,5,idle,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_16,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_16,True,,3,3,1.0,,,,,,5,idle,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_17,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_17,True,,3,30,0.7,bgm_story_sunnycarnival,,,,,5,idle,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_18,40007,event_maidinvalentine_03_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_03_e_18,False,,30,10,2.0,,,,,,5,idle,,,3,idle,,1,worried,,13,idle
event_maidinvalentine_03_e_19,40007,event_maidinvalentine_03_e,Self,,Self,Locale_SubScenario:event_maidinvalentine_03_e_19,False,,10,10,1.0,,,,,,5,idle,,,3,idle,,1,worried,,13,idle
event_maidinvalentine_03_e_20,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_20,True,,30,30,1.0,,,,,,5,idle,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_21,40007,event_maidinvalentine_03_e,Speech,cocoa,cocoa,Locale_SubScenario:event_maidinvalentine_03_e_21,False,,XS_130,XS_130,1.0,,,,,,5,idle,,,3,idle,,1,idle,,13,delight
event_maidinvalentine_03_e_22,40007,event_maidinvalentine_03_e,Speech,cocoa,cocoa,Locale_SubScenario:event_maidinvalentine_03_e_22,True,,XS_130,XS_130,1.0,,,,,,5,idle,,,3,idle,,1,idle,,13,delight
event_maidinvalentine_03_e_23,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_23,True,,XS_130,XS_130,1.0,,,,,,5,idle,,,3,idle,,1,idle,,13,delight
event_maidinvalentine_03_e_24,40007,event_maidinvalentine_03_e,Speech,soda,soda,Locale_SubScenario:event_maidinvalentine_03_e_24,True,,50,50,1.0,,,,,,5,serious,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_25,40007,event_maidinvalentine_03_e,Speech,soda,soda,Locale_SubScenario:event_maidinvalentine_03_e_25,True,,50,50,1.0,,,,,,5,serious,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_26,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_26,True,,50,4,2.0,,,,,,5,idle,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_27,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_27,True,,4,4,1.0,,,,,,5,idle,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_28,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_28,True,,4,30,2.0,,,,,,5,idle,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_29,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_29,True,,30,30,1.0,,,,,,5,idle,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_30,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_30,True,,30,300,2.0,,,,,,5,idle,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_31,40007,event_maidinvalentine_03_e,Speech,soda,soda,Locale_SubScenario:event_maidinvalentine_03_e_31,True,,S_50,S_50,1.0,,,,,,5,shy,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_32,40007,event_maidinvalentine_03_e,Speech,cocoa,cocoa,Locale_SubScenario:event_maidinvalentine_03_e_32,True,,XS_130,XS_130,1.0,,,,,,5,shy,,,3,idle,,1,idle,,13,serious
event_maidinvalentine_03_e_33,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_33,True,,XS_130,30,0.7,,,,Low_2,,5,idle,,,3,idle,,1,idle,,13,serious
event_maidinvalentine_03_e_34,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_34,True,,30,30,1.0,,,,,,5,idle,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_35,40007,event_maidinvalentine_03_e,Speech,soda,soda,Locale_SubScenario:event_maidinvalentine_03_e_35,True,,30,4,2.0,,,,,,5,shy,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_36,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_36,True,,4,4,1.0,,,,,,5,shy,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_37,40007,event_maidinvalentine_03_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_maidinvalentine_03_e_37,True,,4,4,1.0,,,,,,5,shy,,,3,idle,,1,idle,,13,idle
event_maidinvalentine_03_e_38,40007,event_maidinvalentine_03_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_03_e_38,False,,4,1,1.5,,,,,,5,idle,,,3,worried,,1,idle,,13,idle
event_maidinvalentine_03_e_39,40007,event_maidinvalentine_03_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_03_e_39,True,,1,1,1.0,,,,,,5,idle,,,3,worried,,1,idle,,13,idle
event_maidinvalentine_03_e_40,40007,event_maidinvalentine_03_e,Self,,Self,Locale_SubScenario:event_maidinvalentine_03_e_40,False,,1,1,1.0,,,,,,5,idle,,,3,worried,,1,idle,,13,idle
event_maidinvalentine_03_e_41,40007,event_maidinvalentine_03_e,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_03_e_41,True,,1,1,1.0,,,,,,5,idle,,,3,worried,,1,idle,,13,idle
