id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_camera_shake,conversation_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_queensorder_02_e_27,40015,event_queensorder_02_e,Self,,,Locale_SubScenario:event_queensorder_02_e_27,False,,1,1,1.0,,,,,,,1,idle
event_queensorder_02_e_28,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_28,True,,1,1,1.0,,,,,,,1,angry
event_queensorder_02_e_29,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_29,True,,1,1,1.0,,,,,,,1,angry
event_queensorder_02_e_30,40015,event_queensorder_02_e,Narration,,,Locale_SubScenario:event_queensorder_02_e_30,False,,1,1,1.0,none,,,,,,1,angry
event_queensorder_02_e_31,40015,event_queensorder_02_e,Monologue,,,Locale_SubScenario:event_queensorder_02_e_31,False,,1,14,1.0,,,,,,,1,angry
event_queensorder_02_e_32,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_32,False,,14,14,1.0,bgm_story_crawlinganxiety,,,,,,1,angry
event_queensorder_02_e_33,40015,event_queensorder_02_e,Self,,,Locale_SubScenario:event_queensorder_02_e_33,False,,14,14,1.0,,,,,,,1,angry
event_queensorder_02_e_34,40015,event_queensorder_02_e,Monologue,,,Locale_SubScenario:event_queensorder_02_e_34,False,,14,14,1.0,,,,,,,1,angry
event_queensorder_02_e_35,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_35,False,,14,1,1.0,,,,,,,1,angry
event_queensorder_02_e_36,40015,event_queensorder_02_e,Self,,,Locale_SubScenario:event_queensorder_02_e_36,False,,1,1,1.0,,,,,,,1,angry
event_queensorder_02_e_37,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_37,True,,1,10,1.0,,,,,,,1,idle
event_queensorder_02_e_38,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_38,True,,10,10,1.0,,,,,,,1,idle
event_queensorder_02_e_39,40015,event_queensorder_02_e,Self,,,Locale_SubScenario:event_queensorder_02_e_39,False,,10,10,1.0,,,,,,,1,idle
event_queensorder_02_e_40,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_40,True,,10,1,1.0,,,,,,,1,idle
event_queensorder_02_e_41,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_41,True,,1,1,1.0,,,,,,,1,idle
event_queensorder_02_e_42,40015,event_queensorder_02_e,Monologue,,,Locale_SubScenario:event_queensorder_02_e_42,False,ElevatorOut,1,14,1.0,,,,,,,14,idle
event_queensorder_02_e_43,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_43,False,,14,14,1.0,,,,,,,14,idle
event_queensorder_02_e_44,40015,event_queensorder_02_e,Monologue,,,Locale_SubScenario:event_queensorder_02_e_44,False,,14,18,1.0,,,,,,,14,idle
event_queensorder_02_e_45,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_45,True,,18,18,1.0,,,,,,,14,idle
event_queensorder_02_e_46,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_46,True,,18,14,1.0,,,,,,,14,idle
event_queensorder_02_e_47,40015,event_queensorder_02_e,Self,,,Locale_SubScenario:event_queensorder_02_e_47,False,,14,14,1.0,,,,,,,14,idle
event_queensorder_02_e_48,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_48,True,,14,14,1.0,,,,,,,14,idle
event_queensorder_02_e_49,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_49,True,,14,14,1.0,,,,,,,14,idle
event_queensorder_02_e_50,40015,event_queensorder_02_e,Monologue,,,Locale_SubScenario:event_queensorder_02_e_50,False,,14,15,1.0,,,,,,,15,idle
event_queensorder_02_e_51,40015,event_queensorder_02_e,Narration,,,Locale_SubScenario:event_queensorder_02_e_51,False,,15,15,1.0,,,sfx_scn_gunfire,Low_2,,,15,idle
event_queensorder_02_e_52,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_52,True,,15,150,0.7,,,,,,,15,angry
event_queensorder_02_e_53,40015,event_queensorder_02_e,Narration,,,Locale_SubScenario:event_queensorder_02_e_53,False,,black,black,1.0,,,sfx_scn_finishshot,,,,15,angry
event_queensorder_02_e_54,40015,event_queensorder_02_e,Speech,unknown,unknown,Locale_SubScenario:event_queensorder_02_e_54,False,,black,black,1.0,,,,,,,15,angry
event_queensorder_02_e_55,40015,event_queensorder_02_e,Narration,,,Locale_SubScenario:event_queensorder_02_e_55,False,,black,black,1.0,,,sfx_scn_2shot,,,,15,angry
event_queensorder_02_e_56,40015,event_queensorder_02_e,Speech,unknown,unknown,Locale_SubScenario:event_queensorder_02_e_56,False,,black,black,1.0,,,,,,,15,angry
event_queensorder_02_e_57,40015,event_queensorder_02_e,Monologue,,,Locale_SubScenario:event_queensorder_02_e_57,False,,150,150,1.0,,,,,,,15,angry
event_queensorder_02_e_58,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_58,True,,150,150,1.0,,,,,,,15,angry
event_queensorder_02_e_59,40015,event_queensorder_02_e,Self,,,Locale_SubScenario:event_queensorder_02_e_59,False,,150,150,1.0,,,,,,,15,angry
event_queensorder_02_e_60,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_60,True,,150,15,1.0,none,,,,,,15,idle
event_queensorder_02_e_61,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_61,True,,15,15,1.0,,,,,,,15,idle
event_queensorder_02_e_62,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_62,True,,15,15,1.0,bgm_story_fairytalesend_if,,,,,,15,idle
event_queensorder_02_e_63,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_63,True,,15,15,1.0,,,,,,,15,idle
event_queensorder_02_e_64,40015,event_queensorder_02_e,Self,,,Locale_SubScenario:event_queensorder_02_e_64,False,,15,15,1.0,,,,,,,15,idle
event_queensorder_02_e_65,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_65,True,,15,15,1.0,,,,,,,15,idle
event_queensorder_02_e_66,40015,event_queensorder_02_e,Self,,,Locale_SubScenario:event_queensorder_02_e_66,False,,15,15,1.0,,,,,,,15,idle
event_queensorder_02_e_67,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_67,True,,15,15,1.0,,,,,,,15,idle
event_queensorder_02_e_68,40015,event_queensorder_02_e,Self,,,Locale_SubScenario:event_queensorder_02_e_68,False,,15,15,1.0,,,,,,,15,idle
event_queensorder_02_e_69,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_69,True,,15,15,1.0,,,,,,,15,idle
event_queensorder_02_e_70,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_70,True,,15,15,1.0,,,,,,,15,idle
event_queensorder_02_e_71,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_71,True,,15,15,1.0,,,,,,,15,idle
event_queensorder_02_e_72,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_72,True,,15,150,1.0,,,,,,,15,idle
event_queensorder_02_e_73,40015,event_queensorder_02_e,Self,,,Locale_SubScenario:event_queensorder_02_e_73,False,,150,150,1.0,,,,,,,15,idle
event_queensorder_02_e_74,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_74,True,,150,150,1.0,,,,,,,15,idle
event_queensorder_02_e_75,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_75,True,,150,150,1.0,,,,,,,15,idle
event_queensorder_02_e_76,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_76,True,,150,150,1.0,,,,,,,15,idle
event_queensorder_02_e_77,40015,event_queensorder_02_e,Self,,,Locale_SubScenario:event_queensorder_02_e_77,False,,150,150,1.0,,,,,,,15,idle
event_queensorder_02_e_78,40015,event_queensorder_02_e,Monologue,,,Locale_SubScenario:event_queensorder_02_e_78,False,,150,150,1.0,,,,,m_event_queensorder_02_e,,15,idle
event_queensorder_02_e_79,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_79,True,,150,150,1.0,,,,,,,15,good
event_queensorder_02_e_80,40015,event_queensorder_02_e,Monologue,,,Locale_SubScenario:event_queensorder_02_e_80,False,,150,150,1.0,,,,,,,15,good
event_queensorder_02_e_81,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_81,True,,150,150,1.0,,,,,,,15,idle
event_queensorder_02_e_82,40015,event_queensorder_02_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_02_e_82,True,,150,150,1.0,,,,,,,15,idle
