id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/3/hide_char_id,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,fade
event_coinsinrush1_06_e_45,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_45,True,,,,,,,,,,,,,,1,1,1.0,,,milk_b,,,,,,,,,,,,,,
event_coinsinrush1_06_e_46,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_46,False,,,,,,,,,,,,,,1,1,1.0,,,rouge_b,,,,,,,,,,,,,,
event_coinsinrush1_06_e_47,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_47,True,,,,,,,,,,,,,,1,1,1.0,,,ade_b,,,,,,,,,,,,,,
event_coinsinrush1_06_e_48,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_48,True,,,,,,,,,,,,,,1,1,1.0,,,unknown,,,,,,,,,,,,,,
event_coinsinrush1_06_e_49,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_49,True,,,,,,,,,,,,,,1,1,1.0,,,unknown,,,,,,,,,,,,,,
event_coinsinrush1_06_e_50,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_50,True,,,,,,,,,,,,,,1,1,1.0,,,whisperingfemaleguest,,,,,,,,,,,,,,
event_coinsinrush1_06_e_51,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_51,True,,,,,,,,,,,,,,1,1,1.0,,,whisperingfemaleguest,,,,,,,,,,,,,,
event_coinsinrush1_06_e_52,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_52,True,,,,,,,,,,,,,,1,1,1.0,,,whisperingmaleguest,,,,,,,,,,,,,,
event_coinsinrush1_06_e_53,40088,event_coinsinrush1_06_e,Self,Locale_MainScenario:event_coinsinrush1_06_e_53,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_e_54,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_54,True,,,,,,,,,,,,,,1,1,1.0,,,bay_b,,,,,,,,,,,,,,
event_coinsinrush1_06_e_55,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_55,True,,,,,,,,,,,,,,1,1,1.0,,,unknown,,,,,,,,,,,,,,
event_coinsinrush1_06_e_56,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_56,True,,,,,,,,,,,,,,1,1,1.0,,,unknown,,,,,,,,,,,,,,
event_coinsinrush1_06_e_57,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_57,True,,,,,,,,,,,,,EventScene_coinsinrush_04_2,1,1,1.0,,,unknown,,,,,,,,,,,,,,
event_coinsinrush1_06_e_58,40088,event_coinsinrush1_06_e,Self,Locale_MainScenario:event_coinsinrush1_06_e_58,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_e_59,40088,event_coinsinrush1_06_e,Monologue,Locale_MainScenario:event_coinsinrush1_06_e_59,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_e_60,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_60,True,,,,,,,,,,,,,,1,1,1.0,,,unknown,,,,,,,,,,,,,,
event_coinsinrush1_06_e_61,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_61,True,,,,,,,,,,,,,,1,1,1.0,,,unknown,,,,,,,,,,,,,,
event_coinsinrush1_06_e_62,40088,event_coinsinrush1_06_e,Monologue,Locale_MainScenario:event_coinsinrush1_06_e_62,False,,,,,,,,,,,,,EventScene_coinsinrush_04_3,1,1,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_e_63,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_63,True,,,,,,,,,,,,,,1,1,1.0,,,unknown,,,,,,,,,,,,,,
event_coinsinrush1_06_e_64,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_64,True,,,,,,,,,,,,,,1,1,1.0,,,unknown,,,,,,,,,,,,,,
event_coinsinrush1_06_e_65,40088,event_coinsinrush1_06_e,Monologue,Locale_MainScenario:event_coinsinrush1_06_e_65,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush1_06_e_66,40088,event_coinsinrush1_06_e,Narration,Locale_MainScenario:event_coinsinrush1_06_e_66,False,bay_b,3,worry,milk_b,1,surprise3,rouge_b,15,surprise,ade_b,13,surprise,CoinRushMainHall,black,black,1.0,,,,,,,mustang,9,surprise,,sfx_scn_lightout,,,,,,
event_coinsinrush1_06_e_67,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_67,False,,3,worry,,1,surprise3,,15,surprise,,13,surprise,,10,10,1.0,,,coinrushguests,exia_b_op,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_68,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_68,True,,3,worry,,1,surprise3,,15,surprise,,13,surprise,,10,10,1.0,,milk_b,milk_b,,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_69,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_69,True,,3,worry,,1,surprise3,,15,surprise,,13,surprise,,10,10,1.0,,exia_b_op,exia_b_op,,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_70,40088,event_coinsinrush1_06_e,Self,Locale_MainScenario:event_coinsinrush1_06_e_70,False,,3,worry,,1,surprise3,,15,surprise,,13,surprise,,10,10,1.0,,exia_b_op,,,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_71,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_71,True,,3,angry,,1,surprise3,,15,surprise,,13,surprise,,10,2,1.0,,bay_b,bay_b,,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_72,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_72,True,,3,angry,,1,surprise3,,15,surprise,,13,no,,130,130,1.0,,ade_b,ade_b,,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_73,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_73,True,,3,angry,,1,surprise3,,15,surprise,,13,angry,,130,130,1.0,,ade_b,ade_b,,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_74,40088,event_coinsinrush1_06_e,Self,Locale_MainScenario:event_coinsinrush1_06_e_74,False,,3,angry,,1,surprise3,,15,surprise,,13,angry,,130,130,1.0,,ade_b,,,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_75,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_75,False,,3,angry,,1,surprise3,,15,surprise,,13,angry,,130,150,0.5,,rouge_b,rouge_b,,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_76,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_76,True,,3,angry,,1,surprise3,,15,surprise,,13,angry,,150,150,1.0,,rouge_b,rouge_b,,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_77,40088,event_coinsinrush1_06_e,Self,Locale_MainScenario:event_coinsinrush1_06_e_77,False,,3,angry,,1,surprise3,,15,surprise,,13,angry,,150,150,1.0,,rouge_b,,,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_78,40088,event_coinsinrush1_06_e,Monologue,Locale_MainScenario:event_coinsinrush1_06_e_78,False,,3,angry,,1,surprise3,,15,surprise,,13,angry,,black,black,1.0,,,,,OP_leftup,idle,,9,surprise,,,,,,,,
event_coinsinrush1_06_e_79,40088,event_coinsinrush1_06_e,Self,Locale_MainScenario:event_coinsinrush1_06_e_79,False,,3,angry,,1,surprise3,,15,surprise,,13,angry,,black,black,1.0,,,,,OP_leftup,idle,,9,surprise,exia_b_op,,,,,,,
event_coinsinrush1_06_e_80,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_80,False,,3,angry,,1,surprise3,,15,surprise,,13,angry,,L_90,L_90,1.0,,mustang,mustang,,,,,9,surprise,,,,,,,,black
event_coinsinrush1_06_e_81,40088,event_coinsinrush1_06_e,Speech,Locale_MainScenario:event_coinsinrush1_06_e_81,True,,3,angry,,1,surprise3,,15,surprise,,13,angry,,L_90,L_900,1.0,,mustang,mustang,,,,,9,angry,,,,,,,,
event_coinsinrush1_06_e_82,40088,event_coinsinrush1_06_e,Narration,Locale_MainScenario:event_coinsinrush1_06_e_82,False,,3,angry,,1,surprise3,,15,surprise,,13,angry,,black,black,1.0,,,,,,,,9,angry,,,,,,,,
