id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,jump_target,characters/3/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
event_exnii2_01_s_11,40071,event_exnii2_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii2_01_s_11,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,delight,,17,idle,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,,
event_exnii2_01_s_12,40071,event_exnii2_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii2_01_s_12,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,delight,,17,idle,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,,
event_exnii2_01_s_13,40071,event_exnii2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_01_s_13,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,delight,,17,idle,,event_exnii_talk_01,6,1.0,,,,,,,,,,,,
event_exnii2_01_s_14,40071,event_exnii2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_01_s_14,True,,7,think,,5,idle,,3,idle,,1,idle,,13,idle,,15,delight,,17,idle,,6,6,1.0,,,,,anchor,mast,ce005_01,,,,,
event_exnii2_01_s_15,40071,event_exnii2_01_s,Choice,rapi,,Locale_SubScenario:event_exnii2_01_s_15,False,,7,think,,5,idle,,3,idle,,1,idle,,,,,,,,,,,6,6,1.0,,,,,,,,event_exnii2_01_s_17,,,,
event_exnii2_01_s_16,40071,event_exnii2_01_s,Choice,rapi,,Locale_SubScenario:event_exnii2_01_s_16,False,,7,think,,5,idle,,3,idle,,1,idle,,,,,,,,,,,6,6,1.0,,,,,,,,event_exnii2_01_s_17,,,,
event_exnii2_01_s_17,40071,event_exnii2_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii2_01_s_17,True,,7,idle,,5,delight,,3,idle,,1,idle,,,,,,,,,,,6,6,1.0,,,,,,,,,,,,
event_exnii2_01_s_18,40071,event_exnii2_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii2_01_s_18,True,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,6,event_exnii_talk_01,1.0,,,,,,,,,,,,
event_exnii2_01_s_19,40071,event_exnii2_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii2_01_s_19,True,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,,
event_exnii2_01_s_20,40071,event_exnii2_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii2_01_s_20,True,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,,
event_exnii2_01_s_21,40071,event_exnii2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_01_s_21,True,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,event_exnii_talk_01,7,1.0,,,,,,,,,,,,
event_exnii2_01_s_22,40071,event_exnii2_01_s,Self,rapi,,Locale_SubScenario:event_exnii2_01_s_22,False,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,7,7,1.0,,,,,,,,,,,,
event_exnii2_01_s_23,40071,event_exnii2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_01_s_23,True,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,7,7,1.0,,,,,,,,,,,,
event_exnii2_01_s_24,40071,event_exnii2_01_s,Speech,helm,helm,Locale_SubScenario:event_exnii2_01_s_24,True,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,7,event_exnii_talk_06,1.0,,,,,,,,,,,,
event_exnii2_01_s_25,40071,event_exnii2_01_s,Speech,helm,helm,Locale_SubScenario:event_exnii2_01_s_25,True,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,,,,,,,,
event_exnii2_01_s_26,40071,event_exnii2_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii2_01_s_26,True,,7,idle,,5,idle,,3,no,,1,idle,,,,,,,,,,,event_exnii_talk_06,3,1.0,,,,,,,,,,,,
event_exnii2_01_s_27,40071,event_exnii2_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii2_01_s_27,True,,7,idle,,5,idle,,3,no,,1,idle,,,,,,,,,,,3,30,1.0,,,,,,,,,helm,,,
event_exnii2_01_s_28,40071,event_exnii2_01_s,Speech,laplace,laplace,Locale_SubScenario:event_exnii2_01_s_28,True,,7,idle,,5,idle,,3,no,laplace,1,idle,drake,13,idle,maxwell,15,idle_02,,,,,30,1,1.0,,,,,,,,,,,,
event_exnii2_01_s_29,40071,event_exnii2_01_s,Speech,laplace,laplace,Locale_SubScenario:event_exnii2_01_s_29,True,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle_02,,,,,1,1,1.0,,,,,,,,,,,,
event_exnii2_01_s_30,40071,event_exnii2_01_s,Speech,laplace,laplace,Locale_SubScenario:event_exnii2_01_s_30,True,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle_02,,,,,1,10,1.0,,,,,,,,,,,,
event_exnii2_01_s_31,40071,event_exnii2_01_s,Speech,drake,drake,Locale_SubScenario:event_exnii2_01_s_31,True,,7,idle,,5,idle,,3,idle,,1,delight,,13,delight,,15,idle_02,,,,,10,14,1.0,,,,,,,,,,,,
event_exnii2_01_s_32,40071,event_exnii2_01_s,Speech,maxwell,maxwell,Locale_SubScenario:event_exnii2_01_s_32,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle_02,,,,,14,14,1.0,,,,,,,,,,,,
event_exnii2_01_s_33,40071,event_exnii2_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii2_01_s_33,True,,7,idle,,5,no,,3,idle,,1,idle,,13,idle,,15,idle,,,,,5,5,1.0,,,,,,,,,,,,
event_exnii2_01_s_34,40071,event_exnii2_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii2_01_s_34,True,,7,idle,,5,no,,3,idle,,1,idle,,13,idle,,15,idle,,,,,5,5,1.0,,,,,,,,,,,,
event_exnii2_01_s_35,40071,event_exnii2_01_s,Speech,drake,drake,Locale_SubScenario:event_exnii2_01_s_35,True,,7,idle,,5,no,,3,idle,,1,idle,,13,idle,,15,idle,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,
event_exnii2_01_s_36,40071,event_exnii2_01_s,Speech,laplace,laplace,Locale_SubScenario:event_exnii2_01_s_36,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,
event_exnii2_01_s_37,40071,event_exnii2_01_s,Speech,maxwell,maxwell,Locale_SubScenario:event_exnii2_01_s_37,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,event_exnii_talk_02,15,1.0,,,,,,,,,,,,
event_exnii2_01_s_38,40071,event_exnii2_01_s,Speech,maxwell,maxwell,Locale_SubScenario:event_exnii2_01_s_38,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,15,15,1.0,,,,,,,,,,,,
event_exnii2_01_s_39,40071,event_exnii2_01_s,Speech,maxwell,maxwell,Locale_SubScenario:event_exnii2_01_s_39,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,15,15,1.0,,,,,,,,,,,,
event_exnii2_01_s_40,40071,event_exnii2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_01_s_40,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,6,6,1.0,,,,,,,,,,,,
event_exnii2_01_s_41,40071,event_exnii2_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii2_01_s_41,True,,7,idle,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,,,,6,6,1.0,,,,,drake,maxwell,,,,,,
event_exnii2_01_s_42,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_42,True,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,ce004_03,17,idle,,17,17,1.0,,,,,,,,,laplace,,,
event_exnii2_01_s_43,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_43,True,,7,idle,,5,idle,,3,idle,,,,,,,,,,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_exnii2_01_s_44,40071,event_exnii2_01_s,Self,ce004_03,,Locale_SubScenario:event_exnii2_01_s_44,False,,7,idle,,5,idle,,3,idle,,,,,,,,,,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_exnii2_01_s_45,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_45,True,,7,idle,,5,idle,,3,idle,,,,,,,,,,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_exnii2_01_s_46,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_46,True,,7,idle,,5,idle,,3,idle,,,,,,,,,,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_exnii2_01_s_47,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_47,True,,7,idle,,5,idle,,3,idle,,,,,,,,,,,17,"expression_0,idle",,17,170,1.0,,,,,,,,,,,,
event_exnii2_01_s_48,40071,event_exnii2_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_01_s_48,True,,7,idle,,5,idle,,3,idle,,,,,,,ce005_02,15,think,,17,idle,,170,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_49,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_49,True,,7,idle,,5,idle,,3,idle,,,,,,,,15,think,,17,idle,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_50,40071,event_exnii2_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_01_s_50,True,,7,idle,,5,idle,,3,idle,,,,,,,,15,think,,17,idle,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_51,40071,event_exnii2_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_01_s_51,True,,7,idle,,5,idle,,3,idle,,,,,,,,15,think,,17,idle,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_52,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_52,True,,7,idle,,5,idle,,3,idle,,,,,,,,15,think,,17,idle,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_53,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_53,True,,7,idle,,5,idle,,3,idle,,,,,,,,15,no,,17,idle,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_54,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_54,True,,7,idle,,5,idle,,3,idle,,,,,,,,15,no,,17,delight,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_55,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_55,True,,7,idle,,5,idle,,3,idle,,,,,,,,15,no,,17,delight,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_56,40071,event_exnii2_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_01_s_56,True,,7,idle,,5,idle,,3,idle,,,,,,,,15,no,,17,delight,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_57,40071,event_exnii2_01_s,Narration,,,Locale_SubScenario:event_exnii2_01_s_57,False,,7,idle,,5,idle,,3,idle,laplace,1,idle,,,,,15,idle,,17,idle,PinkBeachIsland_n,6,6,1.0,,,,black,,,,,,,,
event_exnii2_01_s_58,40071,event_exnii2_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii2_01_s_58,True,,7,idle,,5,idle,,3,delight,,1,idle,,,,,15,idle,,17,idle,,6,6,1.0,,,,,,,,,,,,
event_exnii2_01_s_59,40071,event_exnii2_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii2_01_s_59,True,,7,idle,,5,delight,,3,delight,,1,idle,,,,,15,idle,,17,idle,,6,6,1.0,,,,,,,,,,,,
event_exnii2_01_s_60,40071,event_exnii2_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii2_01_s_60,True,,7,idle,,5,idle,,3,delight,,1,delight,,,,,15,idle,,17,idle,,6,3,1.0,,,,,,,,,,,,
event_exnii2_01_s_61,40071,event_exnii2_01_s,Speech,laplace,laplace,Locale_SubScenario:event_exnii2_01_s_61,True,,7,idle,,5,idle,,3,delight,,1,delight,,,,,15,idle,,17,idle,,3,10,1.0,,,,,,,,,,,,
event_exnii2_01_s_62,40071,event_exnii2_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii2_01_s_62,True,,7,idle,,5,no,,3,delight,,1,delight,,,,,15,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,
event_exnii2_01_s_63,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_63,True,,7,idle,,5,no,,3,delight,,1,delight,,,,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,laplace,rapi,anis,neon
event_exnii2_01_s_64,40071,event_exnii2_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_01_s_64,True,,,,,,,,,,,,,,,,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_65,40071,event_exnii2_01_s,Self,ce005_01,,Locale_SubScenario:event_exnii2_01_s_65,False,,,,,,,,,,,,,,,,,15,idle,,17,idle,EventScene_ce005_03,event_exnii2_05,event_exnii2_05,1.0,,,,black,,ce005_02,ce004_03,,,,,
event_exnii2_01_s_66,40071,event_exnii2_01_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_01_s_66,True,,,,,,,,,,,,,,,,,,,,,,,event_exnii2_05,event_exnii2_05,1.0,,,,,,,,,,,,
event_exnii2_01_s_67,40071,event_exnii2_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_01_s_67,True,,,,,,,,,,,,,,,,,,,,,,,event_exnii2_05,event_exnii2_05,1.0,,,,,,,,,,,,
event_exnii2_01_s_68,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_68,True,,,,,,,,,,,,,,,,,,,,,,,event_exnii2_05,event_exnii2_02,1.0,,,,,,,,,,,,
event_exnii2_01_s_69,40071,event_exnii2_01_s,Speech,helm,helm,Locale_SubScenario:event_exnii2_01_s_69,True,,,,,,,,,,,,,,,,,,,,,,,event_exnii2_02,event_exnii2_02,1.0,,,,,,,,,,,,
event_exnii2_01_s_70,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_70,True,,,,,,,,,,,,,,,,,,,,,,,event_exnii2_02,event_exnii2_02,1.0,,,,,,,,,,,,
event_exnii2_01_s_71,40071,event_exnii2_01_s,Speech,helm,helm,Locale_SubScenario:event_exnii2_01_s_71,True,,,,,,,,,,,,,,,,,,,,,,,event_exnii2_02,event_exnii2_02,1.0,,,,,,,,,,,,
event_exnii2_01_s_72,40071,event_exnii2_01_s,Narration,helm,,Locale_SubScenario:event_exnii2_01_s_72,False,,,,,,,,,,,,,,,,,,,,,,,event_exnii2_02,event_exnii2_02,,,,,,,,,,,,,
event_exnii2_01_s_73,40071,event_exnii2_01_s,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_01_s_73,True,,,,,,,,,,,,,,,,,,,,,,,event_exnii2_02,event_exnii2_02,1.0,,,,,,,,,,,,
event_exnii2_01_s_74,40071,event_exnii2_01_s,Speech,helm,helm,Locale_SubScenario:event_exnii2_01_s_74,True,,,,,,,,,,,,,,,,,,,,,,,event_exnii2_02,event_exnii2_02,1.0,,,,,,,,,,,,
event_exnii2_01_s_75,40071,event_exnii2_01_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii2_01_s_75,True,,,,,,,,,,,,,,,,,,,,,,,event_exnii2_02,event_exnii2_03,1.0,,,,,,,,,,,,
event_exnii2_01_s_76,40071,event_exnii2_01_s,Narration,ce005_03,,Locale_SubScenario:event_exnii2_01_s_76,False,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
event_exnii2_01_s_77,40071,event_exnii2_01_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii2_01_s_77,True,,,,,,,,,,,,,,,,ce005_02,15,idle,ce005_03,17,idle,PinkBeachIsland_n,16,16,1.0,,,,black,,,,,,,,
event_exnii2_01_s_78,40071,event_exnii2_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_01_s_78,True,,,,,,,,,,,,,,,,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_79,40071,event_exnii2_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_01_s_79,True,,,,,,,,,,,,,,,,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_80,40071,event_exnii2_01_s,Self,ce005_02,,Locale_SubScenario:event_exnii2_01_s_80,False,,,,,,,,,,,,,,,,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,
event_exnii2_01_s_81,40071,event_exnii2_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_01_s_81,True,,,,,,,,,,,,,,,,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,
