id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound
event_doutsiders_05_e_36,40006,event_doutsiders_05_e,Self,crow,Self,Locale_SubScenario:event_doutsiders_05_e_36,False,,2,idle,,180,180,1.0,,,12,idle,,15,smile,,,18,sad,
event_doutsiders_05_e_37,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_37,True,,2,idle,,150,150,1.0,,,12,idle,,15,idle,,,18,sad,
event_doutsiders_05_e_38,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_38,True,,2,idle,,150,150,1.0,,,12,idle,,15,idle,,,18,sad,
event_doutsiders_05_e_39,40006,event_doutsiders_05_e,Monologue,crow,Monologue,Locale_SubScenario:event_doutsiders_05_e_39,False,,2,idle,,150,150,1.0,,,12,idle,,15,idle,,,18,sad,
event_doutsiders_05_e_40,40006,event_doutsiders_05_e,Choice,crow,,Locale_SubScenario:event_doutsiders_05_e_40,False,,2,idle,,150,150,1.0,,,12,idle,,15,idle,event_doutsiders_05_e_42,,18,sad,
event_doutsiders_05_e_41,40006,event_doutsiders_05_e,Choice,crow,,Locale_SubScenario:event_doutsiders_05_e_41,False,,2,idle,,150,150,1.0,,,12,idle,,15,idle,event_doutsiders_05_e_42,,18,sad,
event_doutsiders_05_e_42,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_42,True,,2,idle,,150,150,1.0,,,12,idle,,15,smile,,,18,sad,
event_doutsiders_05_e_43,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_43,True,,2,idle,,150,150,1.0,,,12,idle,,15,smile,,,18,sad,
event_doutsiders_05_e_44,40006,event_doutsiders_05_e,Speech,announcement,announcement,Locale_SubScenario:event_doutsiders_05_e_44,True,,2,idle,,black,black,1.0,,,12,idle,,15,smile,,,18,sad,sfx_scn_heavydoordrag
event_doutsiders_05_e_45,40006,event_doutsiders_05_e,Speech,announcement,announcement,Locale_SubScenario:event_doutsiders_05_e_45,True,,2,idle,,black,black,1.0,,,12,idle,,15,idle,,,18,sad,
event_doutsiders_05_e_46,40006,event_doutsiders_05_e,Speech,announcement,announcement,Locale_SubScenario:event_doutsiders_05_e_46,True,,2,idle,,black,black,1.0,,,12,idle,,15,idle,,,18,sad,
event_doutsiders_05_e_47,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_47,True,,2,idle,,150,15,2.0,,,12,idle,,15,idle,,,18,sad,
event_doutsiders_05_e_48,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_48,True,,2,idle,,15,15,1.0,,,12,idle,,15,idle,,,18,sad,
