id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,fade,jump_target
event_secretgarden_06_s_30,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_30,True,,L_130,L_130,2.0,,nero,nero,,3,delight,,1,sad,,13,idle,,15,idle,,17,idle,,,,,,,,
event_secretgarden_06_s_31,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_31,True,,Leo_150,Leo_150,1.0,,leona_no,leona_no,,3,delight,,1,sad,,13,idle,,15,idle,,17,idle,,,,,,,,
event_secretgarden_06_s_32,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_32,True,,30,30,1.0,,flora,flora,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,
event_secretgarden_06_s_33,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_33,True,,30,30,1.0,,flora,flora,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,
event_secretgarden_06_s_34,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_34,True,,30,30,1.0,,flora,flora,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,
event_secretgarden_06_s_35,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_35,True,,XS_10,XS_10,1.0,,biscuit,biscuit,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,
event_secretgarden_06_s_36,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_36,True,,1517,1517,1.0,,leona_no,leona_no,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,
event_secretgarden_06_s_37,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_37,True,,1517,1517,1.0,,timi,timi,,3,delight,,1,idle,,13,idle,,15,idle,,17,angry,sfx_scn_lionroar,,,,,,,
event_secretgarden_06_s_38,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_38,True,,L_130,L_130,1.0,,nero,nero,,3,delight,,1,idle,,13,idle,,15,idle,,17,angry,,,,,,,,
event_secretgarden_06_s_39,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_39,False,,L_130,L_130,1.0,,nero,,,3,delight,,1,idle,,13,idle,,15,idle,,17,angry,,,,,,,,
event_secretgarden_06_s_40,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_40,True,,L_130,L_130,1.0,,nero,nero,,3,delight,,1,idle,,13,idle,,15,idle,,17,angry,,,,,,,,
event_secretgarden_06_s_41,40063,event_secretgarden_06_s,Narration,Locale_SubScenario:event_secretgarden_06_s_41,False,SecretGarden,black,black,1.0,none,flora,,,3,delight,,1,idle,,13,idle,,15,idle,,17,angry,sfx_scn_autodooropen,biscuit,nero,leona_no,timi,,,
event_secretgarden_06_s_42,40063,event_secretgarden_06_s,Monologue,Locale_SubScenario:event_secretgarden_06_s_42,False,,black,black,1.0,,flora,,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_43,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_43,True,,30,30,1.0,bgm_story_daytoday,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_44,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_44,True,,30,30,1.0,,hairpinwoman,hairpinwoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_45,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_45,True,,30,30,1.0,,hairpinwoman,hairpinwoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_46,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_46,True,,30,30,1.0,,hairpinwoman,hairpinwoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_47,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_47,True,,30,300,1.0,,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_48,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_48,True,,300,300,1.0,,hairpinwoman,hairpinwoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_49,40063,event_secretgarden_06_s,Monologue,Locale_SubScenario:event_secretgarden_06_s_49,False,,black,black,1.0,,,,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_50,40063,event_secretgarden_06_s,Narration,Locale_SubScenario:event_secretgarden_06_s_50,False,,black,black,1.0,,,,,3,delight,,,,,,,,,,,,,sfx_scn_phonecamera2,,,,,,,
event_secretgarden_06_s_51,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_51,True,,1500,1500,1.0,,cameraman,cameraman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_52,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_52,True,,1500,1500,1.0,,hairpinwoman,hairpinwoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_53,40063,event_secretgarden_06_s,Monologue,Locale_SubScenario:event_secretgarden_06_s_53,False,,black,black,1.0,,,,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_54,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_54,True,,1700,1700,1.0,,delightfulwoman,delightfulwoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_55,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_55,True,,1700,1700,1.0,,delightfulwoman,delightfulwoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_56,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_56,True,,1700,1700,1.0,,loveman,loveman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_57,40063,event_secretgarden_06_s,Narration,Locale_SubScenario:event_secretgarden_06_s_57,False,,1700,17,0.7,,,,,3,delight,,,,,,,,,,,,,sfx_scn_bodyhit,,,,,,,
event_secretgarden_06_s_58,40063,event_secretgarden_06_s,Monologue,Locale_SubScenario:event_secretgarden_06_s_58,False,,black,black,1.0,,,,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_59,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_59,True,,700,700,1.0,,boy03,boy03,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_60,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_60,True,,700,700,1.0,,fancywoman,fancywoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_61,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_61,True,,700,700,1.0,,fancywoman,fancywoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_62,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_62,True,,700,300,1.5,,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_63,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_63,False,,300,300,1.0,,flora,fancywoman,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_64,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_64,True,,300,30,1.0,,flora,flora,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_65,40063,event_secretgarden_06_s,Monologue,Locale_SubScenario:event_secretgarden_06_s_65,False,,black,black,1.0,,flora,,,3,delight,,,,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_66,40063,event_secretgarden_06_s,Monologue,Locale_SubScenario:event_secretgarden_06_s_66,False,,black,black,1.0,,flora,,,3,delight,,,,,,,,,,,,,,,,,,flora,,
event_secretgarden_06_s_67,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_67,True,,100,100,1.0,,tia_c,tia_c,,,,tia_c,1,idle,naga_c,13,idle,,,,,,,,,,,,,black,
event_secretgarden_06_s_68,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_68,False,,100,100,1.0,,tia_c,,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_69,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_69,True,,100,1300,1.0,,naga_c,naga_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_70,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_70,False,,1300,1300,1.0,,naga_c,,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_71,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_71,False,,1300,130,1.0,,naga_c,,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_72,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_72,True,,130,113,1.0,,tia_c,tia_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_73,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_73,True,,113,113,1.0,,tia_c,tia_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_74,40063,event_secretgarden_06_s,Choice,Locale_SubScenario:event_secretgarden_06_s_74,False,,113,113,1.0,,tia_c,,,,,,1,idle,,13,idle,,,,,,,,,,,,,,event_secretgarden_06_s_76
event_secretgarden_06_s_75,40063,event_secretgarden_06_s,Choice,Locale_SubScenario:event_secretgarden_06_s_75,False,,113,113,1.0,,tia_c,,,,,,1,idle,,13,idle,,,,,,,,,,,,,,event_secretgarden_06_s_86
event_secretgarden_06_s_76,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_76,True,,113,113,1.0,,tia_c,tia_c,,,,,1,think,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_77,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_77,True,,113,113,1.0,,naga_c,naga_c,,,,,1,think,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_78,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_78,True,,113,113,1.0,,tia_c,tia_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_79,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_79,True,,113,113,1.0,,naga_c,naga_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_80,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_80,True,,113,113,1.0,,tia_c,tia_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_81,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_81,True,,113,113,1.0,,naga_c,naga_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_82,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_82,True,,113,113,1.0,,tia_c,tia_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_83,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_83,False,,113,113,1.0,,tia_c,,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_84,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_84,True,,113,113,1.0,,naga_c,naga_c,,,,,1,delight,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_85,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_85,True,,113,113,1.0,,tia_c,tia_c,,,,,1,delight,,13,idle,,,,,,,,,,,,,,event_secretgarden_06_s_91
event_secretgarden_06_s_86,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_86,True,,113,113,1.0,,naga_c,naga_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_87,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_87,True,,113,113,1.0,,naga_c,naga_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_88,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_88,True,,113,113,1.0,,tia_c,tia_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_89,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_89,True,,113,113,1.0,,naga_c,naga_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_90,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_90,True,,113,113,1.0,,tia_c,tia_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,event_secretgarden_06_s_91
event_secretgarden_06_s_91,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_91,True,,113,113,1.0,,tia_c,tia_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_92,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_92,True,,113,113,1.0,,naga_c,naga_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_93,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_93,False,,113,113,1.0,,naga_c,,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_94,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_94,True,,113,113,1.0,,tia_c,tia_c,,,,,1,idle,,13,idle,,,,,,,,,,,,,,
event_secretgarden_06_s_95,40063,event_secretgarden_06_s,Monologue,Locale_SubScenario:event_secretgarden_06_s_95,False,,113,5,1.5,,,,,,,,1,idle,,13,idle,,,,,,,,tia_c,naga_c,,,,,
event_secretgarden_06_s_96,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_96,True,,5,L_50,1.0,,rupee,rupee,,,,rupee,5,surprise,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_97,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_97,False,,L_50,L_50,1.0,,rupee,,,,,,5,surprise,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_98,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_98,True,,L_50,L_50,1.0,,rupee,rupee,,,,,5,surprise,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_99,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_99,True,,L_50,L_50,1.0,,rupee,rupee,,,,,5,shy,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_100,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_100,False,,L_50,L_50,1.0,,rupee,,,,,,5,shy,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_101,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_101,True,,L_50,L_50,1.0,,rupee,rupee,,,,,5,idle,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_102,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_102,True,,L_50,L_50,1.0,,rupee,rupee,,,,,5,surprise,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_103,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_103,True,,L_50,L_50,1.0,,rupee,rupee,,,,,5,surprise,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_104,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_104,False,,L_50,L_50,1.0,,rupee,,,,,,5,surprise,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_105,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_105,True,,L_50,L_50,1.0,,rupee,rupee,,,,,5,shy,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_106,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_106,True,,L_50,L_500,1.0,,rupee,rupee,,,,,5,shy,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_107,40063,event_secretgarden_06_s,Monologue,Locale_SubScenario:event_secretgarden_06_s_107,False,,L_500,L_500,1.0,,rupee,,,,,,5,shy,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_108,40063,event_secretgarden_06_s,Monologue,Locale_SubScenario:event_secretgarden_06_s_108,False,,L_500,L_500,1.0,,rupee,,,,,,5,shy,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_109,40063,event_secretgarden_06_s,Choice,Locale_SubScenario:event_secretgarden_06_s_109,False,,L_500,L_500,1.0,,rupee,,,,,,5,shy,,,,,,,,,,,,,,,,,event_secretgarden_06_s_111
event_secretgarden_06_s_110,40063,event_secretgarden_06_s,Choice,Locale_SubScenario:event_secretgarden_06_s_110,False,,L_500,L_500,1.0,,rupee,,,,,,5,shy,,,,,,,,,,,,,,,,,event_secretgarden_06_s_114
event_secretgarden_06_s_111,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_111,True,,L_500,L_500,1.0,,rupee,rupee,,,,,5,shy,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_112,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_112,True,,L_500,L_500,1.0,,rupee,rupee,,,,,5,shy,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_113,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_113,True,,L_500,L_50,1.0,,rupee,rupee,,,,,5,shy,,,,,,,,,,,,,,,,,event_secretgarden_06_s_117
event_secretgarden_06_s_114,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_114,True,,L_500,L_500,1.0,,rupee,rupee,,,,,5,surprise,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_115,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_115,True,,L_500,L_500,1.0,,rupee,rupee,,,,,5,surprise,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_116,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_116,True,,L_500,L_50,1.0,,rupee,rupee,,,,,5,idle,,,,,,,,,,,,,,,,,event_secretgarden_06_s_117
event_secretgarden_06_s_117,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_117,False,,L_50,L_50,1.0,,rupee,,,,,,5,idle,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_118,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_118,True,,L_50,L_50,1.0,,rupee,rupee,,,,,5,sad,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_119,40063,event_secretgarden_06_s,Self,Locale_SubScenario:event_secretgarden_06_s_119,False,,L_50,L_50,1.0,,rupee,,,,,,5,sad,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_120,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_120,True,,L_50,L_50,1.0,,rupee,rupee,,,,,5,sad,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_121,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_121,True,,L_50,L_50,1.0,,rupee,rupee,,,,,5,idle,,,,,,,,,,,,,,,,,
event_secretgarden_06_s_122,40063,event_secretgarden_06_s,Speech,Locale_SubScenario:event_secretgarden_06_s_122,True,,L_50,L_50,1.0,,rupee,rupee,,,,,5,idle,,,,,,,,,,,,,,,,,
