id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/2/hide_char_id,characters/3/hide_char_id,play_sound
event_onemoretime_02_e_13,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_13,True,,1,sad,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_14,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_14,True,,1,sad,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_15,40044,event_onemoretime_02_e,Self,bay,Locale_SubScenario:event_onemoretime_02_e_15,False,,1,sad,,3,idle,,10,10,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_16,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_16,True,,1,sad,,3,shy,,10,30,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_17,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_17,True,,1,idle,,3,sad,,30,30,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_18,40044,event_onemoretime_02_e,Self,clay,Locale_SubScenario:event_onemoretime_02_e_18,False,,1,idle,,3,sad,,30,30,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_19,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_19,True,,1,idle,,3,idle,,30,30,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_20,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_20,True,,1,idle,,3,idle,,30,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_21,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_21,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_22,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_22,True,,1,delight,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_23,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_23,True,,1,delight,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_24,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_24,True,,1,delight,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_25,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_25,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_26,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_26,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_27,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_27,True,,1,idle,,3,delight,,10,30,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_28,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_28,True,,1,idle,,3,delight,,30,30,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_29,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_29,True,,1,idle,,3,idle,,30,300,0.7,,clay,,,,,,,,,,,
event_onemoretime_02_e_30,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_30,True,,1,sad,,3,idle,,300,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_31,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_31,True,,1,sad,,3,sad,,2,2,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_32,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_32,True,,1,sad,,3,sad,,2,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_33,40044,event_onemoretime_02_e,Self,bay,Locale_SubScenario:event_onemoretime_02_e_33,False,,1,sad,,3,sad,,2,2,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_34,40044,event_onemoretime_02_e,Self,bay,Locale_SubScenario:event_onemoretime_02_e_34,False,,1,sad,,3,sad,,2,2,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_35,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_35,True,,1,sad,,3,idle,,2,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_36,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_36,True,,1,sad,,3,idle,,2,2,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_37,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_37,True,,1,idle,,3,idle,,2,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_38,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_38,True,,1,idle,,3,idle,,2,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_39,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_39,True,,1,sad,,3,idle,,2,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_40,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_40,True,,1,sad,,3,idle,,2,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_41,40044,event_onemoretime_02_e,Self,bay,Locale_SubScenario:event_onemoretime_02_e_41,False,,1,sad,,3,idle,,2,2,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_42,40044,event_onemoretime_02_e,Choice,bay,Locale_SubScenario:event_onemoretime_02_e_42,False,,1,surprise,,3,idle,,2,2,1.0,,,event_onemoretime_02_e_44,,,,,,,,,,
event_onemoretime_02_e_43,40044,event_onemoretime_02_e,Choice,bay,Locale_SubScenario:event_onemoretime_02_e_43,False,,1,surprise,,3,idle,,2,2,1.0,,,event_onemoretime_02_e_47,,,,,,,,,,
event_onemoretime_02_e_44,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_44,True,,1,surprise,,3,idle,,2,2,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_45,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_45,True,,1,surprise,,3,idle,,2,2,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_46,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_46,True,,1,surprise,,3,delight,,2,2,1.0,,clay,event_onemoretime_02_e_49,,,,,,,,,,
event_onemoretime_02_e_47,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_47,True,,1,surprise,,3,idle,,2,2,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_48,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_48,True,,1,surprise,,3,delight,,2,2,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_49,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_49,False,,1,surprise,,3,delight,,black,black,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_50,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_50,False,,1,surprise,,3,delight,,black,black,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_51,40044,event_onemoretime_02_e,Self,clay,Locale_SubScenario:event_onemoretime_02_e_51,False,,1,surprise,,3,idle,,2,2,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_52,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_52,True,,1,idle,,3,idle,,2,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_53,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_53,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_54,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_54,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_55,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_55,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_56,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_56,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_57,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_57,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_58,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_58,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_59,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_59,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,,,,,,,,,
event_onemoretime_02_e_60,40044,event_onemoretime_02_e,Self,bay,Locale_SubScenario:event_onemoretime_02_e_60,False,,1,idle,,3,idle,,10,30,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_61,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_61,True,,1,idle,,3,idle,,30,30,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_62,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_62,True,,1,idle,,3,delight,,30,30,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_63,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_63,True,,1,idle,,3,idle,,30,30,1.0,,clay,,,,,,,,,,,
event_onemoretime_02_e_64,40044,event_onemoretime_02_e,Self,clay,Locale_SubScenario:event_onemoretime_02_e_64,False,,1,idle,,3,idle,,30,30,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_65,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_65,False,,1,idle,,3,idle,,30,2,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_66,40044,event_onemoretime_02_e,Choice,clay,Locale_SubScenario:event_onemoretime_02_e_66,False,,1,idle,,3,idle,,2,2,1.0,,,event_onemoretime_02_e_68,,,,,,,,,,
event_onemoretime_02_e_67,40044,event_onemoretime_02_e,Choice,clay,Locale_SubScenario:event_onemoretime_02_e_67,False,,1,idle,,3,idle,,2,2,1.0,,,event_onemoretime_02_e_116,,,,,,,,,,
event_onemoretime_02_e_68,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_68,False,,1,idle,,3,idle,,black,black,1.0,none,,,,,,,,,,,,
event_onemoretime_02_e_69,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_69,False,,1,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,
event_onemoretime_02_e_70,40044,event_onemoretime_02_e,Monologue,clay,Locale_SubScenario:event_onemoretime_02_e_70,False,,1,idle,,3,idle,,black,black,1.0,,,,blanc,5,idle,noir,7,surprise,,,,
event_onemoretime_02_e_71,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_71,True,,1,idle,,3,idle,CoinRushIndoor,6,6,1.0,bgm_story_leisuretime,blanc,,,5,idle,,7,surprise,black,,,
event_onemoretime_02_e_72,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_72,True,,1,idle,,3,idle,,6,6,1.0,,noir,,,5,idle,,7,surprise,,,,
event_onemoretime_02_e_73,40044,event_onemoretime_02_e,Self,noir,Locale_SubScenario:event_onemoretime_02_e_73,False,,1,idle,,3,idle,,6,6,1.0,,,,,5,idle,,7,surprise,,,,
event_onemoretime_02_e_74,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_74,True,,1,idle,,3,idle,,2,2,1.0,,bay,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_75,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_75,True,,1,idle,,3,idle,,2,2,1.0,,clay,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_76,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_76,True,,1,idle,,3,idle,,6,6,1.0,,blanc,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_77,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_77,True,,1,idle,,3,idle,,6,6,1.0,,blanc,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_78,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_78,True,,1,idle,,3,idle,,6,6,1.0,,noir,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_79,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_79,True,,1,idle,,3,idle,,6,6,1.0,,noir,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_80,40044,event_onemoretime_02_e,Self,noir,Locale_SubScenario:event_onemoretime_02_e_80,False,,1,idle,,3,idle,,6,6,1.0,,,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_81,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_81,True,,1,idle,,3,idle,,6,6,1.0,,noir,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_82,40044,event_onemoretime_02_e,Self,noir,Locale_SubScenario:event_onemoretime_02_e_82,False,,1,idle,,3,idle,,6,6,1.0,,,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_83,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_83,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_84,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_84,True,,1,delight,,3,idle,,10,10,1.0,,bay,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_85,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_85,False,,1,delight,,3,idle,,L_70,L_70,1.0,,noir,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_86,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_86,True,,1,delight,,3,idle,,L_70,6,1.0,,noir,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_87,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_87,True,,1,idle,,3,idle,,6,6,1.0,,blanc,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_88,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_88,True,,1,idle,,3,idle,,6,6,1.0,,blanc,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_89,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_89,True,,1,idle,,3,idle,,6,6,1.0,,blanc,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_90,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_90,True,,1,idle,,3,idle,,6,6,1.0,,noir,,,5,delight,,7,surprise,,,,
event_onemoretime_02_e_91,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_91,True,,1,idle,,3,idle,,6,6,1.0,,noir,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_92,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_92,False,,1,surprise,,3,surprise,,1,10,0.5,,bay,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_93,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_93,False,,1,surprise,,3,surprise,,3,30,0.5,,clay,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_94,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_94,True,,1,surprise,,3,surprise,,10,10,1.0,,bay,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_95,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_95,True,,1,surprise,,3,surprise,,L_70,L_70,1.0,,noir,,,5,delight,,7,delight,,,,
event_onemoretime_02_e_96,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_96,True,,1,idle,,3,idle,,L_70,L_70,1.0,,noir,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_97,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_97,True,,1,idle,,3,delight,,30,30,1.0,,clay,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_98,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_98,True,,1,idle,,3,delight,,30,30,1.0,,clay,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_99,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_99,True,,1,idle,,3,delight,,6,6,1.0,,blanc,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_100,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_100,True,,1,idle,,3,idle,,6,6,1.0,,noir,,,5,delight,,7,idle,,,,
event_onemoretime_02_e_101,40044,event_onemoretime_02_e,Self,noir,Locale_SubScenario:event_onemoretime_02_e_101,False,,1,idle,,3,idle,,6,6,1.0,,,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_102,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_102,True,,1,idle,,3,idle,,6,6,1.0,,noir,,,5,idle,,7,surprise,,,,
event_onemoretime_02_e_103,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_103,True,,1,idle,,3,idle,,6,6,1.0,,noir,,,5,idle,,7,surprise,,,,
event_onemoretime_02_e_104,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_104,True,,1,idle,,3,idle,,6,6,1.0,,blanc,,,5,idle,,7,surprise,,,,
event_onemoretime_02_e_105,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_105,True,,1,worry,,3,idle,,10,10,1.0,,bay,,,5,idle,,7,surprise,,,,
event_onemoretime_02_e_106,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_106,True,,1,worry,,3,idle,,6,L_50,1.0,,blanc,,,5,think,,7,idle,,,,
event_onemoretime_02_e_107,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_107,True,,1,worry,,3,idle,,L_50,L_50,1.0,,blanc,,,5,think,,7,idle,,,,
event_onemoretime_02_e_108,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_108,True,,1,sad,,3,idle,,L_50,L_50,1.0,,bay,,,5,think,,7,idle,,,,
event_onemoretime_02_e_109,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_109,True,,1,sad,,3,idle,,L_50,L_50,1.0,,blanc,,,5,think,,7,idle,,,,
event_onemoretime_02_e_110,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_110,True,,1,sad,,3,idle,,L_50,L_50,1.0,,blanc,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_111,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_111,True,,1,idle,,3,idle,,10,10,1.0,,bay,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_112,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_112,True,,1,idle,,3,idle,,6,6,1.0,,blanc,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_113,40044,event_onemoretime_02_e,Speech,blanc,Locale_SubScenario:event_onemoretime_02_e_113,True,,1,idle,,3,idle,,6,6,1.0,,blanc,,,5,idle,,7,idle,,,,
event_onemoretime_02_e_114,40044,event_onemoretime_02_e,Speech,noir,Locale_SubScenario:event_onemoretime_02_e_114,True,,1,idle,,3,idle,,6,6,1.0,,noir,,,5,idle,,7,surprise,,,,
event_onemoretime_02_e_115,40044,event_onemoretime_02_e,Speech,bay,Locale_SubScenario:event_onemoretime_02_e_115,True,,1,surprise,,3,idle,,10,10,1.0,,bay,event_onemoretime_02_e_158,,5,idle,,7,surprise,,blanc,noir,
event_onemoretime_02_e_116,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_116,True,,1,idle,,3,idle,Classroom,6,6,1.0,none,tia,,tia,7,surprise,naga,5,idle,black,,,
event_onemoretime_02_e_117,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_117,True,,1,idle,,3,idle,,6,6,1.0,bgm_story_backtonormal,tia,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_118,40044,event_onemoretime_02_e,Speech,naga,Locale_SubScenario:event_onemoretime_02_e_118,True,,1,idle,,3,idle,,6,6,1.0,,naga,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_119,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_119,True,,1,idle,,3,idle,,6,6,1.0,,tia,,,7,delight,,5,idle,,,,
event_onemoretime_02_e_120,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_120,True,,1,idle,,3,idle,,6,6,1.0,,tia,,,7,delight,,5,idle,,,,
event_onemoretime_02_e_121,40044,event_onemoretime_02_e,Speech,naga,Locale_SubScenario:event_onemoretime_02_e_121,True,,1,idle,,3,idle,,6,6,1.0,,naga,,,7,delight,,5,delight,,,,
event_onemoretime_02_e_122,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_122,True,,1,idle,,3,idle,,6,70,1.0,,tia,,,7,sad,,5,delight,,,,
event_onemoretime_02_e_123,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_123,True,,1,idle,,3,idle,,70,70,1.0,,tia,,,7,sad,,5,delight,,,,
event_onemoretime_02_e_124,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_124,True,,1,idle,,3,idle,,70,70,1.0,,tia,,,7,sad,,5,delight,,,,
event_onemoretime_02_e_125,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_125,True,,1,idle,,3,delight,,30,30,1.0,,clay,,,7,sad,,5,delight,,,,
event_onemoretime_02_e_126,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_126,True,,1,idle,,3,idle,,30,30,1.0,,clay,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_127,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_127,True,,1,idle,,3,idle,,70,70,1.0,,tia,,,7,surprise,,5,idle,,,,
event_onemoretime_02_e_128,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_128,True,,1,idle,,3,idle,,70,70,1.0,,tia,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_129,40044,event_onemoretime_02_e,Monologue,tia,Locale_SubScenario:event_onemoretime_02_e_129,False,,1,idle,,3,idle,,black,black,1.0,,,,,7,idle,,5,idle,,,,
event_onemoretime_02_e_130,40044,event_onemoretime_02_e,Speech,tia,Locale_SubScenario:event_onemoretime_02_e_130,True,,1,idle,,3,idle,,70,70,1.0,,tia,,,7,delight,,5,idle,,,,
event_onemoretime_02_e_131,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_131,True,,1,idle,,3,idle,,30,30,1.0,,clay,,,7,delight,,5,idle,,,,
event_onemoretime_02_e_132,40044,event_onemoretime_02_e,Speech,clay,Locale_SubScenario:event_onemoretime_02_e_132,True,,1,idle,,3,special,,30,30,1.0,,clay,,,7,idle,,5,idle,,,,
