id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
event_ce02_2_03_e_17,40027,event_ce02_2_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_e_17,True,,8,8,1.0,,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_18,40027,event_ce02_2_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_e_18,True,,8,8,1.0,,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_19,40027,event_ce02_2_03_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_e_19,True,,8,8,1.0,,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_20,40027,event_ce02_2_03_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_e_20,True,,8,8,1.0,,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_21,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_21,True,,16,16,1.0,,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_22,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_22,True,,16,16,1.0,,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_23,40027,event_ce02_2_03_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_03_e_23,True,,16,16,1.0,,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight
event_ce02_2_03_e_24,40027,event_ce02_2_03_e,Speech,neon,neon,Locale_SubScenario:event_ce02_2_03_e_24,True,,9,S_90,0.7,,,9,worry,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight
event_ce02_2_03_e_25,40027,event_ce02_2_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_03_e_25,False,,5,50,0.7,,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_26,40027,event_ce02_2_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_03_e_26,True,,7,70,0.7,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_27,40027,event_ce02_2_03_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_03_e_27,True,,16,16,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_28,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_28,True,,16,16,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_29,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_29,True,,13,130,0.8,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_30,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_30,True,,130,130,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_31,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_31,True,,130,130,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_32,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_32,True,,130,130,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_33,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_33,True,,130,1300,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_34,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_34,True,,1300,1300,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_35,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_35,True,,1300,1300,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_36,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_36,True,,15,150,0.7,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_37,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_37,True,,150,150,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_38,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_38,True,,150,14,0.7,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_39,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_39,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_40,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_40,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_41,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_41,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_42,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_42,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_43,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_43,True,,14,13,0.7,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_44,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_44,True,,13,13,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_45,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_45,True,,13,13,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_46,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_46,True,,13,130,0.7,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_47,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_47,True,,130,130,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_48,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_48,True,,130,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_49,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_49,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_50,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_50,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_51,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_51,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_52,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_52,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_53,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_53,True,,14,15,0.7,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_54,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_54,True,,15,150,0.7,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_55,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_55,True,,150,150,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_56,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_56,True,,150,150,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_57,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_57,False,,13,130,0.3,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_58,40027,event_ce02_2_03_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_03_e_58,True,,3,30,0.5,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_59,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_59,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_60,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_60,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_61,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_61,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_62,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_62,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_63,40027,event_ce02_2_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_03_e_63,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_64,40027,event_ce02_2_03_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_03_e_64,True,,14,14,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_65,40027,event_ce02_2_03_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_03_e_65,False,,14,2,0.7,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_66,40027,event_ce02_2_03_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_03_e_66,True,,2,2,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_67,40027,event_ce02_2_03_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_03_e_67,True,,2,2,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_68,40027,event_ce02_2_03_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_03_e_68,True,,2,2,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_69,40027,event_ce02_2_03_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_03_e_69,True,,2,2,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
event_ce02_2_03_e_70,40027,event_ce02_2_03_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_03_e_70,False,,2,2,1.0,,,9,idle,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle
