id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,jump_target,characters/3/hide_char_id
event_bluewaterisland2_intermission_01_11,40021,event_bluewaterisland2_intermission_01,Choice,,Locale_SubScenario:event_bluewaterisland2_intermission_01_11,False,,XS_80,XS_80,1.0,,,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,event_bluewaterisland2_intermission_01_14,
event_bluewaterisland2_intermission_01_12,40021,event_bluewaterisland2_intermission_01,Choice,,Locale_SubScenario:event_bluewaterisland2_intermission_01_12,False,,XS_80,XS_80,1.0,,,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,event_bluewaterisland2_intermission_01_16,
event_bluewaterisland2_intermission_01_13,40021,event_bluewaterisland2_intermission_01,Choice,,Locale_SubScenario:event_bluewaterisland2_intermission_01_13,False,,XS_80,XS_80,1.0,,,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,event_bluewaterisland2_intermission_01_18,
event_bluewaterisland2_intermission_01_14,40021,event_bluewaterisland2_intermission_01,Speech,frima_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_14,True,,XS_80,40,1.0,,frima_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,delight,,,
event_bluewaterisland2_intermission_01_15,40021,event_bluewaterisland2_intermission_01,Speech,frima_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_15,True,,40,40,1.0,,frima_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,delight,,event_bluewaterisland2_intermission_01_22,
event_bluewaterisland2_intermission_01_16,40021,event_bluewaterisland2_intermission_01,Speech,yan_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_16,True,,XS_80,S_60,1.0,,yan_s,,8,idle,,6,delight,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_17,40021,event_bluewaterisland2_intermission_01,Speech,yan_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_17,True,,S_60,S_60,1.0,,yan_s,,8,idle,,6,delight,,2,idle,,12,think,,15,idle,,4,idle,,event_bluewaterisland2_intermission_01_22,
event_bluewaterisland2_intermission_01_18,40021,event_bluewaterisland2_intermission_01,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_18,True,,XS_80,XS_80,1.0,,pepper_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_19,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_19,False,,XS_80,XS_80,1.0,,,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_20,40021,event_bluewaterisland2_intermission_01,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_20,True,,XS_80,XS_80,1.0,,pepper_s,,8,delight,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_21,40021,event_bluewaterisland2_intermission_01,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_21,True,,XS_80,XS_80,1.0,,pepper_s,,8,delight,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_22,40021,event_bluewaterisland2_intermission_01,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_22,True,,XS_20,XS_20,1.0,,liter_s,,8,idle,,6,idle,,2,no,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_23,40021,event_bluewaterisland2_intermission_01,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_23,True,,XS_20,XS_20,1.0,,liter_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_24,40021,event_bluewaterisland2_intermission_01,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_24,True,,XS_20,XS_20,1.0,,liter_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_25,40021,event_bluewaterisland2_intermission_01,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_25,True,,XS_20,XS_20,1.0,,liter_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_26,40021,event_bluewaterisland2_intermission_01,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_26,True,,XS_20,XS_20,1.0,,liter_s,,8,idle,,6,idle,,2,no,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_27,40021,event_bluewaterisland2_intermission_01,Speech,yan_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_27,True,,7,7,1.0,,yan_s,,8,idle,,6,idle,,2,no,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_28,40021,event_bluewaterisland2_intermission_01,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_28,True,,7,7,1.0,,pepper_s,,8,good,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_29,40021,event_bluewaterisland2_intermission_01,Speech,frima_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_29,True,,7,5,1.0,,frima_s,,8,good,,6,idle,,2,idle,,12,think,,15,idle,,4,sleep_02,,,
event_bluewaterisland2_intermission_01_30,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_30,False,,5,12,2.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,sleep_02,,,
event_bluewaterisland2_intermission_01_31,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_31,False,,12,12,1.0,,,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,sleep_02,,,
event_bluewaterisland2_intermission_01_32,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_32,False,,12,12,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_33,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_33,True,,12,12,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_34,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_34,False,,12,12,1.0,,,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_35,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_35,False,,12,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_36,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_36,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_37,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_37,False,,120,120,1.0,,,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_38,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_38,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_39,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_39,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_40,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_40,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_41,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_41,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_42,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_42,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_43,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_43,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_44,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_44,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_45,40021,event_bluewaterisland2_intermission_01,Choice,,Locale_SubScenario:event_bluewaterisland2_intermission_01_45,False,,120,120,1.0,,,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,event_bluewaterisland2_intermission_01_47,
event_bluewaterisland2_intermission_01_46,40021,event_bluewaterisland2_intermission_01,Choice,,Locale_SubScenario:event_bluewaterisland2_intermission_01_46,False,,120,120,1.0,,,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,event_bluewaterisland2_intermission_01_49,
event_bluewaterisland2_intermission_01_47,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_47,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_48,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_48,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,event_bluewaterisland2_intermission_01_51,
event_bluewaterisland2_intermission_01_49,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_49,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_50,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_50,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_51,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_51,False,,120,120,1.0,,,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_52,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_52,True,,120,12,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_53,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_53,True,,12,12,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_54,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_54,False,,12,12,1.0,none,,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_55,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_55,True,,12,12,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_56,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_56,False,,12,12,1.0,,,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_57,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_57,False,,12,12,1.0,,,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_58,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_58,False,,12,12,1.0,,,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_59,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_59,True,,12,12,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_60,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_60,True,,12,12,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_61,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_61,True,,12,12,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_62,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_62,True,,12,12,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_63,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_63,True,,12,120,1.0,bgm_story_shapeofhope,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_64,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_64,False,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_65,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_65,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,shy,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_66,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_66,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,shy,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_67,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_67,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_68,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_68,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_69,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_69,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,think,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_70,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_70,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_71,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_71,True,,120,120,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_72,40021,event_bluewaterisland2_intermission_01,Speech,mary_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_72,True,,120,12,1.0,,mary_s,,8,idle,,6,idle,,2,idle,,12,idle,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_73,40021,event_bluewaterisland2_intermission_01,Monologue,Monologue,Locale_SubScenario:event_bluewaterisland2_intermission_01_73,False,,12,12,1.0,,,,8,idle,,6,idle,,2,idle,,2,idle,,15,idle,,4,idle,,,mary_s
event_bluewaterisland2_intermission_01_74,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_74,True,,12,15,2.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,no,,4,idle,,,
event_bluewaterisland2_intermission_01_75,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_75,True,,15,15,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,no,,4,idle,,,
event_bluewaterisland2_intermission_01_76,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_76,True,,15,XS_150,0.7,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,,
event_bluewaterisland2_intermission_01_77,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_77,False,,XS_150,XS_150,1.0,,,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,,
event_bluewaterisland2_intermission_01_78,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_78,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,surprise,,4,idle,,,
event_bluewaterisland2_intermission_01_79,40021,event_bluewaterisland2_intermission_01,Choice,,Locale_SubScenario:event_bluewaterisland2_intermission_01_79,False,,XS_150,XS_150,1.0,,,,8,idle,,6,idle,,2,idle,,,,,15,surprise,,4,idle,,event_bluewaterisland2_intermission_01_81,
event_bluewaterisland2_intermission_01_80,40021,event_bluewaterisland2_intermission_01,Choice,,Locale_SubScenario:event_bluewaterisland2_intermission_01_80,False,,XS_150,XS_150,1.0,,,,8,idle,,6,idle,,2,idle,,,,,15,surprise,,4,idle,,event_bluewaterisland2_intermission_01_84,
event_bluewaterisland2_intermission_01_81,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_81,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_82,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_82,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_83,40021,event_bluewaterisland2_intermission_01,Self,Self,Locale_SubScenario:event_bluewaterisland2_intermission_01_83,False,,XS_150,XS_150,1.0,,,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,event_bluewaterisland2_intermission_01_85,
event_bluewaterisland2_intermission_01_84,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_84,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_85,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_85,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_86,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_86,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_87,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_87,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_88,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_88,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_89,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_89,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,,
event_bluewaterisland2_intermission_01_90,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_90,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,,
event_bluewaterisland2_intermission_01_91,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_91,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,,
event_bluewaterisland2_intermission_01_92,40021,event_bluewaterisland2_intermission_01,Choice,,Locale_SubScenario:event_bluewaterisland2_intermission_01_92,False,,XS_150,XS_150,1.0,,,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,event_bluewaterisland2_intermission_01_95,
event_bluewaterisland2_intermission_01_93,40021,event_bluewaterisland2_intermission_01,Choice,,Locale_SubScenario:event_bluewaterisland2_intermission_01_93,False,,XS_150,XS_150,1.0,,,,8,idle,,6,idle,,2,idle,,,,,15,angry,,4,idle,,event_bluewaterisland2_intermission_01_94,
event_bluewaterisland2_intermission_01_94,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_94,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_95,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_95,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_96,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_96,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_97,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_97,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
event_bluewaterisland2_intermission_01_98,40021,event_bluewaterisland2_intermission_01,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_intermission_01_98,True,,XS_150,XS_150,1.0,,neon_s,,8,idle,,6,idle,,2,idle,,,,,15,idle,,4,idle,,,
