id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,play_sound
event_outofuniform_04_11,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_11,True,,14,idle,,2,delight,,12,idle,,1,1,1.0,,,4,idle,,
event_outofuniform_04_12,130006,event_outofuniform_04,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_04_12,True,,14,idle,,2,delight,,12,idle,,1,3,1.0,,,4,delight,,
event_outofuniform_04_13,130006,event_outofuniform_04,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_04_13,True,,14,idle,,2,delight,,12,idle,,3,3,1.0,,,4,delight,,
event_outofuniform_04_14,130006,event_outofuniform_04,Self,diesel_d,,Locale_SubScenario:event_outofuniform_04_14,False,,14,idle,,2,delight,,12,idle,,3,3,1.0,,,4,delight,,
event_outofuniform_04_15,130006,event_outofuniform_04,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_04_15,True,,14,idle,,2,delight,,12,idle,,3,3,1.0,,,4,idle,,
event_outofuniform_04_16,130006,event_outofuniform_04,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_04_16,True,,14,idle,,2,delight,,12,idle,,3,3,1.0,,,4,idle,,
event_outofuniform_04_17,130006,event_outofuniform_04,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_04_17,True,,14,idle,,2,delight,,12,idle,,3,3,1.0,,,4,idle,,
event_outofuniform_04_18,130006,event_outofuniform_04,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_04_18,True,,14,idle,,2,delight,,12,idle,,3,3,1.0,,,4,idle,,
event_outofuniform_04_19,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_19,True,,14,idle,,2,delight,,12,idle,,3,3,1.0,,,4,idle,,
event_outofuniform_04_20,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_20,True,,14,idle,,2,delight,,12,idle,,3,3,1.0,,,4,idle,,
event_outofuniform_04_21,130006,event_outofuniform_04,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_04_21,True,,14,idle,,2,delight,,12,idle,,3,3,1.0,,,4,delight,,
event_outofuniform_04_22,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_22,True,,14,idle,,2,surprise,,12,idle,,3,3,1.0,,,4,delight,,
event_outofuniform_04_23,130006,event_outofuniform_04,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_04_23,True,,14,idle,,2,surprise,,12,idle,,3,3,1.0,,,4,idle,,
event_outofuniform_04_24,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_24,True,,14,idle,,2,shy,,12,idle,,3,3,1.0,,,4,idle,,
event_outofuniform_04_25,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_25,False,,14,idle,,2,shy,,12,pain,,3,13,2.0,,,4,idle,,
event_outofuniform_04_26,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_26,True,,14,surprise,,2,delight,,12,pain,,13,13,1.0,,,4,idle,,
event_outofuniform_04_27,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_27,True,,14,surprise,,2,delight,,12,surprise,,13,13,1.0,,,4,idle,,
event_outofuniform_04_28,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_28,True,,14,surprise,,2,delight,,12,shy,,13,13,1.0,,,4,idle,,
event_outofuniform_04_29,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_29,True,,14,surprise,,2,delight,,12,shy,,13,1,1.0,,,4,idle,,
event_outofuniform_04_30,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_30,True,,14,idle,,2,surprise,,12,shy,,1,1,1.0,,,4,idle,,
event_outofuniform_04_31,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_31,True,,14,idle,,2,delight,,12,shy,,1,1,1.0,,,4,idle,,
event_outofuniform_04_32,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_32,True,,14,idle,,2,shy,,12,shy,,1,1,1.0,,,4,idle,,
event_outofuniform_04_33,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_33,True,,14,idle,,2,surprise,,12,pain,,L_140,L_140,1.0,,,4,idle,,
event_outofuniform_04_34,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_34,True,,14,idle,,2,surprise,,12,pain,,L_140,L_140,1.0,,,4,idle,,
event_outofuniform_04_35,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_35,True,,14,idle,,2,surprise,,12,pain,,L_140,L_140,1.0,,,4,idle,,
event_outofuniform_04_36,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_36,True,,14,idle,,2,delight,,12,pain,,1,1,1.0,,,4,idle,,
event_outofuniform_04_37,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_37,True,,14,idle,,2,delight,,12,pain,,1,1,1.0,,,4,idle,,
event_outofuniform_04_38,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_38,True,,14,idle,,2,delight,,12,idle,,1,120,1.0,,,4,idle,,
event_outofuniform_04_39,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_39,True,,14,idle,,2,delight,,12,good,,120,120,1.0,,,4,idle,,
event_outofuniform_04_40,130006,event_outofuniform_04,Self,zwei_k,,Locale_SubScenario:event_outofuniform_04_40,False,,14,idle,,2,delight,,12,good,,120,120,1.0,,,4,idle,,
event_outofuniform_04_41,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_41,True,,14,idle,,2,delight,,12,good,,120,120,1.0,,,4,idle,,
event_outofuniform_04_42,130006,event_outofuniform_04,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_04_42,True,,14,idle,,2,delight,,12,good,,40,40,1.0,none,,4,idle,,
event_outofuniform_04_43,130006,event_outofuniform_04,Speech,diesel_d,diesel_d,Locale_SubScenario:event_outofuniform_04_43,True,,14,idle,,2,delight,,12,idle,,40,400,1.0,bgm_story_luckybreak,,4,delight,,
event_outofuniform_04_44,130006,event_outofuniform_04,Monologue,diesel_d,,Locale_SubScenario:event_outofuniform_04_44,False,,6,surprise,,16,delight,,1,idle,AZXIn,black,black,1.0,,,4,delight,diesel_d,
event_outofuniform_04_45,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_45,True,,6,surprise,,16,idle,,1,idle,,160,160,1.0,,,,,,
event_outofuniform_04_46,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_46,True,,6,surprise,,16,idle,,1,idle,,160,160,1.0,,,,,,
event_outofuniform_04_47,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_47,True,,6,surprise,,16,idle,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_48,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_48,True,,6,idle,,16,idle,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_49,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_49,True,,6,idle,,16,idle,,1,idle,,10,10,1.0,,,,,,
event_outofuniform_04_50,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_50,True,,6,idle,,16,idle,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_51,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_51,True,,6,idle,,16,idle,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_52,130006,event_outofuniform_04,Self,naga_k,,Locale_SubScenario:event_outofuniform_04_52,False,,6,idle,,16,idle,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_53,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_53,True,,6,idle,,16,idle,,1,idle,,16,160,1.0,,,,,,
event_outofuniform_04_54,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_54,True,,6,idle,,16,no,,1,idle,,160,160,1.0,,,,,,
event_outofuniform_04_55,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_55,True,,6,idle,,16,delight,,1,idle,,160,1600,1.0,,,,,,
event_outofuniform_04_56,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_56,True,,6,idle,,16,no,,1,idle,,1600,1600,1.0,,,,,,
event_outofuniform_04_57,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_57,True,,6,idle,,16,idle,,1,idle,,1600,1600,1.0,,,,,,
event_outofuniform_04_58,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_58,True,,6,idle,,16,delight,,1,idle,,1600,1600,1.0,,,,,,
event_outofuniform_04_59,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_59,True,,6,idle,,16,surprise,,1,idle,,1600,160,1.0,,,,,,
event_outofuniform_04_60,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_60,True,,6,idle,,16,surprise,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_61,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_61,True,,6,idle,,16,surprise,,1,idle,,160,160,1.0,,,,,,
event_outofuniform_04_62,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_62,True,,6,idle,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_63,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_63,True,,6,idle,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_64,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_64,True,,6,surprise,,16,delight,,1,idle,,L_60,L_600,1.0,,,,,,
event_outofuniform_04_65,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_65,True,,6,surprise,,16,delight,,1,idle,,L_600,L_600,1.0,,,,,,
event_outofuniform_04_66,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_66,True,,6,delight,,16,delight,,1,idle,,L_600,L_60,1.0,,,,,,
event_outofuniform_04_67,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_67,True,,6,delight,,16,surprise,,1,idle,,1600,1600,1.0,,,,,,
event_outofuniform_04_68,130006,event_outofuniform_04,Narration,ein_k,,Locale_SubScenario:event_outofuniform_04_68,False,,6,idle,,16,surprise,,1,idle,,190,1900,1.0,,,,,,sfx_scn_boxopen
event_outofuniform_04_69,130006,event_outofuniform_04,Self,ein_k,,Locale_SubScenario:event_outofuniform_04_69,False,,6,idle,,16,surprise,,1,idle,,1900,1900,1.0,,,,,,
event_outofuniform_04_70,130006,event_outofuniform_04,Narration,ein_k,,Locale_SubScenario:event_outofuniform_04_70,False,,6,idle,,16,delight,,1,idle,,1900,190,1.0,,,,,,sfx_scn_boxopen
event_outofuniform_04_71,130006,event_outofuniform_04,Self,ein_k,,Locale_SubScenario:event_outofuniform_04_71,False,,6,idle,,16,delight,,1,idle,,190,190,1.0,,,,,,
event_outofuniform_04_72,130006,event_outofuniform_04,Self,ein_k,,Locale_SubScenario:event_outofuniform_04_72,False,,6,idle,,16,delight,,1,idle,,190,190,1.0,,,,,,
event_outofuniform_04_73,130006,event_outofuniform_04,Monologue,ein_k,,Locale_SubScenario:event_outofuniform_04_73,False,,6,idle,,16,delight,,1,idle,,190,190,1.0,,,,,,
event_outofuniform_04_74,130006,event_outofuniform_04,Monologue,ein_k,,Locale_SubScenario:event_outofuniform_04_74,False,,6,idle,,16,delight,,1,idle,,190,190,1.0,,,,,,
event_outofuniform_04_75,130006,event_outofuniform_04,Narration,ein_k,,Locale_SubScenario:event_outofuniform_04_75,False,,6,idle,,16,delight,,1,idle,,190,190,1.0,,,,,,sfx_scn_paperwiggle
event_outofuniform_04_76,130006,event_outofuniform_04,Self,ein_k,,Locale_SubScenario:event_outofuniform_04_76,False,,6,idle,,16,delight,,1,idle,,190,190,1.0,,,,,,
event_outofuniform_04_77,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_77,True,,6,idle,,16,delight,,1,idle,,160,160,1.0,,,,,,
event_outofuniform_04_78,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_78,True,,6,idle,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_79,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_79,False,,6,idle,,16,delight,,1,pain,,10,10,1.0,,,,,,
event_outofuniform_04_80,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_80,True,,6,idle,,16,delight,,1,idle,,10,10,1.0,,,,,,
event_outofuniform_04_81,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_81,True,,6,idle,,16,delight,,1,idle,,10,10,1.0,,,,,,
event_outofuniform_04_82,130006,event_outofuniform_04,Self,zwei_k,,Locale_SubScenario:event_outofuniform_04_82,False,,6,idle,,16,delight,,1,idle,,10,10,1.0,,,,,,
event_outofuniform_04_83,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_83,True,,6,idle,,16,delight,,1,good,,10,10,1.0,,,,,,
event_outofuniform_04_84,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_84,False,,6,idle,,16,delight,,1,idle,,10,100,1.0,,,,,,
event_outofuniform_04_85,130006,event_outofuniform_04,Monologue,zwei_k,,Locale_SubScenario:event_outofuniform_04_85,False,,6,idle,,16,delight,,1,idle,,100,100,1.0,,,,,,
event_outofuniform_04_86,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_86,False,,6,void,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_87,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_87,True,,6,idle,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_88,130006,event_outofuniform_04,Self,naga_k,,Locale_SubScenario:event_outofuniform_04_88,False,,6,idle,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_89,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_89,True,,6,idle,,16,delight,,1,idle,,L_60,L_600,1.0,,,,,,
event_outofuniform_04_90,130006,event_outofuniform_04,Monologue,naga_k,,Locale_SubScenario:event_outofuniform_04_90,False,,6,idle,,16,delight,,1,idle,,L_600,L_600,1.0,,,,,,
event_outofuniform_04_91,130006,event_outofuniform_04,Monologue,naga_k,,Locale_SubScenario:event_outofuniform_04_91,False,,6,idle,,16,delight,,1,idle,,L_600,L_600,1.0,,,,,,
event_outofuniform_04_92,130006,event_outofuniform_04,Self,naga_k,,Locale_SubScenario:event_outofuniform_04_92,False,,6,idle,,16,delight,,1,idle,,L_600,L_600,1.0,,,,,,
event_outofuniform_04_93,130006,event_outofuniform_04,Self,naga_k,,Locale_SubScenario:event_outofuniform_04_93,False,,6,idle,,16,delight,,1,idle,,L_600,L_600,1.0,,,,,,
event_outofuniform_04_94,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_94,True,,6,idle,,16,delight,,1,idle,,L_600,L_60,1.0,,,,,,
event_outofuniform_04_95,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_95,True,,6,idle,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_96,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_96,True,,6,idle,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_97,130006,event_outofuniform_04,Self,naga_k,,Locale_SubScenario:event_outofuniform_04_97,False,,6,idle,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_98,130006,event_outofuniform_04,Self,naga_k,,Locale_SubScenario:event_outofuniform_04_98,False,,6,idle,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_99,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_99,True,,6,idle,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_100,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_100,True,,6,delight,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_101,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_101,True,,6,delight,,16,delight,,1,idle,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_102,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_102,True,,6,delight,,16,delight,,1,idle,,160,160,1.0,,,,,,
event_outofuniform_04_103,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_103,True,,6,delight,,16,delight,,1,idle,,160,160,1.0,,,,,,
event_outofuniform_04_104,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_104,True,,6,delight,,16,delight,,1,idle,,10,10,1.0,,,,,,
event_outofuniform_04_105,130006,event_outofuniform_04,Self,zwei_k,,Locale_SubScenario:event_outofuniform_04_105,False,,6,idle,,16,delight,,1,idle,,10,10,1.0,,,,,,
event_outofuniform_04_106,130006,event_outofuniform_04,Monologue,zwei_k,,Locale_SubScenario:event_outofuniform_04_106,False,,6,idle,,16,delight,,1,idle,,10,130,2.0,,,,,,
event_outofuniform_04_107,130006,event_outofuniform_04,Monologue,zwei_k,,Locale_SubScenario:event_outofuniform_04_107,False,,6,idle,,16,delight,,1,idle,,130,130,1.0,,,,,,
event_outofuniform_04_108,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_108,True,,6,idle,,16,idle,,1,idle,,160,160,1.0,,,,,,
event_outofuniform_04_109,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_109,True,,6,idle,,16,no,,1,idle,,160,1600,1.0,,,,,,
event_outofuniform_04_110,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_110,True,,6,idle,,16,no,,1,idle,,1600,1600,1.0,,,,,,
event_outofuniform_04_111,130006,event_outofuniform_04,Monologue,ein_k,,Locale_SubScenario:event_outofuniform_04_111,False,,6,idle,,16,no,,1,idle,,1600,1600,1.0,,,,,,
event_outofuniform_04_112,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_112,False,,6,idle,,16,idle,,1,idle,,1600,160,1.0,,,,,,
event_outofuniform_04_113,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_113,True,,6,idle,,16,idle,,1,idle,,160,160,1.0,,,,,,
event_outofuniform_04_114,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_114,True,,6,idle,,16,idle,,1,idle,,10,10,1.0,,,,,,
event_outofuniform_04_115,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_115,True,,6,idle,,16,idle,,1,idle,,10,10,1.0,,,,,,
event_outofuniform_04_116,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_116,True,,6,idle,,16,idle,,1,idle,,160,160,1.0,,,,,,
event_outofuniform_04_117,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_117,True,,6,idle,,16,idle,,1,angry,,10,10,1.0,,,,,,
event_outofuniform_04_118,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_118,True,,6,idle,,16,idle,,1,angry,,10,10,1.0,,,,,,
event_outofuniform_04_119,130006,event_outofuniform_04,Monologue,zwei_k,,Locale_SubScenario:event_outofuniform_04_119,False,,6,idle,,16,idle,,1,angry,,10,10,1.0,,,,,,
event_outofuniform_04_120,130006,event_outofuniform_04,Monologue,zwei_k,,Locale_SubScenario:event_outofuniform_04_120,False,,6,idle,,16,idle,,1,angry,,10,100,1.0,,,,,,
event_outofuniform_04_121,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_121,True,,6,idle,,16,idle,,1,angry,,160,160,1.0,,,,,,
event_outofuniform_04_122,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_122,False,,6,idle,,16,idle,,1,angry,,100,100,1.0,,,,,,
event_outofuniform_04_123,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_123,True,,6,idle,,16,idle,,1,angry,,160,160,1.0,,,,,,
event_outofuniform_04_124,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_124,True,,6,idle,,16,no,,14,angry,,160,1600,1.0,,,,,,
event_outofuniform_04_125,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_125,False,,6,idle,,16,idle,,14,angry,,1600,1600,1.0,,,,,,
event_outofuniform_04_126,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_126,True,,6,idle,,16,idle,,14,angry,,1600,160,1.0,,,,,,
event_outofuniform_04_127,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_127,True,,6,idle,,16,idle,,14,angry,,160,15,1.3,,,,,,
event_outofuniform_04_128,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_128,True,,6,idle,,16,idle,,14,idle,,15,15,1.0,,,,,,
event_outofuniform_04_129,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_129,True,,6,idle,,16,idle,,14,idle,,15,15,1.0,,,,,,
event_outofuniform_04_130,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_130,True,,6,idle,,16,idle,,14,idle,,15,15,1.0,,,,,,
event_outofuniform_04_131,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_131,True,,6,idle,,16,delight,,14,idle,,15,15,1.0,,,,,,
event_outofuniform_04_132,130006,event_outofuniform_04,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_04_132,True,,6,idle,,16,delight,,14,good,,15,15,1.0,,,,,,
event_outofuniform_04_133,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_133,True,,6,idle,,16,surprise,,14,good,,15,15,1.0,,,,,,
event_outofuniform_04_134,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_134,True,,6,delight,,16,surprise,,14,good,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_135,130006,event_outofuniform_04,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_04_135,True,,6,delight,,16,surprise,,14,good,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_136,130006,event_outofuniform_04,Self,naga_k,,Locale_SubScenario:event_outofuniform_04_136,False,,6,delight,,16,surprise,,14,good,,L_60,L_60,1.0,,,,,,
event_outofuniform_04_137,130006,event_outofuniform_04,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_04_137,True,,6,delight,,16,shy,,14,good,,15,15,1.0,,,,,,
