id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,is_exit_scenario,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,fade
snowfall_episode_noirblanc_08_11,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_11,True,,1,idle,,13,delight,,12,12,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_12,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_12,True,,1,idle,,13,delight,,12,12,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_13,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_13,True,,1,idle,,13,delight,,12,12,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_14,80903,snowfall_episode_noirblanc_08,Self,Locale_SubScenario:snowfall_episode_noirblanc_08_14,False,,1,idle,,13,delight,,12,12,1.0,,,,,,,,
snowfall_episode_noirblanc_08_15,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_15,True,,1,idle,,13,delight,,12,L_10,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_16,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_16,True,,1,idle,,13,delight,,L_10,L_10,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_17,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_17,True,,1,idle,,13,delight,,L_10,L_10,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_18,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_18,True,,1,idle,,13,idle,,L_10,L_130,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_19,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_19,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_20,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_20,True,,1,idle,,13,idle,,L_130,L_130,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_21,80903,snowfall_episode_noirblanc_08,Self,Locale_SubScenario:snowfall_episode_noirblanc_08_21,False,,1,idle,,13,idle,,L_130,L_130,1.0,,,,,,,,
snowfall_episode_noirblanc_08_22,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_22,True,,1,delight,,13,idle,,L_130,12,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_23,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_23,True,,1,delight,,13,idle,,12,12,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_24,80903,snowfall_episode_noirblanc_08,Self,Locale_SubScenario:snowfall_episode_noirblanc_08_24,False,,1,delight,,13,idle,,12,12,1.0,,,,,,,,
snowfall_episode_noirblanc_08_25,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_25,False,,1,delight,,13,idle,,12,120,1.0,,,,,,noir_c,blanc_c,
snowfall_episode_noirblanc_08_26,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_26,False,,,,,,,,120,120,1.0,,,,,,,,
snowfall_episode_noirblanc_08_27,80903,snowfall_episode_noirblanc_08,Self,Locale_SubScenario:snowfall_episode_noirblanc_08_27,False,,,,,,,,120,120,1.0,,,,,,,,
snowfall_episode_noirblanc_08_28,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_28,True,,,,,,,,120,120,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_29,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_29,True,,,,,,,,120,120,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_30,80903,snowfall_episode_noirblanc_08,Narration,Locale_SubScenario:snowfall_episode_noirblanc_08_30,False,,,,,,,,120,120,1.0,,,,,,,,
snowfall_episode_noirblanc_08_31,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_31,False,,,,,,,none,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_08_32,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_32,False,,,,,,,,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_08_33,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_33,True,,,,,,,EventScene_snowfalloasis_01_1,snowfalloasis_01_1_blanc,snowfalloasis_01_1_blanc,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_34,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_34,True,,,,,,,,snowfalloasis_01_1_blanc,snowfalloasis_01_1_blanc,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_35,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_35,True,,,,,,,,snowfalloasis_01_1_blanc,snowfalloasis_01_1_noir,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_36,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_36,True,,,,,,,,snowfalloasis_01_1_noir,snowfalloasis_01_1_noir,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_37,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_37,True,,,,,,,,snowfalloasis_01_1_noir,snowfalloasis_01_1_noirblanc,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_38,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_38,True,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_39,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_39,True,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_40,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_40,True,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_41,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_41,True,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_42,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_42,True,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_43,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_43,True,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_44,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_44,True,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_45,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_45,True,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_46,80903,snowfall_episode_noirblanc_08,Self,Locale_SubScenario:snowfall_episode_noirblanc_08_46,False,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,,,,,
snowfall_episode_noirblanc_08_47,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_47,True,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_blanc,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_48,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_48,True,,,,,,,,snowfalloasis_01_1_blanc,snowfalloasis_01_1_blanc,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_49,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_49,True,,,,,,,,snowfalloasis_01_1_blanc,snowfalloasis_01_1_noir,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_50,80903,snowfall_episode_noirblanc_08,Self,Locale_SubScenario:snowfall_episode_noirblanc_08_50,False,,,,,,,,snowfalloasis_01_1_noir,snowfalloasis_01_1_noir,1.0,,,,,,,,
snowfall_episode_noirblanc_08_51,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_51,True,,,,,,,,snowfalloasis_01_1_noir,snowfalloasis_01_1_full,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_52,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_52,True,,,,,,,,snowfalloasis_01_1_full,snowfalloasis_01_1_full,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_53,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_53,True,,,,,,,,snowfalloasis_01_1_full,snowfalloasis_01_1_full,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_54,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_54,True,,,,,,,,snowfalloasis_01_1_full,snowfalloasis_01_1_full,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_55,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_55,True,,,,,,,,snowfalloasis_01_1_full,snowfalloasis_01_1_full,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_56,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_56,True,,,,,,,,snowfalloasis_01_1_full,snowfalloasis_01_1_full,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_57,80903,snowfall_episode_noirblanc_08,Self,Locale_SubScenario:snowfall_episode_noirblanc_08_57,False,,,,,,,,snowfalloasis_01_1_full,snowfalloasis_01_1_full,1.0,,,,,,,,
snowfall_episode_noirblanc_08_58,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_58,False,,,,,,,,snowfalloasis_01_1_full,snowfalloasis_01_1_full,1.0,,,,,,,,
snowfall_episode_noirblanc_08_59,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_59,True,,,,,,,,snowfalloasis_01_1_full,snowfalloasis_01_1_noirblanc,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_60,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_60,True,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,blanc_c,blanc_c,,,
snowfall_episode_noirblanc_08_61,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_61,True,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,noir_c,noir_c,,,
snowfall_episode_noirblanc_08_62,80903,snowfall_episode_noirblanc_08,Self,Locale_SubScenario:snowfall_episode_noirblanc_08_62,False,,,,,,,,snowfalloasis_01_1_noirblanc,snowfalloasis_01_1_noirblanc,1.0,,,,,,,,
snowfall_episode_noirblanc_08_63,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_63,False,,,,,,,none,black,black,1.0,none,,,,,,,
snowfall_episode_noirblanc_08_64,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_64,False,,,,,,,,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_08_65,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_65,False,,,,,,,,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_08_66,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_66,False,,,,,,,,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_08_67,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_67,False,,,,,,,,black,black,1.0,,,,,,,,
snowfall_episode_noirblanc_08_68,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_68,False,,,,,,,HotSpringInnOut_d,1,1,1.0,event_bgm_neverland_snowflakes_day,,,,,,,
snowfall_episode_noirblanc_08_69,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_69,False,,,,,,,,1,1,1.0,,,,,,,,
snowfall_episode_noirblanc_08_70,80903,snowfall_episode_noirblanc_08,Narration,Locale_SubScenario:snowfall_episode_noirblanc_08_70,False,,,,,,,EventScene_snowfalloasis_01_2,black,black,1.0,,,,,,,,black
snowfall_episode_noirblanc_08_71,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_71,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_72,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_72,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_73,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_73,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,lumi_03,lumi_03,,,
snowfall_episode_noirblanc_08_74,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_74,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_75,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_75,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_76,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_76,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_2,1.0,,,,oldestsister,oldestsister,,,
snowfall_episode_noirblanc_08_77,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_77,False,,,,,,,,snowfalloasis_01_2_2,snowfalloasis_01_2_2,1.0,,,,oldestsister,oldestsister,,,
snowfall_episode_noirblanc_08_78,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_78,False,,,,,,,,snowfalloasis_01_2_2,snowfalloasis_01_2_1,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_79,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_79,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_80,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_80,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_81,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_81,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_82,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_82,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_83,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_83,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_2,1.0,,,,oldestsister,oldestsister,,,
snowfall_episode_noirblanc_08_84,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_84,False,,,,,,,,snowfalloasis_01_2_2,snowfalloasis_01_2_3,1.0,,,,,,,,
snowfall_episode_noirblanc_08_85,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_85,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,,,,,
snowfall_episode_noirblanc_08_86,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_86,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,lumi_03,lumi_03,,,
snowfall_episode_noirblanc_08_87,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_87,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,lumi_03,lumi_03,,,
snowfall_episode_noirblanc_08_88,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_88,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_89,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_89,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_90,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_90,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_91,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_91,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,oldestsister,oldestsister,,,
snowfall_episode_noirblanc_08_92,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_92,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,oldestsister,oldestsister,,,
snowfall_episode_noirblanc_08_93,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_93,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,oldestsister,oldestsister,,,
snowfall_episode_noirblanc_08_94,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_94,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,oldestsister,oldestsister,,,
snowfall_episode_noirblanc_08_95,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_95,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_1,1.0,,,,lumi_03,lumi_03,,,
snowfall_episode_noirblanc_08_96,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_96,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,lumi_03,lumi_03,,,
snowfall_episode_noirblanc_08_97,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_97,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,lumi_03,lumi_03,,,
snowfall_episode_noirblanc_08_98,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_98,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,lumi_03,lumi_03,,,
snowfall_episode_noirblanc_08_99,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_99,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,lumi_03,lumi_03,,,
snowfall_episode_noirblanc_08_100,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_100,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_101,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_101,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_102,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_102,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_1,1.0,,,,lumi_03,lumi_03,,,
snowfall_episode_noirblanc_08_103,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_103,False,,,,,,,,snowfalloasis_01_2_1,snowfalloasis_01_2_2,1.0,,,,oldestsister,oldestsister,,,
snowfall_episode_noirblanc_08_104,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_104,False,,,,,,,,snowfalloasis_01_2_2,snowfalloasis_01_2_2,1.0,,,,oldestsister,oldestsister,,,
snowfall_episode_noirblanc_08_105,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_105,False,,,,,,,,snowfalloasis_01_2_2,snowfalloasis_01_2_3,1.0,,,,lumi_03,lumi_03,,,
snowfall_episode_noirblanc_08_106,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_106,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,secondoldestsister,secondoldestsister,,,
snowfall_episode_noirblanc_08_107,80903,snowfall_episode_noirblanc_08,Speech,Locale_SubScenario:snowfall_episode_noirblanc_08_107,False,,,,,,,,snowfalloasis_01_2_3,snowfalloasis_01_2_3,1.0,,,,lumi_03,lumi_03,,,
snowfall_episode_noirblanc_08_108,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_108,False,lumi_03,1,idle,,,,White,1,1,1.0,,,,,,,,
snowfall_episode_noirblanc_08_109,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_109,False,,1,idle,,,,,1,1,1.0,,,,,,,,
snowfall_episode_noirblanc_08_110,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_110,False,,1,idle,,,,,1,1,1.0,,,,,,,,
snowfall_episode_noirblanc_08_111,80903,snowfall_episode_noirblanc_08,Monologue,Locale_SubScenario:snowfall_episode_noirblanc_08_111,False,,1,idle,,,,,1,1,1.0,,,,,,,,
snowfall_episode_noirblanc_08_112,80903,snowfall_episode_noirblanc_08,Narration,Locale_SubScenario:snowfall_episode_noirblanc_08_112,False,,1,idle,,,,,black,black,1.0,,,,,,,,
