id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,jump_target,is_exit_scenario,characters/0/hide_char_id,fade
snowfall_episode_mica_01_53,80903,snowfall_episode_mica_01,Narration,Locale_SubScenario:snowfall_episode_mica_01_53,False,,6,6,1.0,,,sfx_scn_hungry,,,,,,,,,
snowfall_episode_mica_01_54,80903,snowfall_episode_mica_01,Self,Locale_SubScenario:snowfall_episode_mica_01_54,False,,6,6,1.0,,,,,,,,,,,,
snowfall_episode_mica_01_55,80903,snowfall_episode_mica_01,Narration,Locale_SubScenario:snowfall_episode_mica_01_55,False,,6,6,1.0,,,sfx_scn_1skippingstones,,,,,,,,,
snowfall_episode_mica_01_56,80903,snowfall_episode_mica_01,Narration,Locale_SubScenario:snowfall_episode_mica_01_56,False,,6,6,1.0,,,sfx_scn_1skippingstones,,,,,,,,,
snowfall_episode_mica_01_57,80903,snowfall_episode_mica_01,Self,Locale_SubScenario:snowfall_episode_mica_01_57,False,,6,6,1.0,,,,,,,,,,,,
snowfall_episode_mica_01_58,80903,snowfall_episode_mica_01,Monologue,Locale_SubScenario:snowfall_episode_mica_01_58,False,,6,1,1.0,,,,mica_w,mica_w,1,no,,,,,
snowfall_episode_mica_01_59,80903,snowfall_episode_mica_01,Monologue,Locale_SubScenario:snowfall_episode_mica_01_59,False,,1,1,1.0,,,,mica_w,,1,no,,,,,
snowfall_episode_mica_01_60,80903,snowfall_episode_mica_01,Self,Locale_SubScenario:snowfall_episode_mica_01_60,False,,1,1,1.0,,,,mica_w,,1,no,,,,,
snowfall_episode_mica_01_61,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_61,True,,1,S_10,1.0,,,,mica_w,,1,surprise,mica_w,,,,
snowfall_episode_mica_01_62,80903,snowfall_episode_mica_01,Self,Locale_SubScenario:snowfall_episode_mica_01_62,False,,S_10,S_10,1.0,,,,mica_w,,1,surprise,,,,,
snowfall_episode_mica_01_63,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_63,True,,S_10,S_10,1.0,,,,mica_w,,1,surprise,mica_w,,,,
snowfall_episode_mica_01_64,80903,snowfall_episode_mica_01,Self,Locale_SubScenario:snowfall_episode_mica_01_64,False,,S_10,S_10,1.0,,,,mica_w,,1,surprise,,,,,
snowfall_episode_mica_01_65,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_65,True,,S_10,S_10,1.0,,,,mica_w,,1,surprise,mica_w,,,,
snowfall_episode_mica_01_66,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_66,True,,S_10,S_10,1.0,,,,mica_w,,1,surprise,mica_w,,,,
snowfall_episode_mica_01_67,80903,snowfall_episode_mica_01,Self,Locale_SubScenario:snowfall_episode_mica_01_67,False,,S_10,S_10,1.0,,,,mica_w,,1,surprise,,,,,
snowfall_episode_mica_01_68,80903,snowfall_episode_mica_01,Self,Locale_SubScenario:snowfall_episode_mica_01_68,False,,S_10,S_10,1.0,,,,mica_w,,1,surprise,,,,,
snowfall_episode_mica_01_69,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_69,True,,S_10,S_10,1.0,,,,mica_w,,1,idle,mica_w,,,,
snowfall_episode_mica_01_70,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_70,True,,S_10,S_10,1.0,,,,mica_w,,1,idle,mica_w,,,,
snowfall_episode_mica_01_71,80903,snowfall_episode_mica_01,Self,Locale_SubScenario:snowfall_episode_mica_01_71,False,,S_10,S_10,1.0,,,,mica_w,,1,idle,,,,,
snowfall_episode_mica_01_72,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_72,True,,S_10,S_10,1.0,,,,mica_w,,1,idle,mica_w,,,,
snowfall_episode_mica_01_73,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_73,True,,S_10,1,1.0,,,,mica_w,,1,no,mica_w,,,,
snowfall_episode_mica_01_74,80903,snowfall_episode_mica_01,Monologue,Locale_SubScenario:snowfall_episode_mica_01_74,False,,1,1,1.0,,,,mica_w,,1,no,,,,,
snowfall_episode_mica_01_75,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_75,True,,1,1,1.0,,,,mica_w,,1,no,mica_w,,,,
snowfall_episode_mica_01_76,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_76,True,,1,1,1.0,,,,mica_w,,1,no,mica_w,,,,
snowfall_episode_mica_01_77,80903,snowfall_episode_mica_01,Narration,Locale_SubScenario:snowfall_episode_mica_01_77,False,,1,1,1.0,,,sfx_scn_toolpasslight,mica_w,,1,no,,,,,
snowfall_episode_mica_01_78,80903,snowfall_episode_mica_01,Monologue,Locale_SubScenario:snowfall_episode_mica_01_78,False,,1,1,1.0,,,,mica_w,,1,no,,,,,
snowfall_episode_mica_01_79,80903,snowfall_episode_mica_01,Narration,Locale_SubScenario:snowfall_episode_mica_01_79,False,,1,1,1.0,,,sfx_scn_1skippingstonesfall,mica_w,,1,no,,,,,
snowfall_episode_mica_01_80,80903,snowfall_episode_mica_01,Monologue,Locale_SubScenario:snowfall_episode_mica_01_80,False,,1,1,1.0,,,,mica_w,,1,no,,,,,
snowfall_episode_mica_01_81,80903,snowfall_episode_mica_01,Self,Locale_SubScenario:snowfall_episode_mica_01_81,False,,1,1,1.0,,,,mica_w,,1,no,,,,,
snowfall_episode_mica_01_82,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_82,True,,1,1,1.0,,,,mica_w,,1,surprise,mica_w,,,,
snowfall_episode_mica_01_83,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_83,True,,1,1,1.0,,,,mica_w,,1,no,mica_w,,,,
snowfall_episode_mica_01_84,80903,snowfall_episode_mica_01,Narration,Locale_SubScenario:snowfall_episode_mica_01_84,False,,1,1,1.0,,,sfx_scn_toolpasslight,mica_w,,1,no,,,,,
snowfall_episode_mica_01_85,80903,snowfall_episode_mica_01,Narration,Locale_SubScenario:snowfall_episode_mica_01_85,False,,1,1,1.0,,,sfx_scn_waterstonefall,mica_w,,1,no,,,,,
snowfall_episode_mica_01_86,80903,snowfall_episode_mica_01,Monologue,Locale_SubScenario:snowfall_episode_mica_01_86,False,,1,1,1.0,,,,mica_w,,1,no,,,,,
snowfall_episode_mica_01_87,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_87,True,,1,S_10,1.0,,,,mica_w,,1,surprise,mica_w,,,,
snowfall_episode_mica_01_88,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_88,True,,S_10,S_10,1.0,,,,mica_w,,1,surprise,mica_w,,,,
snowfall_episode_mica_01_89,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_89,True,,S_10,S_10,1.0,,,,mica_w,,1,cry,mica_w,,,,
snowfall_episode_mica_01_90,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_90,True,,S_10,S_10,1.0,,,,mica_w,,1,cry,mica_w,,,,
snowfall_episode_mica_01_91,80903,snowfall_episode_mica_01,Choice,Locale_SubScenario:snowfall_episode_mica_01_91,False,,S_10,S_10,1.0,,,,mica_w,,1,cry,,snowfall_episode_mica_01_93,,,
snowfall_episode_mica_01_92,80903,snowfall_episode_mica_01,Choice,Locale_SubScenario:snowfall_episode_mica_01_92,False,,S_10,S_10,1.0,,,,mica_w,,1,cry,,snowfall_episode_mica_01_94,,,
snowfall_episode_mica_01_93,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_93,True,,S_10,S_10,1.0,,,,mica_w,,1,idle,mica_w,snowfall_episode_mica_01_97,,,
snowfall_episode_mica_01_94,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_94,True,,S_10,S_10,1.0,,,,mica_w,,1,surprise,mica_w,,,,
snowfall_episode_mica_01_95,80903,snowfall_episode_mica_01,Self,Locale_SubScenario:snowfall_episode_mica_01_95,False,,S_10,S_10,1.0,,,,mica_w,,1,surprise,,,,,
snowfall_episode_mica_01_96,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_96,True,,S_10,S_10,1.0,,,,mica_w,,1,idle,mica_w,snowfall_episode_mica_01_97,,,
snowfall_episode_mica_01_97,80903,snowfall_episode_mica_01,Speech,Locale_SubScenario:snowfall_episode_mica_01_97,True,,S_10,S_10,1.0,,,,mica_w,,1,idle,mica_w,,,,
snowfall_episode_mica_01_98,80903,snowfall_episode_mica_01,Monologue,Locale_SubScenario:snowfall_episode_mica_01_98,False,,S_10,1,1.0,,,,mica_w,,1,no,,,,,
snowfall_episode_mica_01_99,80903,snowfall_episode_mica_01,Narration,Locale_SubScenario:snowfall_episode_mica_01_99,False,,1,1,1.0,,,sfx_scn_1skippingstones,mica_w,,1,no,,,,,
snowfall_episode_mica_01_100,80903,snowfall_episode_mica_01,Narration,Locale_SubScenario:snowfall_episode_mica_01_100,False,,1,1,1.0,,,sfx_scn_1skippingstones,mica_w,,1,no,,,,,
snowfall_episode_mica_01_101,80903,snowfall_episode_mica_01,Self,Locale_SubScenario:snowfall_episode_mica_01_101,False,,1,1,1.0,,,,mica_w,,1,no,,,,,
snowfall_episode_mica_01_102,80903,snowfall_episode_mica_01,Monologue,Locale_SubScenario:snowfall_episode_mica_01_102,False,,black,black,1.0,,,,mica_w,,1,no,,,,,
snowfall_episode_mica_01_103,80903,snowfall_episode_mica_01,Monologue,Locale_SubScenario:snowfall_episode_mica_01_103,False,,black,black,1.0,,,,mica_w,,1,no,,,,,
