id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target
event_fullfoolday_08_13,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_13,True,,XS_10,XS_10,1.0,,,mica,mica,,3,worry,,1,sad,
event_fullfoolday_08_14,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_14,False,,XS_10,XS_10,1.0,,,,,,3,worry,,1,sad,
event_fullfoolday_08_15,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_15,False,,XS_10,XS_10,1.0,,,,,,3,worry,,1,sad,
event_fullfoolday_08_16,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_16,True,,XS_10,XS_30,1.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_17,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_17,True,,XS_30,XS_30,1.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_18,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_18,True,,XS_30,XS_30,1.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_19,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_19,True,,XS_30,XS_30,1.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_20,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_20,False,,XS_30,XS_30,1.0,,,,,,3,worry,,1,sad,
event_fullfoolday_08_21,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_21,False,,XS_30,XS_300,2.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_22,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_22,True,,XS_300,XS_300,1.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_23,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_23,False,,XS_300,XS_300,1.0,,,,,,3,worry,,1,sad,
event_fullfoolday_08_24,130001,event_fullfoolday_08,Choice,Locale_SubScenario:event_fullfoolday_08_24,False,,XS_300,XS_300,1.0,,,,,,3,worry,,1,sad,event_fullfoolday_08_26
event_fullfoolday_08_25,130001,event_fullfoolday_08,Choice,Locale_SubScenario:event_fullfoolday_08_25,False,,XS_300,XS_300,1.0,,,,,,3,worry,,1,sad,event_fullfoolday_08_31
event_fullfoolday_08_26,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_26,True,,XS_300,XS_300,1.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_27,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_27,True,,XS_300,31,1.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_28,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_28,True,,31,31,1.0,,,mica,mica,,3,worry,,1,sad,
event_fullfoolday_08_29,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_29,True,,31,31,1.0,,,mica,mica,,3,worry,,1,sad,
event_fullfoolday_08_30,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_30,False,,31,31,1.0,,,belorta,belorta,,3,worry,,1,sad,event_fullfoolday_08_35
event_fullfoolday_08_31,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_31,True,,XS_300,XS_30,1.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_32,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_32,True,,XS_30,XS_30,1.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_33,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_33,True,,XS_30,31,1.0,,,mica,mica,,3,worry,,1,sad,
event_fullfoolday_08_34,130001,event_fullfoolday_08,Monologue,Locale_SubScenario:event_fullfoolday_08_34,False,,31,31,1.0,,,,,,3,worry,,1,sad,event_fullfoolday_08_35
event_fullfoolday_08_35,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_35,False,,31,31,1.0,,,,,,3,worry,,1,sad,
event_fullfoolday_08_36,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_36,False,,XS_10,XS_100,0.5,,,mica,mica,,3,worry,,1,sad,
event_fullfoolday_08_37,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_37,True,,XS_100,XS_100,1.0,,,mica,mica,,3,worry,,1,sad,
event_fullfoolday_08_38,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_38,True,,XS_30,XS_30,1.0,,,belorta,belorta,,3,idle,,1,sad,
event_fullfoolday_08_39,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_39,True,,XS_30,XS_30,1.0,,,belorta,belorta,,3,idle,,1,sad,
event_fullfoolday_08_40,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_40,False,,XS_30,XS_30,1.0,,,,,,3,idle,,1,sad,
event_fullfoolday_08_41,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_41,False,,XS_30,XS_300,2.0,,,belorta,belorta,,3,angry,,1,sad,
event_fullfoolday_08_42,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_42,False,,XS_300,XS_300,1.0,,,,,,3,angry,,1,sad,
event_fullfoolday_08_43,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_43,True,,XS_300,31,1.0,,,belorta,belorta,,3,idle,,1,sad,
event_fullfoolday_08_44,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_44,False,,31,31,1.0,,,,,,3,idle,,1,sad,
event_fullfoolday_08_45,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_45,False,,31,31,1.0,,,,,,3,idle,,1,sad,
event_fullfoolday_08_46,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_46,True,,31,31,1.0,,,mica,mica,,3,idle,,1,sad,
event_fullfoolday_08_47,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_47,True,,31,31,1.0,,,belorta,belorta,,3,idle,,1,sad,
event_fullfoolday_08_48,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_48,True,,31,31,1.0,,,belorta,belorta,,3,idle,,1,sad,
event_fullfoolday_08_49,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_49,True,,31,31,1.0,,,mica,mica,,3,idle,,1,sad,
event_fullfoolday_08_50,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_50,True,,31,XS_10,1.0,,,mica,mica,,3,idle,,1,sad,
event_fullfoolday_08_51,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_51,True,,XS_10,XS_10,1.0,,,mica,mica,,3,idle,,1,sad,
event_fullfoolday_08_52,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_52,True,,XS_10,XS_10,1.0,,,mica,mica,,3,idle,,1,sad,
event_fullfoolday_08_53,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_53,True,,XS_10,XS_100,2.0,,,mica,mica,,3,idle,,1,sad,
event_fullfoolday_08_54,130001,event_fullfoolday_08,Monologue,Locale_SubScenario:event_fullfoolday_08_54,False,,XS_100,XS_100,1.0,,,,,,3,idle,,1,sad,
event_fullfoolday_08_55,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_55,True,,XS_100,XS_100,1.0,,,mica,mica,,3,idle,,1,sad,
event_fullfoolday_08_56,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_56,True,,XS_100,XS_100,1.0,,,mica,mica,,3,idle,,1,sad,
event_fullfoolday_08_57,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_57,True,,XS_100,XS_100,1.0,,,mica,mica,,3,idle,,1,sad,
event_fullfoolday_08_58,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_58,True,,XS_100,XS_100,1.0,,,mica,mica,,3,idle,,1,sad,
event_fullfoolday_08_59,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_59,True,,XS_100,31,1.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_60,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_60,True,,31,31,1.0,,,belorta,belorta,,3,worry,,1,sad,
event_fullfoolday_08_61,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_61,False,,31,31,1.0,,,,,,3,worry,,1,sad,
event_fullfoolday_08_62,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_62,True,,31,31,1.0,,,belorta,belorta,,3,idle,,1,sad,
event_fullfoolday_08_63,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_63,True,,31,31,1.0,,,belorta,belorta,,3,idle,,1,sad,
event_fullfoolday_08_64,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_64,True,,31,31,1.0,,,belorta,belorta,,3,idle,,1,sad,
event_fullfoolday_08_65,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_65,False,,31,31,1.0,,,,,,3,idle,,1,sad,
event_fullfoolday_08_66,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_66,True,,31,31,1.0,,,belorta,belorta,,3,idle,,1,sad,
event_fullfoolday_08_67,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_67,True,,31,31,1.0,,,belorta,belorta,,3,idle,,1,sad,
event_fullfoolday_08_68,130001,event_fullfoolday_08,Choice,Locale_SubScenario:event_fullfoolday_08_68,False,,31,31,1.0,,,,,,3,idle,,1,sad,event_fullfoolday_08_70
event_fullfoolday_08_69,130001,event_fullfoolday_08,Choice,Locale_SubScenario:event_fullfoolday_08_69,False,,31,31,1.0,,,,,,3,idle,,1,sad,event_fullfoolday_08_70
event_fullfoolday_08_70,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_70,True,,31,31,1.0,,,belorta,belorta,,3,idle,,1,sad,
event_fullfoolday_08_71,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_71,True,,31,31,1.0,,,belorta,belorta,,3,delight,,1,sad,
event_fullfoolday_08_72,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_72,True,,31,31,1.0,,,belorta,belorta,,3,delight,,1,sad,
event_fullfoolday_08_73,130001,event_fullfoolday_08,Narration,Locale_SubScenario:event_fullfoolday_08_73,False,,31,XS_30,1.0,,,,,,3,idle,,1,sad,
event_fullfoolday_08_74,130001,event_fullfoolday_08,Monologue,Locale_SubScenario:event_fullfoolday_08_74,False,,XS_30,XS_30,1.0,,,,,,3,idle,,1,sad,
event_fullfoolday_08_75,130001,event_fullfoolday_08,Narration,Locale_SubScenario:event_fullfoolday_08_75,False,,XS_30,XS_30,1.0,,,,,,3,idle,,1,sad,
event_fullfoolday_08_76,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_76,True,,XS_30,XS_300,1.0,,,mica,mica,,3,idle,,1,sad,
event_fullfoolday_08_77,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_77,False,,XS_300,XS_300,1.0,none,,,,,3,delight,,1,worry,
event_fullfoolday_08_78,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_78,False,,XS_300,XS_300,1.0,,,,,,3,delight,,1,worry,
event_fullfoolday_08_79,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_79,True,,XS_100,XS_100,1.0,,,mica,mica,,3,delight,,1,worry,
event_fullfoolday_08_80,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_80,True,,XS_30,XS_300,0.5,,,belorta,belorta,,3,delight,,1,worry,
event_fullfoolday_08_81,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_81,True,,XS_300,XS_300,1.0,bgm_story_languor,,belorta,belorta,,3,delight,,1,worry,
event_fullfoolday_08_82,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_82,True,,XS_100,XS_100,1.0,,,mica,mica,,3,delight,,1,idle,
event_fullfoolday_08_83,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_83,True,,XS_300,XS_300,1.0,,,belorta,belorta,,3,delight,,1,idle,
event_fullfoolday_08_84,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_84,True,,XS_10,XS_100,1.0,,,mica,mica,,3,delight,,1,sad,
event_fullfoolday_08_85,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_85,True,,31,31,1.0,,,belorta,belorta,,3,delight,,1,sad,
event_fullfoolday_08_86,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_86,True,,31,31,1.0,,,belorta,belorta,,3,delight,,1,sad,
event_fullfoolday_08_87,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_87,False,,31,31,1.0,,,,,,3,delight,,1,sad,
event_fullfoolday_08_88,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_88,True,,31,31,1.0,,,belorta,belorta,,3,delight,,1,sad,
event_fullfoolday_08_89,130001,event_fullfoolday_08,Choice,Locale_SubScenario:event_fullfoolday_08_89,False,,31,31,1.0,,,,,,3,delight,,1,sad,event_fullfoolday_08_91
event_fullfoolday_08_90,130001,event_fullfoolday_08,Choice,Locale_SubScenario:event_fullfoolday_08_90,False,,31,31,1.0,,,,,,3,delight,,1,sad,event_fullfoolday_08_91
event_fullfoolday_08_91,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_91,True,,31,XS_30,1.0,,,belorta,belorta,,3,delight,,1,sad,
event_fullfoolday_08_92,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_92,True,,XS_30,XS_30,1.0,,,belorta,belorta,,3,delight,,1,sad,
event_fullfoolday_08_93,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_93,True,,XS_30,XS_300,1.0,,,belorta,belorta,,3,delight,,1,sad,
event_fullfoolday_08_94,130001,event_fullfoolday_08,Self,Locale_SubScenario:event_fullfoolday_08_94,False,,XS_300,XS_300,1.0,,,,,,3,delight,,1,sad,
event_fullfoolday_08_95,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_95,True,,XS_300,XS_300,1.0,,,belorta,belorta,,3,delight,,1,sad,
event_fullfoolday_08_96,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_96,True,,XS_100,XS_100,1.0,,,mica,mica,,3,delight,,1,sad,
event_fullfoolday_08_97,130001,event_fullfoolday_08,Speech,Locale_SubScenario:event_fullfoolday_08_97,True,,XS_300,XS_300,1.0,,,belorta,belorta,,3,delight,,1,sad,
