id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,fade,set_camera_shake
event_newflavor_04_e_20,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_20,True,,2,idle,,12,think,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_21,40073,event_newflavor_04_e,Self,crust,,Locale_SubScenario:event_newflavor_04_e_21,False,,2,idle,,12,think,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_22,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_22,True,,2,idle,,12,delight,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_23,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_23,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_24,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_24,True,,2,idle,,12,idle,,XS_120,1,1.3,,,,,,
event_newflavor_04_e_25,40073,event_newflavor_04_e,Narration,bready,,Locale_SubScenario:event_newflavor_04_e_25,False,,2,idle,,12,idle,,1,1,1.0,,bready,crust,sfx_scn_footstepleaves,,
event_newflavor_04_e_26,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_26,False,,,,,,,,1,1,1.0,,,,,,
event_newflavor_04_e_27,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_27,False,,,,,,,,1,1,1.0,,,,,,
event_newflavor_04_e_28,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_28,True,bready,2,idle,crust,12,idle,RuinIndoor,1,1,1.0,,,,,black,
event_newflavor_04_e_29,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_29,True,,2,idle,,12,idle,,1,1,1.0,,,,,,
event_newflavor_04_e_30,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_30,True,,2,idle,,12,idle,,1,1,1.0,,,,,,
event_newflavor_04_e_31,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_31,True,,2,idle,,12,idle,,1,1,1.0,,,,,,
event_newflavor_04_e_32,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_32,True,,2,idle,,12,idle,,1,1,1.0,,,,,,
event_newflavor_04_e_33,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_33,True,,2,idle,,12,idle,,1,1,1.0,,,,,,
event_newflavor_04_e_34,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_34,True,,2,idle,,12,idle,,1,1,1.0,,,,,,
event_newflavor_04_e_35,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_35,True,,2,idle,,12,delight,,1,1,1.0,,,,,,
event_newflavor_04_e_36,40073,event_newflavor_04_e,Narration,crust,,Locale_SubScenario:event_newflavor_04_e_36,False,,2,idle,,12,delight,,1,XS_120,1.3,none,,,sfx_scn_hungry,,
event_newflavor_04_e_37,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_37,True,,2,idle,,12,shy,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_38,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_38,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_39,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_39,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_40,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_40,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_41,40073,event_newflavor_04_e,Self,crust,,Locale_SubScenario:event_newflavor_04_e_41,False,,2,idle,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_42,40073,event_newflavor_04_e,Monologue,crust,,Locale_SubScenario:event_newflavor_04_e_42,False,,2,pain,,12,idle,,black,black,1.0,,,crust,,,
event_newflavor_04_e_43,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_43,False,,2,pain,,,,,S_20,S_20,1.0,,,,,,
event_newflavor_04_e_44,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_44,False,,2,pain,,,,,S_20,S_20,1.0,,,,,,
event_newflavor_04_e_45,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_45,False,,2,pain,,,,,S_20,S_200,1.3,,,,,,
event_newflavor_04_e_46,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_46,False,,2,pain,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_47,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_47,True,,2,no,,,,,S_200,S_200,1.3,bgm_intotheswarm,,,,,
event_newflavor_04_e_48,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_48,True,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_49,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_49,True,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_50,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_50,False,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_51,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_51,False,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_52,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_52,False,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_53,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_53,False,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_54,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_54,True,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_55,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_55,True,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_56,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_56,True,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_57,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_57,False,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_58,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_58,True,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_59,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_59,True,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_60,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_60,True,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_61,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_61,True,,2,no,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_62,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_62,True,,2,sad,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_63,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_63,False,,2,sad,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_64,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_64,False,,2,sad,,,,,S_200,S_200,1.0,,,,,,
event_newflavor_04_e_65,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_65,False,,2,no,,,,,S_200,S_20,1.3,,,,,,
event_newflavor_04_e_66,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_66,True,,2,no,,,,,S_20,S_20,1.0,,,,,,
event_newflavor_04_e_67,40073,event_newflavor_04_e,Narration,crust,,Locale_SubScenario:event_newflavor_04_e_67,False,,2,no,crust,12,delight,,S_20,XS_120,1.0,none,,,sfx_scn_dooropenfast,,
event_newflavor_04_e_68,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_68,True,,2,no,,12,delight,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_69,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_69,True,,2,no,,12,delight,,XS_120,XS_120,1.0,bgm_story_luckybreak,,,,,
event_newflavor_04_e_70,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_70,True,,2,no,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_71,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_71,True,,2,no,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_72,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_72,True,,2,idle,,12,idle,,XS_120,1,1.3,,,,,,
event_newflavor_04_e_73,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_73,False,,2,idle,,12,idle,,1,1,1.0,,,,,,
event_newflavor_04_e_74,40073,event_newflavor_04_e,Monologue,bready,,Locale_SubScenario:event_newflavor_04_e_74,False,,2,idle,,12,idle,,black,black,1.0,,,,,,
event_newflavor_04_e_75,40073,event_newflavor_04_e,Self,crust,,Locale_SubScenario:event_newflavor_04_e_75,False,,2,idle,,12,idle,,12,XS_120,1.3,,,,,,
event_newflavor_04_e_76,40073,event_newflavor_04_e,Self,crust,,Locale_SubScenario:event_newflavor_04_e_76,False,,2,idle,,12,idle,,black,black,1.0,,,,,,Low_2
event_newflavor_04_e_77,40073,event_newflavor_04_e,Self,crust,,Locale_SubScenario:event_newflavor_04_e_77,False,,2,idle,,12,idle,,XS_120,XS_120,1.0,,,,,,
event_newflavor_04_e_78,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_78,False,,2,idle,,12,idle,,XS_120,S_20,1.3,,,,,,
event_newflavor_04_e_79,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_79,True,,2,idle,,12,idle,,S_20,S_20,1.0,,,,,,
event_newflavor_04_e_80,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_80,True,,2,delight,,12,idle,,S_20,S_20,1.0,,,,,,
event_newflavor_04_e_81,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_81,True,,2,delight,,12,idle,,S_20,S_20,1.0,,,,,,
event_newflavor_04_e_82,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_82,True,,2,delight,,12,idle,,S_20,S_20,1.0,,,,,,
event_newflavor_04_e_83,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_83,True,,2,delight,,12,delight,,S_20,1,1.3,,,,,,
event_newflavor_04_e_84,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_84,True,,2,delight,,12,delight,,1,1,1.0,,,,,,
event_newflavor_04_e_85,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_85,True,,2,idle,,12,delight,,1,1,1.0,,,,,,
event_newflavor_04_e_86,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_86,True,,2,idle,,12,delight,,1,1,1.0,,,,,,
event_newflavor_04_e_87,40073,event_newflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_04_e_87,True,,2,idle,,12,idle,,1,1,1.0,,,,,,
event_newflavor_04_e_88,40073,event_newflavor_04_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_04_e_88,True,,2,idle,,12,idle,,1,1,1.0,,,,,,
event_newflavor_04_e_89,40073,event_newflavor_04_e,Self,bready,,Locale_SubScenario:event_newflavor_04_e_89,False,,2,idle,,12,idle,,1,1,1.0,,,,,,
