id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,play_sound,characters/2/hide_char_id,characters/5/hide_char_id
event_lastkingdom1_b03_e_25,40045,event_lastkingdom1_b03_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_b03_e_25,True,,13,void,,1,idle,,3,idle,,15,no,,17,sad,,30,3,1.0,,,,,,7,idle,,,
event_lastkingdom1_b03_e_26,40045,event_lastkingdom1_b03_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom1_b03_e_26,True,,13,void,,1,idle,,3,idle,,15,no,,17,sad,,170,170,1.0,,,,,,7,idle,,,
event_lastkingdom1_b03_e_27,40045,event_lastkingdom1_b03_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_b03_e_27,True,,13,void,,1,idle,,3,idle,,15,no,,17,sad,,3,3,1.0,,,,,,7,idle,,,
event_lastkingdom1_b03_e_28,40045,event_lastkingdom1_b03_e,Speech,talos,kilo_op_c,Locale_MainScenario:event_lastkingdom1_b03_e_28,True,,13,void,,1,idle,,3,idle,,15,no,,17,sad,,3,30,1.0,,,,,,7,idle,,,
event_lastkingdom1_b03_e_29,40045,event_lastkingdom1_b03_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom1_b03_e_29,True,,13,void,,1,idle,,3,idle,,15,no,,17,sad,,170,170,1.0,,,,,,7,idle,,,
event_lastkingdom1_b03_e_30,40045,event_lastkingdom1_b03_e,Speech,talos,kilo_op_c,Locale_MainScenario:event_lastkingdom1_b03_e_30,True,,13,void,,1,idle,,3,idle,,15,no,,17,sad,,3,3,1.0,,,,,,7,idle,,,
event_lastkingdom1_b03_e_31,40045,event_lastkingdom1_b03_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom1_b03_e_31,True,,13,void,,1,idle,,3,idle,,15,no,,17,sad,,170,170,1.0,,,,,,7,idle,,,
event_lastkingdom1_b03_e_32,40045,event_lastkingdom1_b03_e,Narration,rapunzel,,Locale_MainScenario:event_lastkingdom1_b03_e_32,False,,3,void,,1,idle,,3,idle,,13,no,,17,sad,,black,black,1.0,,,,,,5,idle,,talos,rapunzel
event_lastkingdom1_b03_e_33,40045,event_lastkingdom1_b03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_b03_e_33,True,,3,angry,,1,idle,,,,,13,no,,,,,30,30,1.0,,,,,,5,idle,,,
event_lastkingdom1_b03_e_34,40045,event_lastkingdom1_b03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b03_e_34,True,,3,angry,,1,idle,,,,,13,no,,,,,30,53,1.0,,,,,,5,idle,,,
event_lastkingdom1_b03_e_35,40045,event_lastkingdom1_b03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_b03_e_35,False,,3,angry,,1,idle,,,,,13,no,,,,,53,53,1.0,,,,,,5,idle,,,
event_lastkingdom1_b03_e_36,40045,event_lastkingdom1_b03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_b03_e_36,True,,3,sad2,,1,idle,,,,,13,no,,,,,53,53,1.0,,,,,,5,idle,,,
event_lastkingdom1_b03_e_37,40045,event_lastkingdom1_b03_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom1_b03_e_37,True,,3,sad2,,1,idle,,,,,13,no,,,,,53,113,1.0,,,,,,5,idle,,,
event_lastkingdom1_b03_e_38,40045,event_lastkingdom1_b03_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom1_b03_e_38,True,,3,sad2,,1,idle,,,,,13,no,,,,,113,113,1.0,,,,,,5,idle,,,
event_lastkingdom1_b03_e_39,40045,event_lastkingdom1_b03_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom1_b03_e_39,True,,3,sad2,,1,idle,,,,,13,no,,,,,113,113,1.0,,,,,,5,idle,,,
event_lastkingdom1_b03_e_40,40045,event_lastkingdom1_b03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b03_e_40,True,,3,sad2,,1,idle,,,,,13,no,,,,,50,50,1.0,,,,,,5,idle,,,
event_lastkingdom1_b03_e_41,40045,event_lastkingdom1_b03_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom1_b03_e_41,True,,3,sad2,,1,idle,,,,,13,no,,,,,130,130,1.0,,,,,,5,idle,,,
event_lastkingdom1_b03_e_42,40045,event_lastkingdom1_b03_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom1_b03_e_42,True,,3,sad2,,1,idle,,,,,13,no,,,,,10,10,1.0,,,,,,5,idle,,,
event_lastkingdom1_b03_e_43,40045,event_lastkingdom1_b03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b03_e_43,True,,3,sad2,,1,idle,,,,,13,no,,,,,50,50,1.0,,,,,,5,idle,,,
event_lastkingdom1_b03_e_44,40045,event_lastkingdom1_b03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_b03_e_44,True,,3,sad2,,1,idle,,,,,13,no,,,,,50,500,0.5,,,,,,5,idle,,,
event_lastkingdom1_b03_e_45,40045,event_lastkingdom1_b03_e,Narration,,,Locale_MainScenario:event_lastkingdom1_b03_e_45,False,,3,sad2,,1,idle,,,,,13,no,,,,,black,black,1.0,,,,,,5,idle,,,
