id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,set_camera_shake,characters/2/hide_char_id,play_sound,characters/0/hide_char_id,characters/1/hide_char_id
event_footstepwalkrun1_06_s_11,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_11,True,,1,idle,,15,idle,,13,sad,,1300,130,1.0,none,black,,,,,
event_footstepwalkrun1_06_s_12,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_12,True,,1,idle,,15,idle,,13,sad,,130,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_13,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_13,True,,1,idle,,15,idle,,13,sad,,1315,1315,1.0,bgm_recognition,,,,,,
event_footstepwalkrun1_06_s_14,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_14,True,,1,idle,,15,idle,,13,sad,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_15,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_15,True,,1,idle,,15,idle,,13,sad,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_16,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_16,True,,1,idle,,15,idle,,13,sad,,100,100,1.0,,,,,,,
event_footstepwalkrun1_06_s_17,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_17,True,,1,idle,,15,idle,,13,idle,,100,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_18,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_18,True,,1,idle,,15,idle,,13,idle,,1300,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_19,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_19,True,,1,idle,,15,idle,,13,idle,,1500,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_20,40066,event_footstepwalkrun1_06_s,Speech,rio,newbiecommander,Locale_MainScenario:event_footstepwalkrun1_06_s_20,False,,1,idle,,15,idle,,13,idle,,1500,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_21,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_21,True,,1,idle,,15,idle,,13,idle,,1300,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_22,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_22,True,,1,idle,,15,idle,,13,idle,,1300,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_23,40066,event_footstepwalkrun1_06_s,Speech,rio,newbiecommander,Locale_MainScenario:event_footstepwalkrun1_06_s_23,False,,1,idle,,15,idle,,13,idle,,1300,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_24,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_24,True,,1,idle,,15,idle,,13,idle,,1300,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_25,40066,event_footstepwalkrun1_06_s,Speech,rio,newbiecommander,Locale_MainScenario:event_footstepwalkrun1_06_s_25,False,,1,idle,,15,idle,,13,idle,,1300,130,0.5,,,,,,,
event_footstepwalkrun1_06_s_26,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_26,True,,1,idle,,15,idle,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_27,40066,event_footstepwalkrun1_06_s,Speech,rio,newbiecommander,Locale_MainScenario:event_footstepwalkrun1_06_s_27,False,,1,idle,,15,idle,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_28,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_28,True,,1,idle,,15,idle,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_29,40066,event_footstepwalkrun1_06_s,Narration,,,Locale_MainScenario:event_footstepwalkrun1_06_s_29,False,,1,idle,,15,idle,,13,idle,,black,black,1.0,,,,,,,
event_footstepwalkrun1_06_s_30,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_30,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_31,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_31,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_32,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_32,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_33,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_33,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_34,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_34,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_35,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_35,True,,1,idle,,15,idle,,13,idle,,1315,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_36,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_36,True,,1,idle,,15,idle,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_37,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_37,True,,1,idle,,15,idle,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_38,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_38,True,,1,idle,,15,idle,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_39,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_39,True,,1,idle,,15,idle,,13,idle,,113,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_40,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_40,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_41,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_41,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_42,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_42,True,,1,idle,,15,idle,,13,idle,,1315,150,1.0,,,,,,,
event_footstepwalkrun1_06_s_43,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_43,True,,1,idle,,15,idle,,13,idle,,150,150,1.0,,,,,,,
event_footstepwalkrun1_06_s_44,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_44,True,,1,idle,,15,idle,,13,idle,,150,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_45,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_45,True,,1,idle,,15,idle,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_46,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_46,True,,1,idle,,15,idle,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_47,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_47,True,,1,idle,,15,idle,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_48,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_48,True,,1,idle,,15,idle,,13,idle,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_49,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_49,True,,1,idle,,15,idle,,13,idle,,130,150,1.0,,,,,,,
event_footstepwalkrun1_06_s_50,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_50,True,,1,idle,,15,idle,,13,idle,,150,150,1.0,,,,,,,
event_footstepwalkrun1_06_s_51,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_51,True,,1,idle,,15,idle,,13,idle,,150,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_52,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_52,True,,1,idle,,15,idle,,13,idle,,1500,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_53,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_53,True,,1,idle,,15,idle,,13,idle,,1500,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_54,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_54,True,,1,idle,,15,idle,,13,idle,,1500,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_55,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_55,True,,1,idle,,15,idle,,13,idle,,1300,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_56,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_56,True,,1,idle,,15,idle,,13,idle,,1500,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_57,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_57,True,,1,idle,,15,idle,,13,idle,,1300,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_58,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_58,True,,1,idle,,15,idle,,13,idle,,1500,1500,1.0,,,,,,,
event_footstepwalkrun1_06_s_59,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_59,True,,1,idle,,15,idle,,13,idle,,1300,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_60,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_60,True,,1,idle,,15,idle,,13,idle,,130,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_61,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_61,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_62,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_62,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_63,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_63,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_64,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_64,False,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_65,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_65,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_66,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_66,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_67,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_67,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_68,40066,event_footstepwalkrun1_06_s,Speech,newbiecommander,newbiecommander,Locale_MainScenario:event_footstepwalkrun1_06_s_68,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,Low_2,,,,
event_footstepwalkrun1_06_s_69,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_69,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_70,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_70,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_71,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_71,True,,1,idle,,15,surprise,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_72,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_72,True,,1,idle,,15,surprise,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_73,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_73,True,,1,idle,,15,surprise,,13,idle,,100,100,1.0,,,,,,,
event_footstepwalkrun1_06_s_74,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_74,True,,1,idle,,15,idle,,13,idle,,100,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_75,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_75,True,,1,idle,,15,idle,,13,idle,,1300,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_76,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_76,True,,1,idle,,15,idle,,13,idle,,130,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_77,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_77,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_78,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_78,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_79,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_79,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_80,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_80,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_81,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_81,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_82,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_82,True,,1,idle,,15,idle,,13,idle,,1315,1315,1.0,,,,,,,
event_footstepwalkrun1_06_s_83,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_83,True,,1,idle,,15,idle,,13,idle,,1315,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_84,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_84,True,,1,idle,,15,idle,,13,idle,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_85,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_85,False,,1,idle,,13,idle,,13,idle,NikkeRoom,black,black,1.0,none,black,,rio,,,
event_footstepwalkrun1_06_s_86,40066,event_footstepwalkrun1_06_s,Narration,rapi_m,,Locale_MainScenario:event_footstepwalkrun1_06_s_86,False,,1,idle,,13,idle,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_87,40066,event_footstepwalkrun1_06_s,Narration,wendi,,Locale_MainScenario:event_footstepwalkrun1_06_s_87,False,,1,idle,,13,idle,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_88,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_88,True,,1,idle,,13,idle,,,,,113,113,1.0,bgm_aztec,,,,,,
event_footstepwalkrun1_06_s_89,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_89,True,,1,idle,,13,idle,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_90,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_90,True,,1,idle,,13,idle,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_91,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_91,True,,1,idle,,13,idle,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_92,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_92,True,,1,idle,,13,idle,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_93,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_93,True,,1,idle,,13,idle,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_94,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_94,True,,1,idle,,13,idle,,,,,113,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_95,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_95,False,,1,idle,,13,idle,,,,,130,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_96,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_96,True,,1,idle,,13,idle,,,,,1300,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_97,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_97,True,,1,idle,,13,idle,,,,,1300,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_98,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_98,True,,1,idle,,13,idle,,,,,10,10,1.0,,,,,,,
event_footstepwalkrun1_06_s_99,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_99,True,,1,idle,,13,idle,,,,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_100,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_100,False,,1,idle,,13,idle,,,,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_101,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_101,True,,1,idle,,13,idle,,,,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_102,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_102,False,,1,idle,,13,surprise,,,,,130,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_103,40066,event_footstepwalkrun1_06_s,Narration,wendi,,Locale_MainScenario:event_footstepwalkrun1_06_s_103,False,,1,idle,,13,surprise,,,,,130,1300,0.5,,,,,,,
event_footstepwalkrun1_06_s_104,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_104,True,,1,idle,,13,surprise,,,,,1300,1300,1.0,,,,,,,
event_footstepwalkrun1_06_s_105,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_105,True,,1,idle,,13,surprise,,,,,1300,130,1.0,,,,,,,
event_footstepwalkrun1_06_s_106,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_106,True,,1,idle,,13,surprise,,,,,130,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_107,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_107,True,,1,idle,,13,surprise,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_108,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_108,True,,1,idle,,13,surprise,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_109,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_109,True,,1,idle,,13,surprise,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_110,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_110,False,,1,surprise,,13,surprise,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_111,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_111,True,,1,surprise,,13,surprise,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_112,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_112,False,,1,idle,,13,surprise,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_113,40066,event_footstepwalkrun1_06_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_06_s_113,True,,1,idle,,13,surprise,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_114,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_114,True,,1,idle,,13,surprise,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_115,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_115,True,,1,idle,,13,surprise,,,,,113,113,1.0,,,,,,,
event_footstepwalkrun1_06_s_116,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_116,True,,1,idle,,15,surprise,rio,13,idle,,black,black,1.0,none,,,,,,
event_footstepwalkrun1_06_s_117,40066,event_footstepwalkrun1_06_s,Speech,wendi,wendi,Locale_MainScenario:event_footstepwalkrun1_06_s_117,True,,1,idle,,15,surprise,,13,idle,,1500,150,0.5,,,,,,,
event_footstepwalkrun1_06_s_118,40066,event_footstepwalkrun1_06_s,Speech,rio,rio,Locale_MainScenario:event_footstepwalkrun1_06_s_118,True,,1,idle,,15,surprise,,13,idle,,150,1315,1.0,,,,,,,
