id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_contents_dungeon_run_05_11,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_11,True,,L_20,L_20,1.0,,maiden_w,maiden_w,,2,idle,,,
d_contents_dungeon_run_05_12,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_12,True,,L_20,L_20,1.0,,maiden_w,maiden_w,,2,idle,,,
d_contents_dungeon_run_05_13,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_13,True,,12,XS_120,0.5,,vesti_c,vesti_c,,2,surprise,vesti_c,12,idle
d_contents_dungeon_run_05_14,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_14,True,,XS_120,1,1.0,,maiden_w,maiden_w,,2,surprise,,12,idle
d_contents_dungeon_run_05_15,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_15,True,,1,1,1.0,,maiden_w,maiden_w,,2,surprise,,12,idle
d_contents_dungeon_run_05_16,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_16,True,,1,L_20,0.5,,maiden_w,maiden_w,,2,no,,12,idle
d_contents_dungeon_run_05_17,81701,d_contents_dungeon_run_05,Self,Locale_SubScenario:d_contents_dungeon_run_05_17,False,,L_20,L_20,1.0,,maiden_w,,,2,no,,12,idle
d_contents_dungeon_run_05_18,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_18,True,,L_20,L_20,1.0,,maiden_w,maiden_w,,2,no,,12,idle
d_contents_dungeon_run_05_19,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_19,True,,L_20,1,1.0,,vesti_c,vesti_c,,2,no,,12,idle
d_contents_dungeon_run_05_20,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_20,True,,1,1,1.0,,vesti_c,vesti_c,,2,no,,12,idle
d_contents_dungeon_run_05_21,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_21,True,,1,1,1.0,,vesti_c,vesti_c,,2,no,,12,idle
d_contents_dungeon_run_05_22,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_22,True,,1,1,1.0,,vesti_c,vesti_c,,2,no,,12,idle
d_contents_dungeon_run_05_23,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_23,True,,1,1,1.0,,maiden_w,maiden_w,,2,worry,,12,idle
d_contents_dungeon_run_05_24,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_24,True,,1,1,1.0,,maiden_w,maiden_w,,2,worry,,12,idle
d_contents_dungeon_run_05_25,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_25,True,,1,1,1.0,,vesti_c,vesti_c,,2,worry,,12,angry
d_contents_dungeon_run_05_26,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_26,True,,1,1,1.0,,vesti_c,vesti_c,,2,worry,,12,angry
d_contents_dungeon_run_05_27,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_27,True,,1,1,1.0,,maiden_w,maiden_w,,2,no,,12,angry
d_contents_dungeon_run_05_28,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_28,False,,1,1,1.0,,vesti_c,vesti_c,,2,no,,12,idle
d_contents_dungeon_run_05_29,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_29,True,,1,1,1.0,,maiden_w,maiden_w,,2,worry,,12,idle
d_contents_dungeon_run_05_30,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_30,True,,1,1,1.0,,vesti_c,vesti_c,,2,worry,,12,idle
d_contents_dungeon_run_05_31,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_31,True,,1,1,1.0,,vesti_c,vesti_c,,2,worry,,12,idle
d_contents_dungeon_run_05_32,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_32,True,,1,1,1.0,,maiden_w,maiden_w,,2,surprise,,12,idle
d_contents_dungeon_run_05_33,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_33,False,,1,XS_1200,0.5,,vesti_c,vesti_c,,2,surprise,,12,sad
d_contents_dungeon_run_05_34,81701,d_contents_dungeon_run_05,Narration,Locale_SubScenario:d_contents_dungeon_run_05_34,False,,black,black,1.0,,,,,2,surprise,,12,sad
d_contents_dungeon_run_05_35,81701,d_contents_dungeon_run_05,Narration,Locale_SubScenario:d_contents_dungeon_run_05_35,False,,black,black,1.0,,,,,2,surprise,,12,sad
d_contents_dungeon_run_05_36,81701,d_contents_dungeon_run_05,Narration,Locale_SubScenario:d_contents_dungeon_run_05_36,False,,black,black,1.0,,,,,2,surprise,,12,sad
