id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_phantomthiefvsdetective_02_s_37,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_37,True,,S_140,S_140,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_38,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_38,True,,S_140,S_140,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_39,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_39,True,,S_140,S_120,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_40,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_40,True,,S_120,L_20,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_41,40059,event_phantomthiefvsdetective_02_s,Narration,,,Locale_SubScenario:event_phantomthiefvsdetective_02_s_41,False,,black,black,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_42,40059,event_phantomthiefvsdetective_02_s,Narration,,,Locale_SubScenario:event_phantomthiefvsdetective_02_s_42,False,,17,170,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_43,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_43,False,,170,170,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_44,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_44,False,,170,170,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_45,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_45,False,,170,170,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_46,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_46,True,,170,S_140,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_47,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_47,True,,L_20,L_20,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_48,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_48,True,,L_20,L_20,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_49,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_49,True,,L_20,L_200,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_50,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_50,False,,L_200,L_200,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_51,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_51,False,,L_200,L_200,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_52,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_52,False,,L_200,L_200,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_53,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_53,True,,L_200,L_200,1.0,,,,2,surprise,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_54,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_54,False,,L_200,L_200,1.0,,,,2,surprise,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_55,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_55,True,,L_200,L_20,0.5,none,,,2,special,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_56,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_56,True,,L_20,L_20,1.0,,,,2,angry,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_57,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_57,True,,L_20,L_20,1.0,,,,2,angry,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_58,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_58,False,,L_20,L_20,1.0,,,,2,angry,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_59,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_59,False,,L_20,L_20,1.0,bgm_story_whosdumber,,,2,angry,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_60,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_60,False,,L_20,L_20,1.0,,,,2,angry,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_61,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_61,False,,L_20,L_20,1.0,,,,2,angry,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_62,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_62,False,,L_20,L_200,1.0,,,,2,no,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_63,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_63,True,,L_200,L_200,1.0,,,,2,shy,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_64,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_64,False,,L_200,L_200,1.0,,,,2,shy,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_65,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_65,False,,L_200,L_200,1.0,,,,2,shy,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_66,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_66,False,,L_200,L_200,1.0,,,,2,shy,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_67,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_67,True,,L_200,L_20,1.0,,,,2,sad,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_68,40059,event_phantomthiefvsdetective_02_s,Self,phantom,,Locale_SubScenario:event_phantomthiefvsdetective_02_s_68,False,,L_20,L_20,1.0,,,,2,sad,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_69,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_69,False,,L_20,1,1.0,,,,2,sad,,12,think,,14,idle
event_phantomthiefvsdetective_02_s_70,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_70,False,,1,1,1.0,none,,,2,sad,,12,think,,14,idle
event_phantomthiefvsdetective_02_s_71,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_71,True,,1,S_140,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_72,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_72,True,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_73,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_73,False,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_74,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_74,False,,S_140,S_140,1.0,bgm_story_weare,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_75,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_75,False,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_76,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_76,False,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_77,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_77,True,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_78,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_78,True,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_79,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_79,False,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_80,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_80,False,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_81,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_81,False,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_82,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_82,True,,S_140,S_120,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_83,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_83,False,,S_120,13,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_84,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_84,False,,13,13,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_85,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_85,False,,13,13,1.0,,,,2,idle,,12,idle,,14,idle
event_phantomthiefvsdetective_02_s_86,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_86,True,,13,S_140,1.0,,,,2,idle,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_87,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_87,True,,L_20,L_20,1.0,,,,2,surprise,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_88,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_88,True,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_89,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_89,True,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_90,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_90,True,,S_140,S_140,1.0,,,,2,idle,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_91,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_91,True,,S_140,S_1400,1.0,,,,2,idle,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_92,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_92,False,,S_1400,S_1400,1.0,,,,2,idle,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_93,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_93,True,,S_1400,S_1200,1.0,,,,2,idle,,12,delight,,14,angry
event_phantomthiefvsdetective_02_s_94,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_94,True,,S_1200,S_1200,1.0,,,,2,idle,,12,delight,,14,angry
event_phantomthiefvsdetective_02_s_95,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_95,True,,S_1200,S_120,1.0,,,,2,idle,,12,delight,,14,angry
event_phantomthiefvsdetective_02_s_96,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_96,True,,S_120,S_120,1.0,,,,2,idle,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_97,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_97,False,,S_120,S_120,1.0,,,,2,idle,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_98,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_98,False,,S_120,L_20,1.0,,,,2,idle,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_99,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_99,True,,L_20,L_200,1.0,,,,2,smile,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_100,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_100,True,,L_200,L_200,1.0,,,,2,no,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_101,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_101,True,,L_200,L_20,1.0,none,,,2,no,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_102,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_102,True,,S_140,S_140,1.0,bgm_story_cosmos,,,2,no,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_103,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_103,True,,S_140,S_140,1.0,,,,2,no,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_104,40059,event_phantomthiefvsdetective_02_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_02_s_104,True,,S_140,S_1400,0.5,,,,2,no,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_105,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_105,False,,S_1400,S_1400,1.0,,,,2,no,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_106,40059,event_phantomthiefvsdetective_02_s,Self,,,Locale_SubScenario:event_phantomthiefvsdetective_02_s_106,False,,S_1400,S_1400,1.0,,,,2,no,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_107,40059,event_phantomthiefvsdetective_02_s,Speech,,oldman,Locale_SubScenario:event_phantomthiefvsdetective_02_s_107,False,,S_1400,S_1400,1.0,,,,2,no,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_108,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_108,True,,S_1400,S_1200,1.0,,,,2,no,,12,delight,,14,angry
event_phantomthiefvsdetective_02_s_109,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_109,True,,S_1200,S_1200,1.0,,,,2,no,,12,delight,,14,angry
event_phantomthiefvsdetective_02_s_110,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_110,True,,S_1200,S_1200,1.0,,,,2,no,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_111,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_111,True,,S_1200,S_1200,1.0,,,,2,no,,12,idle,,14,angry
event_phantomthiefvsdetective_02_s_112,40059,event_phantomthiefvsdetective_02_s,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_02_s_112,True,,S_1200,S_120,1.0,,,,2,no,,12,delight,,14,angry
event_phantomthiefvsdetective_02_s_113,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_113,False,,S_120,L_20,1.0,,,,2,no,,12,delight,,14,angry
event_phantomthiefvsdetective_02_s_114,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_114,True,,L_20,L_20,1.0,,,,2,smile,,12,delight,,14,angry
event_phantomthiefvsdetective_02_s_115,40059,event_phantomthiefvsdetective_02_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_02_s_115,True,,L_20,L_20,1.0,,,,2,smile,,12,delight,,14,angry
