id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/2/hide_char_id
event_miraclesnow1_06_e_38,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_38,True,,1,idle_02,,3,think,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_39,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_39,True,,1,idle_02,,3,think,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_40,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_40,True,,1,idle_02,,3,think,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_41,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_41,True,,1,idle_02,,3,think,,,,,31,31,1.0,,anne,anne,
event_miraclesnow1_06_e_42,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_42,True,,1,idle_02,,3,think,,,,,31,31,1.0,,anne,anne,
event_miraclesnow1_06_e_43,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_43,True,,1,think,,3,think,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_44,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_44,True,,1,think,,3,think,,,,,31,31,1.0,,anne,anne,
event_miraclesnow1_06_e_45,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_45,True,,1,think,,3,think,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_46,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_46,True,,1,think,,3,think,,,,,31,31,1.0,,anne,anne,
event_miraclesnow1_06_e_47,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_47,True,,1,idle_02,,3,think,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_48,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_48,True,,1,idle_02,,3,think,,,,,31,L_10,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_49,40003,event_miraclesnow1_06_e,Self,Locale_SubScenario:event_miraclesnow1_06_e_49,False,,1,idle_02,,3,think,,,,,L_10,L_10,1.0,,,,
event_miraclesnow1_06_e_50,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_50,True,,1,idle_02,,3,sad,,,,,XS_30,XS_30,1.0,,anne,anne,
event_miraclesnow1_06_e_51,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_51,True,,1,idle_02,,3,sad,,,,,XS_30,XS_30,1.0,,anne,anne,
event_miraclesnow1_06_e_52,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_52,True,,1,idle_02,,3,sad,,,,,XS_30,XS_300,0.5,,anne,anne,
event_miraclesnow1_06_e_53,40003,event_miraclesnow1_06_e,Narration,Locale_SubScenario:event_miraclesnow1_06_e_53,False,,1,idle_02,,3,sad,,,,,black,black,1.0,,,,
event_miraclesnow1_06_e_54,40003,event_miraclesnow1_06_e,Narration,Locale_SubScenario:event_miraclesnow1_06_e_54,False,,1,idle_02,,3,sad,,,,,black,black,1.0,,,,
