id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,highlight,speaker
snowfall_speech_noirblanc_13_15,80903,snowfall_speech_noirblanc_13,Speech,Locale_SubScenario:snowfall_speech_noirblanc_13_15,True,,1,idle,,13,shy,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_13_16,80903,snowfall_speech_noirblanc_13,Speech,Locale_SubScenario:snowfall_speech_noirblanc_13_16,True,,1,idle,,13,shy,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_13_17,80903,snowfall_speech_noirblanc_13,Speech,Locale_SubScenario:snowfall_speech_noirblanc_13_17,True,,1,idle,,13,shy,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_13_18,80903,snowfall_speech_noirblanc_13,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_13_18,False,,1,idle,,13,shy,,12,12,1.0,,,,,blanc_c,
snowfall_speech_noirblanc_13_19,80903,snowfall_speech_noirblanc_13,Self,Locale_SubScenario:snowfall_speech_noirblanc_13_19,False,,1,idle,,13,shy,,12,12,1.0,,,,,blanc_c,
snowfall_speech_noirblanc_13_20,80903,snowfall_speech_noirblanc_13,Speech,Locale_SubScenario:snowfall_speech_noirblanc_13_20,True,,1,delight,,13,delight,,12,12,1.0,,,snowfall_speech_noirblanc_13_21,,blanc_c,blanc_c
snowfall_speech_noirblanc_13_21,80903,snowfall_speech_noirblanc_13,Self,Locale_SubScenario:snowfall_speech_noirblanc_13_21,False,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,
snowfall_speech_noirblanc_13_22,80903,snowfall_speech_noirblanc_13,Speech,Locale_SubScenario:snowfall_speech_noirblanc_13_22,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_13_23,80903,snowfall_speech_noirblanc_13,Speech,Locale_SubScenario:snowfall_speech_noirblanc_13_23,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_13_24,80903,snowfall_speech_noirblanc_13,Speech,Locale_SubScenario:snowfall_speech_noirblanc_13_24,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_13_25,80903,snowfall_speech_noirblanc_13,Speech,Locale_SubScenario:snowfall_speech_noirblanc_13_25,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_13_26,80903,snowfall_speech_noirblanc_13,Narration,Locale_SubScenario:snowfall_speech_noirblanc_13_26,False,,1,idle,,13,idle,,black,black,1.0,,,,,blanc_c,
