id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_nonsensered_6_11,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_11,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,17,idle,,L_30,4,1.0,
event_nonsensered_6_12,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_12,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_13,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_13,True,,7,idle,,5,idle,,3,go,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_14,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_14,True,,7,idle,,5,idle,,3,go,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_15,130005,event_nonsensered_6,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_6_15,True,,7,idle,,5,idle,,3,go,,1,idle,,13,idle,,15,idle,,17,idle,,4,2,1.0,
event_nonsensered_6_16,130005,event_nonsensered_6,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_6_16,True,,7,idle,,5,idle,,3,go,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
event_nonsensered_6_17,130005,event_nonsensered_6,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_6_17,True,,7,idle,,5,idle,,3,go,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
event_nonsensered_6_18,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_18,True,,7,idle,,5,idle,,3,go,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
event_nonsensered_6_19,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_19,True,,7,idle,,5,idle,,3,go,,1,idle,,13,idle,,15,idle,,17,idle,,2,2,1.0,
event_nonsensered_6_20,130005,event_nonsensered_6,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_6_20,True,,7,idle,,5,idle,,3,go,,1,sad,,13,idle,,15,idle,,17,idle,,2,2,1.0,
event_nonsensered_6_21,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_21,True,,7,idle,,5,idle,,3,go,,1,sad,,13,idle,,15,idle,,17,idle,,2,2,1.0,
event_nonsensered_6_22,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_22,True,,7,idle,,5,idle,,3,go,,1,sad,,13,idle,,15,idle,,17,idle,,2,4,1.0,
event_nonsensered_6_23,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_23,True,,7,idle,,5,idle,,3,go,,1,sad,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_24,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_24,True,,7,idle,,5,idle,,3,go,,1,sad,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_25,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_25,True,,7,idle,,5,idle,,3,surprise_02,,1,sad,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_26,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_26,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_27,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_27,True,,7,idle,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_28,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_28,True,,7,idle,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_29,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_29,True,,7,idle,,5,surprise,,3,surprise,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_30,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_30,True,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_31,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_31,True,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_32,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_32,True,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_33,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_33,True,,7,idle,,5,idle,,3,surprise,,1,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,
event_nonsensered_6_34,130005,event_nonsensered_6,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:event_nonsensered_6_34,True,,7,idle,,5,idle,,3,surprise,,1,special,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,
event_nonsensered_6_35,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_35,True,,7,idle,,5,delight,,3,surprise,,1,special,,13,idle,,15,idle,,17,idle,,50,50,1.0,
event_nonsensered_6_36,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_36,True,,7,idle,,5,delight,,3,surprise,,1,special,,13,idle,,15,idle,,17,idle,,50,50,1.0,
event_nonsensered_6_37,130005,event_nonsensered_6,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_6_37,True,,7,idle,,5,idle,,3,surprise,,1,special,,13,idle,,15,delight,,17,idle,,16,16,1.0,
event_nonsensered_6_38,130005,event_nonsensered_6,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_6_38,True,,7,idle,,5,idle,,3,surprise,,1,special,,13,idle,,15,delight,,17,idle,,16,16,1.0,
event_nonsensered_6_39,130005,event_nonsensered_6,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_6_39,True,,7,idle,,5,idle,,3,surprise,,1,idle,,13,smile,,15,delight,,17,idle,,16,13,1.0,
event_nonsensered_6_40,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_40,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,smile,,15,delight,,17,idle,,L_30,L_30,1.0,
event_nonsensered_6_41,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_41,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,smile,,15,delight,,17,idle,,L_30,L_30,1.0,
event_nonsensered_6_42,130005,event_nonsensered_6,Speech,rapunzel_o,rapunzel_o,Locale_SubScenario:event_nonsensered_6_42,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,delight,,17,idle,,14,14,1.0,
event_nonsensered_6_43,130005,event_nonsensered_6,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_6_43,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
event_nonsensered_6_44,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_44,True,,7,idle,,5,idle,,3,smile,,1,idle,,13,idle,,15,idle,,17,idle,,L_30,L_30,1.0,
event_nonsensered_6_45,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_45,True,,7,idle,,5,idle,,3,smile,,1,idle,,13,idle,,15,idle,,17,idle,,L_30,L_30,1.0,
event_nonsensered_6_46,130005,event_nonsensered_6,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_nonsensered_6_46,True,,7,idle,,5,idle,,3,smile,,1,idle,,13,idle,,15,think,,17,think,,16,16,1.0,
event_nonsensered_6_47,130005,event_nonsensered_6,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_6_47,True,,7,idle,,5,idle,,3,smile,,1,idle,,13,idle,,15,think,,17,think,,16,16,1.0,
event_nonsensered_6_48,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_48,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,think,,17,think,,L_30,L_30,1.0,
event_nonsensered_6_49,130005,event_nonsensered_6,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_6_49,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,think,,170,170,1.0,
event_nonsensered_6_50,130005,event_nonsensered_6,Speech,dorothy,dorothy,Locale_SubScenario:event_nonsensered_6_50,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,think,,170,170,1.0,
event_nonsensered_6_51,130005,event_nonsensered_6,Speech,redhood_d,redhood_d,Locale_SubScenario:event_nonsensered_6_51,True,,7,idle,,5,idle,,3,shy_02,,1,idle,,13,idle,,15,idle,,17,think,,L_30,3,0.7,
event_nonsensered_6_52,130005,event_nonsensered_6,Speech,liliweiss,liliweiss,Locale_SubScenario:event_nonsensered_6_52,True,,7,idle,,5,idle,,3,shy_02,,1,idle,,13,idle,,15,idle,,17,think,,3,5,1.0,
