id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id
event_ce004_2_intermission_01_43,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_43,True,,4,surprise,,12,idle,,40,40,1.0,,,,
event_ce004_2_intermission_01_44,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_44,True,,4,shy,,12,idle,,40,40,1.0,,,,
event_ce004_2_intermission_01_45,40056,event_ce004_2_intermission_01,Narration,ein,,Locale_SubScenario:event_ce004_2_intermission_01_45,False,,4,shy,,12,idle,,black,black,1.0,,sfx_scn_dragchair,,
event_ce004_2_intermission_01_46,40056,event_ce004_2_intermission_01,Monologue,,,Locale_SubScenario:event_ce004_2_intermission_01_46,False,,4,shy,,12,idle,EventScene_ce004_03,black,black,1.0,,,ein,ce004_02_s
event_ce004_2_intermission_01_47,40056,event_ce004_2_intermission_01,Speech,,ein,Locale_SubScenario:event_ce004_2_intermission_01_47,False,,,,,,,,ce004_03_04,ce004_03_01,1.0,,,,
event_ce004_2_intermission_01_48,40056,event_ce004_2_intermission_01,Speech,,ein,Locale_SubScenario:event_ce004_2_intermission_01_48,False,,,,,,,,ce004_03_01,ce004_03_02,2.0,,,,
event_ce004_2_intermission_01_49,40056,event_ce004_2_intermission_01,Speech,,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_49,False,,,,,,,,ce004_03_02,ce004_03_02,1.0,,,,
event_ce004_2_intermission_01_50,40056,event_ce004_2_intermission_01,Speech,,ein,Locale_SubScenario:event_ce004_2_intermission_01_50,False,,,,,,,,ce004_03_02,ce004_03_02,1.0,,,,
event_ce004_2_intermission_01_51,40056,event_ce004_2_intermission_01,Speech,,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_51,False,,,,,,,,ce004_03_02,ce004_03_02,1.0,,,,
event_ce004_2_intermission_01_52,40056,event_ce004_2_intermission_01,Speech,,ein,Locale_SubScenario:event_ce004_2_intermission_01_52,False,,,,,,,,ce004_03_02,ce004_03_02,1.0,,,,
event_ce004_2_intermission_01_53,40056,event_ce004_2_intermission_01,Speech,,ein,Locale_SubScenario:event_ce004_2_intermission_01_53,False,,,,,,,,ce004_03_02,ce004_03_01,2.0,,,,
event_ce004_2_intermission_01_54,40056,event_ce004_2_intermission_01,Speech,,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_54,False,,,,,,,,ce004_03_01,ce004_03_01,1.0,,,,
event_ce004_2_intermission_01_55,40056,event_ce004_2_intermission_01,Speech,,ein,Locale_SubScenario:event_ce004_2_intermission_01_55,False,,,,,,,,ce004_03_01,ce004_03_01,1.0,,,,
event_ce004_2_intermission_01_56,40056,event_ce004_2_intermission_01,Speech,,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_56,False,,,,,,,,ce004_03_01,ce004_03_01,1.0,,,,
event_ce004_2_intermission_01_57,40056,event_ce004_2_intermission_01,Speech,,ein,Locale_SubScenario:event_ce004_2_intermission_01_57,False,,,,,,,,ce004_03_01,ce004_03_01,1.0,,,,
event_ce004_2_intermission_01_58,40056,event_ce004_2_intermission_01,Speech,,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_58,False,,,,,,,,ce004_03_01,ce004_03_01,1.0,,,,
event_ce004_2_intermission_01_59,40056,event_ce004_2_intermission_01,Speech,,ein,Locale_SubScenario:event_ce004_2_intermission_01_59,False,,,,,,,,ce004_03_01,ce004_03_01,1.0,,,,
event_ce004_2_intermission_01_60,40056,event_ce004_2_intermission_01,Speech,,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_60,False,,,,,,,,ce004_03_01,ce004_03_01,1.0,,,,
event_ce004_2_intermission_01_61,40056,event_ce004_2_intermission_01,Speech,,ein,Locale_SubScenario:event_ce004_2_intermission_01_61,False,,,,,,,,ce004_03_01,ce004_03_01,1.0,,,,
event_ce004_2_intermission_01_62,40056,event_ce004_2_intermission_01,Speech,,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_62,False,,,,,,,,ce004_03_01,ce004_03_01,1.0,,,,
event_ce004_2_intermission_01_63,40056,event_ce004_2_intermission_01,Speech,,ein,Locale_SubScenario:event_ce004_2_intermission_01_63,False,,,,,,,,ce004_03_01,ce004_03_02,1.0,,,,
event_ce004_2_intermission_01_64,40056,event_ce004_2_intermission_01,Speech,,ein,Locale_SubScenario:event_ce004_2_intermission_01_64,False,,,,,,,,ce004_03_02,ce004_03_02,1.0,,,,
event_ce004_2_intermission_01_65,40056,event_ce004_2_intermission_01,Speech,,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_65,False,,,,,,,,ce004_03_02,ce004_03_03,1.0,,,,
event_ce004_2_intermission_01_66,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_66,True,ein,2,surprise,ce004_02_s,12,idle,Classroom_e,black,black,1.0,,,,
event_ce004_2_intermission_01_67,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_67,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_ce004_2_intermission_01_68,40056,event_ce004_2_intermission_01,Speech,ce004_02_s,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_68,True,,2,idle,,12,surprise,,1,1,1.0,,,,
event_ce004_2_intermission_01_69,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_69,True,,2,idle,,12,surprise,,1,1,1.0,,,,
event_ce004_2_intermission_01_70,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_70,True,,2,idle,,12,surprise,,1,1,1.0,,,,
event_ce004_2_intermission_01_71,40056,event_ce004_2_intermission_01,Speech,ce004_02_s,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_71,False,,2,idle,,12,surprise,,1,120,1.0,,,,
event_ce004_2_intermission_01_72,40056,event_ce004_2_intermission_01,Monologue,ce004_02_s,,Locale_SubScenario:event_ce004_2_intermission_01_72,False,,2,idle,,12,surprise,,120,120,1.0,,,,
event_ce004_2_intermission_01_73,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_73,True,,2,shy,,12,surprise,,120,20,1.0,,,,
event_ce004_2_intermission_01_74,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_74,True,,2,shy,,12,surprise,,20,20,1.0,,,,
event_ce004_2_intermission_01_75,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_75,True,,2,surprise,,12,surprise,,20,20,1.0,,,,
event_ce004_2_intermission_01_76,40056,event_ce004_2_intermission_01,Speech,ce004_02_s,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_76,True,,2,surprise,,12,idle,,20,1,1.0,,,,
event_ce004_2_intermission_01_77,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_77,True,,2,surprise,,12,idle,,1,1,1.0,,,,
event_ce004_2_intermission_01_78,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_78,True,,2,delight,,12,idle,,1,1,1.0,,,,
event_ce004_2_intermission_01_79,40056,event_ce004_2_intermission_01,Speech,ce004_02_s,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_79,True,,2,delight,,12,idle,,1,1,1.0,,,,
event_ce004_2_intermission_01_80,40056,event_ce004_2_intermission_01,Monologue,,,Locale_SubScenario:event_ce004_2_intermission_01_80,False,,2,delight,ce004_02,12,idle,SimulationRoom,black,black,1.0,,,,ce004_02_s
event_ce004_2_intermission_01_81,40056,event_ce004_2_intermission_01,Narration,ce004_02,,Locale_SubScenario:event_ce004_2_intermission_01_81,False,,2,delight,,12,idle,,black,black,1.0,,sfx_scn_connectdot,,
event_ce004_2_intermission_01_82,40056,event_ce004_2_intermission_01,Speech,ce004_02,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_82,True,,2,delight,,12,idle,,1,1,1.0,,,,
event_ce004_2_intermission_01_83,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_83,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_ce004_2_intermission_01_84,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_84,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_ce004_2_intermission_01_85,40056,event_ce004_2_intermission_01,Speech,ce004_02,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_85,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_ce004_2_intermission_01_86,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_86,True,,2,idle,,12,idle,,1,1,1.0,,,,
event_ce004_2_intermission_01_87,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_87,True,,2,idle,,12,idle,,1,20,1.0,,,,
event_ce004_2_intermission_01_88,40056,event_ce004_2_intermission_01,Speech,ein,ein,Locale_SubScenario:event_ce004_2_intermission_01_88,True,,2,idle,,12,idle,,20,20,1.0,,,,
event_ce004_2_intermission_01_89,40056,event_ce004_2_intermission_01,Speech,ce004_02,ce004_02,Locale_SubScenario:event_ce004_2_intermission_01_89,False,,2,idle,,12,surprise,,20,120,1.0,,,,
event_ce004_2_intermission_01_90,40056,event_ce004_2_intermission_01,Monologue,ce004_02,,Locale_SubScenario:event_ce004_2_intermission_01_90,False,,2,idle,,12,surprise,,120,120,1.0,,,,
event_ce004_2_intermission_01_91,40056,event_ce004_2_intermission_01,Narration,ce004_02,,Locale_SubScenario:event_ce004_2_intermission_01_91,False,,2,idle,,12,surprise,,120,120,1.0,,,,
