id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,fade,set_camera_shake,play_movie
event_exnii1_03_s_11,40070,event_exnii1_03_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_03_s_11,True,,1,worry,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_exnii1_03_s_12,40070,event_exnii1_03_s,Choice,rapi,,Locale_SubScenario:event_exnii1_03_s_12,False,,1,worry,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,10,10,1.0,,event_exnii1_03_s_14,,,,,,,,,,
event_exnii1_03_s_13,40070,event_exnii1_03_s,Choice,rapi,,Locale_SubScenario:event_exnii1_03_s_13,False,,1,worry,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,10,10,1.0,,event_exnii1_03_s_14,,,,,,,,,,
event_exnii1_03_s_14,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_14,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,10,13,1.0,,,,,,,,,,,,
event_exnii1_03_s_15,40070,event_exnii1_03_s,Self,ce005_02,,Locale_SubScenario:event_exnii1_03_s_15,False,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,13,13,1.0,,,,,,,,,,,,
event_exnii1_03_s_16,40070,event_exnii1_03_s,Self,ce005_02,,Locale_SubScenario:event_exnii1_03_s_16,False,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,13,13,1.0,,,,,,,,,,,,
event_exnii1_03_s_17,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_17,False,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,13,13,1.0,,,,,,,,,,,,
event_exnii1_03_s_18,40070,event_exnii1_03_s,Narration,ce005_02,,Locale_SubScenario:event_exnii1_03_s_18,False,,1,idle,,3,idle,,5,idle,,15,idle,,13,"expression_0,idle",,17,idle,,13,13,1.0,,,sfx_scn_hairtouch,,,,,,,,,
event_exnii1_03_s_19,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_19,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,13,13,1.0,,,,,,,,,,,,
event_exnii1_03_s_20,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_20,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,13,13,1.0,,,,,,,,,,,,
event_exnii1_03_s_21,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_21,True,,1,idle,,3,no,,5,idle,,15,idle,,13,idle,,17,idle,ocean_r,1,1,1.0,,,,rapi,anis,neon,ce005_01,ce005_02,ce005_03,black,,
event_exnii1_03_s_22,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_22,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_23,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_23,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_24,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_24,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_25,40070,event_exnii1_03_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_03_s_25,True,rapi,1,idle,anis,3,idle,neon,5,no,,,,,,,,,,ocean_r_2,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,black,Low_2,
event_exnii1_03_s_26,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_26,True,,1,idle,,3,idle,,5,no,,,,,,,,,,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,,
event_exnii1_03_s_27,40070,event_exnii1_03_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_03_s_27,True,,1,idle,,3,idle,,5,no,,,,,,,,,,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,,
event_exnii1_03_s_28,40070,event_exnii1_03_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_03_s_28,True,,1,idle,,3,idle,,5,no,,,,,,,,,,,event_exnii_talk_01,50,1.0,none,,,,,,,,,,,
event_exnii1_03_s_29,40070,event_exnii1_03_s,Narration,,,Locale_SubScenario:event_exnii1_03_s_29,False,,1,idle,,3,idle,,5,idle,,,,,,,,,,AAAWunder,1,1,1.0,event_bgm_ce004_compte,,,rapi,anis,neon,,,,black,,
event_exnii1_03_s_30,40070,event_exnii1_03_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_03_s_30,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_31,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_31,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_32,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_32,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_33,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_33,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_34,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_34,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_35,40070,event_exnii1_03_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_03_s_35,False,rapi,1,idle,anis,3,idle,neon,5,idle,ce005_01,15,idle,ce005_02,13,idle,ce005_03,17,idle,ocean_r_2,15,15,1.0,,,,,,,,,,black,,
event_exnii1_03_s_36,40070,event_exnii1_03_s,Narration,ce005_01,,Locale_SubScenario:event_exnii1_03_s_36,False,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,15,15,1.0,,,,,,,,,,,,
event_exnii1_03_s_37,40070,event_exnii1_03_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_03_s_37,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,15,15,1.0,,,,,,,,,,,,
event_exnii1_03_s_38,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_38,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,no,,15,16,1.0,,,,,,,,,,,,
event_exnii1_03_s_39,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_39,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,no,,16,16,1.0,,,,,,,,,,,,
event_exnii1_03_s_40,40070,event_exnii1_03_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_03_s_40,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,
event_exnii1_03_s_41,40070,event_exnii1_03_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_03_s_41,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_42,40070,event_exnii1_03_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_03_s_42,True,,1,idle,,3,idle,,5,no,,15,idle,,13,idle,,17,idle,,5,50,1.0,,,,,,,,,,,,
event_exnii1_03_s_43,40070,event_exnii1_03_s,Self,ce005_03,,Locale_SubScenario:event_exnii1_03_s_43,False,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_exnii1_03_s_44,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_44,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,no,,17,17,1.0,,,,,,,,,,,,
event_exnii1_03_s_45,40070,event_exnii1_03_s,Self,ce005_03,,Locale_SubScenario:event_exnii1_03_s_45,False,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_exnii1_03_s_46,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_46,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_exnii1_03_s_47,40070,event_exnii1_03_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_03_s_47,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,1,10,1.0,,,,,,,,,,,,
event_exnii1_03_s_48,40070,event_exnii1_03_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_03_s_48,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,10,10,1.0,,,,,,,,,,,,
event_exnii1_03_s_49,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_49,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,EventScene_ce005_01_7,1,1,1.0,,,,rapi,anis,neon,ce005_01,ce005_02,ce005_03,black,,
event_exnii1_03_s_50,40070,event_exnii1_03_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_03_s_50,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_51,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_51,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_52,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_52,True,rapi,1,idle,anis,3,void,neon,5,idle,ce005_01,15,idle,ce005_02,13,idle,ce005_03,17,idle,ocean_r_2,3,3,1.0,,,,,,,,,,black,,
event_exnii1_03_s_53,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_53,True,,1,idle,,3,void,,5,idle,,15,idle,,13,idle,,17,idle,,3,3,1.0,,,,,,,,,,,,
event_exnii1_03_s_54,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_54,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,think,,17,17,1.0,,,,,,,,,,,,
event_exnii1_03_s_55,40070,event_exnii1_03_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_03_s_55,True,,1,angry,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_56,40070,event_exnii1_03_s,Self,rapi,,Locale_SubScenario:event_exnii1_03_s_56,False,,1,angry,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_57,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_57,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,TechIndoor_n,17,17,1.0,,,,,,,,,,black,,
event_exnii1_03_s_58,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_58,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_exnii1_03_s_59,40070,event_exnii1_03_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_03_s_59,True,,1,idle,,3,idle,,5,no,,15,idle,,13,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,
event_exnii1_03_s_60,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_60,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_exnii1_03_s_61,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_61,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,think,,17,idle,,17,17,1.0,,,,,,,,,,,,
event_exnii1_03_s_62,40070,event_exnii1_03_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_03_s_62,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,
event_exnii1_03_s_63,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_63,True,,1,idle,,3,angry,,5,idle,,15,idle,,13,idle,,17,idle,,3,3,1.0,,,,,,,,,,,,
event_exnii1_03_s_64,40070,event_exnii1_03_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_03_s_64,True,,1,idle,,3,angry,,5,idle,,15,idle,,13,idle,,17,idle,,3,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_65,40070,event_exnii1_03_s,Self,rapi,,Locale_SubScenario:event_exnii1_03_s_65,False,,1,idle,,3,angry,,5,idle,,15,idle,,13,idle,,17,idle,,1,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_66,40070,event_exnii1_03_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_03_s_66,True,,1,idle,,3,angry,,5,no,,15,idle,,13,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,
event_exnii1_03_s_67,40070,event_exnii1_03_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_03_s_67,True,,1,idle,,3,angry,,5,no,,15,idle,,13,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,
event_exnii1_03_s_68,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_68,True,,1,idle,,3,no,,5,idle,,15,idle,,13,idle,,17,idle,,5,3,1.0,,,,,,,,,,,,
event_exnii1_03_s_69,40070,event_exnii1_03_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_03_s_69,True,,1,worry,,3,no,,5,idle,,15,idle,,13,idle,,17,idle,,3,event_exnii_talk_02,1.0,,,,,,,,,,,,
event_exnii1_03_s_70,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_70,True,,1,idle,,3,no,,5,idle,,15,idle,,13,idle,,17,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,
event_exnii1_03_s_71,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_71,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,
event_exnii1_03_s_72,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_72,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,
event_exnii1_03_s_73,40070,event_exnii1_03_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_03_s_73,False,,1,idle,,3,idle,,5,idle,,15,surprise,,13,idle,,17,idle,,event_exnii_talk_02,15,1.0,,,,,,,,,,,,
event_exnii1_03_s_74,40070,event_exnii1_03_s,Self,ce005_01,,Locale_SubScenario:event_exnii1_03_s_74,False,,1,idle,,3,idle,,5,idle,,15,surprise,,13,idle,,17,idle,,15,15,1.0,,,,,,,,,,,,
event_exnii1_03_s_75,40070,event_exnii1_03_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_03_s_75,True,,1,idle,,3,idle,,5,idle,,15,surprise,,13,idle,,17,idle,,15,15,1.0,,,,,,,,,,,,
event_exnii1_03_s_76,40070,event_exnii1_03_s,Self,ce005_01,,Locale_SubScenario:event_exnii1_03_s_76,False,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,15,15,1.0,,,,,,,,,,,,
event_exnii1_03_s_77,40070,event_exnii1_03_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_03_s_77,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,15,15,1.0,,,,,,,,,,,,
event_exnii1_03_s_78,40070,event_exnii1_03_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_03_s_78,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,15,15,1.0,,,,,,,,,,,,
event_exnii1_03_s_79,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_79,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,15,13,1.0,,,,,,,,,,,,
event_exnii1_03_s_80,40070,event_exnii1_03_s,Self,ce005_02,,Locale_SubScenario:event_exnii1_03_s_80,False,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,BattleShipBridge,13,13,1.0,,,,,,,,,,black,,
event_exnii1_03_s_81,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_81,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,13,13,1.0,,,,,,,,,,,,
event_exnii1_03_s_82,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_82,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,13,13,1.0,,,,,,,,,,,,
event_exnii1_03_s_83,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_83,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,13,13,1.0,,,,,,,,,,,,
event_exnii1_03_s_84,40070,event_exnii1_03_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_03_s_84,True,,1,idle,,3,idle,,5,no,,15,idle,,13,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,
event_exnii1_03_s_85,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_85,True,,1,idle,,3,void,,5,idle,,15,idle,,13,idle,,17,idle,,5,3,1.0,,,,,,,,,,,,
event_exnii1_03_s_86,40070,event_exnii1_03_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_03_s_86,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,3,event_exnii_talk_02,1.0,,,,,,,,,,,,
event_exnii1_03_s_87,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_87,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,surprise,,17,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,
event_exnii1_03_s_88,40070,event_exnii1_03_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_03_s_88,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,
event_exnii1_03_s_89,40070,event_exnii1_03_s,Self,rapi,,Locale_SubScenario:event_exnii1_03_s_89,False,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,
event_exnii1_03_s_90,40070,event_exnii1_03_s,Self,rapi,,Locale_SubScenario:event_exnii1_03_s_90,False,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,,,,
event_exnii1_03_s_91,40070,event_exnii1_03_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_03_s_91,True,,1,idle,,3,idle,,5,delight,,15,idle,,13,idle,,17,idle,,5,5,1.0,,,,,,,,,,,,
event_exnii1_03_s_92,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_92,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,idle,,17,no,,17,17,1.0,,,,,,,,,,,,
event_exnii1_03_s_93,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_93,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,delight,,17,no,,13,13,1.0,,,,,,,,,,,,
event_exnii1_03_s_94,40070,event_exnii1_03_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_03_s_94,True,,1,idle,,3,idle,,5,idle,,15,idle,,13,delight,,17,idle,,13,17,1.0,,,,,,,,,,,,
event_exnii1_03_s_95,40070,event_exnii1_03_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_03_s_95,True,,1,idle,,3,delight,,5,idle,,15,idle,,13,idle,,17,idle,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,,
event_exnii1_03_s_96,40070,event_exnii1_03_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_03_s_96,True,,1,idle,,3,delight,,5,no,,15,idle,,13,idle,,17,idle,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,,,,,,
event_exnii1_03_s_97,40070,event_exnii1_03_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_03_s_97,True,,1,idle,,3,delight,,5,no,,15,idle,,13,idle,,17,idle,,event_exnii_talk_01,1,1.0,,,,,,,,,,,,
event_exnii1_03_s_98,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_98,True,,1,idle,,3,delight,,5,no,,15,idle,,13,delight,,17,idle,,13,13,1.0,,,,rapi,anis,neon,,,,black,,
event_exnii1_03_s_99,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_99,True,,,,,,,,,,,15,idle,,13,idle,,17,idle,,13,event_exnii_talk_08,1.0,,,,,,,,,,,,
event_exnii1_03_s_100,40070,event_exnii1_03_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_03_s_100,False,,,,,,,,,,,15,surprise,,13,idle,,17,idle,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,,
event_exnii1_03_s_101,40070,event_exnii1_03_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_03_s_101,True,,,,,,,,,,,15,idle,,13,idle,,17,idle,,event_exnii_talk_08,130,1.0,,,,,,,,,,,,
event_exnii1_03_s_end,40070,event_exnii1_03_s,,,,Locale_SubScenario:none,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,secondquest_mini
