id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_goldencoinrush2_05_e_17,40049,event_goldencoinrush2_05_e,Self,Locale_MainScenario:event_goldencoinrush2_05_e_17,False,,2,2,1.0,,alice_b,,,3,idle,,1,delight
event_goldencoinrush2_05_e_18,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_18,True,,2,2,1.0,,alice_b,alice_b,,3,delight,,1,delight
event_goldencoinrush2_05_e_19,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_19,True,,2,2,1.0,,soda_b,soda_b,,3,delight,,1,delight
event_goldencoinrush2_05_e_20,40049,event_goldencoinrush2_05_e,Self,Locale_MainScenario:event_goldencoinrush2_05_e_20,False,,2,2,1.0,,soda_b,,,3,delight,,1,delight
event_goldencoinrush2_05_e_21,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_21,True,,2,2,1.0,,soda_b,soda_b,,3,surprise,,1,idle
event_goldencoinrush2_05_e_22,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_22,True,,2,2,1.0,,soda_b,soda_b,,3,surprise,,1,idle
event_goldencoinrush2_05_e_23,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_23,True,,2,2,1.0,,soda_b,soda_b,,3,idle,,1,idle
event_goldencoinrush2_05_e_24,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_24,True,,2,2,1.0,,soda_b,soda_b,,3,idle,,1,idle
event_goldencoinrush2_05_e_25,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_25,True,,2,2,1.0,,alice_b,alice_b,,3,idle,,1,idle
event_goldencoinrush2_05_e_26,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_26,True,,2,S_30,1.0,,soda_b,soda_b,,3,delight,,1,idle
event_goldencoinrush2_05_e_27,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_27,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,delight,,1,idle
event_goldencoinrush2_05_e_28,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_28,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,serious,,1,idle
event_goldencoinrush2_05_e_29,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_29,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,serious,,1,idle
event_goldencoinrush2_05_e_30,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_30,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,serious,,1,idle
event_goldencoinrush2_05_e_31,40049,event_goldencoinrush2_05_e,Self,Locale_MainScenario:event_goldencoinrush2_05_e_31,False,,S_30,S_30,1.0,,soda_b,,,3,serious,,1,idle
event_goldencoinrush2_05_e_32,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_32,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,shy,,1,idle
event_goldencoinrush2_05_e_33,40049,event_goldencoinrush2_05_e,Self,Locale_MainScenario:event_goldencoinrush2_05_e_33,False,,S_30,S_30,1.0,,soda_b,,,3,shy,,1,idle
event_goldencoinrush2_05_e_34,40049,event_goldencoinrush2_05_e,Self,Locale_MainScenario:event_goldencoinrush2_05_e_34,False,,S_30,S_30,1.0,,soda_b,,,3,shy,,1,idle
event_goldencoinrush2_05_e_35,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_35,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,delight,,1,delight
event_goldencoinrush2_05_e_36,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_36,True,,S_30,XS_10,1.0,,alice_b,alice_b,,3,delight,,1,delight
